year,ton_DET air_NOUN,ton_DET fer_NOUN
1974,6.863197432593893e-08,5.625571564138454e-09
1975,5.768594801836002e-08,3.4268881066168433e-09
1976,4.285145172033822e-08,1.599787480266457e-08
1977,5.05403221495726e-08,1.7630346071939584e-09
1978,5.287126336739334e-08,6.534650598410963e-09
1979,6.437170529949299e-08,1.2874341259738742e-08
1980,5.173487260812237e-08,6.253665585376211e-09
1981,5.1236952236521915e-08,6.325549528618524e-09
1982,5.0280768881805216e-08,9.9320033308814e-09
1983,5.431171601344431e-08,7.57837881337764e-09
1984,5.335087971403141e-08,6.958810416790584e-09
1985,4.1507349557434736e-08,1.62420065175084e-08
1986,5.395036728472746e-08,3.596691222629289e-09
1987,5.7441677636660415e-08,7.33298027855156e-09
1988,5.5767951590013354e-08,4.797243047249822e-09
1989,6.366221505516023e-08,7.134558943633351e-09
1990,5.121732016277747e-08,3.269190584909154e-09
1991,5.3925480081318256e-08,1.0550637363770932e-08
1992,5.3997453619558655e-08,1.65298330578878e-09
1993,4.2097975327948234e-08,6.647049133334804e-09
1994,5.8551683945751165e-08,7.3848970827405935e-09
1995,7.266084134371908e-08,4.337960657352369e-09
1996,5.071187381133768e-08,1.1743803263186692e-08
1997,5.178485995571691e-08,4.315405033317177e-09
1998,3.6237782552461795e-08,5.244941925219848e-09
1999,5.529943525317549e-08,9.140402129625969e-09
2000,5.6109000112769536e-08,4.859834423776022e-09
2001,4.906957240535803e-08,2.6287270138425356e-09
2002,5.476526698799944e-08,7.448076544402937e-09
2003,6.292053456036228e-08,5.8336921959778465e-09
2004,5.373845501921437e-08,4.404791198453495e-09
2005,7.16096195674254e-08,6.7556245042510454e-09
2006,5.229720301258567e-08,7.412201963319376e-09
2007,7.34984249017856e-08,6.7906151812735516e-09
2008,9.408941581412478e-08,7.663391698997657e-09
2009,8.964202091732432e-08,1.0013204487790972e-08
2010,1.3462810777298273e-07,6.14093115247627e-09
2011,1.2963265527687895e-07,4.971163480860241e-09
2012,1.5625519989015402e-07,1.05531832161887e-08
2013,1.8687137348649685e-07,1.5340187509149672e-08
2014,2.0268566913728137e-07,1.4508482415465096e-08
2015,2.101313532065774e-07,1.1969507385245493e-08
2016,2.379969679111582e-07,2.092053508206959e-08
2017,2.1986442355625968e-07,2.264050161238096e-08
2018,2.45239335505687e-07,1.0067720546125258e-08
2019,2.147931654761237e-07,1.709161767671219e-08
