year,ancien_ADJ phare_NOUN
1938,3.889564337278273e-09
1939,2.9058695893979802e-08
1940,0.0
1941,1.7709015587286103e-08
1942,3.034211770724937e-09
1943,1.7419411690866582e-08
1944,3.2131861615880553e-09
1945,0.0
1946,9.744772988540262e-09
1947,4.7683483828109274e-09
1948,5.435944139264848e-09
1949,6.871905600114303e-09
1950,3.190608444114673e-09
1951,1.1727541715522705e-08
1952,1.8980646387944944e-08
1953,1.7238123040108633e-08
1954,7.818028890937967e-09
1955,1.970977647758332e-08
1956,2.1802853744645745e-08
1957,1.236905244894615e-08
1958,2.2335057359157418e-08
1959,9.30089749662244e-09
1960,8.305000243069571e-09
1961,9.72742331128984e-09
1962,6.976152100435229e-09
1963,1.0345685086399214e-08
1964,6.6923653285755336e-09
1965,3.830430195250756e-09
1966,7.200797402795445e-09
1967,1.9721342336964653e-09
1968,3.5931326802796093e-09
1969,8.629339853793994e-09
1970,5.058597457585634e-09
1971,4.624557625731995e-09
1972,1.3851396807318395e-08
1973,4.961883570686609e-09
1974,8.438357679274588e-09
1975,2.8557400888473694e-09
1976,5.142174241967723e-09
1977,6.4644601893704134e-09
1978,6.534650598410963e-09
1979,3.511183899185255e-09
1980,2.8425752862659692e-09
1981,3.795329828193417e-09
1982,6.828252629986764e-09
1983,9.472973849788957e-09
1984,7.538711099819295e-09
1985,3.0077789148208467e-09
1986,7.1933827783254856e-09
1987,3.6664902225425067e-09
1988,4.7972429917386705e-09
1989,4.390497632122958e-09
1990,3.2691906959314565e-09
1991,1.1722930404189924e-09
1992,8.264915862810085e-09
1993,1.0524493998520512e-08
1994,1.1077346151466827e-08
1995,1.0844901310314015e-08
1996,1.1743803041142087e-08
1997,6.7128524960935465e-09
1998,1.0489884516573511e-08
1999,1.0511462811280126e-08
2000,4.418031274155965e-09
2001,5.257454249729676e-09
2002,1.5772397332636245e-08
2003,7.500461363108002e-09
2004,1.2773894941808805e-08
2005,9.90824944313573e-09
2006,1.153009171472874e-08
2007,9.98619853476157e-09
2008,2.000996654483167e-08
2009,1.3827758715834193e-08
2010,2.0784689080954877e-08
2011,4.474047088365296e-08
2012,3.642550427951363e-08
2013,3.43062392382798e-08
2014,2.273717392142771e-08
2015,3.324862996034739e-08
2016,3.148437000000115e-08
2017,2.1382696502314502e-08
2018,2.4523934216702514e-08
2019,3.4183235630980136e-08
