year,on_PRON eût_VERB,on_PRON fût_VERB
1999,1.6375030327253626e-06,7.220917552785977e-08
2000,1.5873986853875977e-06,6.538686392332238e-08
2001,1.5360528209384938e-06,6.615629644102228e-08
2002,1.7936720837496978e-06,6.966142507280892e-08
2003,1.597598270564049e-06,7.083769304472298e-08
2004,1.5738319234515075e-06,7.223857778626552e-08
2005,1.567304934724234e-06,6.305249655724765e-08
2006,1.8592273249851132e-06,6.794518014885398e-08
2007,1.5334806562350423e-06,5.9517745398807165e-08
2008,1.8221841742160905e-06,5.7901178962538324e-08
2009,1.637874106563686e-06,7.533743939802662e-08
2010,1.674584666488954e-06,6.235406857513226e-08
2011,2.276792884003953e-06,7.265546742019069e-08
2012,3.6245078263164032e-06,1.0246800741242623e-07
2013,4.060966034558078e-06,1.1770107732900215e-07
2014,4.495247594604734e-06,1.7518451045361871e-07
2015,5.611260576188215e-06,1.4363408240569697e-07
2016,5.598003554041497e-06,1.4665087633147778e-07
2017,2.274615781061584e-06,6.792150486489845e-08
2018,4.276199547348369e-06,9.757944496868731e-08
2019,5.367533276512404e-06,1.1198836347148244e-07
