year,on_PRON eut_VERB,on_PRON fut_VERB
1874,4.445706736078137e-06,2.974160508983914e-06
1875,4.488538138502918e-06,2.816707876718283e-06
1876,4.1378925743629225e-06,2.523001910503808e-06
1877,4.263193659426179e-06,2.81161743487246e-06
1878,4.427859835232084e-06,3.273789900504198e-06
1879,4.30707439136313e-06,3.2715437328079133e-06
1880,3.902692355950421e-06,2.737211445946741e-06
1881,3.839759983748081e-06,2.7729662406272837e-06
1882,4.167602241977875e-06,2.7400221824791515e-06
1883,4.014044066025235e-06,2.7476486934574496e-06
1884,4.695786969932669e-06,2.714617721721879e-06
1885,4.865810296905693e-06,2.6749387984636996e-06
1886,4.25670486947638e-06,2.65172820945736e-06
1887,3.6881895084661664e-06,2.3869748133620305e-06
1888,4.122033715248108e-06,2.4303575969497615e-06
1889,3.915710408364248e-06,2.3625830749551824e-06
1890,3.5596873431131826e-06,2.3235299408952415e-06
1891,3.5383294516577735e-06,2.4591741407675727e-06
1892,3.7203620877335197e-06,2.2804848640589626e-06
1893,3.751091526282835e-06,2.420257658286573e-06
1894,3.580534553293546e-06,2.4204212536460545e-06
1895,3.696031058098015e-06,2.5025398713296454e-06
1896,3.6361080901770038e-06,2.2438194946516887e-06
1897,3.618971845753549e-06,2.1984190539114934e-06
1898,3.6304006130194466e-06,2.155833215056191e-06
1899,3.547599874309526e-06,2.1612831915263087e-06
1900,3.509151952130196e-06,2.1314464220267837e-06
1901,3.4108074373762065e-06,1.979531305096316e-06
1902,3.3959522625082172e-06,1.8693450272166956e-06
1903,3.422659631269198e-06,1.9905211274817702e-06
1904,3.4569590070532286e-06,2.006885097216582e-06
1905,3.404036704068858e-06,2.0369515709717234e-06
1906,3.401334822683566e-06,1.9784533265010396e-06
1907,3.3197053426192724e-06,1.8956520193569304e-06
1908,3.262144559812441e-06,2.1217200583123486e-06
1909,3.658154128061142e-06,2.216896405116131e-06
1910,3.3497136087135004e-06,2.0954414594598347e-06
1911,3.5641186286738957e-06,1.9770510562011623e-06
1912,3.554909142167162e-06,1.9618680653366027e-06
1913,3.217323808257788e-06,2.065514422611159e-06
1914,3.3497111076030706e-06,1.978887723907974e-06
1915,3.0040941965125967e-06,1.7459089178828435e-06
1916,3.4500630476941296e-06,1.8118324476290582e-06
1917,3.174779919845605e-06,1.748048020999704e-06
1918,3.5228716797064408e-06,2.2788970568399236e-06
1919,3.194202520262479e-06,1.743045743296534e-06
1920,3.1773084288033715e-06,1.821121770717582e-06
1921,2.950342491203628e-06,1.6864509007064044e-06
1922,3.213091019915737e-06,1.7050409155672241e-06
1923,2.8089798433938995e-06,1.6040697516928049e-06
1924,3.0527365311172616e-06,1.6217663585393893e-06
1925,2.9860053700758726e-06,1.702517977264506e-06
1926,2.9815920470355195e-06,1.6997860825540556e-06
1927,3.0036012503842358e-06,1.7615775504964404e-06
1928,2.8896458843519213e-06,1.5710807019786444e-06
1929,2.914330252679065e-06,1.6242712774783286e-06
1930,3.047095447072934e-06,1.5471807444100705e-06
1931,3.0110142006378737e-06,1.7233494418178452e-06
1932,2.8144089014858764e-06,1.490497027134552e-06
1933,2.5889285097946413e-06,1.4430092676320783e-06
1934,2.7629523060568317e-06,1.2988033120109321e-06
1935,2.3733107354928507e-06,1.3404478238498996e-06
1936,2.3049082074066973e-06,1.2112590184187866e-06
1937,2.302915504515113e-06,1.259111797935475e-06
1938,2.259836833218287e-06,1.1253806064814853e-06
1939,2.171755113522522e-06,1.2036418013394723e-06
1940,2.2112026840659382e-06,1.1563170119188726e-06
1941,2.074906319649017e-06,1.2160191147359e-06
1942,2.378822102855338e-06,1.2409925602696603e-06
1943,2.3748464172967942e-06,1.1409714488763711e-06
1944,2.3391995682686684e-06,1.2499294257395377e-06
1945,2.435567580505449e-06,1.2613538160621829e-06
1946,2.2941979409552005e-06,1.0635723697305366e-06
1947,2.3102648469830456e-06,1.240962689053049e-06
1948,2.27439892341863e-06,1.0708809554671461e-06
1949,1.92511532759454e-06,1.0023165657457866e-06
1950,1.932445229613222e-06,9.210222913225152e-07
1951,1.9009279412784963e-06,1.1194471767339564e-06
1952,1.8537764958637126e-06,1.0112466668488196e-06
1953,1.6753301110838947e-06,9.136205960658117e-07
1954,1.7199663489009254e-06,8.287110802029929e-07
1955,1.6387270989071112e-06,7.940224406866037e-07
1956,1.6849245980665728e-06,7.840306182060885e-07
1957,1.7466869621785008e-06,9.665531308655773e-07
1958,1.7280715951528691e-06,9.140829035914066e-07
1959,1.6780369094249181e-06,8.518072007746014e-07
1960,1.5080495643360337e-06,7.896670979334885e-07
1961,1.6140573961820337e-06,8.365583994418557e-07
1962,1.6045149777710321e-06,9.107049265821843e-07
1963,1.5706043257068814e-06,8.030838074546409e-07
1964,1.5599294442836253e-06,9.052944704990296e-07
1965,1.7187688570174942e-06,9.384554289226799e-07
1966,1.5996848219401727e-06,9.266871927593456e-07
1967,1.8478897345630685e-06,1.1236234911393694e-06
1968,1.9236734374317166e-06,1.0743466702933802e-06
1969,1.5464685816368728e-06,8.979055081681508e-07
1970,1.5226378877741809e-06,8.57662200814957e-07
1971,1.5014396979040612e-06,8.771244779381959e-07
1972,1.4928727409824205e-06,8.044070085588828e-07
1973,1.3948405239716521e-06,7.773617198836291e-07
1974,1.1808075157659914e-06,6.317516891840569e-07
1975,1.234250902371059e-06,6.945159753968255e-07
1976,1.244406149680799e-06,6.79909703649173e-07
1977,1.2335365227045259e-06,6.534981338290891e-07
1978,1.2944548188897897e-06,7.110887594308224e-07
1979,1.357657822609326e-06,7.12770344080127e-07
1980,1.2001353013602056e-06,6.299146804167322e-07
1981,1.1202548364508402e-06,5.041462998178758e-07
1982,1.1086599158716126e-06,4.7425317717397775e-07
1983,1.0293965146956907e-06,5.165928484984761e-07
1984,1.0032284478711517e-06,4.73199094130905e-07
1985,9.414348198788502e-07,5.041037667297132e-07
1986,1.067617830585732e-06,4.951445049528047e-07
1987,9.997296217534313e-07,4.705328819909482e-07
1988,1.0332062458928704e-06,5.133049967298575e-07
1989,1.047682530952443e-06,5.147858530563099e-07
1990,9.404371326127148e-07,4.931029025101452e-07
1991,8.897704049104505e-07,4.607111634413741e-07
1992,9.895859420794295e-07,4.903850339132987e-07
1993,9.616064460260532e-07,4.497836414429912e-07
1994,9.563442233684327e-07,5.14832848352853e-07
1995,9.500133728579385e-07,4.300003411117359e-07
1996,9.443085389193584e-07,4.2811498701667006e-07
1997,8.875349806203303e-07,4.377738775929174e-07
1998,8.482501812068222e-07,4.348533764186868e-07
1999,8.907321813467206e-07,4.2777083564260465e-07
2000,8.504710820034234e-07,4.2810726341713234e-07
2001,8.955196904025797e-07,4.451311212960718e-07
2002,9.042841497830523e-07,4.779912572416833e-07
2003,8.417184460540739e-07,4.421105046503726e-07
2004,8.77434388257825e-07,4.4532440313105326e-07
2005,8.872386558778089e-07,4.4542083088572326e-07
2006,8.458145828171837e-07,4.2784874665358075e-07
2007,8.352456575266842e-07,3.8866286189431776e-07
2008,9.259931346150552e-07,3.938131669656286e-07
2009,9.417180137916148e-07,3.9242224403324144e-07
2010,7.846220455576258e-07,3.1082557683248524e-07
2011,7.567640523120645e-07,3.3345035888032726e-07
2012,9.392333595314994e-07,5.140421563964992e-07
2013,1.0057584916012274e-06,5.505732900701332e-07
2014,1.2418827850524394e-06,7.520591225329554e-07
2015,1.3281720043778478e-06,7.744714451973778e-07
2016,1.6939418969741382e-06,1.0988458996052941e-06
2017,8.117877712265908e-07,3.609902137213794e-07
2018,1.0044487055438367e-06,5.544990528960625e-07
2019,1.1752400723707979e-06,6.265225920287776e-07
