year,certain_ADJ enfant_NOUN
1971,3.5968781286754847e-09
1972,3.591102859523687e-09
1973,1.102640756478479e-09
1974,7.313243066686681e-09
1975,7.4249242310031605e-09
1976,3.999468867199596e-09
1977,4.7014254711541525e-09
1978,4.75247319275951e-09
1979,2.9259866751729646e-09
1980,4.548120546843393e-09
1981,5.69299452024552e-09
1982,4.966001831974154e-09
1983,3.157658134966823e-09
1984,4.059305780401701e-09
1985,3.609334831011779e-09
1986,2.3977941854269602e-09
1987,3.6664901115202042e-09
1988,4.197587610832443e-09
1989,7.683370939481904e-09
1990,4.903785932874882e-09
1991,9.37834432335194e-09
1992,7.162927362358573e-09
1993,3.3235244556450994e-09
1994,4.2199412852994556e-09
1995,5.964695848348356e-09
1996,2.135236876199542e-09
1997,9.58978896292706e-10
1998,6.198567881199324e-09
1999,2.7421206971744994e-09
2000,6.1852442057031e-09
2001,6.133696661692056e-09
2002,5.695588056742196e-09
2003,1.6667691671301554e-09
2004,7.488145215006625e-09
2005,1.8014998381943315e-09
2006,5.3532567267922104e-09
2007,3.5950314392074745e-09
2008,2.9802077194940324e-09
2009,2.384096253749135e-09
2010,1.8895172093635892e-09
2011,1.91198598620268e-09
2012,2.382976926895708e-09
2013,8.367375126105969e-10
2014,3.248167845804062e-09
2015,1.9949178975409154e-09
2016,3.728412023562555e-09
2017,3.270294840485022e-09
2018,2.8396133222585718e-09
2019,6.377469330409724e-09
