year,bien_ADV utile_ADJ,bien_ADV futile_ADJ
1861,2.6739513714346685e-07,1.5562680033553988e-08
1862,3.266503938448295e-07,2.1686334505943705e-08
1863,3.001767083787854e-07,4.0955889346605545e-08
1864,3.313157037609926e-07,2.445311331200628e-08
1865,3.224188276362838e-07,2.4946275378745497e-08
1866,3.790312348428415e-07,2.335494220240264e-08
1867,4.110331417450652e-07,3.2513838732484146e-08
1868,3.0528420325026673e-07,2.5687345583946808e-08
1869,3.682173428387614e-07,2.490594752657671e-08
1870,3.434695088344597e-07,2.695002976338401e-08
1871,3.9723204281472135e-07,2.7615060460561835e-08
1872,3.9791493122720567e-07,2.1770421909650395e-08
1873,3.6873788644697925e-07,3.292302608315367e-08
1874,4.092607355232758e-07,1.1351757756017378e-08
1875,4.376968263386516e-07,1.0870901234749653e-08
1876,3.26484808965688e-07,1.4510435519810017e-08
1877,3.482051340597536e-07,3.030559980743419e-08
1878,3.345654988606839e-07,2.4760263173106978e-08
1879,3.6411577752915036e-07,2.932476084183122e-08
1880,4.2486141182962456e-07,2.1178893305773272e-08
1881,3.4862537745539157e-07,2.4403776777148778e-08
1882,3.6205295828040107e-07,3.0614771162618126e-08
1883,3.715771299539483e-07,3.159669503816076e-08
1884,4.1722725541148975e-07,2.8387297845711146e-08
1885,3.6031104855283047e-07,1.5469526104539e-08
1886,3.4913239232992055e-07,3.613939725255477e-08
1887,5.321073786035413e-07,2.154545164501087e-08
1888,3.4492944678277127e-07,1.8387781963724592e-08
1889,4.122460097732983e-07,1.50363277384713e-08
1890,4.2669054778343707e-07,3.998175657216052e-08
1891,4.143242904319777e-07,2.358461337337303e-08
1892,4.2375143038952956e-07,1.4417578242387208e-08
1893,4.138455835800414e-07,1.1085149687062312e-08
1894,3.572972673282493e-07,1.6384001710889606e-08
1895,4.6885006099728344e-07,2.708376434235049e-08
1896,4.151508505856327e-07,8.255840455717589e-09
1897,3.967991801800963e-07,1.1070755867592652e-08
1898,4.0853322502698575e-07,1.5843394263193034e-08
1899,3.9522186057183717e-07,1.1055156790007459e-08
1900,4.080167741449259e-07,2.284063338464648e-08
1901,3.705333995185356e-07,1.1736351501756559e-08
1902,3.3144416988761805e-07,1.9641134940684424e-08
1903,4.0501652165403357e-07,1.6200660368781428e-08
1904,3.547252731550543e-07,2.418581246388385e-08
1905,3.9944274021763704e-07,8.257214467732865e-09
1906,4.393133679059247e-07,1.18316245689698e-08
1907,4.484559497086593e-07,1.8514235478050978e-08
1908,4.307288179461466e-07,1.620758460774141e-08
1909,3.9442051047444693e-07,1.925344328412848e-08
1910,3.6821197113567905e-07,1.8704527371404822e-08
1911,3.905154528638377e-07,1.59611229788581e-08
1912,3.865390567625582e-07,1.250261111307438e-08
1913,4.3060276766482275e-07,1.3257474729133634e-08
1914,3.6162415995022457e-07,2.47779509132684e-08
1915,3.3692978718136146e-07,2.238344798399794e-08
1916,3.614875083712832e-07,1.2086208478478966e-08
1917,2.829337404364196e-07,2.0836207093033465e-08
1918,2.297275329965487e-07,6.89182577673364e-09
1919,3.1306683467846597e-07,1.2890987832747669e-08
1920,4.808367179975903e-07,1.4387239843927091e-08
1921,3.756082662675908e-07,2.3475516253146367e-08
1922,3.356960576184065e-07,9.591316185719734e-09
1923,4.023444262202247e-07,1.8047111804975202e-08
1924,3.919053881418222e-07,1.675911143195208e-08
1925,4.245296736371529e-07,1.9796720707176974e-08
1926,3.722810220097017e-07,2.11776637337735e-08
1927,4.0248701793643704e-07,2.4528294062520217e-08
1928,4.4790081688006467e-07,2.170947865920425e-08
1929,3.943703745790117e-07,2.1166771446701205e-08
1930,4.1279162132923375e-07,1.470504518152893e-08
1931,3.832199695352756e-07,7.983749661377715e-09
1932,3.441294609274337e-07,1.3151444377967891e-08
1933,3.750906500954443e-07,1.3764794637438627e-08
1934,3.642400372427801e-07,8.38710612072191e-09
1935,3.075849122069485e-07,7.180970484910176e-09
1936,3.5040426382693113e-07,9.699771652549316e-09
1937,3.009277236287744e-07,1.3850230295986421e-08
1938,2.7356603027328674e-07,2.2040865133021725e-08
1939,3.441161311457108e-07,7.647025235257843e-09
1940,2.561140775014792e-07,2.5357829169792012e-09
1941,3.2466527954966296e-07,2.9515025978810172e-09
1942,3.5196856629227113e-07,3.034211770724937e-09
1943,3.629043874298077e-07,5.806470415592457e-09
1944,3.8236916566347645e-07,1.2852744646352221e-08
1945,2.962765393021982e-07,2.832055301382752e-08
1946,3.160090784604108e-07,1.2528993842408909e-08
1947,3.027901129826205e-07,2.1457568166738383e-08
1948,3.4790042491295026e-07,4.348755133776194e-09
1949,2.9451024374793633e-07,1.4725512254010198e-08
1950,3.456492549958057e-07,2.1270722960764488e-09
1951,3.411648492601671e-07,2.0256663124662566e-08
1952,2.5623873511904094e-07,2.1089608281954497e-08
1953,3.6954227766727854e-07,1.400597604561682e-08
1954,3.293344548183086e-07,1.8567819282111486e-08
1955,3.519602955748269e-07,1.1262729415761896e-08
1956,3.479735539713147e-07,9.593255967388359e-09
1957,3.3573144264664734e-07,1.236905244894615e-08
1958,3.3254417530770297e-07,8.272243334772611e-09
1959,3.6661037938756635e-07,4.650448914844674e-09
1960,3.1212957196657953e-07,1.2457499920515147e-08
1961,4.224480960601795e-07,1.042223907177231e-08
1962,3.7734639590780716e-07,1.3952304200870458e-08
1963,3.3558816880940867e-07,1.4225316924409981e-08
1964,3.814648152911104e-07,1.4601524378488051e-08
1965,3.5951325116911903e-07,1.0944086803466035e-08
1966,3.0631082381660235e-07,1.273987226824147e-08
1967,3.8111494404802215e-07,1.7256175155466735e-08
1968,3.2697508345336246e-07,1.886394726535734e-08
1969,3.320024859476689e-07,1.4987801222332564e-08
1970,3.40305660984086e-07,1.6555409487750694e-08
1971,3.4838333817788225e-07,1.3359833239690033e-08
1972,3.452588828167791e-07,9.747279428040656e-09
1973,3.7158994814490143e-07,8.269805285010534e-09
1974,2.9703019777116424e-07,2.1377172032543967e-08
1975,2.798625189370796e-07,1.1994108817248161e-08
1976,3.296705131106137e-07,1.656922776760439e-08
1977,3.625974329679593e-07,8.22749424145286e-09
1978,3.481186467979569e-07,1.1881182260253809e-08
1979,3.4585161756695015e-07,1.0533551808578068e-08
1980,3.411090290228458e-07,1.2507331170752423e-08
1981,3.6308654216554714e-07,8.855769451088236e-09
1982,3.941763964121492e-07,1.4277254933858785e-08
1983,3.7512978678932996e-07,1.4525227243211702e-08
1984,3.688169272209052e-07,1.0438215014563212e-08
1985,3.5732415426537045e-07,1.2031115659283387e-08
1986,4.4059467541046615e-07,1.8582904104391673e-08
1987,4.277571861166507e-07,1.833245094617908e-08
1988,4.149615335791168e-07,8.994830658082265e-09
1989,4.275247249552194e-07,1.7561990972581043e-08
1990,4.386164107472723e-07,1.961514328741032e-08
1991,4.2612850847945083e-07,1.52398094144246e-08
1992,3.53187431301194e-07,2.0386792698445788e-08
1993,4.436905101101729e-07,1.994114740000441e-08
1994,4.03531885240227e-07,1.7407257857371405e-08
1995,4.316270860726945e-07,1.301388213859056e-08
1996,3.971540536440443e-07,1.4946657245218375e-08
1997,4.185942827916733e-07,1.1987236092636522e-08
1998,4.353302074378007e-07,1.6688451509594415e-08
1999,4.369112218682858e-07,1.1425503210205079e-08
2000,4.077843129834946e-07,2.1206551181762734e-08
2001,4.429405180417234e-07,7.448060029835446e-09
2002,3.8992871509435645e-07,1.489615336636163e-08
2003,3.8835722193653055e-07,1.2084076517204778e-08
2004,4.136099107654445e-07,1.673820748671062e-08
2005,4.2380284526188916e-07,1.5763124139311913e-08
2006,4.768516532749345e-07,2.182481573242967e-08
2007,5.013071699977445e-07,1.637736560256009e-08
2008,5.321799676494265e-07,2.341591825993916e-08
2009,5.264084279588133e-07,1.4781396329155427e-08
2010,6.183445293572731e-07,2.2201827598600232e-08
2011,7.464393547707004e-07,3.74749262732621e-08
2012,7.356590003837482e-07,2.9957423208770706e-08
2013,6.755261097168841e-07,3.095928846619245e-08
2014,7.410153557430021e-07,3.2048588588518e-08
2015,6.731739290444239e-07,3.324863265263822e-08
2016,6.878920544295397e-07,3.6248451906750745e-08
2017,6.870134825476271e-07,2.892952957744832e-08
2018,7.153244041546714e-07,3.6656827462344665e-08
2019,7.221846090033068e-07,3.9030111642635035e-08
