year,aux_ADP oies_NOUN,aux_ADP toits_NOUN
1838,3.9135405138779333e-08,1.0667553596022117e-07
1839,5.5931800524433584e-08,1.3423633049569617e-07
1840,4.7772664935052944e-08,9.044958204640352e-08
1841,6.099521199232072e-08,1.1364370777755539e-07
1842,3.7566284305512454e-08,9.19032316915036e-08
1843,8.978505050549757e-08,1.3054273040324915e-07
1844,6.641159000508878e-08,1.575217112304017e-07
1845,4.2409731282333496e-08,1.400637188453402e-07
1846,2.4588905134237393e-08,1.2352997202924598e-07
1847,7.496580600729885e-08,1.693472171382382e-07
1848,5.309846429213394e-08,1.1343762906790289e-07
1849,4.860060620615059e-08,1.3239476004400785e-07
1850,4.955967192188382e-08,1.9348638602423307e-07
1851,5.4175285590929434e-08,1.386629264743533e-07
1852,4.948014531436229e-08,1.1784086950683559e-07
1853,3.642878354526147e-08,1.552702286744534e-07
1854,5.403491076805267e-08,1.4651773483365105e-07
1855,6.580602018857462e-08,1.5337047898356104e-07
1856,5.694908100650764e-08,1.439258596747095e-07
1857,4.735063718896981e-08,1.6060164398368215e-07
1858,3.229826228690058e-08,1.5464016200894548e-07
1859,5.295860283638376e-08,1.3290572553614766e-07
1860,4.485640303641958e-08,2.192471129092155e-07
1861,5.5648373908923077e-08,1.4147890681215358e-07
1862,7.906476362506965e-08,1.5406332920520072e-07
1863,6.742738156706451e-08,1.9678806495448953e-07
1864,6.856460832427302e-08,1.5486970994516014e-07
1865,5.412871001420072e-08,1.9015651275822165e-07
1866,9.341976481280767e-08,1.746755060594296e-07
1867,8.346835578265654e-08,1.4315793350760941e-07
1868,7.409811075831385e-08,1.3881046356800653e-07
1869,5.86022301796163e-08,1.4748228238659067e-07
1870,4.243196194408938e-08,1.5653952800676052e-07
1871,7.11618906024114e-08,1.7843578348220035e-07
1872,5.98686610286947e-08,1.5481188597732398e-07
1873,6.524745010949573e-08,1.9514374116624822e-07
1874,6.512323835750067e-08,1.565347531595762e-07
1875,6.522541085018929e-08,1.6306351824368903e-07
1876,5.8041743855596906e-08,1.166880849723384e-07
1877,6.494056759009936e-08,2.702764447803929e-07
1878,5.495570576385944e-08,2.0291338387323776e-07
1879,4.581993984231758e-08,2.0405146017310472e-07
1880,7.63723715380138e-08,1.8675932267342432e-07
1881,6.484431835929172e-08,2.7192780294171826e-07
1882,1.0914831349850829e-07,2.0432032954431634e-07
1883,1.0679683093428594e-07,2.5719708673932473e-07
1884,5.2813575734944607e-08,2.561458529726224e-07
1885,4.318575907991118e-08,2.2301900060028856e-07
1886,5.162771010702727e-08,2.4329557390956325e-07
1887,6.137189068056159e-08,2.74214841056164e-07
1888,7.03808211710566e-08,2.403093048997107e-07
1889,1.1089291618304742e-07,2.524850231111486e-07
1890,8.520702365899524e-08,2.7856142992277455e-07
1891,5.290602622665119e-08,2.3648355806926702e-07
1892,4.638699024894777e-08,2.532478902139701e-07
1893,5.665743257887712e-08,3.3624954198785417e-07
1894,5.1042468918183204e-08,3.194880378032394e-07
1895,5.5973115919982774e-08,3.129679555513576e-07
1896,6.309820932415278e-08,3.479246970528038e-07
1897,5.477110853746581e-08,3.4785480806931446e-07
1898,5.545187775624072e-08,3.5817387811221124e-07
1899,9.0652287454418e-08,2.9793648081977153e-07
1900,5.6582480922884315e-08,3.32746509457138e-07
1901,5.812288650375308e-08,3.263823487031914e-07
1902,4.713872386874485e-08,3.0149143981361703e-07
1903,5.2922157323109786e-08,3.8341565300470393e-07
1904,6.449550227216605e-08,3.7944855080240814e-07
1905,6.812202002492995e-08,2.900346487422212e-07
1906,1.358064730672126e-07,2.988771257150802e-07
1907,7.199980761596336e-08,3.368562317973556e-07
1908,6.139236319313568e-08,3.531288825797674e-07
1909,7.86640649286241e-08,2.965030034829397e-07
1910,7.749018304803457e-08,3.997424755652901e-07
1911,6.969690247160543e-08,4.117969467642979e-07
1912,7.866225892882994e-08,3.558034791240061e-07
1913,6.522677464815274e-08,3.181793886142259e-07
1914,8.036092502550218e-08,3.843930755920155e-07
1915,5.301342831387501e-08,3.828747594525339e-07
1916,4.394984820521586e-08,4.2081978790520225e-07
1917,4.276905407607501e-08,5.472246016324789e-07
1918,4.020231791912465e-08,4.0202317563853285e-07
1919,7.090043319113448e-08,5.38659151061438e-07
1920,5.5277291188815525e-08,3.8618381381638756e-07
1921,4.316465940235048e-08,3.3622998785176605e-07
1922,7.894391068630213e-08,4.116888021599152e-07
1923,6.157249865523795e-08,3.418335268179362e-07
1924,6.059063462071634e-08,3.687004550556594e-07
1925,5.719052609265418e-08,3.794371252752171e-07
1926,5.5730692949396143e-08,3.8119793543955893e-07
1927,1.427100768669476e-07,3.712691807322699e-07
1928,4.227635308495792e-08,3.896280134085828e-07
1929,5.124586888172189e-08,3.9771251181264233e-07
1930,6.197126012352783e-08,3.4556856576273276e-07
1931,6.957267473239881e-08,3.2049052833826863e-07
1932,6.794912410512666e-08,3.507051644646708e-07
1933,5.964744431707913e-08,4.049143740303407e-07
1934,5.511526701695857e-08,3.390787242096849e-07
1935,5.146362269670135e-08,3.0160074970808637e-07
1936,5.698615801463802e-08,3.4191694453511445e-07
1937,4.0291578073947676e-08,3.6766064681614807e-07
1938,3.5006079368571363e-08,3.306129769953259e-07
1939,9.788192567583565e-08,3.3035149726856616e-07
1940,1.369322788491445e-07,3.1190128879643453e-07
1941,1.26914614373419e-07,3.217137702904438e-07
1942,7.282108072104165e-08,4.520975664945581e-07
1943,1.1612941008820599e-07,4.209691155665496e-07
1944,9.318239690969676e-08,3.7594278978758666e-07
1945,7.624764108982163e-08,3.6381018730935466e-07
1946,5.150808579656996e-08,3.9675146012996265e-07
1947,4.7683483828109274e-08,3.2067143251879315e-07
1948,5.3272248834446145e-08,3.457260220329772e-07
1949,3.141442572740516e-08,2.7782132860920683e-07
1950,4.147791021757996e-08,3.647928963346203e-07
1951,6.823297127311889e-08,3.0704836717632134e-07
1952,4.2179213899373735e-08,3.2477996114721464e-07
1953,4.417269394707546e-08,3.7492918636417016e-07
1954,4.3976413399704484e-08,3.508340569169377e-07
1955,4.22352348650179e-08,3.8011711467333953e-07
1956,4.7966278060584955e-08,3.287870242729696e-07
1957,7.42143149157215e-08,3.489840025849844e-07
1958,4.6324563740540725e-08,3.441253397795663e-07
1959,8.138285423342495e-08,2.860026029338769e-07
1960,7.958958292419993e-08,3.273554227689601e-07
1961,4.794229990778831e-08,3.3490127293589467e-07
1962,4.693047800374828e-08,3.310501313080749e-07
1963,7.435961180135564e-08,2.877393683320406e-07
1964,4.137098486012292e-08,2.774289669105201e-07
1965,4.541796094770234e-08,2.6211088766103785e-07
1966,7.200797114137458e-08,3.040952094579552e-07
1967,4.240088635754091e-08,2.578565556632384e-07
1968,4.4914157726339e-08,3.1844137993175536e-07
1969,6.994307166774405e-08,2.620594159452594e-07
1970,5.610444731019015e-08,2.492508883733535e-07
1971,6.474380676024794e-08,2.3636629009615717e-07
1972,4.873639625202486e-08,2.334216873123296e-07
1973,6.781240774467179e-08,2.3761907641528524e-07
1974,5.85059468649618e-08,2.5990141239162767e-07
1975,5.711480133285818e-08,2.1418050266674982e-07
1976,6.627691084837295e-08,2.411108255273575e-07
1977,6.053085321866547e-08,2.2096699581197754e-07
1978,6.178215161689593e-08,2.8871272661490366e-07
1979,6.261611462665684e-08,2.399308982603543e-07
1980,1.205251900504578e-07,2.8766862669726834e-07
1981,5.692994659023398e-08,2.8717994382532197e-07
1982,7.697303061604543e-08,2.824413627422473e-07
1983,1.0483424506269046e-07,2.797684999222838e-07
1984,8.466552109398506e-08,3.14306248583307e-07
1985,6.376491445969634e-08,2.6227831995129236e-07
1986,5.2751471690815066e-08,2.685529523205332e-07
1987,6.844115035820053e-08,2.236559026869145e-07
1988,7.315795608198172e-08,2.7704078320311964e-07
1989,8.780995386370449e-08,2.5135599912573525e-07
1990,5.557624138674555e-08,2.718876714880025e-07
1991,8.088821967788817e-08,2.7197199869988253e-07
1992,4.407955345175907e-08,2.677832924291579e-07
1993,7.644106259085959e-08,3.0576424592254625e-07
1994,9.653115773389231e-08,2.8537351681734435e-07
1995,4.771756589860843e-08,2.792562270315102e-07
1996,6.512472250363999e-08,2.6316794787817344e-07
1997,5.7538734665740776e-08,2.574858228854282e-07
1998,5.292623317387779e-08,2.3030064255635807e-07
1999,5.712751499631352e-08,2.399355594207009e-07
2000,6.185244161294179e-08,2.7524336587703147e-07
2001,4.6002722159377285e-08,2.2957549106195074e-07
2002,7.448076466687326e-08,2.676926271760749e-07
2003,7.292115178358927e-08,2.716833762406168e-07
2004,5.770276489958093e-08,2.8146615704827127e-07
2005,8.241861693125685e-08,2.688738618417119e-07
2006,5.517972495594492e-08,3.001941877300851e-07
2007,4.993099303463033e-08,2.907981127009407e-07
2008,7.748540298280204e-08,3.9977359733711637e-07
2009,1.7785358430444376e-07,3.671508181923855e-07
2010,4.818268850570462e-08,5.139486916050373e-07
2011,7.342026364653975e-08,6.053347760826e-07
2012,6.638292626703901e-08,6.202548661349283e-07
2013,5.912944922581431e-08,5.714917392651842e-07
2014,4.763979455368883e-08,5.924658239564451e-07
2015,5.984753714827207e-08,5.703248575628095e-07
2016,7.456823958307268e-08,6.015171720719081e-07
2017,4.4023198086939885e-08,4.4777883090318937e-07
2018,5.1887479757262156e-08,5.599201244876895e-07
2019,5.0509558091604845e-08,6.293286674008414e-07
