year,ses_DET août_NOUN,ses_DET toutes_ADJ
1989,0.0,1.1470175298455842e-07
1990,5.44865097484859e-10,9.971031578182021e-08
1991,0.0,1.2250462555485342e-07
1992,5.509944167592096e-10,1.041379422694888e-07
1993,0.0,1.0302925712579736e-07
1994,0.0,8.387133454412776e-08
1995,5.422450821690461e-10,1.035688105832655e-07
1996,0.0,1.1903945273950001e-07
1997,4.79489448146353e-10,1.0980308096097957e-07
1998,4.768129224785866e-10,1.0728291099937337e-07
1999,0.0,1.3482093833006026e-07
2000,0.0,1.4093520794844494e-07
2001,8.762423564512289e-10,1.095302949172261e-07
2002,0.0,1.112830263494402e-07
2003,0.0,1.0792330495945635e-07
2004,3.0833538500196767e-09,1.0879834433374924e-07
2005,4.5037495954858286e-10,1.1124261567463378e-07
2006,4.1178899179428186e-10,1.2683101613397696e-07
2007,0.0,1.4579849594298366e-07
2008,4.257439678578834e-10,1.2729745185735553e-07
2009,4.76819250749827e-10,1.2397300608313344e-07
2010,0.0,1.2565289814192582e-07
2011,0.0,1.0095286162581374e-07
2012,0.0,1.1914884481822874e-07
2013,2.789125042035323e-10,1.0849696741033199e-07
2014,2.1654451842767486e-10,1.2472964067145043e-07
2015,0.0,1.066172769653706e-07
2016,6.214020409345267e-10,1.0729541610743354e-07
2017,2.515611330355938e-10,1.1370562980062004e-07
2018,2.5814667070633845e-10,1.1694044160792672e-07
2019,0.0,1.1785563591715231e-07
