year,rares_ADJ erreurs_NOUN
1918,1.033773866510046e-08
1919,1.5653341733923298e-08
1920,3.786115865267448e-09
1921,1.060184651180407e-08
1922,1.623145884366295e-08
1923,7.431163684401554e-09
1924,7.734974438733389e-09
1925,8.798542339150117e-09
1926,7.802296586589819e-09
1927,1.1149224876660924e-09
1928,9.14083297942625e-09
1929,3.342121912552898e-09
1930,1.470504518152893e-08
1931,1.8248570654577634e-08
1932,1.2055489939655217e-08
1933,5.735331320977366e-09
1934,1.4377896206951846e-08
1935,1.4361940969820353e-08
1936,1.576212937948185e-08
1937,1.888667711114067e-08
1938,6.482607339819424e-09
1939,6.117620188206274e-09
1940,7.607348528892999e-09
1941,2.9515025978810172e-09
1942,6.068423541449874e-09
1943,1.4516175816936538e-08
1944,1.2852744646352221e-08
1945,2.832055301382752e-08
1946,1.1136883415474585e-08
1947,1.3112957830685446e-08
1948,1.522064252412747e-08
1949,1.2762110479513922e-08
1950,2.1270722072586068e-08
1951,5.330700769690111e-09
1952,9.490323193972472e-09
1953,1.4005975934594517e-08
1954,7.818028890937967e-09
1955,1.5016972554349195e-08
1956,1.831439710997529e-08
1957,1.1485549400447326e-08
1958,4.9633461784992505e-09
1959,1.6276571201956358e-08
1960,1.7302083321624195e-08
1961,1.042223907177231e-08
1962,1.2683912586908264e-08
1963,1.7458344103715717e-08
1964,1.2167936880302932e-08
1965,1.2585699593614663e-08
1966,1.38476865529924e-08
1967,1.429797347185513e-08
1968,1.257596426995633e-08
1969,7.72098829315837e-09
1970,1.4715920038099739e-08
1971,2.0553589052951793e-08
1972,2.4624704053621826e-08
1973,1.1577728109557484e-08
1974,1.1251143128276908e-08
1975,9.138368284311582e-09
1976,1.428381679602353e-08
1977,2.11564152863275e-08
1978,1.544553818177974e-08
1979,2.984506508596496e-08
1980,1.1370301145063877e-08
1981,1.0120879245789638e-08
1982,1.4898005495922462e-08
1983,1.0104505676622466e-08
1984,8.69851302098823e-09
1985,1.9851341903631692e-08
1986,1.6185110141009318e-08
1987,1.2832715334809564e-08
1988,1.739000587974715e-08
1989,2.7440611560791695e-08
1990,1.0352437129768077e-08
1991,1.817054240405014e-08
1992,1.7080827419135858e-08
1993,9.416652346772025e-09
1994,1.793475057354499e-08
1995,1.4640617607142303e-08
1996,1.975094043871195e-08
1997,2.109753616252874e-08
1998,1.2397135762398648e-08
1999,8.683382013430219e-09
2000,1.7230322058026104e-08
2001,1.3581756164171566e-08
2002,1.0514931148009055e-08
2003,1.1667384391955693e-08
2004,1.0571499231559756e-08
2005,1.6213498099659773e-08
2006,1.729513776638214e-08
2007,1.4380126422963713e-08
2008,7.2376473703172906e-09
2009,1.5258216023994464e-08
2010,6.613310343794865e-09
2011,6.500752380844688e-09
2012,9.531907707582832e-09
2013,7.80955033974351e-09
2014,9.527958866328845e-09
2015,6.64972610309178e-09
2016,7.871092222444531e-09
2017,8.049956257139002e-09
2018,9.035133530232997e-09
2019,1.1479444950168727e-08
