year,les_DET oies_NOUN,les_DET toits_NOUN
1857,4.115112304248214e-07,2.3353140079507284e-06
1858,4.0519638666580704e-07,2.1904093614466547e-06
1859,5.412980277341717e-07,2.5216442622877366e-06
1860,4.641264600979689e-07,2.759126417117841e-06
1861,4.7253954882364724e-07,2.5494500022205102e-06
1862,4.716777590729748e-07,2.45733279768956e-06
1863,4.390271755028152e-07,2.3135083608849527e-06
1864,5.489963399440967e-07,2.107283016528072e-06
1865,5.492887309443972e-07,2.4028440179790778e-06
1866,4.1406367046192827e-07,2.3063006011625475e-06
1867,5.74572872835688e-07,2.538990884204395e-06
1868,6.001947054912193e-07,2.259992285758017e-06
1869,4.903053287819148e-07,2.290370389346208e-06
1870,4.656047671858232e-07,2.5654133537500456e-06
1871,5.703572205639773e-07,2.7880590494078206e-06
1872,4.3540843108758054e-07,2.292546405158191e-06
1873,5.225781896101012e-07,2.120841486430436e-06
1874,5.580284909711963e-07,2.0313671171834358e-06
1875,4.828969011327899e-07,2.24455517638944e-06
1876,4.6554313826163707e-07,2.0447622546271305e-06
1877,6.110598054220873e-07,2.245088239760662e-06
1878,4.813153733351783e-07,2.1009989126241635e-06
1879,4.661415058393459e-07,2.4339551458751885e-06
1880,6.327996473487474e-07,2.0113529757281867e-06
1881,5.68956634694473e-07,2.361588371968537e-06
1882,5.051437419467675e-07,2.2601686993084513e-06
1883,6.243506760483797e-07,2.2970797886046057e-06
1884,5.644450800090794e-07,2.433385574818203e-06
1885,4.10586999510798e-07,2.6401323935942855e-06
1886,4.5238780543854773e-07,2.3529328956328754e-06
1887,4.968511522207564e-07,2.4418178270479984e-06
1888,4.3496617152527506e-07,2.4246511571845986e-06
1889,4.4858378878132044e-07,2.286774986259843e-06
1890,4.817473957530183e-07,2.1413181485741006e-06
1891,4.2707273628650455e-07,2.272409368231365e-06
1892,5.904938618073174e-07,2.1613831364675207e-06
1893,5.413248107544177e-07,2.1037151398672904e-06
1894,3.7494157112405446e-07,2.203018226509812e-06
1895,3.9482110825161953e-07,2.197998085762265e-06
1896,5.183488394067126e-07,2.1512362735620627e-06
1897,4.492396001865018e-07,2.2444501155405305e-06
1898,4.837893285980499e-07,2.1592281598259433e-06
1899,5.378333831629334e-07,2.2248503626087768e-06
1900,4.2981919623485965e-07,2.1003000370001246e-06
1901,3.917705884148859e-07,2.2673514052939936e-06
1902,3.3831854984178733e-07,2.085888525016344e-06
1903,3.9529613271582775e-07,2.3253347904983457e-06
1904,4.6651745932990707e-07,2.425030800168315e-06
1905,4.180214836502216e-07,2.372400871308855e-06
1906,4.840677552131467e-07,2.4733239740726276e-06
1907,4.4639880325547665e-07,2.3091365619620774e-06
1908,4.16976919659362e-07,2.413947768786784e-06
1909,3.9001974716512677e-07,2.3879769628365466e-06
1910,5.509819449578401e-07,3.032271081337967e-06
1911,4.878783039785617e-07,2.642629922888773e-06
1912,4.3759138845800294e-07,2.491145139060791e-06
1913,3.887091333254489e-07,2.335966954092328e-06
1914,4.855139064119385e-07,2.3472086922993185e-06
1915,2.473959943571913e-07,2.4963435194536032e-06
1916,2.6809406961092463e-07,2.6117196654240615e-06
1917,3.893080684491679e-07,3.258124721128297e-06
1918,3.652667697195966e-07,2.783148914886624e-06
1919,4.797288877256278e-07,2.925333461689661e-06
1920,4.3616053879702577e-07,2.597275567950419e-06
1921,4.4300572987765463e-07,2.2574360798444104e-06
1922,4.84730355410079e-07,2.699586701737644e-06
1923,4.299459046563925e-07,2.509610183665245e-06
1924,4.963275417324553e-07,2.756229278588762e-06
1925,3.838364168728958e-07,2.7891379374977987e-06
1926,4.514186233706141e-07,2.825546062013018e-06
1927,4.325899194412841e-07,3.0437383173875787e-06
1928,3.850575769348552e-07,2.6828343777651753e-06
1929,4.1999331834574605e-07,2.5979428244227165e-06
1930,3.497700085119959e-07,2.2971380388980833e-06
1931,3.25052660343772e-07,2.4293408671383077e-06
1932,2.487814780849362e-07,2.271911924367487e-06
1933,4.886502225076583e-07,2.322809081078958e-06
1934,3.9059950296405077e-07,2.2345646613075587e-06
1935,4.176931147625851e-07,2.3218471909558502e-06
1936,4.910509403543983e-07,2.372806747530376e-06
1937,3.361828575521031e-07,2.271437637091367e-06
1938,3.656190541434512e-07,2.1392603173353564e-06
1939,4.863508173968967e-07,2.261990132979008e-06
1940,3.52473818132637e-07,2.15287980154244e-06
1941,1.345885138448466e-06,2.597322321662432e-06
1942,5.006449459443729e-07,2.833953814729284e-06
1943,6.532279093196536e-07,3.393881996771597e-06
1944,4.530592363494179e-07,3.164988385151446e-06
1945,4.6837837075486277e-07,3.1915084690581352e-06
1946,4.705333092047681e-07,3.1099746991003485e-06
1947,3.7193117963241207e-07,2.8610090652136932e-06
1948,5.175018493730477e-07,2.7299311540218696e-06
1949,3.16107669373622e-07,2.3776793511842698e-06
1950,4.094614123317797e-07,2.5854563574512213e-06
1951,4.040671335303614e-07,2.693069973247475e-06
1952,4.112473401818306e-07,2.592967263126411e-06
1953,3.8247087186249473e-07,2.4208789710655765e-06
1954,4.3780963210338086e-07,2.542813973605007e-06
1955,3.144178606362402e-07,2.397084230665314e-06
1956,3.1657744337110216e-07,2.482908968204356e-06
1957,3.454499761801344e-07,2.4384705170632515e-06
1958,4.309838868010729e-07,2.457683564216495e-06
1959,6.960171283765249e-07,2.181060509087729e-06
1960,4.429333402278246e-07,2.635453384414177e-06
1961,4.2383771337028975e-07,2.843186805989717e-06
1962,3.640283017247725e-07,2.5088779551651896e-06
1963,3.633921794587991e-07,2.775876623672957e-06
1964,3.814648197320025e-07,2.615497976421466e-06
1965,3.2175616215823766e-07,2.3611866311057383e-06
1966,3.5505469142549373e-07,2.7036222860488124e-06
1967,3.3033247959224354e-07,2.6051892660916565e-06
1968,3.876091891896749e-07,2.788271046938462e-06
1969,5.173062227470382e-07,2.326288424114864e-06
1970,3.3386743991670187e-07,2.2368197534206047e-06
1971,3.2834358609790115e-07,2.385244030733702e-06
1972,3.303814661848037e-07,2.2198144762342054e-06
1973,2.84481314949403e-07,2.2185131172136607e-06
1974,3.200950375870093e-07,2.0353318888055583e-06
1975,2.918566441856285e-07,2.103538051301257e-06
1976,2.7653470180410977e-07,2.0288733679763027e-06
1977,3.7846475819947045e-07,1.9158308646183286e-06
1978,4.829700692710048e-07,2.2633652037029606e-06
1979,3.388292570960516e-07,2.381753205327186e-06
1980,3.54753392883822e-07,2.3394394332854063e-06
1981,3.554958780682682e-07,2.520731413824251e-06
1982,3.401711134998209e-07,2.460653803382229e-06
1983,3.5555230404327176e-07,2.4983389579347204e-06
1984,3.815747575686146e-07,2.408328157343931e-06
1985,3.332619105123058e-07,2.38998120494216e-06
1986,3.2909725256047295e-07,2.478719736132007e-06
1987,3.7337091995937044e-07,2.3098888135564266e-06
1988,3.4240321689082975e-07,2.427404908189601e-06
1989,3.1227413765932965e-07,2.492705149848007e-06
1990,3.154768948299136e-07,2.3826951007777097e-06
1991,3.950627576188026e-07,2.330518583448793e-06
1992,3.845941041191736e-07,2.3946217879711185e-06
1993,3.788817872774075e-07,2.4001386123018165e-06
1994,3.8559713733121725e-07,2.5235248841681823e-06
1995,3.3185399583857134e-07,2.349547941093988e-06
1996,3.763354907704297e-07,2.366376293139183e-06
1997,4.1331989386605983e-07,2.26558769611529e-06
1998,3.943242976589545e-07,2.241020695237239e-06
1999,3.934943126893131e-07,2.168103378608066e-06
2000,3.088204154622076e-07,2.3919221945334357e-06
2001,4.359305627588128e-07,2.069246292535354e-06
2002,4.714194483668166e-07,2.3715551691338987e-06
2003,3.7752320558581687e-07,2.320142641565326e-06
2004,3.255140867963746e-07,2.2050384274052703e-06
2005,3.5804809073169963e-07,2.2906070498152076e-06
2006,3.446673750850948e-07,2.6556272132438608e-06
2007,3.4592192310611836e-07,2.545681724086535e-06
2008,3.533675041467177e-07,2.9533858878494357e-06
2009,4.0672683043752045e-07,3.155113063257886e-06
2010,3.561739898572114e-07,3.6420444189388945e-06
2011,7.32673059999911e-07,4.330648337713683e-06
2012,4.592336786402029e-07,4.967826015445098e-06
2013,5.667502041006856e-07,4.6726212588055205e-06
2014,5.31833337813481e-07,5.032927560932876e-06
2015,5.257716888529274e-07,4.925230427943461e-06
2016,7.146123239820668e-07,4.93703885240393e-06
2017,4.170883656229307e-07,4.531370578320093e-06
2018,4.773131925261964e-07,5.029471793704943e-06
2019,5.255034762896571e-07,5.0963631395006814e-06
