year,plusieurs_DET airs_NOUN,plusieurs_DET terres_NOUN
1857,7.908045018822918e-08,3.29013711608539e-07
1858,3.083015964744362e-08,2.549605135904187e-07
1859,3.05530396538245e-08,1.80262942128806e-07
1860,7.00309170653668e-08,1.8125648376665637e-07
1861,8.630213921279051e-08,1.9052493716031904e-07
1862,8.674533980013166e-08,1.9698420372638026e-07
1863,6.992469181454908e-08,3.1416164070208197e-07
1864,4.650886165080692e-08,1.9226859038212751e-07
1865,6.730787305286867e-08,3.304204883036732e-07
1866,3.60055367742973e-08,2.1457352694653764e-07
1867,5.5322049163919473e-08,1.9265661244105559e-07
1868,5.433861449688493e-08,2.9787440425366185e-07
1869,4.737013536981749e-08,2.0461945915428714e-07
1870,4.529898367522378e-08,1.65714005184725e-07
1871,1.1683294554032386e-08,2.0711295367625837e-07
1872,2.9027227954614432e-08,3.1325217320077314e-07
1873,7.961385639632113e-08,1.8676333279898927e-07
1874,3.106796664376077e-08,1.9536971629374733e-07
1875,6.40811045893308e-08,2.603294859682137e-07
1876,2.8416269337583344e-08,2.7388446532938815e-07
1877,4.391219254884504e-08,1.7008243591298822e-07
1878,1.1293095963926802e-07,3.061817883676099e-07
1879,5.9260456652943105e-08,2.437620780781913e-07
1880,8.407378393471276e-08,1.5659544683188642e-07
1881,9.064259814950404e-08,1.7989069928114887e-07
1882,3.860123354293421e-08,2.42921566195875e-07
1883,8.973460996486438e-08,2.925853875845874e-07
1884,4.027034972153842e-08,1.907890432306658e-07
1885,5.4787904435471546e-08,1.8821255542977866e-07
1886,3.420335914494643e-08,1.755342244891267e-07
1887,3.7867763591492576e-08,2.2198343074819604e-07
1888,3.931181136174189e-08,2.048018528100215e-07
1889,3.9470360035931407e-08,1.8043594396388585e-07
1890,3.21164943528629e-08,2.0056422389558293e-07
1891,3.505821177807178e-08,2.76641138663436e-07
1892,3.3223115813996174e-08,1.7802575125180908e-07
1893,3.941386639283451e-08,1.9645348525720863e-07
1894,3.150769734006076e-08,2.4197911674406214e-07
1895,2.407445731655855e-08,2.389389939239095e-07
1896,3.1843957581934035e-08,1.5332274905244248e-07
1897,2.0976168801922768e-08,1.8121079548016894e-07
1898,2.037007762467624e-08,1.6069728103751402e-07
1899,3.427098604902312e-08,2.139172785575738e-07
1900,3.737558218475101e-08,1.6819012438329395e-07
1901,1.1177477665658131e-08,1.525725683571011e-07
1902,2.2587305914534284e-08,1.507457190186301e-07
1903,2.6461079549733313e-08,1.5606636916132288e-07
1904,3.6009986992269205e-08,1.7252546236079525e-07
1905,2.0126960098565405e-08,1.2489036715912505e-07
1906,2.572092172581364e-08,2.016520399550359e-07
1907,1.954280415272791e-08,1.1931396509679004e-07
1908,2.8486056846688257e-08,1.493062304902537e-07
1909,3.355599975662926e-08,1.3752458849491944e-07
1910,2.9392828393426385e-08,1.4268882631007784e-07
1911,2.3409645777405785e-08,1.1651619113983713e-07
1912,2.3442395913342295e-08,1.250261116858553e-07
1913,2.9696742065432602e-08,1.1242337993877527e-07
1914,3.750176436057018e-08,8.90666914665772e-08
1915,2.3561524287174507e-08,9.424609714869803e-08
1916,2.5271162940043723e-08,1.0987462206735188e-07
1917,1.9739564316445524e-08,3.838248474608008e-08
1918,6.89182577673364e-09,4.020231880730307e-08
1919,2.5781975665495338e-08,8.287063263390237e-08
1920,3.104614920701465e-08,9.238122400390125e-08
1921,2.4232791995260072e-08,1.2192123893806084e-07
1922,3.172512152982421e-08,5.164554889303119e-08
1923,3.0786250437842e-08,9.342034212878048e-08
1924,2.3204923871311678e-08,9.410885926097734e-08
1925,3.739380360912037e-08,7.91868828287079e-08
1926,3.343841403768977e-08,8.025219777607617e-08
1927,6.132073648856817e-08,9.365348563328268e-08
1928,3.427812300671462e-08,1.0626218271969634e-07
1929,1.782465064437133e-08,8.912324744869693e-08
1930,4.201441383688831e-08,7.877702923320129e-08
1931,2.737285687004487e-08,7.869696005968763e-08
1932,3.1782656950696264e-08,1.0411559703271678e-07
1933,2.4088391503696016e-08,1.0208889644758301e-07
1934,2.036868629318178e-08,8.506922100082193e-08
1935,1.4361940969820353e-08,8.138433571502901e-08
1936,4.607391712596609e-08,8.244806037893682e-08
1937,2.0145788925951535e-08,9.191516503470609e-08
1938,2.5930428471099276e-08,6.352954906585495e-08
1939,4.588215141154706e-09,6.117620099388432e-08
1940,1.77504799747652e-08,7.60734906180005e-08
1941,2.3612020783048138e-08,1.3576911417345627e-07
1942,1.517105907566929e-08,4.5513175450651033e-08
1943,3.774205836748479e-08,6.09679391416762e-08
1944,3.534504777746861e-08,4.177142187700156e-08
1945,1.5249528306782167e-08,5.8819610071481065e-08
1946,2.7842207650508044e-08,6.682130138102593e-08
1947,1.549713202209091e-08,5.006765979587158e-08
1948,3.261566261514304e-08,5.435943917220243e-08
1949,1.1780409536754632e-08,6.38105562833502e-08
1950,3.6160230587611863e-08,4.9986197625528916e-08
1951,2.985192459892261e-08,7.356367137667519e-08
1952,1.3708245316657042e-08,5.799642011083961e-08
1953,1.4005975268460702e-08,7.972632076747033e-08
1954,1.759056522665503e-08,7.720303485392321e-08
1955,1.2201289756319511e-08,8.071622970007297e-08
1956,2.1802854632824165e-08,6.192010437722217e-08
1957,2.4738105286470358e-08,6.361227067319675e-08
1958,1.9853384713997002e-08,6.452350104213522e-08
1959,2.0151945223645384e-08,7.053180661742431e-08
1960,2.5607082898559952e-08,9.550749779929646e-08
1961,1.598076654341085e-08,6.25334319881432e-08
1962,3.424656330741627e-08,5.580921502712499e-08
1963,5.172842765244212e-08,7.823924219607648e-08
1964,2.068549243006146e-08,6.753205100684667e-08
1965,2.7360216536820303e-08,7.387258321722712e-08
1966,2.215629990587331e-08,8.751738411749699e-08
1967,3.204718207472368e-08,1.143837815575921e-07
1968,3.27873351801955e-08,8.309119503557838e-08
1969,2.8613074021244245e-08,8.311416566098018e-08
1970,2.8052221878738237e-08,8.23171760200303e-08
1971,4.110717910510431e-08,6.422996967625494e-08
1972,9.952484647524074e-08,7.951727931665431e-08
1973,2.2604135341275366e-08,1.030969090098921e-07
1974,2.531507237168995e-08,9.901006126078471e-08
1975,1.8276735680444745e-08,8.338761059434319e-08
1976,1.5426522226302808e-08,8.284613794984352e-08
1977,1.704266811008992e-08,6.758299386788735e-08
1978,2.07920705097564e-08,9.32672842290927e-08
1979,1.0533551697555765e-08,8.075723512135369e-08
1980,2.4446148327861295e-08,8.47087480160269e-08
1981,2.0874313833019187e-08,5.376717232552508e-08
1982,2.7933760748943826e-08,9.994078742359136e-08
1983,2.0840542402922324e-08,6.378469330492464e-08
1984,3.363424899704981e-08,7.480721020414194e-08
1985,1.864822973818292e-08,6.316335943168383e-08
1986,1.678455929798872e-08,7.43316168616559e-08
1987,2.1998941002188133e-08,8.188494887706455e-08
1988,1.2592763165564236e-08,6.956002296387709e-08
1989,3.347754684579485e-08,6.695509302545588e-08
1990,1.9070278800548124e-08,4.9037858995681916e-08
1991,4.8064014990245596e-08,7.67851962013566e-08
1992,1.0468894195980738e-08,7.879220165207812e-08
1993,3.046564067687996e-08,9.638220677121723e-08
1994,1.9517228444509982e-08,5.696920557518581e-08
1995,3.307695128906829e-08,5.53089981591981e-08
1996,2.935950593752068e-08,8.060519474106798e-08
1997,2.3015492622846523e-08,7.6718308594792e-08
1998,2.288702038999446e-08,8.058138101230128e-08
1999,3.793266811769058e-08,5.895559396229544e-08
2000,1.5463110347724296e-08,6.141063901843324e-08
2001,2.3658543346627425e-08,6.352756914962399e-08
2002,2.1029863794819192e-08,5.914648903981856e-08
2003,4.125253760811631e-08,5.917030554414282e-08
2004,2.378587282692024e-08,4.757174520975127e-08
2005,1.8014998715010222e-08,6.665549046047659e-08
2006,2.3060183040879423e-08,7.371022747726386e-08
2007,2.1969636831986605e-08,5.871884822816753e-08
2008,2.8099102378220664e-08,4.3425883777814533e-08
2009,2.145686650578682e-08,4.48210077941269e-08
2010,1.9367552228644058e-08,3.448368973701932e-08
2011,1.3383901875663184e-08,2.485581762634581e-08
2012,8.170206539093172e-09,2.5872320091879786e-08
2013,1.3387799813191492e-08,2.0081699858565116e-08
2014,1.4725027419615344e-08,2.3819896333154844e-08
2015,1.2856137154848568e-08,2.0835808828278957e-08
2016,1.6570720351438695e-08,3.252003977216589e-08
2017,9.810883938587978e-09,1.7860841028394248e-08
2018,8.776986804015507e-09,2.039358659722268e-08
2019,1.607122351865442e-08,2.9081260177754586e-08
