year,les_DET humeurs_NOUN,les_DET tumeurs_NOUN
1860,8.527293822169213e-07,3.7546638509411423e-06
1861,1.082785253458951e-06,2.559353418973842e-06
1862,1.1773872472531366e-06,2.263059258211797e-06
1863,1.1043106695751703e-06,1.6097663149139407e-06
1864,1.130596857024102e-06,2.7747090882712655e-06
1865,1.0886930752462831e-06,3.3856332493087393e-06
1866,8.471032195700445e-07,4.6325502580657485e-06
1867,1.3529638920317666e-06,4.14090402500733e-06
1868,1.0358915645269917e-06,4.732399361273565e-06
1869,9.99168037196796e-07,6.329529128379363e-06
1870,1.408855759166272e-06,3.481141106931318e-06
1871,1.2872866825830442e-06,3.999935472620564e-06
1872,1.0274429449452782e-06,3.0859572461849893e-06
1873,1.5749177677548687e-06,5.6424076433359005e-06
1874,1.3006724657316227e-06,3.853623013583274e-06
1875,9.62360857670319e-07,3.7533217209784198e-06
1876,1.0526111466901966e-06,4.5453938923856185e-06
1877,1.3785954529055289e-06,3.947768050238665e-06
1878,7.434118227678255e-07,4.0703458807911375e-06
1879,6.872991100692616e-07,3.280096677826805e-06
1880,7.945293809541454e-07,2.8065241224339843e-06
1881,9.147929773689611e-07,3.899026296494412e-06
1882,8.40575136606958e-07,2.745346336041621e-06
1883,1.148855766075485e-06,2.810209963399757e-06
1884,6.727129466810311e-07,3.5008799272873148e-06
1885,6.284494915576033e-07,4.323732525790547e-06
1886,6.692241889538764e-07,3.3299874644399097e-06
1887,5.216610698965951e-07,2.8172309214369307e-06
1888,6.911269885279125e-07,2.9509221235457517e-06
1889,5.093556350033168e-07,2.678972435887772e-06
1890,7.963579466974124e-07,2.8334613944025477e-06
1891,7.107255459715134e-07,2.8518259114207467e-06
1892,7.258937273491028e-07,2.818323082465213e-06
1893,9.249941435029996e-07,3.418537119159737e-06
1894,5.885637666125376e-07,2.8709812340821372e-06
1895,6.969555634839253e-07,3.410146916849044e-06
1896,6.875935740779937e-07,2.9591291195174563e-06
1897,7.603861362781572e-07,3.7057898225612007e-06
1898,6.897534827743357e-07,3.1058709737408208e-06
1899,7.738609806295926e-07,3.247452298182907e-06
1900,6.893718627054568e-07,3.5055181228926813e-06
1901,6.661776819072429e-07,3.4482518458389677e-06
1902,5.239272926615968e-07,2.0799961930606514e-06
1903,6.242654855270757e-07,3.4442604714968184e-06
1904,7.685713825367202e-07,3.898753163866786e-06
1905,5.67167422360626e-07,3.1382574547933473e-06
1906,6.070137761327032e-07,3.278388760463713e-06
1907,5.559413409628178e-07,3.2687912039364164e-06
1908,5.75123655366383e-07,3.5720531741390005e-06
1909,7.310807035310063e-07,4.027270051665255e-06
1910,6.34885093830917e-07,3.885731928221503e-06
1911,7.682620193349976e-07,3.26298538766423e-06
1912,7.230676732916663e-07,3.277246889865637e-06
1913,6.68707013318226e-07,3.607093674418138e-06
1914,6.91103977601415e-07,3.551283100478031e-06
1915,4.947919993725236e-07,1.2087061804777477e-06
1916,5.394843967110319e-07,1.6261444102383393e-06
1917,4.5291332995134326e-07,1.305004445839586e-06
1918,5.513460905604006e-07,1.5116071665488562e-06
1919,3.894919977653899e-07,1.9539054108008713e-06
1920,8.973094480779764e-07,2.8872919415334763e-06
1921,8.822250947559951e-07,3.2555241773479793e-06
1922,8.978947239057788e-07,3.5605916082204203e-06
1923,5.785691872262078e-07,2.3333853960139095e-06
1924,8.031481844028576e-07,3.7102095120644663e-06
1925,8.138651850231327e-07,3.2818562090142223e-06
1926,7.412182210231322e-07,3.5444720083432912e-06
1927,5.987133526730304e-07,3.866551196551882e-06
1928,5.918689272021993e-07,4.66982299940355e-06
1929,7.374948935989778e-07,3.1460508012060018e-06
1930,6.050075676000688e-07,4.372650266759592e-06
1931,8.428558508910555e-07,3.529957837145048e-06
1932,7.386727931546488e-07,3.3854008734124363e-06
1933,8.052404751879294e-07,3.310433157821535e-06
1934,6.913371723982209e-07,2.905533222019585e-06
1935,7.863162849730543e-07,3.7628285554092145e-06
1936,9.311781035137301e-07,3.5961902540293522e-06
1937,9.191516099349428e-07,2.6693171548686223e-06
1938,6.573363959816447e-07,3.966059011872858e-06
1939,9.054077789727444e-07,3.1001040383671352e-06
1940,6.415530595660357e-07,2.122450297292744e-06
1941,6.699910635177275e-07,1.508217849277571e-06
1942,6.887660894960845e-07,2.5821142344284453e-06
1943,6.735505895250071e-07,1.8290382115537795e-06
1944,6.458504291373401e-07,2.6573049467515375e-06
1945,6.666222418516554e-07,1.5794154251125292e-06
1946,6.793499132129455e-07,3.118327356332884e-06
1947,6.890263524184093e-07,1.9478702881770005e-06
1948,7.79514346405108e-07,2.924537739090738e-06
1949,5.00667431069246e-07,3.2936063689703587e-06
1950,5.221962231516386e-07,2.2951110167923616e-06
1951,5.352023766391767e-07,2.723988075103989e-06
1952,5.335670643091817e-07,2.685761501197703e-06
1953,4.665067159237424e-07,1.8390922775779472e-06
1954,5.198989398991216e-07,2.7724684628083196e-06
1955,4.110896369979855e-07,2.4092855710478034e-06
1956,5.738511426045534e-07,2.9085007895446324e-06
1957,4.682569887393129e-07,2.2387985154637136e-06
1958,4.7317231555155104e-07,2.8439972084015608e-06
1959,4.2861636195823394e-07,2.648430552198988e-06
1960,4.3601250077074383e-07,2.439593743019941e-06
1961,5.690542508318686e-07,2.553448496200872e-06
1962,5.955096966658857e-07,1.9888375675236603e-06
1963,4.662024295498668e-07,2.027107655067084e-06
1964,6.595021808664114e-07,2.045430107955326e-06
1965,5.658092785409963e-07,1.6602179186975263e-06
1966,5.976661903162039e-07,1.8223555571239558e-06
1967,5.300110927919377e-07,1.9529059045453323e-06
1968,5.448087598836082e-07,1.3114934631630604e-06
1969,4.078498445636569e-07,1.2430790832240746e-06
1970,6.723336110070477e-07,1.1294468436062743e-06
1971,4.4960976808283704e-07,1.3478016853696317e-06
1972,4.1041173659550623e-07,1.5144193525884475e-06
1973,3.859242703185828e-07,1.196916514345503e-06
1974,4.12354408396709e-07,9.968512983959954e-07
1975,3.5639635243001067e-07,1.2211144735374546e-06
1976,3.942333606232751e-07,9.60443884423512e-07
1977,3.7670170272008363e-07,1.0390150180228375e-06
1978,4.805938402796528e-07,9.908906406508322e-07
1979,4.7635063538109534e-07,1.0422364482565172e-06
1980,6.071740799029612e-07,1.061986139916371e-06
1981,5.813180052882672e-07,9.444045474538143e-07
1982,5.307414632227392e-07,9.280215778062484e-07
1983,5.254343058425093e-07,8.588829700784117e-07
1984,5.172715695778152e-07,7.364740781667933e-07
1985,7.29085620321257e-07,6.701331400904564e-07
1986,5.383047785301187e-07,8.991728037699431e-07
1987,5.016980608729682e-07,6.318584695463869e-07
1988,7.327788971167593e-07,7.063940614671083e-07
1989,5.323478475816046e-07,4.708808774012141e-07
1990,5.857299854028497e-07,7.938684234432003e-07
1991,5.925941479745234e-07,7.356139093417369e-07
1992,6.463164687886547e-07,5.917680141465098e-07
1993,6.126363203406981e-07,5.145923580585077e-07
1994,6.208588665401749e-07,5.121953847719851e-07
1995,6.132792087498729e-07,4.7012650128408495e-07
1996,7.088986393455343e-07,5.834534704263206e-07
1997,7.7677287890765e-07,4.962715678402674e-07
1998,6.942395884834696e-07,6.193799890752416e-07
1999,6.599370259152693e-07,5.433969079149392e-07
2000,6.702153960702617e-07,5.937834259839292e-07
2001,5.923398198603991e-07,9.39769932983836e-07
2002,7.697806374551419e-07,6.865374331255225e-07
2003,6.737914262089362e-07,7.700473503291505e-07
2004,7.413263887201538e-07,1.1346742212481331e-06
2005,6.998826656001711e-07,1.0827014307324134e-06
2006,6.613331002824907e-07,8.379905978017632e-07
2007,8.847771830744477e-07,1.0126005349775369e-06
2008,6.390416835699853e-07,1.1954890908327798e-06
2009,7.319175665543298e-07,8.964202180550274e-07
2010,7.194336966165338e-07,9.712118469451525e-07
2011,7.319082264700683e-07,2.090183045311278e-06
2012,6.437442046092201e-07,1.5492754243950912e-06
2013,6.850091018861804e-07,1.1234595831410843e-06
2014,7.741466561128618e-07,5.835874787862849e-07
2015,6.213060572690665e-07,7.773529659971246e-07
2016,7.125409702268826e-07,5.652687065094142e-07
2017,7.229866696434328e-07,6.153184983759274e-07
2018,7.241014010617164e-07,5.093233852448975e-07
2019,6.436142143684265e-07,4.0790293809322975e-07
