year,étiez_VERB au_ADP,etiez_VERB au_ADP
1899,9.286331703606265e-08,0.0
1900,8.14995360087778e-08,0.0
1901,5.47696430430733e-08,5.588738916095792e-10
1902,4.713872669981356e-08,0.0
1903,4.3201762167655033e-08,0.0
1904,3.654745128756076e-08,0.0
1905,8.102392001774206e-08,0.0
1906,4.5268823356536814e-08,0.0
1907,3.188563013623025e-08,0.0
1908,7.759994957723393e-08,0.0
1909,5.666013080940502e-08,5.500983557560346e-10
1910,4.649411167179096e-08,0.0
1911,3.6710581241550244e-08,0.0
1912,5.3136098188133474e-08,0.0
1913,3.7651226136858895e-08,1.590896969716482e-09
1914,5.357394883276356e-08,0.0
1915,4.7123048574349014e-08,0.0
1916,5.273981784625903e-08,0.0
1917,3.728584374584898e-08,0.0
1918,5.858051821405752e-08,0.0
1919,7.182121919413476e-08,0.0
1920,8.178010091342003e-08,0.0
1921,7.799929591101318e-08,0.0
1922,7.009038682781465e-08,0.0
1923,5.944930947521243e-08,0.0
1924,9.281969681751434e-08,0.0
1925,9.568415038074818e-08,0.0
1926,8.805449169813073e-08,0.0
1927,9.588333682586381e-08,1.1149224876660924e-09
1928,6.741364444451392e-08,0.0
1929,1.0137770090068443e-07,0.0
1930,7.352522146675255e-08,0.0
1931,6.84321435073798e-08,0.0
1932,6.794912366103745e-08,1.0959536611565568e-09
1933,6.53827711971644e-08,0.0
1934,7.7880272897346e-08,0.0
1935,6.223507398317452e-08,0.0
1936,6.183604739362636e-08,0.0
1937,6.799204044227736e-08,1.2591118148108649e-09
1938,5.575042294481136e-08,0.0
1939,6.117620188206274e-08,0.0
1940,6.085878823114399e-08,0.0
1941,5.9030050181263505e-08,0.0
1942,5.461581054078124e-08,0.0
1943,5.516146828199453e-08,0.0
1944,8.675602458652065e-08,0.0
1945,1.0674669681520754e-07,0.0
1946,9.187928640130849e-08,0.0
1947,1.573555010736527e-07,1.1920870957027319e-09
1948,1.1959076573475613e-07,0.0
1949,8.344456858822014e-08,0.0
1950,9.89088633218671e-08,0.0
1951,1.0874629907675626e-07,0.0
1952,9.384875454543362e-08,0.0
1953,6.356557946674002e-08,0.0
1954,1.1629317953065765e-07,0.0
1955,7.883910768669011e-08,0.0
1956,7.761816078755146e-08,0.0
1957,8.039884136223918e-08,0.0
1958,1.1250251219507845e-07,0.0
1959,8.525822892124779e-08,0.0
1960,1.0381250348245885e-07,6.920833350854139e-10
1961,8.963125708305597e-08,0.0
1962,8.751899827075249e-08,0.0
1963,8.858492606123036e-08,0.0
1964,1.0768624036927577e-07,6.083968329129164e-10
1965,6.238129657276659e-08,0.0
1966,8.751737823331496e-08,0.0
1967,8.677390894717973e-08,0.0
1968,8.713346488775642e-08,0.0
1969,7.266812218631458e-08,0.0
1970,7.128024037683645e-08,0.0
1971,5.241165368374823e-08,0.0
1972,5.130146973897354e-08,0.0
1973,6.285052478460784e-08,0.0
1974,8.26959052346865e-08,5.625571675160757e-10
1975,7.367809473635134e-08,0.0
1976,6.970503108050252e-08,0.0
1977,6.405691976851813e-08,0.0
1978,5.0495025050167897e-08,0.0
1979,8.075723201272922e-08,0.0
1980,8.357171310535705e-08,0.0
1981,9.108791232392832e-08,1.2651099057237047e-09
1982,1.0366528613303672e-07,1.8622506869903077e-09
1983,7.515225775023282e-08,0.0
1984,7.712681338034599e-08,1.1598016991243298e-09
1985,6.31633625403083e-08,6.015558051686298e-10
1986,1.0490349211522698e-07,0.0
1987,7.088547704370285e-08,1.2221633705067347e-09
1988,8.814934204792735e-08,0.0
1989,8.616351721002502e-08,0.0
1990,8.445409349633337e-08,0.0
1991,1.0785095838627967e-07,5.861465202094962e-10
1992,9.091407804362461e-08,5.509944167592096e-10
1993,7.256361556073898e-08,5.539207426075166e-10
1994,8.176136390147803e-08,0.0
1995,8.730145850677218e-08,0.0
1996,8.861233169454863e-08,0.0
1997,6.473107561077995e-08,4.79489448146353e-10
1998,8.153500630214694e-08,0.0
1999,6.535387342410104e-08,0.0
2000,7.422293180070483e-08,0.0
2001,5.695575211461801e-08,4.3812117822561447e-10
2002,7.360451803606338e-08,0.0
2003,9.167230530238157e-08,4.1669229178253886e-10
2004,9.602445061318576e-08,0.0
2005,1.0493736368744067e-07,0.0
2006,9.059358063723266e-08,0.0
2007,1.3940733367689973e-07,0.0
2008,1.4347571664075076e-07,4.257439678578834e-10
2009,1.6927083379414398e-07,2.860915504498962e-09
2010,2.2910396069164563e-07,4.723793023408973e-10
2011,2.7494357368595956e-07,0.0
2012,3.428082493428519e-07,0.0
2013,3.874094716138643e-07,0.0
2014,3.646609627594444e-07,0.0
2015,3.9654534589317336e-07,0.0
2016,3.6642006762122037e-07,0.0
2017,3.730651485511771e-07,0.0
2018,4.0761358377494616e-07,0.0
2019,3.8443386074504815e-07,0.0
