year,quelles_DET erreurs_NOUN,quelles_DET terreurs_NOUN
1851,9.93213586930608e-08,8.384270167027807e-09
1852,1.5104464701209963e-07,1.6927417911816178e-08
1853,1.3377126695246488e-07,1.6124216628554677e-08
1854,1.2781335234635094e-07,1.5067427139303646e-08
1855,1.3161204392986292e-07,1.4859423913549108e-08
1856,1.4289041744275366e-07,2.174419400091665e-08
1857,8.835531511985906e-08,1.610898037185393e-08
1858,9.836288561437811e-08,1.6638499245047456e-08
1859,1.4156242400531482e-07,2.4442431856286362e-08
1860,7.918528410755243e-08,3.341344245733069e-08
1861,9.384767984954578e-08,2.2636626129113324e-08
1862,1.1656404563797906e-07,2.5752521948252394e-08
1863,1.133778964046428e-07,1.9479020396673263e-08
1864,1.241834564069677e-07,1.6302074801188837e-08
1865,1.0307989090074798e-07,9.413688495385486e-09
1866,1.1288221912764129e-07,7.784980660119345e-09
1867,9.996792016409017e-08,2.4749338578544666e-08
1868,8.24958945599974e-08,2.0747471296544973e-08
1869,1.230646780037148e-07,2.783605967948688e-08
1870,1.0665330485437607e-07,2.1789385407089412e-08
1871,7.32861247243477e-08,2.8677178409708404e-08
1872,1.185278515336563e-07,1.874675159552197e-08
1873,1.310935031639815e-07,2.154961609157624e-08
1874,1.0216581580735351e-07,1.1351757756017378e-08
1875,9.440519477266207e-08,2.1169650032959453e-08
1876,8.464420586662413e-08,4.0508297827202e-08
1877,7.79286803975765e-08,1.5462040092728557e-08
1878,9.360587571727308e-08,1.8721174777081018e-08
1879,8.308682675206569e-08,2.443730195977878e-08
1880,1.1295409496625552e-07,2.0537108014195837e-08
1881,8.227559256113182e-08,1.533951698995395e-08
1882,6.38917003747963e-08,2.4624925432092937e-08
1883,8.53110730947293e-08,3.096476008934701e-08
1884,7.327883544405722e-08,1.0562715146988921e-08
1885,8.701608505967684e-08,2.1270597949651915e-08
1886,8.583107158344205e-08,1.2906927304712212e-08
1887,1.4167766138051263e-07,1.1752064710268684e-08
1888,7.481925634600373e-08,1.2681229177857745e-08
1889,9.084448038265691e-08,1.3156787104229295e-08
1890,8.389614691850511e-08,1.8352282582512203e-08
1891,7.967775328410198e-08,1.0836174069162041e-08
1892,1.0405730632712107e-07,1.7551834652351772e-08
1893,9.483961349587844e-08,1.9091091374434654e-08
1894,1.335926271828214e-07,4.411077725308132e-09
1895,8.606618617790218e-08,1.5046535573048914e-08
1896,7.666137880057988e-08,1.6511681300013237e-08
1897,8.91487190735063e-08,2.913356778044829e-09
1898,8.713866272991311e-08,7.355861253444118e-09
1899,9.728537619935196e-08,1.2713430308508578e-08
1900,1.00706430306019e-07,1.1420316803345543e-08
1901,6.203500313439747e-08,1.3971847012683725e-08
1902,7.709145988243904e-08,1.2275709893039277e-08
1903,7.128290491209555e-08,1.3500550455347593e-08
1904,7.36323677585915e-08,5.912087708281888e-09
1905,9.340973594618163e-08,7.2250627702885595e-09
1906,9.568183489960802e-08,1.0288369267641428e-08
1907,8.794262029709898e-08,7.714264949054694e-09
1908,8.6440445912217e-08,1.3751888960911174e-08
1909,1.0231829161710948e-07,2.0903737851796222e-08
1910,1.1703689706266118e-07,6.412980924075384e-09
1911,8.885024893601212e-08,1.1172786029689519e-08
1912,1.0835595887215277e-07,9.897899999611326e-09
1913,9.280232005082212e-08,1.749986566768058e-08
1914,9.777246123832128e-08,3.348371913070025e-09
1915,4.830112443343637e-08,1.1780761921542648e-09
1916,7.691223502526157e-08,1.0987462051303964e-09
1917,1.3927359532317496e-07,5.483212106582869e-09
1918,6.547234487896958e-08,0.0
1919,1.012863306559808e-07,1.8415696745321952e-09
1920,1.0676846695645281e-07,3.786115865267448e-09
1921,9.238751808027246e-08,7.572747429129834e-10
1922,8.263287565313249e-08,5.164555005876537e-09
1923,9.023555769260838e-08,1.1677542488541803e-08
1924,8.250639549345351e-08,1.289162443462999e-09
1925,9.348451435187144e-08,7.698724768800957e-09
1926,1.0923216042790784e-07,1.1146138456652466e-09
1927,7.024011505762928e-08,6.689535148041159e-09
1928,6.855624778978608e-08,3.4278122562625413e-09
1929,7.909688548579652e-08,1.0026365737658693e-08
1930,9.033099246380516e-08,2.100720708497761e-09
1931,9.922660204608746e-08,7.983749661377715e-09
1932,7.233294008202051e-08,1.205549005067752e-08
1933,1.0667715910628317e-07,1.032359597807897e-08
1934,7.907843091459199e-08,3.5944740517379614e-09
1935,9.095896214006416e-08,0.0
1936,6.304851574157055e-08,1.2124714565686645e-08
1937,6.1696475484041e-08,0.0
1938,7.519824651858187e-08,1.2965214457594243e-09
1939,7.49408446409916e-08,4.588215141154706e-09
1940,6.085878823114399e-08,1.0143131667916805e-08
1941,6.198155277914452e-08,2.9515025978810172e-09
1942,5.765002231150618e-08,3.034211770724937e-09
1943,7.548411673496958e-08,2.9032352077962287e-09
1944,5.1410978585408884e-08,3.2131861615880553e-09
1945,6.97121262938083e-08,2.178504043826024e-09
1946,8.90950682119751e-08,4.1763312808029696e-09
1947,9.655905608418891e-08,9.536696765621855e-09
1948,7.936478141346015e-08,9.784699273041042e-09
1949,5.792034984963834e-08,5.890205101444224e-09
1950,6.912984673590472e-08,3.190608444114673e-09
1951,5.224086763178093e-08,5.330700991734716e-09
1952,6.115986295185394e-08,1.1599284199803606e-08
1953,6.787511352968068e-08,1.0773827385790469e-09
1954,4.5930918846082136e-08,2.9317608341017376e-09
1955,5.5375087182341076e-08,8.447047061821422e-09
1956,5.058262253498924e-08,2.616342476002842e-09
1957,6.00782561477331e-08,4.417518795207798e-09
1958,6.038737798697014e-08,6.617794756635931e-09
1959,4.495433825191242e-08,6.200598257066758e-09
1960,3.668041514970355e-08,4.152500121534786e-09
1961,5.419564308439817e-08,6.948159103625784e-09
1962,7.03957176995118e-08,9.512934273647744e-09
1963,6.660035101191397e-08,1.2932106496776896e-09
1964,5.84060972919076e-08,6.692365273064382e-09
1965,5.472043551613126e-08,7.660860390501512e-09
1966,4.26508770523526e-08,6.092982340888398e-09
1967,5.2261556859889424e-08,5.91640286762285e-09
1968,5.434613248311848e-08,4.49141579483836e-09
1969,4.269252418254155e-08,2.725054598640142e-09
1970,3.49503110896876e-08,7.817832714529516e-09
1971,4.3162538432284236e-08,4.624557625731995e-09
1972,5.0788455219219486e-08,4.617132176587546e-09
1973,4.5759589895055797e-08,4.410563025913916e-09
1974,3.544110294129155e-08,5.063014507644681e-09
1975,4.226495153858423e-08,2.8557400888473694e-09
1976,2.856763492431469e-08,4.570821499072508e-09
1977,4.0549795521371834e-08,4.7014254711541525e-09
1978,3.029701556300779e-08,5.346532327976661e-09
1979,3.511184032412018e-08,8.192762690484301e-09
1980,3.069981446834902e-08,4.548120546843393e-09
1981,3.6688186266786715e-08,3.795329661659963e-09
1982,3.84865144198443e-08,2.483000915987077e-09
1983,2.5261263303377746e-08,6.315316269933646e-09
1984,4.1752862500743504e-08,1.1598016769198694e-08
1985,2.5265343595037848e-08,2.4062232206745193e-09
1986,2.577628732680637e-08,1.1988970927134801e-09
1987,2.261002229886344e-08,7.94406207482723e-09
1988,3.1781735909675035e-08,2.398621523624911e-09
1989,2.579417346382229e-08,2.7440609784434855e-09
1990,2.1249738413331443e-08,5.9935161278446e-09
1991,2.7548885839223658e-08,4.689172272698272e-09
1992,2.589673808728321e-08,3.8569610283367695e-09
1993,1.938722604677423e-08,4.431366051882435e-09
1994,3.639699297508514e-08,4.219941229788304e-09
1995,3.3619195427547766e-08,1.0844901643380922e-09
1996,2.5622842514394506e-08,1.067618438099771e-09
1997,4.027711497656128e-08,2.3974471297094624e-09
1998,2.5271085224432e-08,3.3376904573501065e-09
1999,2.742120774890111e-08,6.8553016596695215e-09
2000,3.843687323978884e-08,3.5344251969604557e-09
2001,3.110660307115154e-08,8.762423564512289e-10
2002,2.6725450297249154e-08,3.943099291525698e-09
2003,2.25013838672794e-08,4.166923028847691e-09
2004,3.347641364115361e-08,3.964312045301455e-09
2005,2.251874731129533e-08,3.1526248278623825e-09
2006,3.294311845536413e-08,4.529678854225949e-09
2007,5.472436725995067e-08,3.595031605740928e-09
2008,1.958422268799609e-08,4.683183701947868e-09
2009,2.62250594573743e-08,2.860915504498962e-09
2010,2.8342758806587653e-08,3.77903447423833e-09
2011,4.3593280096843046e-08,3.441574775164824e-09
2012,3.336167608836149e-08,4.425528499218956e-09
2013,4.3510350877795645e-08,7.809550117698905e-09
2014,4.742324932749398e-08,2.446953120682771e-08
2015,4.43315073539452e-08,1.1969507496267795e-08
2016,5.281917125898872e-08,1.2635174018171824e-08
2017,5.006066494672723e-08,5.534344815760761e-09
2018,4.4143082078562657e-08,5.421079973810805e-09
2019,5.204015174342658e-08,3.596892872437252e-08
