year,deux_DET toutes_ADJ
2009,1.4781396773244637e-08
2010,2.5980862183860864e-08
2011,3.135657153374716e-08
2012,2.6553170662246828e-08
2013,3.1796024702046566e-08
2014,2.511916448455498e-08
2015,3.125371246526232e-08
2016,2.9413029040137317e-08
2017,2.8677969027279815e-08
2018,3.046130730988139e-08
2019,2.627517448061667e-08
