year,aux_ADP eaux_NOUN,aux_ADP taux_NOUN
1994,1.433197537537012e-06,1.4284501466121924e-06
1995,1.2363187735786596e-06,1.4060414610383987e-06
1996,1.254451706955706e-06,1.3681529811293558e-06
1997,1.1771465757703936e-06,1.1872159291215212e-06
1998,1.1305234552949628e-06,1.393247357928118e-06
1999,1.268687850775052e-06,1.3893411168197645e-06
2000,1.173870980863967e-06,1.386820139614997e-06
2001,1.1649642326361231e-06,1.2236724709069335e-06
2002,1.1776723436440761e-06,1.1500706058598098e-06
2003,1.1921566098749281e-06,9.946445063135911e-07
2004,1.191495990759961e-06,9.954828117386683e-07
2005,1.1597155742393284e-06,9.80916704307333e-07
2006,1.1707160831875285e-06,9.413496417920442e-07
2007,1.119253095094308e-06,8.184688446988275e-07
2008,1.3449252431740888e-06,8.582998409778497e-07
2009,1.325557462017457e-06,7.605266878485395e-07
2010,1.300460217734667e-06,8.167438338979593e-07
2011,1.3873370336980884e-06,6.397505361022127e-07
2012,1.4781264763286117e-06,4.885102695695309e-07
2013,1.2366980790545767e-06,4.4932803278108224e-07
2014,1.382203651090208e-06,3.566488198103457e-07
2015,1.5352001083712707e-06,3.3935768617432416e-07
2016,1.8057942234861457e-06,3.1297946745389993e-07
2017,1.313400698421674e-06,3.705495483785626e-07
2018,1.3883128469061035e-06,3.1106674502900944e-07
2019,1.5050827668616762e-06,2.637721203679888e-07
