year,mais_CONJ elle_PRON,mais_CONJ tel_ADJ
1863,5.452427922136849e-05,8.690640243003145e-07
1864,5.410131370808813e-05,8.395568613650539e-07
1865,5.444359840112156e-05,7.469762124401313e-07
1866,5.381222081268788e-05,7.887158801622718e-07
1867,5.522790752365836e-05,8.982554220438033e-07
1868,5.3539838972938014e-05,8.061874439135863e-07
1869,5.774517103418475e-05,7.803863582012127e-07
1870,5.5339306072710315e-05,7.609082786075305e-07
1871,5.2210522426321404e-05,7.0312191269295e-07
1872,5.525453843802097e-05,7.583363412777544e-07
1873,5.3620830385625595e-05,7.153275305427087e-07
1874,5.3087987453181995e-05,7.175505629675172e-07
1875,5.400034388003405e-05,7.495200691209902e-07
1876,5.307615128913312e-05,7.962601387134782e-07
1877,5.237920686340658e-05,7.044505423436931e-07
1878,5.0243405894434545e-05,7.258984453528683e-07
1879,5.221090532359085e-05,7.612219405928045e-07
1880,5.0935880153701873e-05,8.41379630855954e-07
1881,5.0651083711272804e-05,7.091040288287331e-07
1882,5.2175558266753796e-05,7.121262228793057e-07
1883,5.013005193177378e-05,7.614803223532363e-07
1884,5.143118141859304e-05,6.75353618362351e-07
1885,5.1103577789035626e-05,7.702534503550851e-07
1886,4.991625291950186e-05,7.098810215211415e-07
1887,5.182464337849524e-05,6.639916421136149e-07
1888,5.037238042859826e-05,7.564353268207924e-07
1889,4.98278873237723e-05,6.860324788249272e-07
1890,4.992607227904955e-05,6.42329865740976e-07
1891,5.109064841235522e-05,6.839538286840252e-07
1892,4.759806597576244e-05,7.045807990380126e-07
1893,5.043250530434307e-05,7.137604711715539e-07
1894,4.951497430738527e-05,6.540997787851666e-07
1895,4.897286453342531e-05,6.999648576311301e-07
1896,4.9195372412214056e-05,7.312315801755176e-07
1897,4.851846006204141e-05,7.289218615369464e-07
1898,4.985463237971999e-05,8.391340315938578e-07
1899,4.916891430184478e-05,6.771283551643137e-07
1900,4.904143770545488e-05,6.286365419327922e-07
1901,4.875839476881083e-05,7.080932391545502e-07
1902,4.5495251470129006e-05,5.592813323573864e-07
1903,4.886929218628211e-05,7.160691950502951e-07
1904,4.8288857215084136e-05,7.314864944873989e-07
1905,4.756362068292219e-05,7.751460202598537e-07
1906,4.924990935251117e-05,6.255328344195732e-07
1907,4.863278354605427e-05,5.677698879935633e-07
1908,5.05219868500717e-05,6.134324905815447e-07
1909,5.0527084567875136e-05,6.639687057941046e-07
1910,5.1066031119262334e-05,6.84585700128082e-07
1911,4.8284521653840784e-05,7.028214099591423e-07
1912,4.8995126235240605e-05,6.423216518669506e-07
1913,5.035347930970602e-05,7.021158410225325e-07
1914,4.947621073370101e-05,6.931129803433578e-07
1915,4.5483165195037145e-05,6.102434610966156e-07
1916,4.9212843805435114e-05,7.185799972830864e-07
1917,4.8789623178890906e-05,6.163130308323161e-07
1918,4.707461630459875e-05,6.271561403536907e-07
1919,4.7582475417584646e-05,5.975893770937546e-07
1920,5.057796624896582e-05,6.799864138429257e-07
1921,5.057232283434132e-05,7.466728959570901e-07
1922,5.090185095468769e-05,6.62538610640695e-07
1923,4.942997929902049e-05,7.675330380152445e-07
1924,4.948836794937961e-05,7.46425058650857e-07
1925,4.990533307136502e-05,6.983842979479959e-07
1926,5.0770661800925154e-05,6.854875209683087e-07
1927,5.5435060858144425e-05,6.778728902645526e-07
1928,5.0279150855203625e-05,6.147210172002815e-07
1929,4.8583312491246033e-05,6.706524402488867e-07
1930,4.8641137254890054e-05,7.205472059013118e-07
1931,4.5758292799291667e-05,7.43629271937607e-07
1932,4.676763001043582e-05,6.641479046720633e-07
1933,4.645388708013343e-05,6.595630850370071e-07
1934,4.568935946736019e-05,5.727195286908682e-07
1935,4.637111669580918e-05,6.055951757844014e-07
1936,4.583263307722518e-05,6.34122585552177e-07
1937,4.611622807715321e-05,7.013252911747259e-07
1938,4.704039110947633e-05,6.612259539906518e-07
1939,4.7221908971550874e-05,6.54585363690785e-07
1940,4.092753715667641e-05,6.390172870851529e-07
1941,4.783205258718226e-05,6.552335776177642e-07
1942,4.5710399717791006e-05,6.007739159485936e-07
1943,4.998790336685488e-05,8.593576410476089e-07
1944,4.824920415558154e-05,6.587031577964808e-07
1945,5.123405753693078e-05,7.036568092644302e-07
1946,5.068256541562732e-05,7.238974433221301e-07
1947,5.1331268878129777e-05,7.688962000429456e-07
1948,4.862560672336258e-05,7.044983192372456e-07
1949,4.766059555549873e-05,6.665748628620349e-07
1950,4.906411413685419e-05,7.178869054769166e-07
1951,4.8838814109331e-05,6.823297269420436e-07
1952,4.618096772901481e-05,6.85412260281737e-07
1953,4.7372517656185664e-05,6.108760146616987e-07
1954,4.850109507970046e-05,6.205560509897623e-07
1955,4.5730436795565765e-05,6.138187700344133e-07
1956,4.817907483811723e-05,6.314106428817468e-07
1957,4.685308704210911e-05,6.334721831535717e-07
1958,4.719149274023948e-05,5.86502068244954e-07
1959,4.7665548663644586e-05,6.433120631754718e-07
1960,4.752605491376016e-05,6.692445708722516e-07
1961,4.87684346808237e-05,6.545166115756729e-07
1962,4.7048436499608215e-05,6.722473528952833e-07
1963,4.825744872505311e-05,6.349664545268752e-07
1964,4.6089103307167534e-05,6.114388213518396e-07
1965,4.5840950406272896e-05,6.500787606000813e-07
1966,4.773962245963048e-05,6.635811473643116e-07
1967,4.7305583393608686e-05,6.927121489752608e-07
1968,4.731796525447862e-05,7.172791072207474e-07
1969,4.493842334341025e-05,6.399336882623174e-07
1970,4.440620796231087e-05,7.178609564562066e-07
1971,4.411468580656219e-05,6.510349521704484e-07
1972,4.2603305701049976e-05,6.540937249610579e-07
1973,4.176251695753308e-05,6.014905125084624e-07
1974,3.9928057049110066e-05,5.501809141605918e-07
1975,3.8900891922821756e-05,6.077015086702886e-07
1976,4.1051120206248015e-05,5.850651518812811e-07
1977,4.128028012928553e-05,6.088345969601505e-07
1978,4.222037659928901e-05,6.314848519650695e-07
1979,4.4303534195933025e-05,6.735621127518243e-07
1980,4.247830747772241e-05,5.867075572041358e-07
1981,4.3150368583155796e-05,6.16741061776338e-07
1982,4.431784236658132e-05,6.15784216506654e-07
1983,4.339569295552792e-05,5.772199074272066e-07
1984,4.329829698690446e-05,5.717822375572723e-07
1985,4.2825358832487836e-05,6.214071390786557e-07
1986,4.347680533101084e-05,5.688766577804927e-07
1987,4.3908665247727185e-05,6.165814170344674e-07
1988,4.438709129317431e-05,5.948581360826211e-07
1989,4.358392379799625e-05,5.954612447567342e-07
1990,4.4602657908399124e-05,5.879094260308193e-07
1991,4.434550010046223e-05,6.049031924248993e-07
1992,4.4227221223991364e-05,5.592593197434326e-07
1993,4.4989997149968985e-05,5.849403237334627e-07
1994,4.521825485426234e-05,6.150564217932697e-07
1995,4.4394148062565364e-05,5.444140640520345e-07
1996,4.453463498066412e-05,5.460868521822704e-07
1997,4.5241269617690705e-05,5.868950836429576e-07
1998,4.579692904371768e-05,5.726523113480653e-07
1999,4.619010906026233e-05,5.342565287946854e-07
2000,4.710372468252899e-05,5.124916668819424e-07
2001,4.6255082452262286e-05,4.893813496664734e-07
2002,4.730974251287989e-05,5.559770102081529e-07
2003,4.871466353506548e-05,5.925364519043796e-07
2004,4.7834711949690245e-05,5.435512377971463e-07
2005,4.924444783682702e-05,5.314424242897076e-07
2006,5.095024062029552e-05,5.340903328487911e-07
2007,6.246287193789613e-05,5.140895069644102e-07
2008,6.442528137995396e-05,5.147244621639402e-07
2009,6.967092303966638e-05,4.5488555144856946e-07
2010,8.153928138199262e-05,4.931639949745659e-07
2011,8.434955634584185e-05,4.397567749947484e-07
2012,9.419090383744333e-05,4.187230899788119e-07
2013,0.00010103633576363791,4.811240614799317e-07
2014,0.00010669278344721533,5.242542755468094e-07
2015,0.00010457735879754182,5.313131339335087e-07
2016,0.00010775524970085826,5.348200033949979e-07
2017,0.00010529292558203451,4.560803432696048e-07
2018,0.0001105120772990631,4.716339674359915e-07
2019,0.0001055022221407853,5.040751744900263e-07
