year,les_DET huiles_NOUN,les_DET tuiles_NOUN
1847,2.210143065894954e-06,4.3954772621646043e-07
1848,2.693540309905984e-06,5.752333436248591e-07
1849,1.9188860136409858e-06,4.65057516052525e-07
1850,3.4454154160812323e-06,9.273768455386744e-07
1851,2.9654519835276005e-06,6.326899324449187e-07
1852,3.1068323096405948e-06,6.263144811669008e-07
1853,3.3842937909867032e-06,6.180949547740511e-07
1854,3.1475334765218577e-06,5.283990667237504e-07
1855,2.8423955882317387e-06,5.720878135662133e-07
1856,3.265253155859682e-06,5.788097396930425e-07
1857,2.9381802733041695e-06,5.686957891271049e-07
1858,2.2349418600242643e-06,4.4140957555782734e-07
1859,2.098484628731967e-06,4.1959509289313246e-07
1860,2.450624293715009e-06,4.906741182253427e-07
1861,3.167712719687188e-06,6.088309447704887e-07
1862,2.6841356088880275e-06,6.248375186146404e-07
1863,2.6086905506872426e-06,6.123405356106559e-07
1864,2.5589461927211232e-06,6.199583353350135e-07
1865,3.014263086242863e-06,4.612707407147809e-07
1866,2.4566480760768172e-06,6.899439242147309e-07
1867,3.288265020273684e-06,7.623767075415344e-07
1868,3.383813691471005e-06,8.076694228975612e-07
1869,3.0639200190307747e-06,5.044675290832856e-07
1870,3.615891245090097e-06,9.369435503003842e-07
1871,2.9601221172015357e-06,7.201157927738677e-07
1872,3.0841430600503372e-06,6.210617229385207e-07
1873,4.337458960890217e-06,6.506786718318835e-07
1874,4.456461169866088e-06,5.93876173127228e-07
1875,2.911685157869215e-06,7.729783391141609e-07
1876,3.6155167890683515e-06,7.297539639239403e-07
1877,3.892104757596826e-06,6.017826166271334e-07
1878,2.9114445680988865e-06,5.803564135931083e-07
1879,2.5634728899603942e-06,5.742765907257308e-07
1880,3.617098087715931e-06,5.95576146622534e-07
1881,2.9089300994655787e-06,6.365899309912493e-07
1882,2.8844440009834216e-06,5.058092753529309e-07
1883,2.756495632638689e-06,6.837524537672834e-07
1884,2.643319504613828e-06,5.439798158590747e-07
1885,3.157072313797471e-06,5.788180672539056e-07
1886,2.8653379047227645e-06,5.898466142184589e-07
1887,2.7682640109105705e-06,4.935867075062106e-07
1888,3.427736402272785e-06,6.15039617457569e-07
1889,3.1582554242959304e-06,5.369222293438725e-07
1890,3.1264423512311623e-06,5.787523278399931e-07
1891,4.405860920542182e-06,5.284228556945436e-07
1892,3.812509277167919e-06,6.143142243786315e-07
1893,3.6778062906250852e-06,4.877465826780281e-07
1894,2.763224983937107e-06,5.866733090442722e-07
1895,3.353571941033806e-06,4.6283145138659165e-07
1896,2.847085482926559e-06,5.313223070402273e-07
1897,2.7129177340157185e-06,5.640258642358731e-07
1898,2.834270077300971e-06,5.403728948749631e-07
1899,2.634443745819226e-06,5.914508989235401e-07
1900,2.8010921653276455e-06,5.798406625956432e-07
1901,2.8351672654025606e-06,5.119284907095789e-07
1902,3.5501351760558464e-06,7.679683804440174e-07
1903,2.7676128411258105e-06,5.394819879711577e-07
1904,3.064611291847541e-06,4.939280415783287e-07
1905,2.582959865549128e-06,5.661352844299472e-07
1906,2.7228169017234904e-06,6.106146983597682e-07
1907,2.9941633385988098e-06,5.991412379557914e-07
1908,2.9777752104109823e-06,4.611794466313768e-07
1909,3.2571323345109704e-06,5.96856729373485e-07
1910,3.2497780466655968e-06,6.268688714783366e-07
1911,2.9570639696885337e-06,5.064996173587133e-07
1912,2.971453938016566e-06,4.777039208647693e-07
1913,3.1595211851254135e-06,4.952992291862301e-07
1914,3.039651915059949e-06,5.585084394965634e-07
1915,3.0912718216313806e-06,5.336685156009935e-07
1916,3.2577824526924815e-06,6.021129266287062e-07
1917,3.7735466094090953e-06,5.088420955701167e-07
1918,4.099487625808251e-06,5.674270084909949e-07
1919,4.106700316697243e-06,6.48232500566337e-07
1920,4.19804524653955e-06,6.300096586642212e-07
1921,4.705705123342341e-06,6.118779865005308e-07
1922,4.497589372931543e-06,7.031172302163213e-07
1923,4.65509310743073e-06,4.893951981443934e-07
1924,3.422726251756103e-06,6.097738491916971e-07
1925,3.455627506809833e-06,5.11415247927971e-07
1926,4.310211750180315e-06,5.974330434810327e-07
1927,3.6290725802246016e-06,6.433102832659188e-07
1928,4.3361825419196975e-06,5.598760317582219e-07
1929,3.979353095928673e-06,5.403096885459036e-07
1930,3.891585208748438e-06,4.527053008018811e-07
1931,4.10136635764502e-06,6.352783685770191e-07
1932,4.6862977569617215e-06,5.315375375403164e-07
1933,3.818583479642257e-06,4.668559583365095e-07
1934,5.571434769535699e-06,4.588945223815699e-07
1935,5.038647543642583e-06,5.637061946117683e-07
1936,4.440070426880993e-06,5.710740609288223e-07
1937,5.041483461809548e-06,5.086811718513218e-07
1938,4.1384964788449e-06,4.278520755462978e-07
1939,4.121746542296023e-06,5.337623747436737e-07
1940,4.343796206285333e-06,5.730869432341024e-07
1941,4.8316096581402235e-06,5.962034990147913e-07
1942,4.135630661039613e-06,6.189791932342814e-07
1943,4.154529506195104e-06,7.519379110476621e-07
1944,3.177841108481516e-06,6.169317572357613e-07
1945,2.7536291327123763e-06,5.664110709346915e-07
1946,2.852434363376233e-06,5.51275739724133e-07
1947,2.4974225141249917e-06,5.102132867307319e-07
1948,2.8908349349876516e-06,5.870819350661804e-07
1949,3.0197116984709282e-06,5.065576260676607e-07
1950,2.474848685096731e-06,5.48784633735977e-07
1951,2.806080942718836e-06,6.013030713347689e-07
1952,2.874513427286729e-06,6.35851705510504e-07
1953,3.229993382092289e-06,4.999055818188936e-07
1954,2.4509521097115794e-06,4.808087687990792e-07
1955,2.6842837428375788e-06,4.720960689041931e-07
1956,1.9805712554443744e-06,5.032098613355629e-07
1957,2.4640919491503155e-06,6.281711648625787e-07
1958,2.5205524991633865e-06,5.087429713057645e-07
1959,2.144631906730865e-06,4.766709800207991e-07
1960,1.8686250200516952e-06,6.325641592752618e-07
1961,1.7960991840482166e-06,5.058259944235033e-07
1962,1.7066204094362547e-06,4.972093883282014e-07
1963,1.7296692220725163e-06,4.81720974221389e-07
1964,1.7801691285512788e-06,4.964518112160476e-07
1965,1.679370143392589e-06,5.926222925722868e-07
1966,1.5886066222492445e-06,5.378441301218118e-07
1967,1.6773002045056273e-06,4.79228607019877e-07
1968,1.5248356959318699e-06,5.10224833050188e-07
1969,1.655470740047349e-06,4.7506787126394556e-07
1970,1.830752481168929e-06,4.3136040517310903e-07
1971,1.5934170392029046e-06,5.138397440873632e-07
1972,1.593936659105566e-06,4.4478374405798604e-07
1973,1.2724473776870582e-06,5.011502111074151e-07
1974,1.7934322045221052e-06,4.3935714799658854e-07
1975,1.9070632220063999e-06,4.1922265481275645e-07
1976,1.7454824785545497e-06,4.662237955699311e-07
1977,1.8165132189551514e-06,4.0843634252496486e-07
1978,1.3716825719711778e-06,5.304948196283021e-07
1979,1.5554544745555177e-06,5.653006276418182e-07
1980,1.3530658407034934e-06,5.844334651783356e-07
1981,1.4200859226320972e-06,5.414670667391874e-07
1982,1.2644682385598571e-06,5.704694672203914e-07
1983,1.1159163761931268e-06,5.064883481509241e-07
1984,1.2995577520769075e-06,6.25133111498144e-07
1985,1.3276336119361076e-06,5.594468959202459e-07
1986,1.205491031441852e-06,5.269152651976583e-07
1987,1.116446284754602e-06,5.646395067060439e-07
1988,1.0931717611128988e-06,5.073084530238248e-07
1989,1.1530544696825018e-06,5.515562619962111e-07
1990,8.717841737393428e-07,4.838402105633577e-07
1991,8.727721549917078e-07,4.208532118354924e-07
1992,8.700201803435448e-07,5.675242462643837e-07
1993,8.441752115118106e-07,5.073913982300837e-07
1994,8.972650391569914e-07,4.83183264066156e-07
1995,8.323462097337142e-07,4.836825979737114e-07
1996,1.1759816800349654e-06,3.9875549262546883e-07
1997,8.611630804011838e-07,4.238686841517847e-07
1998,7.619470494546476e-07,4.768129073795535e-07
1999,8.72451423106213e-07,4.506218331812306e-07
2000,9.472259563381158e-07,4.5505725765337957e-07
2001,8.657274719325869e-07,4.4995044845563825e-07
2002,9.546681667416124e-07,5.095360613438515e-07
2003,6.908758294343897e-07,4.35026763057067e-07
2004,8.946131089260234e-07,4.2594330906808864e-07
2005,9.358791430713609e-07,4.1659683702732764e-07
2006,8.260487049938092e-07,4.574975562832151e-07
2007,8.975595164883998e-07,3.786766420432741e-07
2008,1.3453509097871574e-06,4.5639754020498913e-07
2009,1.2540346006062464e-06,4.472564647528543e-07
2010,1.1554397474355937e-06,5.285924515874285e-07
2011,1.4404902515252616e-06,6.481632226496004e-07
2012,1.8134453796392336e-06,7.537015278558101e-07
2013,1.7694209475394018e-06,7.00907136774731e-07
2014,1.4434857860123884e-06,7.639690551286549e-07
2015,1.4099636302944418e-06,6.510081860255923e-07
2016,1.9000402460278565e-06,6.597217954151802e-07
2017,1.6613097102435859e-06,5.773327949043505e-07
2018,1.6020581767861586e-06,6.541436903262365e-07
2019,1.8925778419998096e-06,6.425938039456014e-07
