year,as_VERB eu_VERB,as_VERB tu_VERB
1875,3.15828287966724e-07,2.1169650921137873e-08
1876,2.110059114102114e-07,3.929909553335165e-08
1877,2.4058934400272847e-07,2.288381928394756e-08
1878,2.11972007946315e-07,5.737134145533673e-08
1879,3.4090035683220776e-07,3.1157558311178946e-08
1880,2.2462461402028566e-07,2.5029600836390387e-08
1881,2.2660650245143188e-07,2.0220272678450613e-08
1882,2.7353632958693197e-07,4.459108149390545e-08
1883,2.4961389044619864e-07,2.7173157945981075e-08
1884,2.970763546272792e-07,7.2618666635548834e-09
1885,2.507352405700658e-07,2.5137978865164e-08
1886,1.981213415547245e-07,1.5488312854472497e-08
1887,2.428759842132422e-07,7.834709769838355e-09
1888,2.4918614371927106e-07,1.2047167707862627e-08
1889,2.2930400689347152e-07,2.1301465480405568e-08
1890,2.7856142992277455e-07,9.831579994568074e-09
1891,1.905891764408807e-07,1.8485237784915398e-08
1892,2.137562660209369e-07,7.522214851007902e-09
1893,1.866000189920669e-07,1.970693297437265e-08
1894,2.2370464591858763e-07,1.3863386882917439e-08
1895,2.8106930471949454e-07,1.3240951446391591e-08
1896,2.8954411845916184e-07,2.4767521367152767e-08
1897,2.2316312708881014e-07,2.0976168357833558e-08
1898,2.682060085135163e-07,1.1882545614128048e-08
1899,2.7306236916047055e-07,1.2713430308508578e-08
1900,1.9777912996232772e-07,1.3496738504592543e-08
1901,2.0734221095608518e-07,1.1177477665658131e-08
1902,2.131063183696824e-07,1.3257766218188749e-08
1903,1.9602799739004695e-07,1.7280705533195828e-08
1904,2.2519679987453856e-07,1.7198801494089366e-08
1905,2.069464386522668e-07,1.186974563083254e-08
1906,2.0525295951756561e-07,9.773950537805831e-09
1907,2.4994218961182924e-07,1.9542804707839423e-08
1908,2.9861246275686426e-07,9.331639017062798e-09
1909,2.8770145377166045e-07,1.7603146829081595e-08
1910,3.1797696919966256e-07,1.0153886620400954e-08
1911,2.5112166213148157e-07,2.4473720827700163e-08
1912,2.484893855125847e-07,1.4586379215586476e-08
1913,2.2060437743220973e-07,4.772690687104841e-09
1914,2.089384025794061e-07,7.366418142140674e-09
1915,1.9673872486691835e-07,4.712304768617059e-09
1916,2.0766303521213558e-07,3.2962386153911893e-09
1917,2.1055535626146593e-07,4.386569774084137e-09
1918,1.9526839878380997e-07,5.743188147278033e-09
1919,2.384832669122261e-07,1.6574126959767455e-08
1920,2.6351366955168487e-07,1.590168663412328e-08
1921,2.506579335204151e-07,6.058197998815018e-09
1922,3.2905592206589063e-07,2.5822775029382683e-08
1923,2.8450742206587165e-07,1.6985516992917837e-08
1924,3.416280378587544e-07,2.4494086758863887e-08
1925,3.134480834887654e-07,1.2097995494286806e-08
1926,3.5444719514998724e-07,3.343841470382358e-08
1927,4.6269283870969957e-07,1.3379070296082318e-08
1928,3.6906112654833123e-07,2.170947865920425e-08
1929,3.219577422441944e-07,3.78773812315103e-08
1930,3.770793739477085e-07,2.4158287814657342e-08
1931,2.7144747605234443e-07,2.2810714206400462e-08
1932,3.6276065884521813e-07,2.3015026551220785e-08
1933,3.0167842623995966e-07,1.8353059516584835e-08
1934,3.258989806909085e-07,9.585264137967897e-09
1935,2.9920710176156717e-07,2.5133395809007197e-08
1936,3.103926928815781e-07,4.364897243647192e-08
1937,2.581179217031604e-07,1.510934133364117e-08
1938,3.1116513810047763e-07,9.075650453382877e-09
1939,3.1658683496971207e-07,1.6823456405745674e-08
1940,2.0032685199566913e-07,7.607348528892999e-09
1941,3.6598632391360297e-07,0.0
1942,3.3679751254567236e-07,1.2136846860855144e-08
1943,3.135494068828848e-07,1.1612940831184915e-08
1944,3.373845345322479e-07,6.4263723231761105e-09
1945,4.966989308741177e-07,4.357008087652048e-09
1946,4.176331174221559e-07,1.1136883415474585e-08
1947,4.4584058400687354e-07,5.960435700558264e-09
1948,4.5770647716381063e-07,1.0871888278529696e-08
1949,3.524305896007718e-07,6.8719057111366055e-09
1950,5.28577459135704e-07,8.508289184305795e-09
1951,4.0086871422317927e-07,6.396841278899501e-09
1952,3.237254873056372e-07,1.2653764258629963e-08
1953,3.835482687009062e-07,3.4476246080217265e-08
1954,4.896040763924248e-07,1.856781906006688e-08
1955,3.557145475951984e-07,4.6928039232341234e-09
1956,4.1163787045661593e-07,1.308171282410342e-08
1957,3.640035401986097e-07,1.5903067307476704e-08
1958,4.4008334043610375e-07,1.0753916868111446e-08
1959,4.286163459710224e-07,2.0927018340444192e-08
1960,3.7856958101656346e-07,9.689166802218097e-09
1961,3.696420662890887e-07,7.017640513140577e-08
1962,4.6042603685236827e-07,1.1415521861124489e-08
1963,4.209400685795117e-07,4.4615765748545755e-08
1964,4.033670961689495e-07,1.5818317322668918e-08
1965,3.649852828857547e-07,1.586892572902343e-08
1966,3.938282020499173e-07,2.3818021332999706e-08
1967,3.682960709738836e-07,2.1693475849016153e-08
1968,3.745840899682662e-07,1.122853987567396e-08
1969,3.7742006497865077e-07,2.3617141076126558e-08
1970,3.168521516272449e-07,2.8052221878738237e-08
1971,3.5968781730844057e-07,2.363662865434435e-08
1972,2.7138477776134096e-07,1.6416469239555198e-08
1973,3.3079223271670344e-07,1.92962140155295e-08
1974,3.139068951441004e-07,1.8564387360697765e-08
1975,2.6501268735046324e-07,2.513051278185685e-08
1976,2.58251418472355e-07,2.2282755196556536e-08
1977,3.138201520869188e-07,1.9393379346865913e-08
1978,2.7504938771016896e-07,1.6039596317796168e-08
1979,3.429256310027995e-07,2.6333880187578984e-08
1980,3.558904211331537e-07,1.2507331170752423e-08
1981,3.5676100651471643e-07,2.024175915771309e-08
1982,3.0975436970948067e-07,1.2415004135846175e-08
1983,3.479739234535373e-07,2.0209011353244932e-08
1984,3.3576259284018306e-07,1.623722339916256e-08
1985,3.783786155509006e-07,7.218669662023558e-09
1986,3.7285698795130884e-07,1.1988970705090196e-08
1987,3.0309652743198967e-07,1.4054879038383206e-08
1988,3.6459047692005697e-07,1.4991384134077634e-08
1989,3.5672795206664887e-07,2.0854864501984594e-08
1990,3.6288014371166355e-07,1.5801088437683575e-08
1991,3.3410350397389266e-07,1.3481369798284959e-08
1992,3.300456512533856e-07,1.1570882918476855e-08
1993,3.7278866216183815e-07,3.4897005563028216e-08
1994,3.27572934111231e-07,1.8462243289718572e-08
1995,3.6709991491079563e-07,2.9281235214284607e-08
1996,3.36833608116649e-07,2.402141530133406e-08
1997,3.763992140193295e-07,1.006927874414032e-08
1998,3.4902706147477147e-07,2.7178336470257136e-08
1999,3.190000370523194e-07,1.7823785114501334e-08
2000,3.251671216730756e-07,2.4299172451947015e-08
2001,3.662693188744015e-07,2.6287271553959712e-08
2002,4.2278787759642e-07,1.62105191492401e-08
2003,4.487775981942832e-07,1.8334461060476315e-08
2004,3.8630020071650506e-07,1.8940601975714344e-08
2005,4.0668859924153367e-07,1.3511249008502091e-08
2006,4.5749757759949716e-07,1.2765459078689645e-08
2007,8.356450962310191e-07,2.117074054952539e-08
2008,9.779339507076656e-07,1.6178271167177627e-08
2009,1.0790419082695735e-06,2.0980046810947783e-08
2010,1.5583792674078722e-06,1.3698999823397173e-08
2011,1.6825476905069081e-06,1.4531093633918246e-08
2012,2.037785634456668e-06,2.2808493566062182e-08
2013,2.258354470541235e-06,1.4224537991935904e-08
2014,2.4614614630991127e-06,1.6673927044630332e-08
2015,2.4847809072525706e-06,2.061415074749995e-08
2016,2.4893365662137512e-06,1.7399255813899117e-08
2017,2.871821834560251e-06,1.4338984805073451e-08
2018,2.9501002245524433e-06,1.8586561012501335e-08
2019,2.803025381581392e-06,1.2499839996404916e-08
