year,mais_CONJ elles_PRON,mais_CONJ telle_ADJ
1859,1.493992726864235e-05,5.779616856216307e-07
1860,1.46703317795982e-05,5.886258520604315e-07
1861,1.4337473203340778e-05,6.055297490092926e-07
1862,1.3912686881667469e-05,4.978820982159959e-07
1863,1.327220587654665e-05,6.063469868422544e-07
1864,1.4613851590183913e-05,5.739289292705507e-07
1865,1.4527204371006519e-05,5.497594202097389e-07
1866,1.3929276633461996e-05,4.914269169375984e-07
1867,1.4215340684131661e-05,4.920750882320135e-07
1868,1.4787018585593614e-05,5.0139720997322e-07
1869,1.4701346231049683e-05,5.210714846271003e-07
1870,1.4927449456081376e-05,4.862473446110016e-07
1871,1.3941357337898808e-05,4.2166072944382904e-07
1872,1.4445279020947055e-05,5.230948545431602e-07
1873,1.5245754866555217e-05,4.4715454805555055e-07
1874,1.4513520227410481e-05,3.5668416842327133e-07
1875,1.3976546142657753e-05,4.211043886925836e-07
1876,1.5257723021022684e-05,4.147566272649783e-07
1877,1.4525658684760856e-05,5.325126579691641e-07
1878,1.3930365867054206e-05,4.535355628831894e-07
1879,1.4045338616597292e-05,3.8122189494060876e-07
1880,1.3677072274731472e-05,3.741604359674966e-07
1881,1.3254039231469505e-05,3.62570403922291e-07
1882,1.3737380413658684e-05,3.600563331929152e-07
1883,1.3525280905923864e-05,3.5957037880507414e-07
1884,1.3974471698929847e-05,4.1854758592307917e-07
1885,1.3678283835361071e-05,3.2357091583889996e-07
1886,1.2977270785086148e-05,3.5945794252256746e-07
1887,1.3441096939459385e-05,3.734544833378095e-07
1888,1.3095271583551948e-05,3.34784445499281e-07
1889,1.3637323036164162e-05,3.652574775969697e-07
1890,1.3403065281636373e-05,3.1067791894656693e-07
1891,1.350760976492893e-05,3.371962407072715e-07
1892,1.2965164046363498e-05,3.196941236183193e-07
1893,1.331511271018826e-05,3.1900597718959034e-07
1894,1.3514281363313785e-05,2.8230896020886576e-07
1895,1.3427528756437823e-05,3.1236609743245936e-07
1896,1.323941989994637e-05,2.7892947684904357e-07
1897,1.3283159319144033e-05,2.563753866979823e-07
1898,1.357043231564603e-05,2.970636359123091e-07
1899,1.3178299468563637e-05,2.642182437284646e-07
1900,1.3299997249305306e-05,3.182115619893011e-07
1901,1.3548779861594085e-05,2.615529766103464e-07
1902,1.2620411666830478e-05,2.4993344283075203e-07
1903,1.3387146282184403e-05,2.538103558435978e-07
1904,1.3196854752095533e-05,2.902297637774609e-07
1905,1.2724883163173217e-05,2.730041614995571e-07
1906,1.3011186297262611e-05,2.566948040794159e-07
1907,1.2860708011430688e-05,2.915992212138008e-07
1908,1.3110462305121473e-05,2.406580676961312e-07
1909,1.3298077647050377e-05,2.530452434257313e-07
1910,1.283237486404687e-05,2.559848155669897e-07
1911,1.3072159049443144e-05,2.452692413612567e-07
1912,1.2917801882394997e-05,2.5161504879633867e-07
1913,1.2953082318745146e-05,2.5030112027479845e-07
1914,1.2658184687097673e-05,2.9197801865166184e-07
1915,1.3001249271837878e-05,2.980532798346758e-07
1916,1.3295927828949061e-05,2.6150159726512356e-07
1917,1.2586164984895731e-05,2.1494192026239034e-07
1918,1.2142248124291655e-05,2.3087616796146904e-07
1919,1.2096350246793008e-05,2.5137426717947164e-07
1920,1.2502511481216061e-05,2.2186638659604796e-07
1921,1.2134570624766639e-05,2.5974522799288025e-07
1922,1.2237043847562745e-05,2.7224582765938976e-07
1923,1.189835484183277e-05,2.7919944045606826e-07
1924,1.1730088999684085e-05,2.745916063418008e-07
1925,1.1931923154406832e-05,2.617566252638426e-07
1926,1.1857262506964616e-05,2.42985819909336e-07
1927,1.226080257765716e-05,2.486277068669551e-07
1928,1.1703694326570258e-05,2.1823738904913625e-07
1929,1.1829997220047517e-05,2.3060640330641036e-07
1930,1.2079143971277517e-05,2.1427351271086081e-07
1931,1.1625479828580865e-05,2.3152874462084583e-07
1932,1.140558947554382e-05,2.1590287246908701e-07
1933,1.1261896361247636e-05,1.927071267004976e-07
1934,1.131780095420254e-05,1.7493106696520044e-07
1935,1.1338752756273607e-05,1.867052290549509e-07
1936,1.1474830216684495e-05,1.7217094949728562e-07
1937,1.1253941011091229e-05,2.1908545733140272e-07
1938,1.1856688843181473e-05,1.58175609499267e-07
1939,1.175041916212649e-05,2.554106544039314e-07
1940,1.0797363756864797e-05,1.8257636469343197e-07
1941,1.0870384130612365e-05,1.8299316195680149e-07
1942,1.1633167787294951e-05,2.548737967345005e-07
1943,1.2303911034905468e-05,2.7000088209661044e-07
1944,1.1686357765938737e-05,2.1528347105004286e-07
1945,1.1576570614124648e-05,2.4617095562007307e-07
1946,1.162133798970899e-05,1.9071913470725121e-07
1947,1.127118366639479e-05,2.634512554777757e-07
1948,1.1490498309285613e-05,2.4135591303320325e-07
1949,1.1606649422901683e-05,1.924133670172523e-07
1950,1.148619071500434e-05,2.531215983481161e-07
1951,1.1601737014643732e-05,1.9830206809956508e-07
1952,1.1317737744320766e-05,1.8242511146127072e-07
1953,1.1598025594139472e-05,1.9500627956858807e-07
1954,1.1423117257436388e-05,2.0424599966872847e-07
1955,1.1145409416712937e-05,2.064833708459446e-07
1956,1.1388939128664788e-05,1.70062264714943e-07
1957,1.1348605767125264e-05,1.8906980869815015e-07
1958,1.1413214224376134e-05,1.5965429867037528e-07
1959,1.148350770563411e-05,2.425984106935175e-07
1960,1.1170917332492536e-05,1.972437502217872e-07
1961,1.152769095824624e-05,1.8273659208034587e-07
1962,1.1258875701969373e-05,2.0991875260278903e-07
1963,1.1677045449687284e-05,1.888087552970319e-07
1964,1.123769766309124e-05,1.8495263276463447e-07
1965,1.1738080502254888e-05,2.1286248852447898e-07
1966,1.1700187542373897e-05,1.7558867426714642e-07
1967,1.1530575875440263e-05,2.1446959408422117e-07
1968,1.1821406360468245e-05,2.0885084239807838e-07
1969,1.123312949857791e-05,2.0528745636738677e-07
1970,1.1031421536245034e-05,2.0418339374828065e-07
1971,1.0996171113220043e-05,1.7573319865960002e-07
1972,1.1013399216608377e-05,1.99562720126778e-07
1973,1.0789339967232081e-05,1.8193572515201595e-07
1974,1.084047653421294e-05,1.7045482536559575e-07
1975,1.0179000241805625e-05,1.547811123714382e-07
1976,1.0614590337354457e-05,1.3655329667017213e-07
1977,1.0793884939630516e-05,1.3281526634045804e-07
1978,1.0977024658131995e-05,1.7049497813559356e-07
1979,1.0665806712495396e-05,1.8960393788347574e-07
1980,1.0794963827720494e-05,2.006858252912025e-07
1981,1.0983684433085728e-05,1.2145055450218933e-07
1982,1.1156123036926147e-05,1.8994957429185888e-07
1983,1.0826977813849226e-05,1.648297498491047e-07
1984,1.0870241567317862e-05,1.5657322904871762e-07
1985,1.0620467946864665e-05,1.1549871459237693e-07
1986,1.0865604281207197e-05,1.5885386517311417e-07
1987,1.0872976645259769e-05,1.5338150660682004e-07
1988,1.076501371244376e-05,1.4811487858423789e-07
1989,1.0843980589925195e-05,1.613507905062761e-07
1990,1.0953422815873637e-05,1.4493411271132572e-07
1991,1.085836447600741e-05,1.5415653820127773e-07
1992,1.116479961638106e-05,1.504214779401991e-07
1993,1.1102233429483022e-05,1.490046841468029e-07
1994,1.1404391216274234e-05,1.440054973045335e-07
1995,1.1155608490298619e-05,1.2905433166565672e-07
1996,1.1222271723454469e-05,1.227761217137413e-07
1997,1.1527406059030909e-05,1.2946215477427359e-07
1998,1.1625176057350473e-05,1.3779893492937845e-07
1999,1.174313206320221e-05,1.7138254548854093e-07
2000,1.1977283747910406e-05,1.267975022756218e-07
2001,1.1770125865950831e-05,1.3537944454355966e-07
2002,1.1781980902014766e-05,1.4414218441061166e-07
2003,1.2011988474114332e-05,1.2959130302192534e-07
2004,1.182686446554726e-05,1.387509271921772e-07
2005,1.1899807532245177e-05,1.2475386412802436e-07
2006,1.2005296639472363e-05,1.2188954556791032e-07
2007,1.1660684549497091e-05,1.234294195739949e-07
2008,1.1637285751930904e-05,1.2602021826069176e-07
2009,1.1637250736384885e-05,1.2158890783098286e-07
2010,1.2073070593032753e-05,1.3510047836007288e-07
2011,1.1645906170087983e-05,1.1586635295657288e-07
2012,1.1727310265996493e-05,1.2459564757705266e-07
2013,1.1862985729749198e-05,1.4698689199121873e-07
2014,1.1671533229673514e-05,1.6760546373006946e-07
2015,1.1313622053421568e-05,1.8087255426735283e-07
2016,1.1678836926876102e-05,2.1438369657289513e-07
2017,1.1229437404836062e-05,1.2150402639576896e-07
2018,1.1524441788424156e-05,1.4895062605546627e-07
2019,1.1411844070607913e-05,1.5280416931773289e-07
