year,autres_ADJ airs_NOUN,autres_ADJ terres_NOUN
1864,1.1986819536957682e-08,7.877737806527563e-07
1865,2.3534221682552925e-08,1.0665709311297178e-06
1866,2.6274308950746672e-08,6.558846331050638e-07
1867,1.0190904120577216e-08,8.152723349752478e-07
1868,2.9639243948054173e-08,1.1213514179431172e-06
1869,1.904572499711321e-08,6.490196682307214e-07
1870,2.0069171213776826e-08,7.052880057756283e-07
1871,4.354682658913589e-08,5.3743154371233e-07
1872,3.8702971494330995e-08,8.429991211755805e-07
1873,2.3944018323618366e-08,7.817721838776492e-07
1874,2.6885741633009275e-08,1.1262138182033254e-06
1875,3.0324094124623e-08,7.2892256763879e-07
1876,1.4510435741854621e-08,7.21289580951634e-07
1877,3.339800647150781e-08,7.650617126486736e-07
1878,4.227361927178208e-08,8.430567652872867e-07
1879,7.331190321480108e-09,7.679421619721793e-07
1880,4.428314070992201e-08,7.823354470914978e-07
1881,2.8587281875047665e-08,7.676730809369481e-07
1882,2.994923331556265e-08,7.873320677642681e-07
1883,2.211768546089843e-08,8.480553113088263e-07
1884,1.7164412113856997e-08,8.397358275402667e-07
1885,2.2559724754955823e-08,8.037707878161271e-07
1886,2.774989482645651e-08,8.460491005557458e-07
1887,2.0239665943222462e-08,7.808593807112629e-07
1888,1.7119660356001987e-08,9.0607385350161e-07
1889,4.2602930960811136e-08,9.385175112619493e-07
1890,1.6385966361553983e-08,6.665811262962507e-07
1891,1.7210394887001712e-08,8.528706207933112e-07
1892,1.002961980134387e-08,8.155334871862152e-07
1893,2.4017824173938607e-08,7.821188898748943e-07
1894,2.2685540557176864e-08,8.078573205949624e-07
1895,1.5648398132839247e-08,7.294560724346866e-07
1896,1.5921978790967017e-08,7.87253358003337e-07
1897,1.5732126712464378e-08,6.735681034042429e-07
1898,1.8106735777401184e-08,7.995255684178915e-07
1899,2.984892333302014e-08,8.739101691190854e-07
1900,1.661137005726232e-08,8.419888068988968e-07
1901,2.9061443029831935e-08,5.750812556715168e-07
1902,2.8479645752810256e-08,6.044559286433326e-07
1903,2.214090244478939e-08,6.626070243598292e-07
1904,2.2573425795258117e-08,5.8744652520204e-07
1905,2.4771643958310108e-08,7.235384444914672e-07
1906,2.674975863037332e-08,8.595932436961107e-07
1907,2.7771354993433306e-08,5.867984338436827e-07
1908,3.290630701258124e-08,5.805261715785548e-07
1909,2.0903737407707013e-08,6.485659631572105e-07
1910,3.847788310196165e-08,6.316785846616213e-07
1911,3.08581699082211e-08,6.427011882692568e-07
1912,3.6465947372832375e-08,5.683478495610572e-07
1913,4.295421618394357e-08,6.655251892917491e-07
1914,3.214437072074361e-08,6.167700946635435e-07
1915,1.767114277129167e-08,6.196680641945562e-07
1916,6.592477230782379e-09,6.603464499654876e-07
1917,1.4256351654751143e-08,4.6716967982973756e-07
1918,2.5270027848023346e-08,5.42156953997619e-07
1919,2.3940405213807026e-08,5.478669674041647e-07
1920,2.4988365154854364e-08,5.255128958658872e-07
1921,5.679560644011872e-08,3.975692297597533e-07
1922,2.0658220023506146e-08,4.935838677777582e-07
1923,3.503262746562541e-08,3.832357315936008e-07
1924,2.836157442231979e-08,5.079299998378417e-07
1925,2.4195990988573612e-08,4.6192347813445167e-07
1926,3.009457216762712e-08,5.383584987805889e-07
1927,2.5643217327342427e-08,5.697253877556818e-07
1928,2.5137291359556002e-08,5.370239577473512e-07
1929,1.4482528065684619e-08,5.670467004836865e-07
1930,2.2057568216382606e-08,5.304319850019112e-07
1931,3.307553431142196e-08,4.904303594344128e-07
1932,2.4110979990332737e-08,5.370172964092035e-07
1933,1.8353059072495626e-08,5.964744376196762e-07
1934,3.354842448288764e-08,5.044245305896311e-07
1935,1.795242710045386e-08,6.52271461731857e-07
1936,6.426098764222843e-08,5.068130959351436e-07
1937,7.554670666820584e-09,4.7342603159972185e-07
1938,1.5558256905023882e-08,4.460033746767067e-07
1939,1.8352860564618823e-08,4.404686428927107e-07
1940,5.0715658339584024e-09,5.80694284657568e-07
1941,5.312704587367989e-08,5.430765055436382e-07
1942,3.944475324146879e-08,4.915422902040945e-07
1943,1.1612940831184915e-08,5.341952942217176e-07
1944,1.927911696952833e-08,5.237493372334256e-07
1945,2.6142048525912287e-08,3.4202513443659655e-07
1946,4.454753366189834e-08,3.939672446051645e-07
1947,1.4305045148432782e-08,3.2901602775581296e-07
1948,2.9354097819123126e-08,3.620338713261617e-07
1949,9.817008539414473e-09,4.7219810284104824e-07
1950,1.4889506516624351e-08,3.626658302557928e-07
1951,1.5992101864981123e-08,4.200592269576475e-07
1952,1.2653764258629963e-08,5.578201451861275e-07
1953,2.2625037843226892e-08,4.772805450858897e-07
1954,2.3454086450769296e-08,4.3390060211478954e-07
1955,4.035811418390267e-08,4.035811418390267e-07
1956,3.1396109267944894e-08,4.133821001062188e-07
1957,3.180613550313183e-08,4.0552823465933585e-07
1958,1.9853384713997002e-08,4.574550572233882e-07
1959,2.635254203742221e-08,4.968229156965265e-07
1960,3.391208380776334e-08,3.633437408723239e-07
1961,1.80652133252579e-08,4.870659546796219e-07
1962,1.4586500007851555e-08,4.020800366544286e-07
1963,2.5217608334848762e-08,5.619000509327066e-07
1964,2.8594651979574337e-08,4.082342730526989e-07
1965,2.9001830714747712e-08,4.782566014327472e-07
1966,2.6033652011925312e-08,4.852229475993397e-07
1967,2.5144711202074177e-08,6.197432029786398e-07
1968,4.715986512415782e-08,5.425630400512915e-07
1969,2.6796370788950696e-08,4.868764369447831e-07
1970,2.4833115841449427e-08,5.24254638811783e-07
1971,3.23719047123916e-08,4.1980706422251046e-07
1972,2.924183739594355e-08,4.4683579769611015e-07
1973,2.3155456441159572e-08,5.386399921647467e-07
1974,1.7439271360331077e-08,5.316165019308983e-07
1975,1.4278700444236847e-08,5.037525641071738e-07
1976,1.7711933253394818e-08,4.7536543590354086e-07
1977,1.8218023367655434e-08,1.0325505694908088e-06
1978,2.5544543480471305e-08,5.79801727962348e-07
1979,1.9896710057309974e-08,4.447499875048777e-07
1980,2.21720881654619e-08,5.40657828784763e-07
1981,2.9730083506152027e-08,4.3076992861657004e-07
1982,1.9243256987877544e-08,5.195679229075267e-07
1983,2.0209012019378747e-08,4.6228114558566347e-07
1984,2.7255339596354844e-08,5.056735439268323e-07
1985,2.4663788567025335e-08,4.601901810730169e-07
1986,2.517683839187157e-08,4.190145452831473e-07
1987,2.688759392910356e-08,4.650331533184726e-07
1988,2.5185526497661925e-08,4.575370515791377e-07
1989,3.841685658478866e-08,3.902054854787451e-07
1990,2.1794604454505873e-08,3.8086069142906354e-07
1991,4.1030257413865456e-08,4.372652965267676e-07
1992,2.1488782808720686e-08,4.5401940651501604e-07
1993,3.101956203011014e-08,4.28180747136242e-07
1994,1.3714808788645172e-08,4.826557888915062e-07
1995,3.090797101590326e-08,4.679575136279368e-07
1996,2.6690460508405067e-08,5.012468651255375e-07
1997,2.8289877107567918e-08,5.125742155165369e-07
1998,2.288702027897216e-08,5.101898197246157e-07
1999,2.1479944767310855e-08,5.662479365398099e-07
2000,2.5182780305499364e-08,4.3782692626948005e-07
2001,2.3220422196157386e-08,4.968294193830047e-07
2002,2.7601694596590676e-08,4.2541659972528123e-07
2003,2.8335076507346457e-08,4.429439037778593e-07
2004,2.9512100679918163e-08,4.6866977587711744e-07
2005,3.197662323817241e-08,4.1614646106857833e-07
2006,2.7178073125355695e-08,4.3937884708356023e-07
2007,2.276853267035861e-08,3.778777679652734e-07
2008,2.7673358715674112e-08,3.640110826097498e-07
2009,2.384096209340214e-08,3.1708480152659035e-07
2010,2.3146586702882388e-08,3.1271508671437687e-07
2011,2.562061141020422e-08,2.62324488797816e-07
2012,1.838296448397614e-08,2.5225513111681863e-07
2013,1.3945625099154313e-08,2.635723191368733e-07
2014,2.3170263929728208e-08,2.529240079179873e-07
2015,2.3052384889865607e-08,2.2919389341957697e-07
2016,2.0713400911143154e-08,2.6844566003436654e-07
2017,1.911864622172743e-08,2.1156291984958386e-07
2018,2.4007640875289837e-08,2.4498118711413497e-07
2019,1.5816123244416502e-08,2.33160276641442e-07
