year,ces_DET oies_NOUN,ces_DET toits_NOUN
1967,1.3311906243984595e-08,1.0156491647705934e-07
1968,1.4372530499073832e-08,7.096437038001113e-08
1969,1.6804503566447693e-08,5.995120266888421e-08
1970,1.5175792178467873e-08,5.932355362503472e-08
1971,1.798439097644433e-08,7.347908059784913e-08
1972,1.3851396252206882e-08,6.002271746297083e-08
1973,1.2129047988196362e-08,5.954260018370405e-08
1974,1.5751600079827455e-08,5.2880373857533414e-08
1975,8.567220266542108e-09,4.283610133271054e-08
1976,7.998937512354587e-09,5.484985887704852e-08
1977,8.815172591880582e-09,3.8786761358267086e-08
1978,1.425741957827853e-08,6.178214828622686e-08
1979,1.1703946700691858e-08,7.373486443640331e-08
1980,9.66475621755336e-09,5.457744656212071e-08
1981,9.48832451497239e-09,5.8827610338596514e-08
1982,8.069752865935698e-09,6.269577301765139e-08
1983,1.7051352996233504e-08,6.252162965125763e-08
1984,7.538710988796993e-09,6.668860041969538e-08
1985,1.0828004715079942e-08,5.5343132743246315e-08
1986,1.4386764946028308e-08,6.713823941240094e-08
1987,1.2832715334809564e-08,4.888653482026939e-08
1988,1.2592763165564236e-08,4.497415412307859e-08
1989,1.7013179087754793e-08,6.091815452080596e-08
1990,9.262706268664544e-09,6.320435197437746e-08
1991,7.619904984768056e-09,5.2753187596010775e-08
1992,1.2121877501769518e-08,4.848750823072123e-08
1993,1.2186256670432272e-08,5.262247171344825e-08
1994,1.3714809232734382e-08,4.008944243238943e-08
1995,1.6267353131205198e-08,4.825981037015481e-08
1996,1.0676184603042316e-08,5.017806525842161e-08
1997,1.822059936262832e-08,3.97976243071696e-08
1998,1.3350762273489636e-08,4.577403878158748e-08
1999,9.597422329088445e-09,4.341691273168635e-08
2000,1.1928685039741538e-08,5.169096972679199e-08
2001,1.22673927682726e-08,3.9430906095816454e-08
2002,1.6210519815373914e-08,5.739400155135854e-08
2003,1.2084076406182476e-08,4.916968876500505e-08
2004,1.8940602419803554e-08,3.435737316870302e-08
2005,1.4862373554080932e-08,3.828187100651803e-08
2006,6.588624035241963e-09,4.323784397186614e-08
2007,1.3581230362547103e-08,4.1143138673760404e-08
2008,1.277231942431456e-08,4.896055783021325e-08
2009,2.1933686200625857e-08,3.9575999366547876e-08
2010,1.700565521733921e-08,5.1016963098504675e-08
2011,2.2179037717506844e-08,4.703485467771884e-08
2012,2.5531894598529448e-08,6.842547684016154e-08
2013,3.1796024591024263e-08,6.666009122469063e-08
2014,2.3819897165822113e-08,7.275895486102968e-08
2015,3.036708307035951e-08,7.425527659421505e-08
2016,2.4856080527158042e-08,8.720341915235963e-08
2017,1.9370207215985147e-08,4.9809103064291094e-08
2018,2.4007639431999905e-08,6.918330885952173e-08
2019,2.4744581716973357e-08,7.27031541636336e-08
