year,aux_ADP ailes_NOUN,aux_ADP tel_ADJ
1979,8.380026041976407e-07,0.0
1980,8.180932109524974e-07,1.7055452605774235e-09
1981,7.97019252374298e-07,1.2651099057237047e-09
1982,9.354705952091535e-07,1.2415004579935385e-09
1983,8.721451472126773e-07,1.8945948143667124e-09
1984,7.347343782271309e-07,5.799008495621649e-10
1985,8.848885979517718e-07,6.015558051686298e-10
1986,9.045678659447276e-07,0.0
1987,7.77907006366263e-07,6.110816852533674e-10
1988,9.20470981213839e-07,5.996553809062277e-10
1989,1.1673235746911814e-06,5.488122178931576e-10
1990,9.022965947735884e-07,1.634595292454577e-09
1991,7.713688248145445e-07,5.861465202094962e-10
1992,8.094107926126526e-07,0.0
1993,8.186948576849318e-07,1.1078414852150331e-09
1994,7.701392643610916e-07,1.0549853213248639e-09
1995,7.352843152119704e-07,2.1689803286761844e-09
1996,7.051619750342297e-07,0.0
1997,7.532779147112478e-07,9.58978896292706e-10
1998,7.457354254114534e-07,0.0
1999,7.449428078842857e-07,0.0
2000,6.887711307967948e-07,1.3254094488601709e-09
2001,7.018701193572952e-07,8.762423564512289e-10
2002,7.553225662704222e-07,2.1906108038649563e-09
2003,7.104603305663204e-07,1.6667692226413067e-09
2004,6.157898071457168e-07,1.7619165015858584e-09
2005,6.354790480500583e-07,2.2518747977429143e-09
2006,7.523385043839426e-07,8.235779835885637e-10
2007,7.381798337036116e-07,1.5977917877663117e-09
2008,7.420717382800035e-07,8.514879357157668e-10
2009,6.975865449732055e-07,4.76819250749827e-10
2010,7.435250175547026e-07,2.3618965117044866e-09
2011,8.756895653050378e-07,7.64794394481072e-10
2012,1.0280843065757495e-06,1.0212758416727752e-09
2013,1.0445272975445619e-06,1.1156500168141292e-09
2014,1.129063106120043e-06,2.1654451842767486e-10
2015,1.0431203394389854e-06,0.0
2016,1.1696857313836517e-06,1.6570720906550207e-09
2017,8.809670801745995e-07,2.515611330355938e-10
2018,1.0651131527872337e-06,1.0325866828253538e-09
2019,9.77283363567949e-07,2.55098775436835e-10
