year,nous_PRON irons_VERB,nous_PRON tirons_VERB
1844,1.6394332931213285e-06,9.57205102736225e-07
1845,1.5585576988996763e-06,7.890442361713212e-07
1846,1.4677235355975427e-06,7.382525950561103e-07
1847,1.3008455255203444e-06,7.146021587800533e-07
1848,1.5720363251148228e-06,7.836045909925815e-07
1849,1.4169590372148377e-06,6.854361700447953e-07
1850,1.4460561885698553e-06,6.65321621795556e-07
1851,1.2840832823712844e-06,6.746113214717298e-07
1852,1.5293270791971736e-06,7.161599810956432e-07
1853,1.5377725048892898e-06,8.074051862649867e-07
1854,1.5955885430685157e-06,8.339041528415692e-07
1855,1.8367308882716316e-06,6.888404584515229e-07
1856,1.5925033665098454e-06,6.652688071540069e-07
1857,1.6333529515577538e-06,6.731600876719313e-07
1858,1.9104910791156726e-06,6.988169118926635e-07
1859,1.7883712644106708e-06,7.877592125282717e-07
1860,1.964527314157749e-06,6.989359562226127e-07
1861,2.0052277136528573e-06,8.201061092449891e-07
1862,2.0290275699608173e-06,6.73179933130541e-07
1863,1.7960655895876698e-06,6.582910501151673e-07
1864,1.8349423953623045e-06,6.913997765423119e-07
1865,1.949104188270212e-06,5.996519547579737e-07
1866,1.8781266248879547e-06,6.033359802870564e-07
1867,1.912493019062822e-06,5.818520847356012e-07
1868,1.6504118605098483e-06,7.577766893973603e-07
1869,2.0071263122645178e-06,6.973665236387205e-07
1870,1.8090924243097106e-06,6.651496420317926e-07
1871,2.029706990924751e-06,6.532024130478931e-07
1872,2.1189876520111284e-06,6.627883664123146e-07
1873,1.6012562014111609e-06,5.130005860110032e-07
1874,1.9053028950111184e-06,5.813294521317403e-07
1875,1.7965595304758608e-06,6.305123108063526e-07
1876,1.718882032264446e-06,6.614340364308191e-07
1877,1.677940616673368e-06,6.160076821970506e-07
1878,1.4191858781487099e-06,5.489531531566172e-07
1879,1.942765493367915e-06,6.029904113802331e-07
1880,1.7578480822066922e-06,5.044427169309529e-07
1881,1.8037877111964917e-06,4.797085324526051e-07
1882,1.782977676612063e-06,5.650422068015359e-07
1883,1.768151037140342e-06,6.0602461360304e-07
1884,1.7560513470016303e-06,5.981137505273182e-07
1885,1.6481490376918373e-06,4.982476369264077e-07
1886,1.5475406485165877e-06,5.117596728609897e-07
1887,1.7830492424764088e-06,5.255784287783172e-07
1888,1.710697858925414e-06,5.706553025675021e-07
1889,1.638959730598799e-06,5.062230599151007e-07
1890,1.5586330732730858e-06,5.715424933327995e-07
1891,1.531087605144421e-06,6.195741946157796e-07
1892,1.6937519831117243e-06,6.005234638450929e-07
1893,1.4324477035643213e-06,5.086851970759199e-07
1894,1.5772752703924198e-06,4.795471291174636e-07
1895,1.6172017467397382e-06,4.851003367889462e-07
1896,1.6092991472760332e-06,5.437060650592684e-07
1897,1.4158913472783752e-06,4.993493618599132e-07
1898,1.7224032546891976e-06,5.250953236668465e-07
1899,1.6549569181734114e-06,5.118537700354864e-07
1900,1.4109282631125097e-06,5.47656114235906e-07
1901,1.5380209106297116e-06,5.242237008928896e-07
1902,1.4333118087961338e-06,4.80716778383794e-07
1903,1.522322122582409e-06,5.632429704860442e-07
1904,1.4307252058642916e-06,5.046773026151641e-07
1905,1.52242387230217e-06,4.933685602281912e-07
1906,1.4671214216832595e-06,4.6966405164994285e-07
1907,1.4492532898202626e-06,5.569699439433862e-07
1908,1.6502266930729093e-06,5.274831806900693e-07
1909,1.6965032614280062e-06,5.666013151994775e-07
1910,1.6470672221657878e-06,5.087631365086054e-07
1911,1.5216269844131602e-06,4.836219957837784e-07
1912,1.7191089796142478e-06,5.704316166088574e-07
1913,1.5903665655514487e-06,5.096173225638267e-07
1914,1.6360144741156546e-06,5.705625412133486e-07
1915,1.980346041818848e-06,7.95201415826341e-07
1916,1.9052259290219808e-06,6.647414778626626e-07
1917,1.942153801337554e-06,8.246751121987472e-07
1918,1.8148475078305637e-06,7.052635169202404e-07
1919,1.7430456864531152e-06,6.169258455201998e-07
1920,1.7650872337071633e-06,7.019458720947114e-07
1921,1.78565386477203e-06,5.331214083525992e-07
1922,1.933019120770041e-06,5.326869469968187e-07
1923,1.6964284554887854e-06,6.051090153391669e-07
1924,1.8370564589531568e-06,4.357369007834677e-07
1925,2.11934883509457e-06,5.873026864833264e-07
1926,1.9071043197982362e-06,5.974330008484685e-07
1927,1.898712980619166e-06,5.295881706501859e-07
1928,1.734473016767879e-06,4.776085162916388e-07
1929,1.6331835297478392e-06,4.89063843644999e-07
1930,1.6228067352130893e-06,5.766478565760735e-07
1931,1.5864851548030856e-06,5.349112370822695e-07
1932,1.3787096690975886e-06,5.271536913653563e-07
1933,1.3833618766057043e-06,5.299445859918706e-07
1934,1.473734329238141e-06,5.954845363476124e-07
1935,1.4840672406535305e-06,5.146362269670135e-07
1936,1.3931296507507795e-06,5.03175648702836e-07
1937,1.405168774226695e-06,5.351225169647478e-07
1938,1.5623083413629502e-06,5.199050931992133e-07
1939,1.3336411939235404e-06,5.674092875551651e-07
1940,1.3667869893652096e-06,4.691198292050558e-07
1941,1.4727997665886505e-06,5.607854731692896e-07
1942,1.6020637758629164e-06,5.218844378873655e-07
1943,1.78548970097836e-06,6.996796955149875e-07
1944,1.8186634065386897e-06,6.458504344664107e-07
1945,1.8756920212581463e-06,7.145493299276495e-07
1946,1.8932701664198248e-06,6.584682452626112e-07
1947,2.09926537309002e-06,5.936593794331202e-07
1948,1.8558312717686931e-06,4.511833324727377e-07
1949,1.5481422224183916e-06,4.3194837218152315e-07
1950,1.7325003796031524e-06,5.977072987661813e-07
1951,1.8262981598127226e-06,4.946890399537551e-07
1952,1.620736384211341e-06,4.987692179270198e-07
1953,1.594526452208811e-06,5.052924976212125e-07
1954,1.5147430758588598e-06,5.941702241329949e-07
1955,1.4801103134232108e-06,4.730346390147133e-07
1956,1.4625354651798261e-06,5.145473629397657e-07
1957,1.600908802856793e-06,5.663259230459516e-07
1958,1.639558661281626e-06,5.55894750675634e-07
1959,1.499769723523059e-06,5.309262220976052e-07
1960,1.8679329514270648e-06,5.045287529981124e-07
1961,1.7064679127543059e-06,5.266704832251889e-07
1962,1.729451525989134e-06,5.71410289751384e-07
1963,1.7749316612025723e-06,4.5844317853038774e-07
1964,1.7740851490088971e-06,5.226128863000667e-07
1965,1.5863454336795257e-06,5.094472257383131e-07
1966,1.5991308259799553e-06,4.4921897313088266e-07
1967,1.6590579434705433e-06,4.876102011053263e-07
1968,1.6456547200505156e-06,5.012420132288753e-07
1969,1.4574500539765722e-06,5.32294009758516e-07
1970,1.4508976846627775e-06,5.04480134111418e-07
1971,1.5795434364918037e-06,5.143536014884376e-07
1972,1.2656072385652806e-06,4.868509435596025e-07
1973,1.355145514025935e-06,4.4050499781178587e-07
1974,1.257315261682379e-06,3.932274665885416e-07
1975,1.1400114487969404e-06,3.998036035568475e-07
1976,1.1661308576549345e-06,4.462264513449554e-07
1977,1.2159061668626236e-06,3.825785057642861e-07
1978,1.280791479985055e-06,4.1346514834117443e-07
1979,1.3085012255942274e-06,4.3304603281058007e-07
1980,1.229698057159112e-06,3.757884527999522e-07
1981,1.3087561967495276e-06,3.890213022827993e-07
1982,1.282469952457177e-06,4.4073266280975076e-07
1983,1.3262163633953605e-06,4.269153563996042e-07
1984,1.2757818979025615e-06,4.3260602922146063e-07
1985,1.2476267272631958e-06,3.6634747146990776e-07
1986,1.2186789035695256e-06,3.9863328993305913e-07
1987,1.1818320047041198e-06,3.855925356788248e-07
1988,1.2310924830671865e-06,3.489994426786325e-07
1989,1.2073869015694072e-06,3.715458589681475e-07
1990,1.1899853689101292e-06,3.367266359077803e-07
1991,1.2279769521228445e-06,3.757199138476608e-07
1992,1.2424923738763027e-06,3.504324439518314e-07
1993,1.1781894500018097e-06,3.251514826274615e-07
1994,1.239080233972345e-06,3.581675187547262e-07
1995,1.2422835027336987e-06,3.2480481237939784e-07
1996,1.1444869869592367e-06,3.36833608116649e-07
1997,1.0989897987201402e-06,3.6680943793498955e-07
1998,1.2134888720538584e-06,3.733445126385959e-07
1999,1.136152008029967e-06,4.679885989844479e-07
2000,1.252511935945222e-06,3.8304334282202035e-07
2001,1.2254249384113791e-06,3.28590878950763e-07
2002,1.2355044702871965e-06,3.86861856327414e-07
2003,1.280495439459628e-06,3.371040691035887e-07
2004,1.232020110819576e-06,3.9643120430810086e-07
2005,1.2259206414455548e-06,3.6750596876800046e-07
2006,1.3654923236572358e-06,3.7802229968519896e-07
2007,1.566634807659284e-06,3.275473154928932e-07
2008,1.668916354446992e-06,3.5123876784837194e-07
2009,1.7380061763105914e-06,3.1422387536395036e-07
2010,2.2357712055054435e-06,3.410578663931574e-07
2011,2.2825288397143595e-06,3.1433049230145116e-07
2012,2.8486785481618426e-06,2.886806278468157e-07
2013,3.0156020329741295e-06,2.9815747382144764e-07
2014,3.302303980490251e-06,3.271987694120071e-07
2015,3.3102337511081714e-06,3.426825685437507e-07
2016,3.661300638668763e-06,3.744982848274958e-07
2017,3.023764918452798e-06,2.910562280078466e-07
2018,3.4429020843163016e-06,3.4436767037959726e-07
2019,3.238734052501968e-06,3.0866951306052215e-07
