year,quelques_DET airs_NOUN,quelques_DET terres_NOUN
1943,6.677441199975931e-08,2.0032322911589517e-07
1944,8.675602458652065e-08,2.088570969505099e-07
1945,7.842614380138002e-08,1.4595977670950333e-07
1946,8.909507087651036e-08,1.795822504035982e-07
1947,7.152522862874378e-08,1.3828210887467662e-07
1948,9.45854274903013e-08,1.3589859149121253e-07
1949,6.282885278707795e-08,1.8455975681064274e-07
1950,4.147791021757996e-08,1.3719615887808345e-07
1951,5.970384997500133e-08,1.6098716582035877e-07
1952,5.799642188719645e-08,1.7082582992600237e-07
1953,6.464296520292123e-08,2.1547654593945254e-07
1954,5.277169434769746e-08,1.93496219935696e-07
1955,7.883910368988722e-08,1.604938977273207e-07
1956,7.936238799466366e-08,1.709343688816034e-07
1957,8.39328593293942e-08,1.8906981014144009e-07
1958,5.4596806187134916e-08,1.5551817167391846e-07
1959,4.2629114460623896e-08,1.457140585969796e-07
1960,9.550750013076481e-08,1.8409416524534095e-07
1961,6.114380157740129e-08,1.8343140428811466e-07
1962,6.278537156845232e-08,1.8074576235704853e-07
1963,8.729172185084622e-08,2.314847087347971e-07
1964,4.623815813564747e-08,1.7278470476611574e-07
1965,8.59110838580257e-08,1.8276624880186887e-07
1966,7.366969256850098e-08,1.4900110500981611e-07
1967,7.642020039000386e-08,1.9179006027769674e-07
1968,1.3833560785769805e-07,1.8639376264673047e-07
1969,6.994306778196346e-08,1.81670313015303e-07
1970,7.909806853945156e-08,1.807298950495806e-07
1971,9.300499703712717e-08,1.5055504309913204e-07
1972,1.769900617176745e-07,1.451831561638528e-07
1973,7.167164683963279e-08,2.006806187893062e-07
1974,5.569315963960264e-08,1.8958176728478549e-07
1975,5.140332159925265e-08,1.850519555368635e-07
1976,6.284879372486785e-08,1.7997609180753216e-07
1977,4.936496633689558e-08,1.8159256054417483e-07
1978,7.36633321007929e-08,1.9782169058402133e-07
1979,4.915657725312883e-08,1.6209965858493547e-07
1980,5.855705387247667e-08,1.8249334088338287e-07
1981,6.768337890150633e-08,1.5307830070199202e-07
1982,6.642027328140898e-08,1.6636106447975862e-07
1983,6.94684785251809e-08,1.7303966437509644e-07
1984,6.958810372381663e-08,1.629521433343939e-07
1985,5.5343134963692364e-08,1.7384962136546278e-07
1986,4.975422962516518e-08,1.4027096040258868e-07
1987,6.966331089763855e-08,1.2954932415709663e-07
1988,5.396898550280582e-08,1.559103988135746e-07
1989,6.366221461107102e-08,1.7287584608283169e-07
1990,5.993515972413377e-08,1.4057519948096342e-07
1991,8.968041687040795e-08,1.1429857060818449e-07
1992,7.052728356882199e-08,1.7576721322853928e-07
1993,6.813224939783424e-08,1.4845076323766193e-07
1994,4.74743404588196e-08,1.1288342660620287e-07
1995,7.64565588617927e-08,1.31765561128816e-07
1996,6.352329640080256e-08,1.7402181207160083e-07
1997,7.096443965792787e-08,1.3617500060902898e-07
1998,6.627699811190269e-08,1.3112356000988257e-07
1999,6.581089673218798e-08,1.3984816171763725e-07
2000,7.731555307088911e-08,1.272393026496843e-07
2001,6.265132834748499e-08,1.2004520466568636e-07
2002,5.783212309040664e-08,1.2968415097347474e-07
2003,6.917091743829928e-08,1.1959069023959046e-07
2004,7.532193269099707e-08,1.281794310692419e-07
2005,5.5846496316291905e-08,1.4276886295405689e-07
2006,6.794518636610292e-08,1.1612449402065295e-07
2007,6.151498088691199e-08,8.548185803647357e-08
2008,1.0217855006544596e-07,1.1409938460715807e-07
2009,8.582746335861202e-08,1.068075099475152e-07
2010,8.502827131273705e-08,8.786255190074144e-08
2011,8.718655908346307e-08,6.347793746197539e-08
2012,8.612759350157262e-08,8.340418977681452e-08
2013,7.921115185993699e-08,8.757852354435158e-08
2014,8.553508390463094e-08,1.0134283634499752e-07
2015,1.0839053654621011e-07,7.758014108905087e-08
2016,9.279603063738762e-08,9.590304617113077e-08
2017,6.968243160265786e-08,7.043711613974324e-08
2018,8.751172275722752e-08,7.796029710682717e-08
2019,7.806022295220316e-08,8.494789144330994e-08
