year,ils_PRON iraient_VERB,ils_PRON tiraient_VERB
1921,9.617389462590609e-08,2.05221454052662e-07
1922,1.3722960190420963e-07,2.0289322932853793e-07
1923,1.0934426697417621e-07,2.0807258493960035e-07
1924,1.0313299192432623e-07,1.9724185484903956e-07
1925,1.1658068643782826e-07,1.8476938734579562e-07
1926,1.226075223570433e-07,1.8502590037883238e-07
1927,1.6166375438331215e-07,2.419381814888766e-07
1928,1.4511072521372625e-07,2.0109833087644802e-07
1929,1.1251810150270103e-07,1.5930781849249342e-07
1930,1.2709360319718144e-07,1.7541017882649612e-07
1931,7.983750016649083e-08,1.6309659844893076e-07
1932,9.753987839644651e-08,2.0384738519396706e-07
1933,9.520649868477449e-08,2.0073658824060203e-07
1934,1.3179738012070175e-07,2.2165923496686446e-07
1935,1.1250187270661627e-07,2.8005786134599475e-07
1936,1.1275984945768869e-07,2.3036956875444048e-07
1937,1.1961562051965302e-07,2.2286279133254538e-07
1938,9.464606876008475e-08,1.698443146125328e-07
1939,1.1164657109929976e-07,2.5541064374579037e-07
1940,7.353770481444144e-08,2.2822046474857416e-07
1941,1.269146103766161e-07,1.8594467121602065e-07
1942,1.0012899132050279e-07,2.1542903638760436e-07
1943,1.1903264240942235e-07,2.4096852158095317e-07
1944,1.317406344014671e-07,2.3456259157228487e-07
1945,1.1328221205531008e-07,2.570634762832924e-07
1946,1.7262169293985608e-07,2.18561339693224e-07
1947,1.287454090004303e-07,1.9669437456570904e-07
1948,1.3046265401328583e-07,2.011299251591936e-07
1949,1.2074920086035945e-07,1.8848655969350148e-07
1950,1.0209947021166954e-07,1.574033454687651e-07
1951,1.1087857565428294e-07,2.7186574413917697e-07
1952,1.3286452826832829e-07,2.699469732192483e-07
1953,1.4113713930896665e-07,1.896193637662691e-07
1954,1.3290648759323176e-07,1.817691703820401e-07
1955,1.1544297784382707e-07,2.0836049685613034e-07
1956,1.220959795489307e-07,1.761670631594825e-07
1957,1.2810804683738297e-07,1.9260382444485913e-07
1958,1.1167528590760867e-07,1.7868046242597302e-07
1959,1.185864437758255e-07,2.1469571365173579e-07
1960,1.2180666786321126e-07,1.8478624497220153e-07
1961,1.236772337875891e-07,2.0149662205426466e-07
1962,1.414256303178263e-07,1.997716303492325e-07
1963,1.3384730479515383e-07,2.062671029534613e-07
1964,1.423648576803771e-07,1.8738622031833074e-07
1965,1.3078183869197346e-07,1.9808796380971216e-07
1966,1.4346203869308738e-07,2.1547000983446196e-07
1967,1.0846738263126099e-07,1.819293800053856e-07
1968,1.3923389019510068e-07,2.0750341533926075e-07
1969,1.2853174347071672e-07,1.9802063278007154e-07
1970,1.0944965644910098e-07,1.8486873898382328e-07
1971,1.032817884549786e-07,1.7470550872644708e-07
1972,1.000378659909984e-07,1.733989627439314e-07
1973,1.1908519859105127e-07,1.8910289512064082e-07
1974,1.1251143128276908e-07,1.918320009508534e-07
1975,9.481057361426792e-08,1.747712978783511e-07
1976,1.0455753951532643e-07,1.936885567488389e-07
1977,1.0284368379132047e-07,1.7454042833264793e-07
1978,1.0930687821542051e-07,1.776236757677907e-07
1979,1.0884670587074652e-07,1.6385525825057812e-07
1980,1.0233271119375331e-07,1.5577312950654232e-07
1981,1.1702266711210996e-07,1.7078984271279296e-07
1982,1.4091029854057524e-07,1.564290599276319e-07
1983,1.2188560205572685e-07,1.5977749612261505e-07
1984,1.1656007181670702e-07,1.6179233242041846e-07
1985,1.1730338300708354e-07,1.58209179090818e-07
1986,1.0969908181834853e-07,1.8702795046010579e-07
1987,9.166225289902741e-08,1.6865853780245743e-07
1988,1.1213555595190883e-07,1.5591039570495013e-07
1989,1.1415293954541994e-07,1.9373071324935154e-07
1990,9.31719341679127e-08,1.7926062412243482e-07
1991,1.1254013543293695e-07,1.635348745310239e-07
1992,1.0138297312778377e-07,1.741142305888843e-07
1993,1.0746062706346038e-07,1.5122036600700994e-07
1994,1.2079582312196635e-07,1.6827015869580464e-07
1995,1.1332922333906481e-07,2.0442639225848325e-07
1996,1.1530279131477528e-07,1.6814989933777724e-07
1997,9.829533986760453e-08,1.8700088944001436e-07
1998,1.206336683878817e-07,1.8357297904003644e-07
1999,9.6888260969763e-08,1.5081663917726473e-07
2000,1.175196402414258e-07,1.8246470290250727e-07
2001,1.1741647298890712e-07,1.7612471125971751e-07
2002,1.3318913261173293e-07,1.813825711849404e-07
2003,1.1042346059753072e-07,1.7709422195366642e-07
2004,1.1144121891959458e-07,1.5592961233323877e-07
2005,1.2565461560143376e-07,1.7294398091394214e-07
2006,1.4989119101471715e-07,1.667745372913032e-07
2007,1.4619794796999486e-07,1.8254770850489876e-07
2008,1.766837414152178e-07,1.8690160175083292e-07
2009,1.9454225608228626e-07,1.711781116853217e-07
2010,2.295763366078063e-07,1.8281079050552762e-07
2011,2.615596912391993e-07,1.9846413934487828e-07
2012,3.046806185125206e-07,2.866380839350313e-07
2013,3.001098605182051e-07,2.875587981066019e-07
2014,3.666098820076513e-07,2.8757112602306734e-07
2015,3.3514620412233853e-07,2.59782638067918e-07
2016,3.6621292309746423e-07,2.6533865593592054e-07
2017,3.458965736058417e-07,2.347065404251225e-07
2018,3.5469352610562055e-07,2.467882183054826e-07
2019,3.4923021985378e-07,2.163237624586145e-07
