year,mais_CONJ elle_PRON,mais_CONJ telles_ADJ
1861,5.491173715199693e-05,9.950683832471441e-08
1862,5.569005452343845e-05,9.171512616035216e-08
1863,5.452427922136849e-05,1.218687515347483e-07
1864,5.410131370808813e-05,7.479775732122107e-08
1865,5.444359840112156e-05,1.1343495032178907e-07
1866,5.381222081268788e-05,8.271541851456732e-08
1867,5.522790752365836e-05,5.920430012906763e-08
1868,5.3539838972938014e-05,8.397785933311752e-08
1869,5.774517103418475e-05,9.376356757684334e-08
1870,5.5339306072710315e-05,1.1353416695669694e-07
1871,5.2210522426321404e-05,1.3595107262176498e-07
1872,5.525453843802097e-05,8.587221955735913e-08
1873,5.3620830385625595e-05,7.42264560926742e-08
1874,5.3087987453181995e-05,8.185214639411242e-08
1875,5.400034388003405e-05,7.895707554439468e-08
1876,5.307615128913312e-05,7.376138100312346e-08
1877,5.237920686340658e-05,5.99927165723102e-08
1878,5.0243405894434545e-05,9.179414917070972e-08
1879,5.221090532359085e-05,9.652733723441997e-08
1880,5.0935880153701873e-05,6.674560104613647e-08
1881,5.0651083711272804e-05,6.275256758669912e-08
1882,5.2175558266753796e-05,5.856738916065751e-08
1883,5.013005193177378e-05,5.2450515042323786e-08
1884,5.143118141859304e-05,5.3473747207988254e-08
1885,5.1103577789035626e-05,7.283568237426152e-08
1886,4.991625291950186e-05,4.840097833636037e-08
1887,5.182464337849524e-05,4.961982646989327e-08
1888,5.037238042859826e-05,7.355113140761205e-08
1889,4.98278873237723e-05,9.335053707815177e-08
1890,4.992607227904955e-05,7.144281255477836e-08
1891,5.109064841235522e-05,8.605197265865172e-08
1892,4.759806597576244e-05,5.578976214337672e-08
1893,5.043250530434307e-05,5.973664052305594e-08
1894,4.951497430738527e-05,5.356308463433379e-08
1895,4.897286453342531e-05,6.861220214204877e-08
1896,4.9195372412214056e-05,5.071444952875481e-08
1897,4.851846006204141e-05,4.7196378361036295e-08
1898,4.985463237971999e-05,5.4320205222779805e-08
1899,4.916891430184478e-05,4.532614283903058e-08
1900,4.904143770545488e-05,7.371295396296773e-08
1901,4.875839476881083e-05,5.309301887024276e-08
1902,4.5495251470129006e-05,4.0264327871852856e-08
1903,4.886929218628211e-05,5.886240117547459e-08
1904,4.8288857215084136e-05,6.933266405440008e-08
1905,4.756362068292219e-05,7.379885325065061e-08
1906,4.924990935251117e-05,4.835533395919356e-08
1907,4.863278354605427e-05,4.6799874198200087e-08
1908,5.05219868500717e-05,4.469363990011743e-08
1909,5.0527084567875136e-05,5.666012903304818e-08
1910,5.1066031119262334e-05,4.3287619710952185e-08
1911,4.8284521653840784e-05,5.054355334266347e-08
1912,4.8995126235240605e-05,4.948950227401383e-08
1913,5.035347930970602e-05,6.098438376511695e-08
1914,4.947621073370101e-05,3.616241617265814e-08
1915,4.5483165195037145e-05,4.7123046797992174e-08
1916,4.9212843805435114e-05,4.8344832137559024e-08
1917,4.8789623178890906e-05,4.496234140560773e-08
1918,4.707461630459875e-05,2.8715940736390166e-08
1919,4.7582475417584646e-05,3.6831393046554695e-08
1920,5.057796624896582e-05,3.407504234331782e-08
1921,5.057232283434132e-05,5.5281055288958214e-08
1922,5.090185095468769e-05,4.795657915224183e-08
1923,4.942997929902049e-05,5.6264523706772707e-08
1924,4.948836794937961e-05,2.836157353414137e-08
1925,4.990533307136502e-05,4.5092528822010536e-08
1926,5.0770661800925154e-05,3.3438415592002e-08
1927,5.5435060858144425e-05,4.2367053421088485e-08
1928,5.0279150855203625e-05,4.22763521967795e-08
1929,4.8583312491246033e-05,2.8965056131369238e-08
1930,4.8641137254890054e-05,7.142450719754834e-08
1931,4.5758292799291667e-05,4.5621425748265665e-08
1932,4.676763001043582e-05,6.13734059129456e-08
1933,4.645388708013343e-05,3.9000250140475146e-08
1934,4.568935946736019e-05,3.474658250013363e-08
1935,4.637111669580918e-05,4.4282650435434334e-08
1936,4.583263307722518e-05,5.092380161997312e-08
1937,4.611622807715321e-05,2.895957162962759e-08
1938,4.704039110947633e-05,3.5006078924482154e-08
1939,4.7221908971550874e-05,5.047036744088018e-08
1940,4.092753715667641e-05,6.59303545091916e-08
1941,4.783205258718226e-05,3.24665290207804e-08
1942,4.5710399717791006e-05,2.730790615856904e-08
1943,4.998790336685488e-05,2.322588166236983e-08
1944,4.824920415558154e-05,5.1410976809052045e-08
1945,5.123405753693078e-05,6.535512397931598e-08
1946,5.068256541562732e-05,3.897909195416105e-08
1947,5.1331268878129777e-05,5.8412267023300046e-08
1948,4.862560672336258e-05,3.696441908118686e-08
1949,4.766059555549873e-05,3.6322930885290816e-08
1950,4.906411413685419e-05,2.871547555294285e-08
1951,4.8838814109331e-05,4.264560793387773e-08
1952,4.618096772901481e-05,6.010538200484916e-08
1953,4.7372517656185664e-05,3.124409886368085e-08
1954,4.850109507970046e-05,2.34540866728139e-08
1955,4.5730436795565765e-05,2.9095383879962355e-08
1956,4.817907483811723e-05,3.1396110600212523e-08
1957,4.685308704210911e-05,5.301022820702883e-08
1958,4.719149274023948e-05,3.722509500647675e-08
1959,4.7665548663644586e-05,6.588135548213359e-08
1960,4.752605491376016e-05,4.221708227447607e-08
1961,4.87684346808237e-05,4.446821932901912e-08
1962,4.7048436499608215e-05,3.995432518166808e-08
1963,4.825744872505311e-05,2.909724017285953e-08
1964,4.6089103307167534e-05,3.589541375248473e-08
1965,4.5840950406272896e-05,3.6115487489496445e-08
1966,4.773962245963048e-05,3.545007754013341e-08
1967,4.7305583393608686e-05,3.7963584276212714e-08
1968,4.731796525447862e-05,3.7278750752989254e-08
1969,4.493842334341025e-05,3.4971535001204757e-08
1970,4.440620796231087e-05,4.69069965092217e-08
1971,4.411468580656219e-05,4.8300935695522185e-08
1972,4.2603305701049976e-05,3.33459553303328e-08
1973,4.176251695753308e-05,2.866866033457427e-08
1974,3.9928057049110066e-05,2.981553004488546e-08
1975,3.8900891922821756e-05,3.084199384773001e-08
1976,4.1051120206248015e-05,3.942333481887772e-08
1977,4.128028012928553e-05,2.7620874032407983e-08
1978,4.222037659928901e-05,2.8514839378601664e-08
1979,4.4303534195933025e-05,3.043026053362041e-08
1980,4.247830747772241e-05,3.809050985736917e-08
1981,4.3150368583155796e-05,4.3013736572561356e-08
1982,4.431784236658132e-05,2.855451075589599e-08
1983,4.339569295552792e-05,3.410270643655622e-08
1984,4.329829698690446e-05,3.015484395518797e-08
1985,4.2825358832487836e-05,2.947623389815135e-08
1986,4.347680533101084e-05,2.577628777089558e-08
1987,4.3908665247727185e-05,2.3832186446526293e-08
1988,4.438709129317431e-05,2.278690436341435e-08
1989,4.358392379799625e-05,3.018467165105676e-08
1990,4.4602657908399124e-05,2.39740645113784e-08
1991,4.434550010046223e-05,3.2824205575821e-08
1992,4.4227221223991364e-05,1.7631820892205496e-08
1993,4.4989997149968985e-05,3.434308570859912e-08
1994,4.521825485426234e-05,2.0572213710323695e-08
1995,4.4394148062565364e-05,2.4943274112843028e-08
1996,4.453463498066412e-05,3.096093514898257e-08
1997,4.5241269617690705e-05,1.6782130352055447e-08
1998,4.579692904371768e-05,2.3840646345973937e-08
1999,4.619010906026233e-05,2.7878226394051353e-08
2000,4.710372468252899e-05,3.004261461825308e-08
2001,4.6255082452262286e-05,2.5411028836686e-08
2002,4.730974251287989e-05,2.8039818023017915e-08
2003,4.871466353506548e-05,2.2918075437416974e-08
2004,4.7834711949690245e-05,2.2464434756841456e-08
2005,4.924444783682702e-05,3.0175121956688145e-08
2006,5.095024062029552e-05,2.800165077587735e-08
2007,6.246287193789613e-05,3.7148660148034196e-08
2008,6.442528137995396e-05,2.554463840453991e-08
2009,6.967092303966638e-05,2.4317781566196572e-08
2010,8.153928138199262e-05,1.9839930587295385e-08
2011,8.434955634584185e-05,2.4091022954308983e-08
2012,9.419090383744333e-05,2.144679278615058e-08
2013,0.00010103633576363791,2.7054513296320692e-08
2014,0.00010669278344721533,2.295371892557796e-08
2015,0.00010457735879754182,2.9480452745644925e-08
2016,0.00010775524970085826,3.7076985925921235e-08
2017,0.00010529292558203451,2.213737992917686e-08
2018,0.0001105120772990631,1.8328413453616577e-08
2019,0.0001055022221407853,2.21935936295381e-08
