year,mais_CONJ elles_PRON,mais_CONJ telles_ADJ
1933,1.1261896361247636e-05,3.9000250140475146e-08
1934,1.131780095420254e-05,3.474658250013363e-08
1935,1.1338752756273607e-05,4.4282650435434334e-08
1936,1.1474830216684495e-05,5.092380161997312e-08
1937,1.1253941011091229e-05,2.895957162962759e-08
1938,1.1856688843181473e-05,3.5006078924482154e-08
1939,1.175041916212649e-05,5.047036744088018e-08
1940,1.0797363756864797e-05,6.59303545091916e-08
1941,1.0870384130612365e-05,3.24665290207804e-08
1942,1.1633167787294951e-05,2.730790615856904e-08
1943,1.2303911034905468e-05,2.322588166236983e-08
1944,1.1686357765938737e-05,5.1410976809052045e-08
1945,1.1576570614124648e-05,6.535512397931598e-08
1946,1.162133798970899e-05,3.897909195416105e-08
1947,1.127118366639479e-05,5.8412267023300046e-08
1948,1.1490498309285613e-05,3.696441908118686e-08
1949,1.1606649422901683e-05,3.6322930885290816e-08
1950,1.148619071500434e-05,2.871547555294285e-08
1951,1.1601737014643732e-05,4.264560793387773e-08
1952,1.1317737744320766e-05,6.010538200484916e-08
1953,1.1598025594139472e-05,3.124409886368085e-08
1954,1.1423117257436388e-05,2.34540866728139e-08
1955,1.1145409416712937e-05,2.9095383879962355e-08
1956,1.1388939128664788e-05,3.1396110600212523e-08
1957,1.1348605767125264e-05,5.301022820702883e-08
1958,1.1413214224376134e-05,3.722509500647675e-08
1959,1.148350770563411e-05,6.588135548213359e-08
1960,1.1170917332492536e-05,4.221708227447607e-08
1961,1.152769095824624e-05,4.446821932901912e-08
1962,1.1258875701969373e-05,3.995432518166808e-08
1963,1.1677045449687284e-05,2.909724017285953e-08
1964,1.123769766309124e-05,3.589541375248473e-08
1965,1.1738080502254888e-05,3.6115487489496445e-08
1966,1.1700187542373897e-05,3.545007754013341e-08
1967,1.1530575875440263e-05,3.7963584276212714e-08
1968,1.1821406360468245e-05,3.7278750752989254e-08
1969,1.123312949857791e-05,3.4971535001204757e-08
1970,1.1031421536245034e-05,4.69069965092217e-08
1971,1.0996171113220043e-05,4.8300935695522185e-08
1972,1.1013399216608377e-05,3.33459553303328e-08
1973,1.0789339967232081e-05,2.866866033457427e-08
1974,1.084047653421294e-05,2.981553004488546e-08
1975,1.0179000241805625e-05,3.084199384773001e-08
1976,1.0614590337354457e-05,3.942333481887772e-08
1977,1.0793884939630516e-05,2.7620874032407983e-08
1978,1.0977024658131995e-05,2.8514839378601664e-08
1979,1.0665806712495396e-05,3.043026053362041e-08
1980,1.0794963827720494e-05,3.809050985736917e-08
1981,1.0983684433085728e-05,4.3013736572561356e-08
1982,1.1156123036926147e-05,2.855451075589599e-08
1983,1.0826977813849226e-05,3.410270643655622e-08
1984,1.0870241567317862e-05,3.015484395518797e-08
1985,1.0620467946864665e-05,2.947623389815135e-08
1986,1.0865604281207197e-05,2.577628777089558e-08
1987,1.0872976645259769e-05,2.3832186446526293e-08
1988,1.076501371244376e-05,2.278690436341435e-08
1989,1.0843980589925195e-05,3.018467165105676e-08
1990,1.0953422815873637e-05,2.39740645113784e-08
1991,1.085836447600741e-05,3.2824205575821e-08
1992,1.116479961638106e-05,1.7631820892205496e-08
1993,1.1102233429483022e-05,3.434308570859912e-08
1994,1.1404391216274234e-05,2.0572213710323695e-08
1995,1.1155608490298619e-05,2.4943274112843028e-08
1996,1.1222271723454469e-05,3.096093514898257e-08
1997,1.1527406059030909e-05,1.6782130352055447e-08
1998,1.1625176057350473e-05,2.3840646345973937e-08
1999,1.174313206320221e-05,2.7878226394051353e-08
2000,1.1977283747910406e-05,3.004261461825308e-08
2001,1.1770125865950831e-05,2.5411028836686e-08
2002,1.1781980902014766e-05,2.8039818023017915e-08
2003,1.2011988474114332e-05,2.2918075437416974e-08
2004,1.182686446554726e-05,2.2464434756841456e-08
2005,1.1899807532245177e-05,3.0175121956688145e-08
2006,1.2005296639472363e-05,2.800165077587735e-08
2007,1.1660684549497091e-05,3.7148660148034196e-08
2008,1.1637285751930904e-05,2.554463840453991e-08
2009,1.1637250736384885e-05,2.4317781566196572e-08
2010,1.2073070593032753e-05,1.9839930587295385e-08
2011,1.1645906170087983e-05,2.4091022954308983e-08
2012,1.1727310265996493e-05,2.144679278615058e-08
2013,1.1862985729749198e-05,2.7054513296320692e-08
2014,1.1671533229673514e-05,2.295371892557796e-08
2015,1.1313622053421568e-05,2.9480452745644925e-08
2016,1.1678836926876102e-05,3.7076985925921235e-08
2017,1.1229437404836062e-05,2.213737992917686e-08
2018,1.1524441788424156e-05,1.8328413453616577e-08
2019,1.1411844070607913e-05,2.21935936295381e-08
