year,grandes_ADJ erreurs_NOUN,grandes_ADJ terreurs_NOUN
1848,3.234179075661814e-07,1.689496542667257e-08
1849,2.5222038857464213e-07,3.4355601030711114e-08
1850,2.5594513886062487e-07,1.6972489191857676e-08
1851,2.1218653500909568e-07,1.2898877521649865e-08
1852,3.3659520681794675e-07,1.8229528109259263e-08
1853,2.872499180739396e-07,1.1943863675867306e-08
1854,3.0082895818850375e-07,1.8184826089395756e-08
1855,2.9824985858795117e-07,1.6982198758341838e-08
1856,3.4324764897064597e-07,2.847454005916461e-08
1857,2.850801195108943e-07,2.147863931156735e-08
1858,3.1270590739040927e-07,2.7404585267731818e-08
1859,2.9279996738296177e-07,3.411756210880412e-08
1860,2.3755583811180259e-07,3.204028686809579e-08
1861,2.890885753004113e-07,2.0278644541349422e-08
1862,2.92313700356317e-07,3.6143891435358455e-08
1863,2.5072995413211174e-07,2.5472566278494924e-08
1864,2.9103998144819343e-07,2.1096802527154068e-08
1865,2.8711750132970337e-07,2.8241066374334878e-08
1866,2.6176996925642015e-07,3.454585240092456e-08
1867,2.465228305936762e-07,1.6984840200962026e-08
1868,2.721870657751424e-07,1.333765986544222e-08
1869,3.276841482602322e-07,1.6115613732381462e-08
1870,2.2305449931536714e-07,1.77755516972411e-08
1871,2.3366590085061034e-07,1.3807530230280918e-08
1872,1.814201766592305e-07,1.814201766592305e-08
1873,2.0951016210801754e-07,7.781805422268917e-09
1874,1.6609413933110773e-07,1.4936523129449597e-08
1875,2.0940788658663223e-07,2.0597497041308088e-08
1876,2.3398077075853507e-07,1.269663130187837e-08
1877,1.768857345041397e-07,2.9068635498674666e-08
1878,1.890234813117786e-07,2.5968081018845623e-08
1879,2.1443732123316295e-07,3.4823152361695975e-08
1880,1.6108793943203636e-07,1.4761046607247863e-08
1881,1.5688142696035356e-07,1.743126887276958e-08
1882,1.6438801253571e-07,2.861815673327328e-08
1883,1.4092125866227434e-07,1.2638677659992936e-08
1884,2.0663311772750603e-07,2.3766109080725073e-08
1885,1.5985176560207037e-07,7.090199094506033e-09
1886,1.5681916920584626e-07,1.097088819790315e-08
1887,1.5995865965123812e-07,2.0892558794116667e-08
1888,1.5217474924611452e-07,2.0924028731883482e-08
1889,1.9359272585006693e-07,6.891650361495749e-09
1890,1.5927159324746754e-07,1.8352281472289178e-08
1891,1.5744323889066436e-07,1.211101796627645e-08
1892,1.8805536683430546e-07,2.5074049503359674e-09
1893,1.1516238629383224e-07,2.5249507373814595e-08
1894,1.0775632119930378e-07,1.5123694296903523e-08
1895,1.3240952512205695e-07,5.416753268150387e-09
1896,1.480154310229409e-07,1.1204354777305525e-08
1897,1.1828228707599919e-07,8.157399200570126e-09
1898,1.1939128796711884e-07,8.487532454637403e-09
1899,1.0778777692621588e-07,1.326618814800895e-08
1900,9.395806443990296e-08,8.824790675987515e-09
1901,1.441894710296765e-07,9.500856101851696e-09
1902,6.579780631454923e-08,6.874397495693074e-09
1903,1.2204498034407152e-07,1.3500550899436803e-08
1904,1.1609190408989889e-07,5.912087708281888e-09
1905,1.53790622903216e-07,3.096455536422127e-09
1906,9.722509020093639e-08,1.2860461140462576e-08
1907,1.3011393207307265e-07,4.114274698707732e-09
1908,1.119796735338241e-07,4.911389073214423e-09
1909,1.3807468235427223e-07,6.0510818578052294e-09
1910,1.8704527349200362e-07,8.01622590529405e-09
1911,1.43650098038961e-07,2.128149656499545e-09
1912,1.2606798804881691e-07,5.730363294986773e-09
1913,1.2568085594466538e-07,4.772690687104841e-09
1914,1.232200901313263e-07,4.018046340092951e-09
1915,9.542416989916092e-08,0.0
1916,1.3294828704601969e-07,7.69122365795738e-09
1917,1.8423592962335533e-07,9.869782324756216e-09
1918,1.4472834664047696e-07,4.594550517822427e-09
1919,1.42721646056998e-07,1.012863304339362e-08
1920,1.3175683477584244e-07,1.2872794385998532e-08
1921,1.9310506615966005e-07,7.572747762196741e-09
1922,1.4534532510879217e-07,1.4018077365562931e-08
1923,1.4119210334229138e-07,1.8047112249064412e-08
1924,1.46964524105897e-07,1.1602462102189293e-08
1925,1.2977849905837502e-07,1.2097995494286806e-08
1926,1.3152443045783002e-07,2.229227691330493e-09
1927,1.0926240179287561e-07,3.3447675740205796e-09
1928,1.0511958237202634e-07,1.1426041224282812e-09
1929,9.35794162160164e-08,3.342121912552898e-09
1930,1.0923747595370514e-07,7.352522590764465e-09
1931,1.1633463969928926e-07,1.710803587684495e-08
1932,1.2822657424749195e-07,5.4797681947604815e-09
1933,1.4453034680173005e-07,3.4411986593596566e-09
1934,9.465448158607614e-08,8.38710612072191e-09
1935,1.0891138657598276e-07,3.590485242455088e-09
1936,1.1518478970629076e-07,2.424942913137329e-09
1937,1.1583829007122404e-07,1.1332006444320086e-08
1938,1.4002431214521494e-07,5.186085783037697e-09
1939,1.0094073132904668e-07,6.117620188206274e-09
1940,1.3946805665909778e-07,5.0715658339584024e-09
1941,1.3872062254449702e-07,8.854508237732261e-09
1942,1.3047110769548453e-07,9.102635090130207e-09
1943,1.6258117341294565e-07,1.4516175816936538e-08
1944,1.0282195717081777e-07,9.639558484764166e-09
1945,1.1763921747842687e-07,1.3071024262956144e-08
1946,1.4060314867947454e-07,9.744772988540262e-09
1947,2.086152477431824e-07,7.152522574216391e-09
1948,1.1306763525453789e-07,2.2830963786191205e-08
1949,1.2565770646233432e-07,2.2579119018928395e-08
1950,1.0422654384001362e-07,3.190608444114673e-09
1951,1.4179664731273078e-07,1.4925962688039363e-08
1952,9.49032354924384e-08,6.326882129314981e-09
1953,9.373229659104254e-08,1.1851209791302608e-08
1954,1.0847514886336285e-07,1.5636057781875934e-08
1955,8.353190850129977e-08,1.1262729415761896e-08
1956,1.0465370081647052e-07,6.976913269340912e-09
1957,1.1485548867540274e-07,7.068030161150318e-09
1958,9.761247099504544e-08,9.926692356998501e-09
1959,1.2556211004266515e-07,1.2401196514133517e-08
1960,8.512625271350771e-08,8.997083078554624e-09
1961,1.215927909470338e-07,4.86371165564492e-09
1962,1.0844745190752292e-07,3.170978146727066e-09
1963,9.56975867438814e-08,5.1728425987107585e-09
1964,1.235045630210152e-07,8.517555549758526e-09
1965,1.3023463907302357e-07,9.302473458205895e-09
1966,1.0413460671543362e-07,8.862519607077957e-09
1967,1.3262602749364305e-07,9.860671390526932e-09
1968,1.0420085061468853e-07,6.737123747768692e-09
1969,1.353443792595499e-07,4.995933444718048e-09
1970,9.519360588683412e-08,9.657322941336588e-09
1971,1.0687866591752027e-07,9.762954888969944e-09
1972,1.333838213213312e-07,1.2312352026810913e-08
1973,8.765994152781786e-08,1.268036875501366e-08
1974,7.425754944279106e-08,9.563471792262135e-09
1975,8.395875994438029e-08,1.028066431985053e-08
1976,6.284879816575994e-08,1.5997875024709174e-08
1977,7.816120017878347e-08,8.815172591880582e-09
1978,6.59405614555908e-08,6.534650598410963e-09
1979,8.075723201272922e-08,8.192762912528906e-09
1980,8.755132085980222e-08,1.0233271119375331e-08
1981,6.452060574702045e-08,1.707898356073656e-08
1982,1.1421803947087028e-07,7.449002747961231e-09
1983,8.778289384281379e-08,1.2630632539867293e-08
1984,1.0438215269914508e-07,1.1598016769198694e-08
1985,8.722559385887507e-08,9.624892882698077e-09
1986,8.871838730328818e-08,8.392279760016663e-09
1987,1.1121686327442148e-07,1.099947066762752e-08
1988,6.65617463369017e-08,7.795519785247507e-09
1989,7.95777737039316e-08,1.7561990972581043e-08
1990,7.028759796412487e-08,1.471135746555774e-08
1991,6.388997064732393e-08,1.4653663171770859e-08
1992,8.430214393229107e-08,8.815910668147353e-09
1993,7.311754046668284e-08,9.416652346772025e-09
1994,7.595894402356862e-08,9.494868002946077e-09
1995,8.404798990113704e-08,1.1929391696696712e-08
1996,8.007138063703678e-08,5.3380921904988554e-09
1997,7.52798428038659e-08,7.192341833217597e-09
1998,8.821039187978386e-08,6.675381136744818e-09
1999,8.911892024343615e-08,1.2339542720951613e-08
2000,8.12917804182689e-08,1.0161472552283612e-08
2001,6.615629644102228e-08,1.1391150245287918e-08
2002,7.31663973851937e-08,1.0076809608960957e-08
2003,6.458730439362625e-08,6.250384210204629e-09
2004,8.633390535806029e-08,7.928623979580607e-09
2005,8.917424310084243e-08,1.0358624180639708e-08
2006,9.512325505056651e-08,1.1941880373456115e-08
2007,8.668020257118769e-08,9.18730247434496e-09
2008,7.067350082934354e-08,7.663391698997657e-09
2009,7.819835445843637e-08,1.2397300963584712e-08
2010,8.172161614083961e-08,5.196172381261022e-09
2011,8.450977873053489e-08,9.942326961720482e-09
2012,6.672335217672298e-08,8.170206733382201e-09
2013,6.638117611146299e-08,1.1156499724052082e-08
2014,7.145968794475266e-08,1.0827226226695075e-08
2015,7.492025133615243e-08,1.440773989003219e-08
2016,8.699628040176322e-08,1.7399257146166747e-08
2017,7.094023857234788e-08,1.3081178806828575e-08
2018,6.995774981533032e-08,1.3681773936013997e-08
2019,7.729492779162683e-08,1.3265136544760026e-08
