year,ces_DET humeurs_NOUN,ces_DET tumeurs_NOUN
1842,2.2606852567719216e-07,1.5026513153770793e-06
1843,1.772073350281289e-07,1.4867694630993356e-06
1844,1.4599572928375437e-07,2.152613745920462e-06
1845,1.216489717847935e-07,2.0267388265438058e-06
1846,1.4753343791085172e-07,1.8921748790035053e-06
1847,5.55502026600152e-08,1.0263304375257576e-06
1848,1.5849086310026905e-07,1.618698547645181e-06
1849,1.6675036107471897e-07,1.6482309490584157e-06
1850,9.436704839771437e-08,1.6789187213817058e-06
1851,1.457573119978406e-07,2.9628722018060216e-06
1852,1.5169570133366506e-07,1.5495098750761827e-06
1853,2.048372573781876e-07,1.72111077745285e-06
1854,2.353635935037346e-07,1.4849209435396915e-06
1855,2.0803192768426015e-07,2.2936582411148265e-06
1856,1.563511080604485e-07,1.6194247507428372e-06
1857,1.1959697099328537e-07,1.9545562679468276e-06
1858,1.228312691559097e-07,1.3051433711552818e-06
1859,1.9248415306094557e-07,2.0720053157674556e-06
1860,1.5196250369164943e-07,2.1288481946157845e-06
1861,1.3770614026853423e-07,1.4619487558320543e-06
1862,1.2334102539313108e-07,1.3716606019897881e-06
1863,1.493391650342346e-07,7.486936794975918e-07
1864,1.7788440942467787e-07,1.4206779042069684e-06
1865,1.4732422393137767e-07,1.4859508041809022e-06
1866,1.2796561854599986e-07,1.996847515783884e-06
1867,3.2416780726407524e-07,2.52491790320164e-06
1868,2.064867388185121e-07,2.511926055603908e-06
1869,1.4162205985712717e-07,3.955650470288674e-06
1870,2.3624281553225046e-07,1.5820240832908894e-06
1871,2.389764812704698e-07,2.236819938161716e-06
1872,2.062142723247007e-07,1.754937841269566e-06
1873,1.8975634397122576e-07,2.439895524730673e-06
1874,2.467513660064924e-07,2.3970131053374644e-06
1875,9.268874023860008e-08,2.218236062390133e-06
1876,1.4026753980544981e-07,2.7987001658402733e-06
1877,1.1380061515353646e-07,1.9995509603631945e-06
1878,9.179415094706656e-08,2.380608805196971e-06
1879,1.0691319118905085e-07,1.9213828181818826e-06
1880,9.241698428752443e-08,1.452358617370919e-06
1881,9.343159890207176e-08,2.017843655721663e-06
1882,1.0848277920416649e-07,1.5986235553100414e-06
1883,9.605395456802057e-08,1.5242245723356973e-06
1884,6.799748142327644e-08,2.249858283676076e-06
1885,5.9299847254834503e-08,2.11996956522853e-06
1886,8.195899336982393e-08,1.7314643230292859e-06
1887,6.52892468977484e-08,1.512098918965421e-06
1888,6.023583942749156e-08,1.5680340084145428e-06
1889,4.636201111907212e-08,1.454764799291297e-06
1890,7.668632306945256e-08,1.3764211530542525e-06
1891,6.310477962401251e-08,1.2793059340765467e-06
1892,1.0154989737998221e-07,1.2405386229374926e-06
1893,9.97663467394716e-08,1.556231865151858e-06
1894,6.049477807579251e-08,1.3705848402878473e-06
1895,7.463081619363265e-08,1.321687690847284e-06
1896,1.2029939266966494e-07,1.3250623851490673e-06
1897,1.0080214707386403e-07,1.5568978710689407e-06
1898,5.375437051036158e-08,1.4841864981463004e-06
1899,7.462230477983667e-08,1.5499329322210542e-06
1900,7.630848353201714e-08,1.334619810222648e-06
1901,7.321247652569696e-08,1.4810157722422446e-06
1902,3.388095920486833e-08,9.781285257304262e-07
1903,3.510143331553195e-08,1.3802962968156862e-06
1904,6.01958012325099e-08,1.5753026616494026e-06
1905,4.5414678073729675e-08,1.2194873875159828e-06
1906,7.150416764245549e-08,1.3812135648549884e-06
1907,5.1942717682607054e-08,1.232739592182952e-06
1908,6.090122361968042e-08,1.3265662062167394e-06
1909,5.611003039973639e-08,1.4957174698793096e-06
1910,4.275320364399704e-08,1.333365574396339e-06
1911,6.810078656549479e-08,1.085356331032017e-06
1912,6.668059260306336e-08,1.389873631296723e-06
1913,7.15903594183942e-08,1.3167323373863837e-06
1914,6.094036830717187e-08,1.1565276167857519e-06
1915,1.7671142660269368e-08,3.652036113521717e-07
1916,4.834483280369284e-08,4.625721530260307e-07
1917,4.386569829595288e-08,3.695685109050828e-07
1918,3.101321510712296e-08,5.23778766137184e-07
1919,4.511845741461684e-08,7.789839884253524e-07
1920,6.133507834960028e-08,9.692456330867572e-07
1921,6.664017426771807e-08,1.0404954764453578e-06
1922,5.6810101956017434e-08,1.2896631744752085e-06
1923,5.8387714219065856e-08,7.335620324511183e-07
1924,7.477142061063091e-08,1.4000304418004816e-06
1925,1.2647905123230885e-07,1.104217076886016e-06
1926,5.5730692949396143e-08,1.146937663065728e-06
1927,8.027442000013707e-08,1.2542878238264166e-06
1928,5.713020723163709e-08,1.665916784077126e-06
1929,6.2386274812809e-08,1.1118125655684707e-06
1930,6.197125768103717e-08,1.5524325647220394e-06
1931,7.185374784057785e-08,1.1952813707694077e-06
1932,4.931791597329038e-08,1.0378681167821924e-06
1933,7.455930717270576e-08,1.198684145720108e-06
1934,5.511526701695857e-08,1.2592641098763124e-06
1935,7.540019186791369e-08,1.3296763938797085e-06
1936,6.789840334420205e-08,1.3482683129950601e-06
1937,9.443338866432782e-08,1.0677268136305429e-06
1938,5.8343464726107186e-08,1.466365745272924e-06
1939,6.423501108798746e-08,1.2082300031579507e-06
1940,2.028626333583361e-08,7.505917523076278e-07
1941,6.493305493293633e-08,4.4567688917140913e-07
1942,7.282108072104165e-08,1.4018058038800518e-06
1943,9.580676163523094e-08,6.648408827913954e-07
1944,4.177142187700156e-08,9.221844123885603e-07
1945,8.278315277721049e-08,4.7491389665310635e-07
1946,8.352662206334571e-08,1.0301616981678308e-06
1947,4.529931052488223e-08,8.225401018080447e-07
1948,5.0010683150247814e-08,8.860588849302076e-07
1949,4.712163892417465e-08,1.0641636833952361e-06
1950,7.444752903040808e-08,7.306493046144169e-07
1951,6.076998815274237e-08,8.369200088509388e-07
1952,3.268889159357968e-08,8.372574455961512e-07
1953,6.8952495269059e-08,5.742449999956989e-07
1954,3.518113000922085e-08,8.404380906767983e-07
1955,3.2849627018549654e-08,8.456432851744466e-07
1956,6.976913446976596e-08,9.81128408739096e-07
1957,4.4175188840256396e-08,7.156380377182359e-07
1958,4.1361217117952265e-08,9.306273938136655e-07
1959,3.022791672524505e-08,7.208195285102192e-07
1960,6.367166616172426e-08,8.969400369096547e-07
1961,4.168895673117845e-08,8.580976356142855e-07
1962,1.166919982864556e-07,6.456111876218529e-07
1963,6.207411296088594e-08,6.73762770020403e-07
1964,7.179082839314788e-08,6.759288595503676e-07
1965,8.919431060405714e-08,5.039752082325322e-07
1966,6.81306195904341e-08,5.062714194536966e-07
1967,7.494110043637647e-08,6.172779905000425e-07
1968,4.087188543167031e-08,3.386527538395967e-07
1969,4.587175306269842e-08,3.088395388317622e-07
1970,7.311972760604135e-08,2.9155917147249966e-07
1971,4.52178992027541e-08,3.293712751428757e-07
1972,4.2580217574084145e-08,3.8476100172601946e-07
1973,4.520827001641692e-08,3.1370129605079455e-07
1974,4.837991612882675e-08,2.80716029976702e-07
1975,3.541117532535054e-08,3.489714330839888e-07
1976,4.399415542977181e-08,2.239702574513558e-07
1977,3.173462098660096e-08,2.485878738411884e-07
1978,5.584155804427837e-08,2.68514728674063e-07
1979,4.271940667877061e-08,2.791391331413706e-07
1980,6.99273527970945e-08,2.6094841842905225e-07
1981,7.843681171237904e-08,2.131710239439144e-07
1982,3.972801554397165e-08,2.9361485331946824e-07
1983,4.357567995327827e-08,1.8377570398797616e-07
1984,5.799008340190426e-08,1.7223055337467486e-07
1985,6.61711396787723e-08,1.7685740694162178e-07
1986,4.316029511564068e-08,1.804340072908417e-07
1987,5.866384267250169e-08,1.1916093001218542e-07
1988,5.99655392008458e-08,1.223297001473611e-07
1989,5.7625281435491615e-08,8.835876652568686e-08
1990,4.903785777443659e-08,1.4656870916951448e-07
1991,5.5683918809279476e-08,1.1019554690960831e-07
1992,6.336435909304328e-08,7.658822553935352e-08
1993,5.539207315052863e-08,9.804397471668835e-08
1994,5.802419433820205e-08,9.547617274563436e-08
1995,5.747797793276277e-08,8.24212520456058e-08
1996,5.3380922793166974e-08,9.234899422949638e-08
1997,6.521056628017163e-08,8.870554957240984e-08
1998,6.675380959109134e-08,6.246249384389557e-08
1999,5.392837465478806e-08,1.0008740680689243e-07
2000,4.68311323054138e-08,9.984750981573143e-08
2001,3.680217997015234e-08,1.7130538054743738e-07
2002,6.703268695673614e-08,1.0733992539257997e-07
2003,6.208715142008714e-08,1.2792453674137505e-07
2004,7.928624379260896e-08,2.286086697722567e-07
2005,5.989986906485001e-08,2.0447023629799332e-07
2006,5.806224745441568e-08,1.3712573476709622e-07
2007,7.150118186416421e-08,1.897377757131835e-07
2008,5.83269237353079e-08,1.8434713666692915e-07
2009,6.43705968528252e-08,1.5019806198779406e-07
2010,6.424358467427282e-08,1.3651761676669594e-07
2011,7.15082735247563e-08,3.2924398141176425e-07
2012,5.68510194476346e-08,2.4782959684443995e-07
2013,6.805465257997412e-08,1.9886461899432106e-07
2014,7.059351547766823e-08,1.1087079343496953e-07
2015,5.253283541506448e-08,1.0284909635061013e-07
2016,7.08398308901792e-08,8.596061285004453e-08
2017,5.232471433913588e-08,7.546834090987886e-08
2018,5.6792266001082226e-08,6.118076179006948e-08
2019,5.790742108047198e-08,4.846876855424398e-08
