year,quelques_DET oies_NOUN,quelques_DET toits_NOUN
1848,1.6090443422100975e-09,1.367687652020777e-08
1849,4.189707469848258e-09,9.217356655710773e-09
1850,1.8330290174617403e-08,1.4935791270431764e-08
1851,9.029214709244116e-09,8.384270167027807e-09
1852,1.9531636308300904e-09,1.6276363590250753e-08
1853,2.388772735173461e-09,1.074947753032518e-08
1854,8.832629572186335e-09,1.0910895298366086e-08
1855,2.1227748447927297e-09,1.4859423913549108e-08
1856,3.1063135952358323e-09,1.65670055451983e-08
1857,0.0,1.9037885268247123e-08
1858,8.80861672492017e-09,2.5447114637699997e-08
1859,3.055304009791371e-09,1.6294954496842706e-08
1860,1.327383358784573e-08,3.1124851362918093e-08
1861,1.8863854922557266e-09,1.792066250949631e-08
1862,4.066187636597718e-09,1.4457556152258633e-08
1863,6.493007298491449e-09,1.4983863039219614e-08
1864,1.102787461348953e-08,3.835782358407869e-09
1865,0.0,1.5532586550293104e-08
1866,8.758103242634263e-09,1.0217787504984699e-08
1867,5.338092634588065e-09,2.426405742994575e-08
1868,2.3711396401893126e-08,2.4205383586384244e-08
1869,9.767038400276817e-09,1.6115612844203042e-08
1870,3.4404292748035914e-09,2.695002976338401e-08
1871,8.496941816815706e-09,2.3366590440332402e-08
1872,5.442605477412599e-09,4.2936108002322726e-08
1873,5.986004469882289e-10,8.979006871356887e-09
1874,6.572069888299836e-09,2.2106053876314036e-08
1875,5.721527251978387e-09,1.5448123225070276e-08
1876,3.02300739996042e-09,1.3301232115736639e-08
1877,6.80329748092845e-09,2.597622772437802e-08
1878,9.058632954861423e-09,1.147426842429411e-08
1879,7.94212295929242e-09,2.871382953628654e-08
1880,6.417846032391594e-09,3.593993924688732e-08
1881,1.3945015142624584e-09,2.3009274985330563e-08
1882,5.989846396659004e-09,2.1962771157291172e-08
1883,6.319338829996468e-09,2.5909288936531993e-08
1884,7.2618666635548834e-09,2.5086448474098688e-08
1885,6.445635636342928e-09,3.2872741195788535e-08
1886,1.0325542088018835e-08,2.0005737733086448e-08
1887,1.0446279397058333e-08,4.309090217979872e-08
1888,1.141310668195672e-08,3.8677748781523746e-08
1889,3.7590820456401275e-09,2.3807519067275962e-08
1890,7.209825181320184e-09,2.94947390955258e-08
1891,1.0836173736095134e-08,2.7409146952095398e-08
1892,8.149066088591894e-09,3.5103669304703544e-08
1893,3.0792082772457263e-09,2.7097032395673182e-08
1894,6.301539290376468e-09,3.2137850825009195e-08
1895,3.0093072478365457e-09,2.467631965430428e-08
1896,6.486731818355906e-09,2.8305739974143762e-08
1897,8.157398867503218e-09,2.505486795811862e-08
1898,7.355861253444118e-09,2.8857610523402855e-08
1899,6.080336234504102e-09,2.2110313580014918e-08
1900,4.6719478286050276e-09,2.1283318107911953e-08
1901,7.265360535413379e-09,2.51493244007861e-08
1902,3.928227076954727e-09,2.798861808983588e-08
1903,3.2401321625741275e-09,3.402138681884992e-08
1904,1.0211787859759625e-08,3.6009988768626044e-08
1905,5.160758931310738e-09,4.7478984299687e-08
1906,7.716276506641861e-09,2.983626945507467e-08
1907,1.131425531042396e-08,2.3142794958186386e-08
1908,5.893666887857307e-09,2.7994918383456024e-08
1909,8.251475669407426e-09,2.8055015199868194e-08
1910,1.0688301688155377e-08,2.4583092450569666e-08
1911,3.7242618988742038e-09,2.4473720827700163e-08
1912,6.772247651554153e-09,2.500522222614876e-08
1913,1.1136278676993072e-08,3.181793939432964e-08
1914,2.678697486047099e-09,5.960101923108141e-08
1915,2.3561523843085297e-09,3.1808056522031336e-08
1916,0.0,3.955486160833743e-08
1917,2.1932848870420685e-09,5.3735480065597585e-08
1918,3.44591288836682e-09,4.020231614276781e-08
1919,7.366278753639932e-09,3.038589824200244e-08
1920,5.300562211374427e-09,4.316171953178127e-08
1921,1.5145494858259667e-09,3.5591914304689e-08
1922,1.180469710870824e-08,3.6889677090812256e-08
1923,3.1847844361720945e-09,1.5923922180860473e-08
1924,2.578324886925998e-09,2.5783248869259978e-08
1925,3.299453377181294e-09,3.299453421590215e-08
1926,7.802297030679028e-09,3.789687008648457e-08
1927,1.3379070296082318e-08,6.243565975339038e-08
1928,0.0,4.1133749739685754e-08
1929,4.4561625500705304e-09,3.899142231311714e-08
1930,3.1510810627466412e-09,2.205756699513728e-08
1931,4.5621426636444085e-09,3.5356605643244166e-08
1932,8.767629400274757e-09,3.06867029564728e-08
1933,1.3764794637438627e-08,2.6382523721224516e-08
1934,1.0783422155213884e-08,1.5576054224197833e-08
1935,1.196828414151696e-08,2.154291056655211e-08
1936,2.424942913137329e-09,3.6374144585238355e-08
1937,5.0364472592434595e-09,5.162358274191092e-08
1938,6.482607117774819e-09,2.8523472250796544e-08
1939,3.058810094103137e-09,2.4470480752825097e-08
1940,1.5214697501875207e-08,3.296517858686343e-08
1941,1.1806010391524069e-08,6.788455841899577e-08
1942,1.2136847082899749e-08,5.76500234217292e-08
1943,1.4516176261025748e-08,5.516147005835137e-08
1944,1.6065930807940276e-08,5.1410976809052045e-08
1945,8.714016175304096e-09,5.010559256390934e-08
1946,2.7842208538686464e-09,5.707652839248567e-08
1947,5.960435700558264e-09,3.695470018882929e-08
1948,4.348755133776194e-09,4.4574741231429016e-08
1949,1.0798709482173763e-08,5.2030143748993396e-08
1950,2.1270722960764488e-09,4.998619829166273e-08
1951,6.396841278899501e-09,2.132280330080505e-08
1952,6.326882129314981e-09,4.2179217452087414e-08
1953,9.696444758233724e-09,4.0940545620316016e-08
1954,5.863521668203475e-09,4.495366745516094e-08
1955,4.6928039232341234e-09,2.815682353940474e-08
1956,4.36057079333807e-09,3.401245241008155e-08
1957,2.6505113659425206e-09,3.6223654742428835e-08
1958,6.617794590102477e-09,2.6471178582454513e-08
1959,1.3176271185244559e-08,2.325224335297804e-08
1960,6.920833239831836e-09,3.0451666077624395e-08
1961,9.032606829162404e-09,2.918226860160189e-08
1962,2.5367825617905737e-09,3.0441389853308465e-08
1963,8.405868778815773e-09,2.3277791694198413e-08
1964,1.2776333657704697e-08,2.3119079761713124e-08
1965,6.0192477668863376e-09,2.2982581615593745e-08
1966,7.200797069728537e-09,2.2710207048248776e-08
1967,4.930335695263466e-09,2.7609878827661305e-08
1968,7.635406917838594e-09,2.1109653802753314e-08
1969,7.720988265402795e-09,2.2254612819239128e-08
1970,4.59872487312829e-09,2.023438949727563e-08
1971,7.193756479395574e-09,2.260894971239935e-08
1972,2.5650733759263744e-09,1.8468528373283277e-08
1973,2.7566018356850464e-09,1.5988290913426795e-08
1974,4.500457340128605e-09,1.8001828527847152e-08
1975,1.7134440533084216e-09,2.227477269300948e-08
1976,6.856232359631065e-09,2.456816594609279e-08
1977,2.3507127355770763e-09,1.82180240893004e-08
1978,2.3762365408686037e-09,2.4950483901164944e-08
1979,5.851973350345929e-09,2.7504274191514355e-08
1980,4.548120602354544e-09,1.705545149555121e-08
1981,5.69299452024552e-09,2.0874312722796162e-08
1982,9.932003885992913e-09,1.800175586375019e-08
1983,2.526126308133314e-09,1.4525227021167098e-08
1984,5.219107646059484e-09,3.3634247942337936e-08
1985,7.820225467192188e-09,1.4437338990980209e-08
1986,4.795588426365072e-09,2.6375736483785772e-08
1987,3.055408426266837e-09,2.199894000298741e-08
1988,1.7989661427186832e-09,2.2786904585458956e-08
1989,6.036934285802431e-09,1.9757240732332093e-08
1990,9.262707045820662e-09,2.2884333983341776e-08
1991,6.447611611282156e-09,2.5204300202474883e-08
1992,6.611932834577061e-09,2.31417653928645e-08
1993,7.75489034099408e-09,1.9387225436151567e-08
1994,4.2199412852994556e-09,1.74072576353268e-08
1995,4.337960546330066e-09,2.331653803366862e-08
1996,3.2028553142993132e-09,2.6156650845265972e-08
1997,2.876936688878118e-09,1.7741109359370455e-08
1998,5.2449422582867555e-09,1.764207735455159e-08
1999,7.769341975327748e-09,1.1882523076600648e-08
2000,5.743440834038438e-09,1.7672126428891488e-08
2001,4.381211921034023e-09,1.4457998687156248e-08
2002,5.695587723675288e-09,1.7963007747923143e-08
2003,5.000307723435071e-09,1.666769106067889e-08
2004,3.9643121285681815e-09,1.3214373428827031e-08
2005,5.404499625605297e-09,1.57631235842004e-08
2006,2.4707338397433887e-09,2.18248170646973e-08
2007,5.991719120856942e-09,1.2382886049877584e-08
2008,5.960415716543821e-09,2.1712942332996477e-08
2009,6.675469732542183e-09,2.6701877597901102e-08
2010,9.919965127114239e-09,1.7005655106316908e-08
2011,1.56782850591064e-08,2.9444583549143033e-08
2012,1.3957436206801788e-08,2.8936148144254048e-08
2013,1.3666712872506537e-08,2.4823212818603224e-08
2014,1.2776126934177512e-08,3.183204366763448e-08
2015,1.0639561565106703e-08,3.701680917345129e-08
2016,1.5120782848043746e-08,3.272717341573639e-08
2017,7.798395401659164e-09,2.264050147360308e-08
2018,1.3165480483579017e-08,2.529837295206505e-08
2019,9.693753133532823e-09,2.984655678162085e-08
