year,mais_CONJ elles_PRON,mais_CONJ tels_ADJ
1888,1.3095271583551948e-05,7.798956147553326e-08
1889,1.3637323036164162e-05,6.390439466485986e-08
1890,1.3403065281636373e-05,6.423298781754738e-08
1891,1.350760976492893e-05,3.633305478700777e-08
1892,1.2965164046363498e-05,6.76999327708927e-08
1893,1.331511271018826e-05,7.266931678628907e-08
1894,1.3514281363313785e-05,6.553600861991526e-08
1895,1.3427528756437823e-05,5.537125247201402e-08
1896,1.323941989994637e-05,7.076434727082415e-08
1897,1.3283159319144033e-05,5.185774920590802e-08
1898,1.357043231564603e-05,6.790025786074239e-08
1899,1.3178299468563637e-05,4.8089932036532446e-08
1900,1.3299997249305306e-05,5.917800738330925e-08
1901,1.3548779861594085e-05,6.259387497209445e-08
1902,1.2620411666830478e-05,4.468358305587117e-08
1903,1.3387146282184403e-05,6.102248839567892e-08
1904,1.3196854752095533e-05,4.5146851590516235e-08
1905,1.2724883163173217e-05,5.8316577344896814e-08
1906,1.3011186297262611e-05,6.893207071811958e-08
1907,1.2860708011430688e-05,8.074264279400722e-08
1908,1.3110462305121473e-05,5.893667065492991e-08
1909,1.3298077647050377e-05,7.261298495819801e-08
1910,1.283237486404687e-05,4.542528042605909e-08
1911,1.3072159049443144e-05,4.681929244298999e-08
1912,1.2917801882394997e-05,5.990834317515237e-08
1913,1.2953082318745146e-05,3.340883480973389e-08
1914,1.2658184687097673e-05,4.7546880210802556e-08
1915,1.3001249271837878e-05,4.358881966481931e-08
1916,1.3295927828949061e-05,5.6036054907337984e-08
1917,1.2586164984895731e-05,5.702540573082615e-08
1918,1.2142248124291655e-05,5.054005569604669e-08
1919,1.2096350246793008e-05,6.721729484127081e-08
1920,1.2502511481216061e-05,4.770506123463747e-08
1921,1.2134570624766639e-05,5.679560466376188e-08
1922,1.2237043847562745e-05,5.6072309462251724e-08
1923,1.189835484183277e-05,6.58188774593782e-08
1924,1.1730088999684085e-05,9.28196950411575e-08
1925,1.1931923154406832e-05,5.389107293751749e-08
1926,1.1857262506964616e-05,5.795992130686045e-08
1927,1.226080257765716e-05,6.355058168594496e-08
1928,1.1703694326570258e-05,5.713020723163709e-08
1929,1.1829997220047517e-05,6.2386274812809e-08
1930,1.2079143971277517e-05,5.882018072611572e-08
1931,1.1625479828580865e-05,7.413481917240006e-08
1932,1.140558947554382e-05,6.356531301321411e-08
1933,1.1261896361247636e-05,5.276504655427061e-08
1934,1.131780095420254e-05,6.350237491403732e-08
1935,1.1338752756273607e-05,4.30858246858179e-08
1936,1.1474830216684495e-05,4.486144256077296e-08
1937,1.1253941011091229e-05,4.784624962894668e-08
1938,1.1856688843181473e-05,7.13086780734784e-08
1939,1.175041916212649e-05,7.494084641734844e-08
1940,1.0797363756864797e-05,5.0715658339584024e-08
1941,1.0870384130612365e-05,3.8369533328364014e-08
1942,1.1633167787294951e-05,6.675265851185941e-08
1943,1.2303911034905468e-05,8.419382169222445e-08
1944,1.1686357765938737e-05,7.069009555493722e-08
1945,1.1576570614124648e-05,6.099811322712867e-08
1946,1.162133798970899e-05,6.682130049284751e-08
1947,1.127118366639479e-05,5.96043552292258e-08
1948,1.1490498309285613e-05,8.153915942443746e-08
1949,1.1606649422901683e-05,7.166416260417918e-08
1950,1.148619071500434e-05,6.806631347444636e-08
1951,1.1601737014643732e-05,3.6248765766799806e-08
1952,1.1317737744320766e-05,5.694194005201325e-08
1953,1.1598025594139472e-05,5.8178668993491556e-08
1954,1.1423117257436388e-05,5.668070812703263e-08
1955,1.1145409416712937e-05,6.382213157962724e-08
1956,1.1388939128664788e-05,4.971050771018781e-08
1957,1.1348605767125264e-05,4.682570065028813e-08
1958,1.1413214224376134e-05,4.549733922942778e-08
1959,1.148350770563411e-05,5.5805385201779245e-08
1960,1.1170917332492536e-05,4.9137915070218696e-08
1961,1.152769095824624e-05,3.890969324515936e-08
1962,1.1258875701969373e-05,4.946725962184928e-08
1963,1.1677045449687284e-05,6.013429576512408e-08
1964,1.123769766309124e-05,4.4412968414064835e-08
1965,1.1738080502254888e-05,4.651236729102948e-08
1966,1.1700187542373897e-05,5.0405580154233576e-08
1967,1.1530575875440263e-05,6.705256438976903e-08
1968,1.1821406360468245e-05,6.108325578679796e-08
1969,1.123312949857791e-05,3.860494146579185e-08
1970,1.1031421536245034e-05,4.690699562104328e-08
1971,1.0996171113220043e-05,4.8300936583700604e-08
1972,1.1013399216608377e-05,5.0788453442862647e-08
1973,1.0789339967232081e-05,4.741355219550769e-08
1974,1.084047653421294e-05,4.33169029534497e-08
1975,1.0179000241805625e-05,4.11226563912237e-08
1976,1.0614590337354457e-05,4.513686224782987e-08
1977,1.0793884939630516e-05,4.172515133404886e-08
1978,1.0977024658131995e-05,4.455443658457625e-08
1979,1.0665806712495396e-05,4.7400982694512095e-08
1980,1.0794963827720494e-05,3.4679418448035904e-08
1981,1.0983684433085728e-05,3.0995193078808825e-08
1982,1.1156123036926147e-05,3.04167615539086e-08
1983,1.0826977813849226e-05,3.4734238596456635e-08
1984,1.0870241567317862e-05,3.885335608799778e-08
1985,1.0620467946864665e-05,3.0077790036386887e-08
1986,1.0865604281207197e-05,3.7165809985140186e-08
1987,1.0872976645259769e-05,4.277571985511486e-08
1988,1.076501371244376e-05,3.7178634393342236e-08
1989,1.0843980589925195e-05,3.018467253923518e-08
1990,1.0953422815873637e-05,3.432650075296806e-08
1991,1.085836447600741e-05,2.8135032970055818e-08
1992,1.116479961638106e-05,3.691662531224438e-08
1993,1.1102233429483022e-05,4.985286672365419e-08
1994,1.1404391216274234e-05,2.32096768471024e-08
1995,1.1155608490298619e-05,4.7175323203418884e-08
1996,1.1222271723454469e-05,3.202855314299313e-08
1997,1.1527406059030909e-05,4.267456166218153e-08
1998,1.1625176057350473e-05,2.9562402303895396e-08
1999,1.174313206320221e-05,2.4679085441903226e-08
2000,1.1977283747910406e-05,2.6949991571711962e-08
2001,1.1770125865950831e-05,3.3735330973172495e-08
2002,1.1781980902014766e-05,2.8039817578928705e-08
2003,1.2011988474114332e-05,3.166861439751756e-08
2004,1.182686446554726e-05,2.4226351591494222e-08
2005,1.1899807532245177e-05,3.1976622238971686e-08
2006,1.2005296639472363e-05,3.006059623444912e-08
2007,1.1660684549497091e-05,2.3567428453219463e-08
2008,1.1637285751930904e-05,2.3841662866175284e-08
2009,1.1637250736384885e-05,2.384096298158056e-08
2010,1.2073070593032753e-05,3.212179233713641e-08
2011,1.1645906170087983e-05,2.5238215517475737e-08
2012,1.1727310265996493e-05,3.165955053674452e-08
2013,1.1862985729749198e-05,3.374841206493784e-08
2014,1.1671533229673514e-05,4.417508270293524e-08
2015,1.1313622053421568e-05,3.2805316685369235e-08
2016,1.1678836926876102e-05,4.246247087280608e-08
2017,1.1229437404836062e-05,2.389830733307008e-08
2018,1.1524441788424156e-05,2.581466684858924e-08
2019,1.1411844070607913e-05,4.642797701848167e-08
