year,deux_DET huiles_NOUN,deux_DET tuiles_NOUN
1862,2.3945327498609004e-08,2.2138133104476765e-08
1863,1.5982786927271064e-08,6.992469381295052e-09
1864,1.821996598039277e-08,1.4863656527808189e-08
1865,1.97687466396701e-08,1.4591217123438582e-08
1866,1.2650593461671633e-08,7.298419313350735e-09
1867,9.220341823379385e-09,1.4073153309368536e-08
1868,2.6181332657415624e-08,1.975949626142892e-09
1869,2.6371002603831073e-08,1.3673853160867111e-08
1870,1.834895613228582e-08,3.325748387794647e-08
1871,1.0621177271019633e-08,1.593176590652945e-08
1872,1.814201766592305e-08,2.237515550618241e-08
1873,2.1549615425442425e-08,4.4895035244962855e-08
1874,2.2106054209380943e-08,1.1351757200905865e-08
1875,2.1741803024610817e-08,1.0298748520654044e-08
1876,3.9903696347209916e-08,1.7533442697725832e-08
1877,1.855444864418132e-08,2.4739264858908427e-08
1878,6.6429977074733415e-09,1.5701631050912823e-08
1879,6.109325489944695e-09,2.016077260691418e-08
1880,1.4119261537715033e-08,8.984985200299889e-09
1881,9.064259565150223e-09,1.743126887276958e-08
1882,5.989846840748214e-09,1.3976308776975088e-08
1883,3.791603475633565e-09,1.3902545337174388e-08
1884,1.650424241717019e-08,1.7824581810543805e-08
1885,9.66845359329227e-09,1.8047779715146817e-08
1886,3.0976625708944994e-08,1.806969884832199e-08
1887,9.140494194870286e-09,9.793386546164129e-09
1888,1.9655905347804037e-08,1.5217475501927424e-08
1889,3.759081934617825e-09,1.3783300445435742e-08
1890,3.2771931834929546e-09,1.7041405175888258e-08
1891,3.250852387282066e-08,1.8485238895138423e-08
1892,1.0656470816883257e-08,1.880553779365357e-08
1893,5.542574843531156e-09,5.542574954553459e-09
1894,8.192000855444803e-09,1.7014155417882648e-08
1895,1.0833506536300774e-08,6.6204761672850054e-09
1896,2.4177818858106548e-08,7.66613794667137e-09
1897,6.409385022720926e-09,1.5149455467877715e-08
1898,2.319925451743643e-08,1.0750874301912461e-08
1899,1.5477219506010442e-08,1.6029977345510815e-08
1900,1.7130474816440255e-08,1.6092264853995175e-08
1901,1.3412973842719111e-08,1.1736351890334618e-08
1902,1.6203937414083214e-08,4.7629753918698725e-08
1903,3.7801539676252105e-09,2.106085950082104e-08
1904,1.3436562973367927e-08,2.3110888314192835e-08
1905,1.1353670004154992e-08,2.425556788754335e-08
1906,1.080278771992127e-08,1.2346043076760793e-08
1907,1.131425531042396e-08,1.594281484607052e-08
1908,5.893666887857307e-09,1.080505551698252e-08
1909,9.351672047852588e-09,1.320236098223404e-08
1910,3.206490406526541e-09,1.336037680488289e-08
1911,1.0108711201439746e-08,3.1922244847493175e-09
1912,9.897900277167082e-09,1.146072631241779e-08
1913,1.4848371532316662e-08,9.545381485231985e-09
1914,4.0180461735594974e-09,2.209925398233281e-08
1915,0.0,1.64930663570928e-08
1916,1.0987461607214755e-08,1.9777431248257926e-08
1917,1.3159709433274713e-08,2.7416060532914344e-08
1918,1.4932290071101306e-08,1.378365155346728e-08
1919,1.1049417880659718e-08,1.1049418269237776e-08
1920,1.2115571212945042e-08,1.0601124866838063e-08
1921,4.0892835007078077e-08,2.1960968377143786e-08
1922,1.4018077365562931e-08,8.189508360345599e-08
1923,1.0615948120573648e-08,1.8047111804975202e-08
1924,5.156649662829693e-09,1.933743654092268e-08
1925,1.539744931555731e-08,2.5295809003011982e-08
1926,1.8948435043242284e-08,1.5604594061358057e-08
1927,3.0102908166185216e-08,7.804457524684949e-09
1928,3.085031252680892e-08,1.3711249025050165e-08
1929,2.1166771890790415e-08,7.798284684668033e-09
1930,2.8359728787563654e-08,5.2518016602221e-09
1931,2.623232031595535e-08,1.596749932275543e-08
1932,6.246935813081222e-08,9.863583061431314e-09
1933,4.5882648125328274e-08,5.5059177217486877e-08
1934,3.834105655187159e-08,1.4377896206951846e-08
1935,6.582556455470012e-08,9.574627313213568e-09
1936,1.6974600391961303e-08,7.274828739411987e-09
1937,6.673292318737367e-08,1.3850230295986421e-08
1938,4.2785206488815675e-08,2.3337385357535823e-08
1939,4.282334131744392e-08,3.058810094103137e-09
1940,2.789361186472661e-08,1.0143131667916805e-08
1941,7.378756450293622e-08,5.9030051957620344e-09
1942,3.034211770724937e-08,1.8205270180260413e-08
1943,4.645176421291808e-08,2.6129117092210663e-08
1944,3.213186161588055e-08,5.462416652335378e-08
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,3.201854159584627e-08,9.744772988540262e-09
1947,1.0728783861324587e-08,7.152522796260996e-09
1948,2.0656587551570738e-08,1.1959077061973744e-08
1949,2.7487622844546422e-08,1.276211036849162e-08
1950,8.508289184305795e-09,1.2762433776458693e-08
1951,2.1322804077961166e-08,1.5992102864181845e-08
1952,2.2144087452602434e-08,1.2653764258629963e-08
1953,2.8011951425099824e-08,1.8315506555843797e-08
1954,2.931760900715119e-08,1.0749790169128914e-08
1955,2.440258128899586e-08,3.754243138587299e-09
1956,2.2674968125357964e-08,1.1337484062678982e-08
1957,2.120408987282829e-08,8.835037423882142e-09
1958,3.5570646705895825e-08,1.8198935247681902e-08
1959,1.705164542897819e-08,9.300897829689347e-09
1960,8.997083078554624e-09,2.076250027460702e-08
1961,1.389631876236308e-08,1.042223907177231e-08
1962,1.9025868547295488e-08,8.8787386332001e-09
1963,1.2285501282960354e-08,1.2932106940866106e-08
1964,9.734349326606662e-09,9.125952382671443e-09
1965,5.472043540510896e-09,1.0396882688112896e-08
1966,6.6468897053084675e-09,6.646889927353072e-09
1967,1.3804939635875257e-08,1.232583901611406e-08
1968,1.2575964492000935e-08,1.6169097116769393e-08
1969,1.1808570121729645e-08,1.226274581878073e-08
1970,6.438215210957665e-09,1.333630239575001e-08
1971,8.221436087474387e-09,1.1304474800688524e-08
1972,8.20823486957778e-09,9.747279428040656e-09
1973,3.859242758696979e-09,1.4334330278309437e-08
1974,9.563471792262135e-09,1.2376257407797908e-08
1975,3.826691585828712e-08,2.22747735811879e-08
1976,9.712995741040231e-09,9.141642998145016e-09
1977,8.815172591880582e-09,9.990529126202574e-09
1978,1.0693064433908717e-08,1.544553740462362e-08
1979,8.192762690484301e-09,1.4044736262874835e-08
1980,1.9329511546928302e-08,1.591842213599648e-08
1981,1.2018543993352893e-08,1.4548763971333756e-08
1982,4.966001831974154e-09,1.8001756418861703e-08
1983,1.5788289786655696e-08,1.2630632539867293e-08
1984,2.203623239438457e-08,8.698512410365566e-09
1985,1.5640450601317468e-08,1.684356232267703e-08
1986,1.3787316621716172e-08,1.4386765556650971e-08
1987,1.1610552352880887e-08,2.0165694891716157e-08
1988,1.1393452348240629e-08,1.3192418657492766e-08
1989,1.536674243407532e-08,1.3171492896368875e-08
1990,1.1442167435760098e-08,1.2531897408685211e-08
1991,1.1722930182145319e-08,1.5825955934634095e-08
1992,3.305966522759718e-08,1.6529832391753985e-08
1993,8.862731881720265e-09,9.416652901883538e-09
1994,1.74072576353268e-08,1.3187316072471589e-08
1995,1.3556127220759606e-08,1.4098372247417501e-08
1996,1.014237493990322e-08,1.1743803263186692e-08
1997,1.8220599695695228e-08,1.7741109359370455e-08
1998,1.3350761385311216e-08,1.1443510361530684e-08
1999,1.4624644162353206e-08,1.4167623352268066e-08
2000,1.1928685039741538e-08,1.6346716869009015e-08
2001,3.548781601914186e-08,1.270551397425379e-08
2002,1.4896153199828177e-08,9.20056508757483e-09
2003,1.0000615002780933e-08,1.3334153781130453e-08
2004,1.5857248403250424e-08,1.2773894386697293e-08
2005,1.8014998715010222e-08,6.7556242822064405e-09
2006,2.0589450144825605e-08,8.647568661146465e-09
2007,1.4779573842549354e-08,7.589511241690161e-09
2008,1.7029758131448247e-08,7.6633914214419e-09
2009,1.2397300075406292e-08,2.3364143508786128e-08
2010,1.5116138118997924e-08,5.668551683601919e-09
2011,1.759027123959811e-08,9.94232685069818e-09
2012,2.9957424096949126e-08,8.170206344804143e-09
2013,3.5142975196578163e-08,9.48302475434204e-09
2014,1.970555074670699e-08,9.311413862178597e-09
2015,1.728928800126539e-08,7.536356344539641e-09
2016,2.5477481901958754e-08,1.1392370158347376e-08
2017,1.4590546104642499e-08,5.282783988036499e-09
2018,1.987729358887691e-08,9.293280145428184e-09
2019,2.0663000643850182e-08,1.1224346507798799e-08
