year,ces_DET août_NOUN,ces_DET toutes_ADJ
1959,0.0,2.2477169281387432e-07
1960,0.0,2.2285083733919464e-07
1961,0.0,2.1747738560007335e-07
1962,1.9025869768540815e-09,2.4353112504371666e-07
1963,0.0,2.088535167033001e-07
1964,0.0,1.9772896697745068e-07
1965,0.0,1.986351705340894e-07
1966,0.0,2.2100907814959214e-07
1967,0.0,1.7847814415272722e-07
1968,4.4914158503495116e-10,2.0840169318026014e-07
1969,0.0,1.530572356633897e-07
1970,0.0,1.710725729131557e-07
1971,0.0,1.932037456686686e-07
1972,0.0,1.959716117161392e-07
1973,0.0,1.9296213521480254e-07
1974,0.0,2.0252057675307356e-07
1975,0.0,1.707732573130727e-07
1976,5.713526873840635e-10,1.8454691902425324e-07
1977,5.876781838942691e-10,1.8218024244731623e-07
1978,0.0,1.8237615961869125e-07
1979,0.0,1.849223596472882e-07
1980,5.685150683554241e-10,1.6032124383613677e-07
1981,0.0,1.5497596361768728e-07
1982,6.207502289967692e-10,1.8870806395288042e-07
1983,0.0,1.6925047585658604e-07
1984,0.0,2.2036232866229355e-07
1985,0.0,1.7084185088833692e-07
1986,5.994485463567401e-10,1.7863566453835134e-07
1987,0.0,1.6193663920915924e-07
1988,0.0,1.4811487758503716e-07
1989,0.0,1.5421622701072835e-07
1990,5.44865097484859e-10,1.525622291276285e-07
1991,0.0,1.6763790561258318e-07
1992,0.0,1.7466523122289246e-07
1993,0.0,1.5897524685559716e-07
1994,0.0,1.3292814926568752e-07
1995,0.0,1.2851208786024415e-07
1996,5.338092190498855e-10,1.2544516514445547e-07
1997,0.0,1.39531424747652e-07
1998,0.0,1.768975874671952e-07
1999,0.0,1.36191995375734e-07
2000,4.4180314962005696e-10,1.33866356444301e-07
2001,0.0,1.3143635013701527e-07
2002,0.0,1.3581786867389312e-07
2003,4.1669229178253886e-10,1.2334091969989913e-07
2004,4.404791253964646e-10,1.1320313220153366e-07
2005,0.0,1.22051611484153e-07
2006,4.1178899179428186e-10,1.2641921748324236e-07
2007,0.0,1.0705205166772203e-07
2008,0.0,1.3921827601848236e-07
2009,0.0,1.1205252059554027e-07
2010,0.0,1.1195389149065704e-07
2011,3.82397197240536e-10,1.0095285762901085e-07
2012,1.0212758416727752e-09,9.463822525646037e-08
2013,5.578250084070646e-10,8.897308856337105e-08
2014,0.0,1.1563477593512506e-07
2015,0.0,7.181704031467007e-08
2016,4.1426800878596737e-10,8.388927019709058e-08
2017,5.031222660711876e-10,7.899019394130846e-08
2018,1.8070267504555204e-09,7.408809771236591e-08
2019,0.0,9.413144552716801e-08
