year,elles_PRON iraient_VERB,elles_PRON tiraient_VERB
1968,2.605021154344911e-08,2.649935382237345e-08
1969,2.5433843919842047e-08,2.180043745525495e-08
1970,2.6672605901723045e-08,1.7935027685211935e-08
1971,2.2608948491154024e-08,2.209510885364807e-08
1972,2.5137720349732717e-08,2.2572646196650226e-08
1973,1.1026408008874e-08,1.874489274911184e-08
1974,3.2628315160820875e-08,1.518904335640059e-08
1975,2.056132908379027e-08,2.2845921154868165e-08
1976,1.8283285552200823e-08,2.1711402231616717e-08
1977,1.645498848290572e-08,2.2331770654915317e-08
1978,2.7326719886922035e-08,3.504948953292342e-08
1979,3.3941446098140204e-08,2.2822696621460636e-08
1980,2.1603572708528418e-08,2.5583177798438328e-08
1981,2.024175826953467e-08,2.5302198114474095e-08
1982,1.9243257431966754e-08,3.662426362183169e-08
1983,2.273513732831134e-08,1.7682884490000106e-08
1984,2.609553817478627e-08,2.9574944271359982e-08
1985,1.804667393301429e-08,2.466378745680231e-08
1986,2.0381249798973045e-08,2.9372977827790692e-08
1987,2.261002229886344e-08,2.627651163322753e-08
1988,1.798966087207532e-08,2.6984491974246794e-08
1989,3.018467253923518e-08,2.7440610228524065e-08
1990,2.0160008329384027e-08,2.5608659637299525e-08
1991,1.3481369798284959e-08,1.758439527321798e-08
1992,1.5427843891302473e-08,2.0937787947872266e-08
1993,3.101956114193172e-08,2.6588195645160795e-08
1994,1.6879764697108612e-08,3.006708260144819e-08
1995,2.6570010192017435e-08,3.0907969517102174e-08
1996,2.5622842514394506e-08,2.3487606082284174e-08
1997,1.9659067929111984e-08,3.308477269925447e-08
1998,2.6701523214711642e-08,2.4794271524797296e-08
1999,1.27965633645033e-08,1.64527242940693e-08
2000,1.6346716869009015e-08,2.4299173784214645e-08
2001,1.6648604495017594e-08,1.66486047170622e-08
2002,1.7524886208875046e-08,3.1544794332205583e-08
2003,2.7501691146625262e-08,3.083522948088557e-08
2004,1.497628998592404e-08,2.3345394284390864e-08
2005,2.341949834061552e-08,1.6663873836364473e-08
2006,2.429555001626227e-08,2.2236604557690498e-08
2007,3.1156941027177254e-08,2.3567428897308673e-08
2008,2.8950590369447582e-08,1.8306991256267224e-08
2009,3.337734755248789e-08,2.86091541568112e-08
2010,4.345889426105032e-08,2.5036102968556406e-08
2011,3.1356569341056684e-08,3.135657111741352e-08
2012,4.085103277873259e-08,3.472337883891896e-08
2013,5.048316253919438e-08,4.462600156074359e-08
2014,5.3919585241146706e-08,4.417508225884603e-08
2015,5.364112620753758e-08,3.679515181431725e-08
2016,4.950502674461177e-08,3.541991411282197e-08
2017,4.6790371577287715e-08,3.094201961317822e-08
2018,4.698269329139748e-08,4.1561615482521574e-08
2019,5.1529954525619814e-08,3.469343390349877e-08
