year,des_DET humeurs_NOUN,des_DET tumeurs_NOUN
1876,3.8150352210664096e-07,1.9915572977424745e-06
1877,3.6861503449614474e-07,1.4868297242287554e-06
1878,2.572651762733358e-07,1.6879252342505424e-06
1879,2.0038586612258769e-07,1.573151216405222e-06
1880,2.182067735390092e-07,1.2444203782990826e-06
1881,2.2800099408470942e-07,1.385437201406603e-06
1882,1.896784747046354e-07,1.115442508137221e-06
1883,2.8752992831115876e-07,1.293568672622314e-06
1884,1.9078903967795213e-07,1.6193962295574238e-06
1885,1.360029071584279e-07,1.7532128779862433e-06
1886,1.8069699536660266e-07,1.3829773379825383e-06
1887,9.858676008889233e-08,1.1144874747515132e-06
1888,1.3251884745102416e-07,1.3537212808500954e-06
1889,1.5224281868508882e-07,1.1189534490085862e-06
1890,2.0515230103601567e-07,1.2007635916688741e-06
1891,1.880394946418562e-07,1.0606702005588886e-06
1892,2.457256851329248e-07,1.1540330930870368e-06
1893,2.8821389741473524e-07,1.3794853046533717e-06
1894,2.7789788448195907e-07,1.135537416985244e-06
1895,2.190775665322775e-07,1.1820559073782988e-06
1896,2.0049898807883437e-07,1.1168972378072795e-06
1897,1.7130537499632226e-07,1.3593722698601596e-06
1898,1.8842321480860846e-07,1.1859911452916094e-06
1899,1.9235972104070242e-07,1.3636535598493538e-06
1900,1.3341007099043622e-07,1.3122982061020139e-06
1901,1.5313144263728873e-07,1.3083238101785355e-06
1902,1.0900830416105123e-07,8.41622636471584e-07
1903,1.4148577109907023e-07,1.1966887569769824e-06
1904,1.1824175505381618e-07,1.4070768692420188e-06
1905,1.517263115147216e-07,1.1880067809499906e-06
1906,1.6512832645698694e-07,1.286046131809826e-06
1907,8.948547747245073e-08,1.1895397200589741e-06
1908,1.3260750342247718e-07,1.2686118289195747e-06
1909,1.8758353981240816e-07,1.3075838012355234e-06
1910,9.512588139415357e-08,1.3568799133167886e-06
1911,1.314132364038656e-07,1.154521157786803e-06
1912,1.906648154914592e-07,1.2002506117880785e-06
1913,1.4583222340824875e-07,1.1549911391739442e-06
1914,1.325955208963947e-07,1.3373397358407146e-06
1915,7.775303201285055e-08,4.335320316073421e-07
1916,1.2525707315802492e-07,5.735455115285504e-07
1917,1.1953402179187833e-07,4.474301089629762e-07
1918,8.040463228553563e-08,6.547234345788411e-07
1919,1.1509810310394997e-07,6.436286064115393e-07
1920,1.5371630768257205e-07,1.0851007772316734e-06
1921,1.9386233418572374e-07,1.1328830318291239e-06
1922,1.719058992932787e-07,1.2409687926151491e-06
1923,1.3482254246355296e-07,7.505475139168993e-07
1924,1.4954283844570426e-07,1.4077654206801071e-06
1925,1.704717618178364e-07,1.1284130660982328e-06
1926,1.6496285548672773e-07,1.1056969135836425e-06
1927,1.4939961223703335e-07,1.1818178400346824e-06
1928,9.826395297451995e-08,1.4682463067572371e-06
1929,1.4148316496154223e-07,1.0839615924851387e-06
1930,1.7015838249534454e-07,1.3759720296491196e-06
1931,1.7450196310164756e-07,1.1028979756133594e-06
1932,1.60009234417835e-07,1.049923575635603e-06
1933,2.5006043014030865e-07,1.2434197920185852e-06
1934,1.2700475338078832e-07,1.1382501092782604e-06
1935,1.8191792516830674e-07,1.3308731539041219e-06
1936,2.3885687427949165e-07,1.4064668576452277e-06
1937,1.44797851930889e-07,1.126905093684627e-06
1938,1.0372171743711078e-07,1.5143370397652234e-06
1939,1.5294050115244318e-07,1.246465089366211e-06
1940,9.128818589942966e-08,7.784853357506449e-07
1941,1.6233264732434805e-07,7.496816412100316e-07
1942,9.709477666319799e-08,9.739819741838573e-07
1943,1.567747038855316e-07,7.954864589265753e-07
1944,9.960876923287287e-08,1.0732041371142031e-06
1945,1.241747327185294e-07,4.923419365532311e-07
1946,1.5174003920037649e-07,1.321112797825208e-06
1947,1.6212384457148232e-07,7.641278241266036e-07
1948,1.3263702980381709e-07,1.1274147944106971e-06
1949,9.326157623945619e-08,1.1466265323889502e-06
1950,1.6697517546404583e-07,8.657184036309218e-07
1951,1.5459032376430315e-07,8.955577417424365e-07
1952,1.5395413188734608e-07,9.77503317400874e-07
1953,1.508335856215126e-07,6.884475709512117e-07
1954,1.3974726664756076e-07,1.0182982848050415e-06
1955,1.2013577865843672e-07,8.362576444653769e-07
1956,1.3692192846193052e-07,1.070084060472709e-06
1957,1.0160293656413799e-07,7.98687382896901e-07
1958,1.1415696055117053e-07,9.322818499413188e-07
1959,1.1161076796106784e-07,8.169288019388432e-07
1960,1.038125012620128e-07,9.67532475470989e-07
1961,1.674506391324826e-07,9.581511477563254e-07
1962,1.6489086007709375e-07,7.242514215022311e-07
1963,1.1832877788719998e-07,6.692365008831302e-07
1964,1.7035110722041225e-07,6.698449146469443e-07
1965,1.4336753650923129e-07,6.763445838942062e-07
1966,1.47339382583489e-07,7.067859399967347e-07
1967,1.4889613542123925e-07,6.557346381441675e-07
1968,1.311493366129568e-07,5.259448165872982e-07
1969,1.0627712998534378e-07,4.382796392476962e-07
1970,1.8854772898535543e-07,4.189438556068126e-07
1971,1.274322523059368e-07,3.905181946706193e-07
1972,1.1235021712963089e-07,4.786426917036124e-07
1973,1.0750747270193983e-07,4.156955699663456e-07
1974,1.1082376094595503e-07,3.943525843652651e-07
1975,1.0452008991634898e-07,4.4720891168026355e-07
1976,1.1198512683829875e-07,2.9367527165646834e-07
1977,1.0754511026167535e-07,4.149007999387777e-07
1978,1.4851478580268918e-07,3.0118799188016965e-07
1979,1.33424993054021e-07,3.5404438003538985e-07
1980,1.9158958242115887e-07,3.8829578041799095e-07
1981,1.7395260831776227e-07,3.3904945340168524e-07
1982,1.3594429393304353e-07,3.4637862889042026e-07
1983,1.477784010717187e-07,3.258703031860932e-07
1984,1.5077422538256613e-07,2.568960857374236e-07
1985,1.8407607438319928e-07,2.7070012187380144e-07
1986,1.8223235187520004e-07,3.05718761417495e-07
1987,1.53381495948679e-07,2.633762035131326e-07
1988,2.0028490133050525e-07,2.4286042288323983e-07
1989,1.4763048339361262e-07,2.0854864468677903e-07
1990,1.6400440072672495e-07,3.399958146133031e-07
1991,1.5357038529728584e-07,2.596629018469798e-07
1992,1.7135926988487427e-07,2.5455943131191816e-07
1993,1.761467975924802e-07,2.1769084546097162e-07
1994,1.8198497242494227e-07,2.0413966606014355e-07
1995,1.6158903437535344e-07,1.8924353550886508e-07
1996,2.0658416666208268e-07,2.1565892116548468e-07
1997,2.2583953140919988e-07,1.836444543101834e-07
1998,1.9072516521667637e-07,1.9167879639070406e-07
1999,2.010888483505724e-07,2.1114328818683248e-07
2000,1.5949094045453194e-07,2.4431714429340445e-07
2001,1.752484761752271e-07,3.3034338109416694e-07
2002,2.1687045892448964e-07,2.4228155526273554e-07
2003,1.762608441424618e-07,2.675164401111374e-07
2004,1.9953705043818104e-07,4.131694133491237e-07
2005,1.833026068709387e-07,3.760630953308919e-07
2006,1.8118715017223508e-07,2.874287066134684e-07
2007,2.1530243832224016e-07,3.5710647505737825e-07
2008,1.8306991211858303e-07,3.9551614783306377e-07
2009,2.0550909685113083e-07,3.537998907177098e-07
2010,2.2863158388730653e-07,3.5428446665264346e-07
2011,2.0152332913525584e-07,6.810494337372575e-07
2012,1.892764442956718e-07,5.191485215050307e-07
2013,1.8770811394119846e-07,3.7653187412445277e-07
2014,2.3733278808890645e-07,2.799920721940907e-07
2015,1.9129045258914346e-07,2.930312552607006e-07
2016,2.0112711585085208e-07,2.3675416915835967e-07
2017,1.9043177834632274e-07,2.7847818095949606e-07
2018,1.8793077316558993e-07,2.3052497866160593e-07
2019,1.6683460479782752e-07,1.8443641991439108e-07
