year,mais_CONJ elles_PRON,mais_CONJ telle_DET
1880,1.3677072274731472e-05,3.4592190445437154e-07
1881,1.3254039231469505e-05,3.911576698101271e-07
1882,1.3737380413658684e-05,3.633840321981552e-07
1883,1.3525280905923864e-05,3.254459528534426e-07
1884,1.3974471698929847e-05,3.2810433481245127e-07
1885,1.3678283835361071e-05,3.3001654742292885e-07
1886,1.2977270785086148e-05,3.129930092882205e-07
1887,1.3441096939459385e-05,3.368925121094435e-07
1888,1.3095271583551948e-05,3.271757265110864e-07
1889,1.3637323036164162e-05,2.8255767148266386e-07
1890,1.3403065281636373e-05,3.4279442218121403e-07
1891,1.350760976492893e-05,3.2699749397124833e-07
1892,1.2965164046363498e-05,3.547978053575207e-07
1893,1.331511271018826e-05,3.036099371911405e-07
1894,1.3514281363313785e-05,2.520615751677724e-07
1895,1.3427528756437823e-05,3.4486662059407536e-07
1896,1.323941989994637e-05,3.031072850490091e-07
1897,1.3283159319144033e-05,3.3736671412043506e-07
1898,1.357043231564603e-05,3.542130144751354e-07
1899,1.3178299468563637e-05,2.586906617807472e-07
1900,1.3299997249305306e-05,2.740876112738988e-07
1901,1.3548779861594085e-05,2.8502567772648035e-07
1902,1.2620411666830478e-05,3.078747852214292e-07
1903,1.3387146282184403e-05,2.5327033625899276e-07
1904,1.3196854752095533e-05,2.934545335619987e-07
1905,1.2724883163173217e-05,2.7352022868853965e-07
1906,1.3011186297262611e-05,2.7932922108675484e-07
1907,1.2860708011430688e-05,2.8234209281663425e-07
1908,1.3110462305121473e-05,3.172757345737409e-07
1909,1.3298077647050377e-05,3.2565823460117826e-07
1910,1.283237486404687e-05,3.120984075621891e-07
1911,1.3072159049443144e-05,3.330554250169371e-07
1912,1.2917801882394997e-05,3.281935363474986e-07
1913,1.2953082318745146e-05,3.218914770286574e-07
1914,1.2658184687097673e-05,3.314888203931332e-07
1915,1.3001249271837878e-05,2.956971201228953e-07
1916,1.3295927828949061e-05,2.065642803472656e-07
1917,1.2586164984895731e-05,2.555176905616463e-07
1918,1.2142248124291655e-05,2.228357089961719e-07
1919,1.2096350246793008e-05,2.9465114437243756e-07
1920,1.2502511481216061e-05,3.3999320692146284e-07
1921,1.2134570624766639e-05,2.938226018045498e-07
1922,1.2237043847562745e-05,2.9954418323541177e-07
1923,1.189835484183277e-05,2.8132262741564773e-07
1924,1.1730088999684085e-05,2.758807653435724e-07
1925,1.1931923154406832e-05,2.9805062240484403e-07
1926,1.1857262506964616e-05,3.0317495713916287e-07
1927,1.226080257765716e-05,3.1106337416986207e-07
1928,1.1703694326570258e-05,2.7079717312972207e-07
1929,1.1829997220047517e-05,2.695978338351779e-07
1930,1.2079143971277517e-05,2.8359730208649125e-07
1931,1.1625479828580865e-05,2.4065302994813464e-07
1932,1.140558947554382e-05,2.9481154228960804e-07
1933,1.1261896361247636e-05,2.95943081596306e-07
1934,1.131780095420254e-05,2.360371311738163e-07
1935,1.1338752756273607e-05,2.776641920831935e-07
1936,1.1474830216684495e-05,2.521940629662822e-07
1937,1.1253941011091229e-05,2.3797213088982971e-07
1938,1.1856688843181473e-05,2.7875211117134313e-07
1939,1.175041916212649e-05,2.3246956715183842e-07
1940,1.0797363756864797e-05,2.1807733219247893e-07
1941,1.0870384130612365e-05,2.272656942636786e-07
1942,1.1633167787294951e-05,2.5183958030083886e-07
1943,1.2303911034905468e-05,2.7290411708236206e-07
1944,1.1686357765938737e-05,2.3777577951022977e-07
1945,1.1576570614124648e-05,2.723130094750559e-07
1946,1.162133798970899e-05,2.477956542179527e-07
1947,1.127118366639479e-05,2.980217743697722e-07
1948,1.1490498309285613e-05,3.0550005192253593e-07
1949,1.1606649422901683e-05,2.297179975130348e-07
1950,1.148619071500434e-05,2.520580721920851e-07
1951,1.1601737014643732e-05,2.3348469113670944e-07
1952,1.1317737744320766e-05,2.1089607571411761e-07
1953,1.1598025594139472e-05,2.424111187337985e-07
1954,1.1423117257436388e-05,2.550631990061447e-07
1955,1.1145409416712937e-05,2.3651731595464298e-07
1956,1.1388939128664788e-05,2.1017951468138563e-07
1957,1.1348605767125264e-05,2.509150789364867e-07
1958,1.1413214224376134e-05,2.0266996614282107e-07
1959,1.148350770563411e-05,2.379479653313865e-07
1960,1.1170917332492536e-05,2.380766730425421e-07
1961,1.152769095824624e-05,2.8556934239531984e-07
1962,1.1258875701969373e-05,2.5811762327521137e-07
1963,1.1677045449687284e-05,2.457100265473855e-07
1964,1.123769766309124e-05,2.5370147938019727e-07
1965,1.1738080502254888e-05,2.6867732572100067e-07
1966,1.1700187542373897e-05,2.2322470982771847e-07
1967,1.1530575875440263e-05,2.376421761596248e-07
1968,1.1821406360468245e-05,2.636461076122032e-07
1969,1.123312949857791e-05,2.3662558135129075e-07
1970,1.1031421536245034e-05,2.4511204088639715e-07
1971,1.0996171113220043e-05,2.435600450212405e-07
1972,1.1013399216608377e-05,2.231613933645349e-07
1973,1.0789339967232081e-05,2.0729646621475695e-07
1974,1.084047653421294e-05,2.042082556386049e-07
1975,1.0179000241805625e-05,2.3188609787894165e-07
1976,1.0614590337354457e-05,2.2911243036105589e-07
1977,1.0793884939630516e-05,1.9510915905129878e-07
1978,1.0977024658131995e-05,1.823761479613495e-07
1979,1.0665806712495396e-05,1.9194472855588174e-07
1980,1.0794963827720494e-05,1.9102106563195775e-07
1981,1.0983684433085728e-05,1.8027816395260743e-07
1982,1.1156123036926147e-05,1.9801932893415142e-07
1983,1.0826977813849226e-05,1.9640632586970241e-07
1984,1.0870241567317862e-05,1.8962757764029448e-07
1985,1.0620467946864665e-05,1.9009164020644675e-07
1986,1.0865604281207197e-05,1.76237868743101e-07
1987,1.0872976645259769e-05,1.8393558320894954e-07
1988,1.076501371244376e-05,2.002848944471225e-07
1989,1.0843980589925195e-05,1.6189960305723616e-07
1990,1.0953422815873637e-05,1.9669629125473875e-07
1991,1.085836447600741e-05,1.957729409696185e-07
1992,1.116479961638106e-05,1.8678710489439254e-07
1993,1.1102233429483022e-05,2.0772028364035577e-07
1994,1.1404391216274234e-05,1.6141274983283438e-07
1995,1.1155608490298619e-05,1.832788427691412e-07
1996,1.1222271723454469e-05,1.782922716131452e-07
1997,1.1527406059030909e-05,1.62546925253082e-07
1998,1.1625176057350473e-05,1.8261935252894546e-07
1999,1.174313206320221e-05,1.7275360164603626e-07
2000,1.1977283747910406e-05,1.740704433927931e-07
2001,1.1770125865950831e-05,1.5947610521038769e-07
2002,1.1781980902014766e-05,1.5816209497643285e-07
2003,1.2011988474114332e-05,1.741773765218113e-07
2004,1.182686446554726e-05,1.5416769372222916e-07
2005,1.1899807532245177e-05,1.4411998705554652e-07
2006,1.2005296639472363e-05,1.680099046552641e-07
2007,1.1660684549497091e-05,1.6736868957423212e-07
2008,1.1637285751930904e-05,1.5709952805309513e-07
2009,1.1637250736384885e-05,1.4256895397579683e-07
2010,1.2073070593032753e-05,1.280147898796713e-07
2011,1.1645906170087983e-05,1.2619107891964632e-07
2012,1.1727310265996493e-05,1.205105419899155e-07
2013,1.1862985729749198e-05,1.3220452999007648e-07
2014,1.1671533229673514e-05,1.3512378060909214e-07
2015,1.1313622053421568e-05,1.4695894634542128e-07
2016,1.1678836926876102e-05,1.5079355719649357e-07
2017,1.1229437404836062e-05,1.0766816416207803e-07
2018,1.1524441788424156e-05,1.3346182825557662e-07
2019,1.1411844070607913e-05,1.1683523837291432e-07
