year,diverses_ADJ humeurs_NOUN,diverses_ADJ tumeurs_NOUN
1842,6.439934452373564e-08,5.0311987020990045e-08
1843,5.2571508035725856e-08,5.079943576902224e-08
1844,7.354672248993666e-08,6.750930259258325e-08
1845,1.785672942844485e-08,6.082448644750826e-08
1846,2.1661655580373917e-08,9.835562053694957e-08
1847,4.368511241636952e-08,2.534815024546333e-08
1848,5.068489628001771e-08,3.539897619475596e-08
1849,5.0276488972045286e-08,4.9438548810343264e-08
1850,5.159636984330973e-08,6.788995943196596e-08
1851,4.385618268543112e-08,5.288539783876445e-08
1852,3.320378283433456e-08,5.9245963246468136e-08
1853,1.7199164403791656e-07,1.1107793418396739e-07
1854,5.351534326791807e-08,6.494580873095401e-08
1855,6.580601663586094e-08,5.996838936539461e-08
1856,6.833889898416601e-08,5.4878206312558575e-08
1857,6.199516727756205e-08,5.857810903009408e-08
1858,5.5787907626836386e-08,4.991549479305135e-08
1859,3.768208145515928e-08,9.420520430403201e-08
1860,4.4856403369486486e-08,6.774232308437433e-08
1861,2.0750240192768388e-08,4.7159636473725897e-08
1862,3.930648162508987e-08,3.1174106879250374e-08
1863,3.446288232566985e-08,2.8469337998160427e-08
1864,4.8426752385921645e-08,7.43182851925539e-08
1865,5.130460323243824e-08,5.130460323243824e-08
1866,4.865612979187972e-08,9.779881793292589e-08
1867,7.085104414272791e-08,8.443891807985437e-08
1868,4.841076517436704e-08,6.520633766271544e-08
1869,4.2974967584541446e-08,9.913544074535707e-08
1870,5.734048613703635e-08,5.734048880157161e-08
1871,4.6733180880664804e-08,4.779529660936532e-08
1872,5.442605299776915e-08,5.563552274434613e-08
1873,3.6514627765882324e-08,1.2869910004376095e-07
1874,9.559374802847742e-08,7.647499805640834e-08
1875,1.94531928343622e-08,7.952922470577661e-08
1876,4.292670396921494e-08,1.1306048008918879e-07
1877,3.587193120324628e-08,5.3189419313426356e-08
1878,3.0799352401800206e-08,8.454724076401021e-08
1879,4.826366861720999e-08,5.1929266220440695e-08
1880,3.914886193001621e-08,4.492492533536563e-08
1881,3.2073533162702006e-08,5.717456247333885e-08
1882,2.6621540527571597e-08,5.324308172127701e-08
1883,2.9700892412165558e-08,3.6652167523243406e-08
1884,2.2445769687351458e-08,7.327883366770038e-08
1885,3.867381437316908e-08,6.96128631405557e-08
1886,4.001147502208369e-08,5.098236299794223e-08
1887,1.9586773092328258e-08,5.157850324621904e-08
1888,3.550744054336974e-08,2.9800888423636707e-08
1889,2.4434033463194282e-08,3.3831739187917265e-08
1890,1.3764211992395303e-08,1.7041404731799048e-08
1891,2.1672347472190268e-08,4.270727416155751e-08
1892,2.6954603882245465e-08,2.4447198043731078e-08
1893,3.202376674948937e-08,3.38712916048145e-08
1894,3.4028310835765296e-08,4.4110774588546064e-08
1895,2.347259631108045e-08,3.671354731338283e-08
1896,4.717623269812066e-08,2.771603646589682e-08
1897,4.3700350005337896e-08,4.836172351474488e-08
1898,3.7910979244770715e-08,5.771522115782801e-08
1899,3.205995469102163e-08,5.03009616181771e-08
1900,2.3359739032002835e-08,4.671947895218409e-08
1901,1.956058603980182e-08,4.191554137111808e-08
1902,1.915010727771005e-08,2.258730624760119e-08
1903,1.3500550899436803e-08,4.374178419475072e-08
1904,1.8811189050893518e-08,4.407192566446838e-08
1905,1.4450125540577119e-08,4.076999715607599e-08
1906,3.0865106026567446e-08,3.4466036580305115e-08
1907,1.2342823652033985e-08,3.754275529344042e-08
1908,1.3751889405000384e-08,2.701263968063472e-08
1909,2.4204327431220918e-08,5.886052534265218e-08
1910,2.672075360976578e-08,3.099607304157814e-08
1911,2.234557128222292e-08,5.213966658423885e-08
1912,1.9274857876450113e-08,3.438217888174222e-08
1913,4.2423916823963737e-08,2.8636144122629048e-08
1914,1.808120764223986e-08,2.611730059998152e-08
1915,8.246533234057551e-09,9.424609537234119e-09
1916,9.888715624128963e-09,1.3184954461564757e-08
1917,1.315970976634162e-08,1.0966424435210342e-09
1918,2.2972752589112133e-08,1.1486376294556067e-08
1919,1.6574126959767455e-08,1.1049418269237776e-08
1920,3.483226640454973e-08,1.1358347151713133e-08
1921,3.710646367949266e-08,1.5902770267306465e-08
1922,5.385892920539703e-08,2.8036154731125862e-08
1923,2.3355084977083607e-08,2.9724654737606215e-08
1924,4.512068585427187e-08,2.5783249313349188e-08
1925,4.179307566687385e-08,2.8595261936104066e-08
1926,2.5636119005412183e-08,1.671920735191179e-08
1927,2.3413372574054847e-08,3.0102906833917586e-08
1928,2.7422499604412565e-08,2.399468712610542e-08
1929,2.1166771446701205e-08,2.562293510699476e-08
1930,3.571225093423891e-08,2.6259009189288918e-08
1931,3.763767608688795e-08,1.9389105432310316e-08
1932,1.6439305028370654e-08,2.520693342944469e-08
1933,2.064719240024715e-08,1.9500125514326783e-08
1934,2.6359476379411717e-08,4.073737258636356e-08
1935,2.6330225111337313e-08,3.590485420090772e-08
1936,2.7886842612900864e-08,4.122403041151301e-08
1937,1.888667711114067e-08,1.6368453148452033e-08
1938,3.241303758727554e-08,2.463390735840676e-08
1939,1.988226472349197e-08,4.129393715857077e-08
1940,1.0143131667916805e-08,2.7893612752905028e-08
1941,2.6563522936839945e-08,3.246652724442356e-08
1942,6.068423630267716e-08,3.6410540360520827e-08
1943,4.064529335323641e-08,1.7419411690866582e-08
1944,2.5705489292704442e-08,1.927911696952833e-08
1945,1.5249527862692958e-08,2.3963544037997053e-08
1946,2.645009899993056e-08,3.7586980639048306e-08
1947,1.1920871401116528e-08,2.3841742802233057e-08
1948,3.044128504825494e-08,2.5005341797168512e-08
1949,1.47255123650325e-08,3.9268033713568684e-08
1950,1.914365022059883e-08,1.3825969702452312e-08
1951,2.0256663901818683e-08,2.1322803078760444e-08
1952,8.435843135146115e-09,3.585233443459401e-08
1953,2.2625037843226892e-08,2.2625037843226892e-08
1954,6.840775057526116e-09,3.029486150829541e-08
1955,1.0324168187025862e-08,3.472674947602172e-08
1956,2.616342520411763e-08,2.9651880950609666e-08
1957,1.5903067307476704e-08,2.738861759610245e-08
1958,1.2408365002158916e-08,3.8879544750347605e-08
1959,1.1626121398933265e-08,3.487836619520124e-08
1960,2.145458388724819e-08,2.837541629441276e-08
1961,1.111705483225478e-08,2.709782087606527e-08
1962,3.297817485758969e-08,4.1856912269544466e-08
1963,2.651081842941494e-08,3.168366191630412e-08
1964,2.7377858202726202e-08,2.372747665013719e-08
1965,3.6662690661160013e-08,1.5321720781003023e-08
1966,6.203763547318886e-08,3.157272665532673e-08
1967,3.7470551494944715e-08,1.6763140597841897e-08
1968,1.661823922916028e-08,1.8414805680322388e-08
1969,2.6796371233039906e-08,1.1808570538063279e-08
1970,1.7935027685211935e-08,1.0117195081704722e-08
1971,2.4150468402872605e-08,1.1818314327172175e-08
1972,5.643161493651405e-09,1.2312352193344367e-08
1973,1.543697081274331e-08,1.0475087464101307e-08
1974,1.800182936051442e-08,6.1881286761433785e-09
1975,1.6563292071225533e-08,1.2565256390928425e-08
1976,1.542652228181396e-08,5.713526984862938e-09
1977,1.4104276857551667e-08,9.990529126202574e-09
1978,1.306930053068811e-08,0.0
1979,1.345953837272873e-08,1.2289143591637242e-08
1980,1.591842213599648e-08,1.3075846183596695e-08
1981,1.8344094243616382e-08,1.012087935681194e-08
1982,1.6139505731871395e-08,6.2075020679230875e-09
1983,1.1999100379966876e-08,1.2630632095778083e-09
1984,1.275781880138993e-08,3.479405208395292e-09
1985,1.564045071233977e-08,1.0226449020933615e-08
1986,8.991728250862252e-09,8.991728306373403e-09
1987,1.9554613928107756e-08,6.721898426764739e-09
1988,1.8589316752581908e-08,3.597932174415064e-09
1989,8.780995708335126e-09,3.2928733073589456e-09
1990,8.172976073694826e-09,5.448650863826288e-09
1991,2.05151273746651e-08,1.1722930404189924e-09
1992,1.4325855168806356e-08,2.7549720282848966e-09
1993,1.1632335983335906e-08,7.754890063438324e-09
1994,1.5824779708850656e-08,3.164955852952289e-09
1995,1.843633334885908e-08,2.1689803286761844e-09
1996,1.1743802375008272e-08,4.804283193493575e-09
1997,1.7261619689179497e-08,1.917957792585412e-09
1998,1.0489884516573511e-08,4.768129113763564e-09
1999,1.0968483010742602e-08,4.113180906983871e-09
2000,1.8555732950176207e-08,3.976228346580513e-09
2001,1.270551397425379e-08,3.94309060403053e-09
2002,1.8839251936242363e-08,6.5718323005725665e-09
2003,8.750538071922165e-09,5.000307390368164e-09
2004,1.4535811665439269e-08,6.166707949839534e-09
2005,1.3961623857028371e-08,3.6029997874109654e-09
2006,2.0589450144825605e-08,3.2943118233319524e-09
2007,2.1170741604237264e-08,5.991719398412698e-09
2008,6.3861596011349775e-09,7.663391698997657e-09
2009,1.0490023738540799e-08,2.384096253749135e-09
2010,2.8342759250676863e-09,9.447586046817946e-10
2011,9.177532511728259e-09,9.942326906209331e-09
2012,9.872333173177594e-09,4.425528388196653e-09
2013,9.761937924679387e-09,6.414987374636638e-09
2014,1.277612682315521e-08,3.897801373331511e-09
2015,1.1304534197620342e-08,5.763096000421797e-09
2016,1.2842308549920745e-08,2.6927420293532123e-09
2017,5.0312225496895735e-09,3.5218559180094644e-09
2018,7.228107001822082e-09,4.1303465647679616e-09
2019,6.12237061048404e-09,1.02039510174734e-09
