year,aux_ADP humeurs_NOUN,aux_ADP tumeurs_NOUN
1975,4.283610266497817e-08,1.0337779343672082e-07
1976,5.142174330785565e-08,7.941802238065065e-08
1977,7.698584170157119e-08,6.405691976851813e-08
1978,5.4653440884067095e-08,5.999996943728547e-08
1979,4.9741775143274936e-08,4.8571379807071935e-08
1980,9.0393896812202e-08,7.16328969474489e-08
1981,8.159958753140018e-08,6.135783081617774e-08
1982,8.938803119917793e-08,4.593551850007316e-08
1983,7.073153796000042e-08,4.2312617409834274e-08
1984,9.858314342636731e-08,3.3054348591576854e-08
1985,8.421780961498371e-08,5.0530687190075696e-08
1986,1.0310515108358231e-07,4.615753823600244e-08
1987,7.944061763964783e-08,5.560843163721074e-08
1988,9.2346930102849e-08,5.5767952034102564e-08
1989,9.220045171787206e-08,3.2928731741321826e-08
1990,9.80757164370516e-08,6.756327053381028e-08
1991,9.261115252456875e-08,7.795748757644105e-08
1992,1.0138297312778377e-07,5.7854414592384273e-08
1993,1.0247534021345928e-07,3.600484888011124e-08
1994,9.653115995433836e-08,3.797947201178431e-08
1995,1.1495595941823922e-07,3.036572593373421e-08
1996,8.967995057673761e-08,3.25623616959092e-08
1997,1.179544071305827e-07,6.425158716183432e-08
1998,1.0060752941853934e-07,3.909865853302108e-08
1999,1.046576088015172e-07,5.072923414672914e-08
2000,1.175196402414258e-07,3.534425019324772e-08
2001,9.331981232207909e-08,4.425023902854264e-08
2002,1.1522612197722992e-07,3.855474872693776e-08
2003,1.1917399689309605e-07,3.5835537204320644e-08
2004,9.646493026593816e-08,5.594084839799507e-08
2005,9.998323946547316e-08,4.4136747590073355e-08
2006,1.1694807255935302e-07,4.4473210891737835e-08
2007,1.1184542358932958e-07,5.6322161157140727e-08
2008,1.1367364294301296e-07,7.152498682216901e-08
2009,1.1825117240960026e-07,4.1483275481368764e-08
2010,1.2045671837768168e-07,4.2514137987836875e-08
2011,1.1013039369345279e-07,9.674648993041046e-08
2012,1.2357436673937627e-07,6.87659067466484e-08
2013,1.2467388899040088e-07,5.215663989588393e-08
2014,1.2537927318589936e-07,6.214827408257406e-08
2015,1.0151915574851955e-07,3.4135261728351907e-08
2016,1.0356700386182638e-07,2.5063213726639333e-08
2017,1.0691348251157251e-07,3.496699818583693e-08
2018,1.053238420922753e-07,2.220061290358899e-08
2019,1.0841697672958617e-07,3.90301124753023e-08
