year,vous_PRON irez_VERB,vous_PRON tirez_VERB
1917,5.285816655486997e-07,1.469500929829337e-07
1918,4.893196177135906e-07,1.079719407215407e-07
1919,6.279752682303297e-07,1.1786046094641733e-07
1920,6.03506862262293e-07,1.5447352730291186e-07
1921,6.997218520155002e-07,1.2570760787866675e-07
1922,6.802456624654951e-07,1.387051842272058e-07
1923,6.804822731965032e-07,1.2526818693459063e-07
1924,7.54159998450632e-07,9.410885848382122e-08
1925,7.324786537310501e-07,1.220797756218417e-07
1926,6.999775052918267e-07,1.2260751969250805e-07
1927,7.43653274071221e-07,1.5051453416958793e-07
1928,6.935606933211602e-07,1.0397697280950524e-07
1929,7.452931924945005e-07,1.0694790208987115e-07
1930,6.69079540216444e-07,1.2289216222427513e-07
1931,5.965001435015438e-07,9.808606726835478e-08
1932,5.348253750980803e-07,1.1069132188623598e-07
1933,5.655036403595659e-07,6.997103874084587e-08
1934,6.242403145506614e-07,8.387105765450542e-08
1935,5.804617870808215e-07,9.69431024344658e-08
1936,4.898384702300973e-07,1.0548501361284934e-07
1937,5.502318600747458e-07,8.687871222434751e-08
1938,5.36759884539606e-07,7.130867984983524e-08
1939,4.924684162688209e-07,9.482311025266199e-08
1940,5.451933304811973e-07,4.817987608873864e-08
1941,6.227670610314817e-07,7.673906665672803e-08
1942,6.25047633207032e-07,8.495792869211982e-08
1943,6.880667200448443e-07,9.290352842583616e-08
1944,7.454591752775741e-07,8.032965226334454e-08
1945,7.45048367889467e-07,1.3506725338174874e-07
1946,7.628765104072954e-07,1.531321487391324e-07
1947,8.010825069959537e-07,1.52587144697236e-07
1948,7.110214568228912e-07,1.3589859548801542e-07
1949,6.557761480507907e-07,8.442626953097943e-08
1950,6.99806790294133e-07,9.25276442131917e-08
1951,6.5461006215628e-07,1.2900296475493178e-07
1952,6.69595038971238e-07,1.1177492176273063e-07
1953,6.690546570098377e-07,1.120478057003993e-07
1954,6.684415012614409e-07,1.1336141980677894e-07
1955,6.006789163848225e-07,1.2295146234464482e-07
1956,6.933307616918682e-07,1.0639793046607338e-07
1957,6.343557004129252e-07,1.1132147292869377e-07
1958,6.90732335328903e-07,1.0671194239364468e-07
1959,5.859565277432921e-07,1.0851047171911432e-07
1960,7.58523327704097e-07,1.3910875118483546e-07
1961,7.135759716447865e-07,1.2993057474375291e-07
1962,7.293249666417978e-07,1.6108569411699136e-07
1963,6.563044081531189e-07,1.1574235614375539e-07
1964,7.361601603861345e-07,1.7156791187744602e-07
1965,6.353042323326008e-07,1.3844270263518865e-07
1966,6.945999757590471e-07,1.3570732804168983e-07
1967,6.61157983472549e-07,1.8390152156655404e-07
1968,6.126291225427849e-07,1.2351393952059198e-07
1969,5.913368710253053e-07,1.4442790430280184e-07
1970,6.272661181583317e-07,1.3704200974018477e-07
1971,6.248291271049311e-07,1.4438896478452534e-07
1972,5.140407068893182e-07,1.4928727765095573e-07
1973,5.292675808732383e-07,1.0695615593192542e-07
1974,4.292311288622841e-07,1.0182285059556762e-07
1975,4.963276154512641e-07,9.423942692876608e-08
1976,4.410842677771143e-07,9.084507812673337e-08
1977,4.04910267093328e-07,9.696690028704325e-08
1978,4.6633642369897643e-07,1.0396034522131004e-07
1979,5.161440554957153e-07,1.3927696329574246e-07
1980,4.622027631739911e-07,1.1313449554961608e-07
1981,5.218578280619113e-07,1.1196222970966119e-07
1982,4.593551778953042e-07,1.1359729512605554e-07
1983,4.313360761898366e-07,9.725586735953584e-08
1984,4.1752862500743504e-07,9.626354380287694e-08
1985,4.3432328311610036e-07,9.263959555028123e-08
1986,4.801582775826319e-07,1.216880516352603e-07
1987,4.503671888755889e-07,1.1977200742308014e-07
1988,4.659322172528846e-07,1.1033659141901353e-07
1989,4.2148778334194503e-07,1.2622681122564927e-07
1990,4.0592449579435197e-07,9.807571998976528e-08
1991,4.48402076358434e-07,1.0433408448307091e-07
1992,4.1655178506516677e-07,9.201606943065599e-08
1993,4.763718379763304e-07,1.0524493809782598e-07
1994,5.116678920558115e-07,1.0233357894406936e-07
1995,4.202399352948305e-07,8.838595100257862e-08
1996,3.987554961781825e-07,8.914613669475102e-08
1997,3.730427948767101e-07,1.241877658486601e-07
1998,3.661923173581272e-07,1.0203796563246215e-07
1999,3.8755306519533406e-07,1.0054442611817649e-07
2000,4.276654479440367e-07,9.410406853760378e-08
2001,3.921184656974219e-07,1.0558720653364162e-07
2002,3.9956739072977143e-07,1.1785485831694587e-07
2003,4.1335874811920803e-07,1.1792391774179123e-07
2004,4.4003863308716973e-07,1.0086971968803482e-07
2005,4.521764651599369e-07,9.998324479454368e-08
2006,4.87969955997869e-07,1.247720664565577e-07
2007,5.839928860496002e-07,1.430023583992579e-07
2008,6.454278747014541e-07,1.4901039513404157e-07
2009,6.317855110182791e-07,1.3398620879456757e-07
2010,7.992657771183076e-07,1.7478034308737733e-07
2011,1.1116286486867466e-06,2.30585513349979e-07
2012,1.3804244645143626e-06,3.0399976225226055e-07
2013,1.333201709030618e-06,2.627355826234634e-07
2014,1.3616319165521418e-06,2.8540567598156485e-07
2015,1.5050547403916426e-06,3.1940851386025315e-07
2016,1.5232634211770346e-06,3.121509450920712e-07
2017,1.2127762545333098e-06,2.6036577338572897e-07
2018,1.4221300261851866e-06,3.1080860196652793e-07
2019,1.4257470866141375e-06,3.1224089624970475e-07
