year,pas_ADV eu_VERB,pas_ADV tu_VERB
1875,2.5674780772533268e-05,4.1194995303861504e-08
1876,2.497850618965458e-05,3.567148554317612e-08
1877,2.4468368792440742e-05,5.1952453006265387e-08
1878,2.4206479793065228e-05,5.072834374786339e-08
1879,2.5364695829921402e-05,2.993569458986656e-08
1880,2.4315293558174744e-05,3.080566179924915e-08
1881,2.434241832816042e-05,4.950480403387303e-08
1882,2.5305771487182938e-05,3.460800157562005e-08
1883,2.4984770789160393e-05,5.245051326596695e-08
1884,2.4729957658564672e-05,3.895001299270007e-08
1885,2.518438850529492e-05,3.9962941511539896e-08
1886,2.3946868168422952e-05,5.0337018109303244e-08
1887,2.5392946554347873e-05,3.917354818305796e-08
1888,2.525276613596361e-05,3.043495100385485e-08
1889,2.504175245121587e-05,3.821733329800736e-08
1890,2.6125129807041958e-05,3.5393686204088226e-08
1891,2.4647833924973384e-05,5.099375977035692e-08
1892,2.4835846488713287e-05,3.635737000351469e-08
1893,2.5230416213162243e-05,2.832871559554917e-08
1894,2.5523755539325066e-05,3.465846631911518e-08
1895,2.457400296407286e-05,3.671354731338283e-08
1896,2.4874258087947965e-05,4.304831069390502e-08
1897,2.4384213247685693e-05,2.9716238358901137e-08
1898,2.5205141355399974e-05,4.696434596773713e-08
1899,2.5254952561226673e-05,4.2562353641528716e-08
1900,2.3609429263160564e-05,3.114631919043376e-08
1901,2.4198121536755934e-05,3.2414686101933654e-08
1902,2.1113239199621603e-05,1.8659077838378835e-08
1903,2.3992639398784377e-05,3.5101431761219715e-08
1904,2.376928023295477e-05,3.332267528577404e-08
1905,2.4114162442856468e-05,3.044847735056422e-08
1906,2.3862328816903755e-05,4.012463905578301e-08
1907,2.3410737412632443e-05,3.2399912752723026e-08
1908,2.4200870029744692e-05,2.9959473124563374e-08
1909,2.4386410586885177e-05,4.2357572893614304e-08
1910,2.4151286197593436e-05,4.5959694716657395e-08
1911,2.340858191018924e-05,5.639596745155018e-08
1912,2.350334580114577e-05,4.011254439717504e-08
1913,2.2921642084838822e-05,4.719660884333621e-08
1914,2.4128366931108758e-05,3.2144369221942526e-08
1915,2.7030957426177338e-05,5.536958258556268e-08
1916,2.694015893212054e-05,6.262853546878944e-08
1917,2.6286519641871564e-05,7.457168615943033e-08
1918,2.4879491320461966e-05,5.6283244731503146e-08
1919,2.4569302695454098e-05,5.893022803071801e-08
1920,2.3614004021510482e-05,5.6791739311279343e-08
1921,2.3516409783042036e-05,4.392193631019836e-08
1922,2.3708995286142454e-05,4.943216769248693e-08
1923,2.3796708774170838e-05,5.095654964648588e-08
1924,2.4705508621991612e-05,6.445812372746218e-08
1925,2.3816553948563524e-05,3.409435223034052e-08
1926,2.268685057060793e-05,4.012609711168125e-08
1927,2.4869461412890814e-05,4.0137210444157745e-08
1928,2.3196005713543855e-05,2.856510217252861e-08
1929,2.3902855900814757e-05,3.7877380121287274e-08
1930,2.3310647520702332e-05,5.671946023966257e-08
1931,2.3117518139770254e-05,3.421607086551148e-08
1932,2.271363882755395e-05,4.164623867985995e-08
1933,2.2199172235559672e-05,4.1294382802092855e-08
1934,2.14949541259557e-05,2.036868629318178e-08
1935,2.1290381482685916e-05,4.308582379763948e-08
1936,2.128736196027603e-05,3.516167268458048e-08
1937,2.184936784033198e-05,4.280980003823487e-08
1938,2.0969937395420857e-05,3.111651447618158e-08
1939,2.1348965674405918e-05,2.7529291735106654e-08
1940,1.9761357179959305e-05,4.0572528225979454e-08
1941,2.0935007341904566e-05,5.9030050625352715e-08
1942,2.124251659552101e-05,8.49579275818968e-08
1943,2.1359101083362475e-05,6.387117368333861e-08
1944,2.2498728867503814e-05,5.1410976809052045e-08
1945,2.395918818365317e-05,6.099811500348551e-08
1946,2.3086759028956294e-05,4.5939644088832665e-08
1947,2.409446460660547e-05,5.960435478513659e-08
1948,2.156873779313173e-05,3.696441819300844e-08
1949,2.0943605704815127e-05,3.9268032825390264e-08
1950,2.17429333133623e-05,3.509669355139522e-08
1951,2.2511549104820006e-05,6.290226961525036e-08
1952,2.1100153389852494e-05,4.5342657184477275e-08
1953,2.1344028937164694e-05,7.218464537217528e-08
1954,2.290878001076635e-05,3.9090145786957464e-08
1955,2.1391677364590578e-05,5.9129329876839165e-08
1956,2.145139114873018e-05,4.360570748929149e-08
1957,2.04221887543099e-05,5.6544242621470175e-08
1958,2.082537321257405e-05,3.4743421473137914e-08
1959,2.0315485016908497e-05,4.650448670595608e-08
1960,2.063515603367705e-05,4.498541716912996e-08
1961,2.09084009838989e-05,4.51630355335908e-08
1962,2.077942008327227e-05,6.024858567599267e-08
1963,1.978482941922266e-05,6.983337552668445e-08
1964,2.1115629351697862e-05,6.2056478622452e-08
1965,1.994997546717059e-05,6.785333894754331e-08
1966,2.039708851953037e-05,7.200797025319616e-08
1967,2.0927302102791145e-05,7.740626539742834e-08
1968,2.0972665879526176e-05,6.24306786267681e-08
1969,2.053419484582264e-05,8.084328673163554e-08
1970,2.0312569176894613e-05,6.898087523410368e-08
1971,1.9351718947291374e-05,6.679916841889622e-08
1972,1.9020531908608973e-05,6.566587806844382e-08
1973,1.8959908629767597e-05,6.064524127324944e-08
1974,1.8663959053810686e-05,7.313243299833516e-08
1975,1.7639906218391843e-05,6.910890970601713e-08
1976,1.8913488020189106e-05,7.484720176975657e-08
1977,1.866348429757636e-05,8.22749428586178e-08
1978,1.9030683688470162e-05,6.05940317921494e-08
1979,1.9392855392652564e-05,1.7380360617380575e-07
1980,1.9475621229503304e-05,8.414022678593369e-08
1981,1.9886261725332588e-05,9.80460193034105e-08
1982,1.980503657250665e-05,9.373328246908841e-08
1983,1.9389282897464e-05,8.020451236490089e-08
1984,1.980419438041281e-05,9.800324107800407e-08
1985,1.9112028894596733e-05,7.639758647925987e-08
1986,2.1014267986174673e-05,7.133437796014164e-08
1987,1.988154326681979e-05,5.988600548789691e-08
1988,2.0351704733911902e-05,7.49569220026558e-08
1989,2.106780266331043e-05,7.957777303779778e-08
1990,1.981619789148681e-05,5.121731794233142e-08
1991,2.0682180547737516e-05,5.7442358869508325e-08
1992,1.9746537873288617e-05,6.336435909304328e-08
1993,2.0493405827437527e-05,6.702440957795375e-08
1994,2.0406581825227477e-05,6.646407468835491e-08
1995,2.0239298464730382e-05,6.83228797981883e-08
1996,2.0586352547979914e-05,7.740233876063485e-08
1997,2.0445429981919006e-05,7.575933125281153e-08
1998,2.0963556380593218e-05,7.43828154625703e-08
1999,2.029854840657208e-05,7.495130160961594e-08
2000,1.9715465896297246e-05,7.024670223287899e-08
2001,1.9777666238951497e-05,8.149053609685097e-08
2002,2.0048908481840044e-05,8.192884282109958e-08
2003,2.080669582937844e-05,8.833876474767521e-08
2004,2.0349694750620984e-05,8.148863717138966e-08
2005,1.985883318411652e-05,7.926599199237216e-08
2006,2.0740164472954348e-05,1.0171188158381028e-07
2007,2.228320408903528e-05,9.426971825376995e-08
2008,2.2800717488280497e-05,9.45151579223591e-08
2009,2.369410140090622e-05,9.250293553364486e-08
2010,2.7026710085920058e-05,1.327385890093069e-07
2011,2.6375082597951405e-05,1.0362964264487573e-07
2012,3.016780647158157e-05,1.2936160054266566e-07
2013,3.1728530302643776e-05,1.1128609234134501e-07
2014,3.4291340853087604e-05,1.2343037791850975e-07
2015,3.265813575126231e-05,1.4851054563891353e-07
2016,3.281499812146649e-05,1.081239489053587e-07
2017,3.3377633371856064e-05,1.564710201407138e-07
2018,3.522798579069786e-05,1.7295826992835828e-07
2019,3.4485528885852545e-05,1.4464099873379155e-07
