year,mais_CONJ elle_PRON,mais_CONJ telle_DET
1869,5.774517103418475e-05,3.9361165704576706e-07
1870,5.5339306072710315e-05,3.967961674788967e-07
1871,5.2210522426321404e-05,3.462503741502587e-07
1872,5.525453843802097e-05,4.5294572714738024e-07
1873,5.3620830385625595e-05,4.076468940183986e-07
1874,5.3087987453181995e-05,3.029126816045391e-07
1875,5.400034388003405e-05,4.4341834382066736e-07
1876,5.307615128913312e-05,4.147566130541236e-07
1877,5.237920686340658e-05,3.234658834116999e-07
1878,5.0243405894434545e-05,3.538905986033569e-07
1879,5.221090532359085e-05,3.7205791159067303e-07
1880,5.0935880153701873e-05,3.4592190445437154e-07
1881,5.0651083711272804e-05,3.911576698101271e-07
1882,5.2175558266753796e-05,3.633840321981552e-07
1883,5.013005193177378e-05,3.254459528534426e-07
1884,5.143118141859304e-05,3.2810433481245127e-07
1885,5.1103577789035626e-05,3.3001654742292885e-07
1886,4.991625291950186e-05,3.129930092882205e-07
1887,5.182464337849524e-05,3.368925121094435e-07
1888,5.037238042859826e-05,3.271757265110864e-07
1889,4.98278873237723e-05,2.8255767148266386e-07
1890,4.992607227904955e-05,3.4279442218121403e-07
1891,5.109064841235522e-05,3.2699749397124833e-07
1892,4.759806597576244e-05,3.547978053575207e-07
1893,5.043250530434307e-05,3.036099371911405e-07
1894,4.951497430738527e-05,2.520615751677724e-07
1895,4.897286453342531e-05,3.4486662059407536e-07
1896,4.9195372412214056e-05,3.031072850490091e-07
1897,4.851846006204141e-05,3.3736671412043506e-07
1898,4.985463237971999e-05,3.542130144751354e-07
1899,4.916891430184478e-05,2.586906617807472e-07
1900,4.904143770545488e-05,2.740876112738988e-07
1901,4.875839476881083e-05,2.8502567772648035e-07
1902,4.5495251470129006e-05,3.078747852214292e-07
1903,4.886929218628211e-05,2.5327033625899276e-07
1904,4.8288857215084136e-05,2.934545335619987e-07
1905,4.756362068292219e-05,2.7352022868853965e-07
1906,4.924990935251117e-05,2.7932922108675484e-07
1907,4.863278354605427e-05,2.8234209281663425e-07
1908,5.05219868500717e-05,3.172757345737409e-07
1909,5.0527084567875136e-05,3.2565823460117826e-07
1910,5.1066031119262334e-05,3.120984075621891e-07
1911,4.8284521653840784e-05,3.330554250169371e-07
1912,4.8995126235240605e-05,3.281935363474986e-07
1913,5.035347930970602e-05,3.218914770286574e-07
1914,4.947621073370101e-05,3.314888203931332e-07
1915,4.5483165195037145e-05,2.956971201228953e-07
1916,4.9212843805435114e-05,2.065642803472656e-07
1917,4.8789623178890906e-05,2.555176905616463e-07
1918,4.707461630459875e-05,2.228357089961719e-07
1919,4.7582475417584646e-05,2.9465114437243756e-07
1920,5.057796624896582e-05,3.3999320692146284e-07
1921,5.057232283434132e-05,2.938226018045498e-07
1922,5.090185095468769e-05,2.9954418323541177e-07
1923,4.942997929902049e-05,2.8132262741564773e-07
1924,4.948836794937961e-05,2.758807653435724e-07
1925,4.990533307136502e-05,2.9805062240484403e-07
1926,5.0770661800925154e-05,3.0317495713916287e-07
1927,5.5435060858144425e-05,3.1106337416986207e-07
1928,5.0279150855203625e-05,2.7079717312972207e-07
1929,4.8583312491246033e-05,2.695978338351779e-07
1930,4.8641137254890054e-05,2.8359730208649125e-07
1931,4.5758292799291667e-05,2.4065302994813464e-07
1932,4.676763001043582e-05,2.9481154228960804e-07
1933,4.645388708013343e-05,2.95943081596306e-07
1934,4.568935946736019e-05,2.360371311738163e-07
1935,4.637111669580918e-05,2.776641920831935e-07
1936,4.583263307722518e-05,2.521940629662822e-07
1937,4.611622807715321e-05,2.3797213088982971e-07
1938,4.704039110947633e-05,2.7875211117134313e-07
1939,4.7221908971550874e-05,2.3246956715183842e-07
1940,4.092753715667641e-05,2.1807733219247893e-07
1941,4.783205258718226e-05,2.272656942636786e-07
1942,4.5710399717791006e-05,2.5183958030083886e-07
1943,4.998790336685488e-05,2.7290411708236206e-07
1944,4.824920415558154e-05,2.3777577951022977e-07
1945,5.123405753693078e-05,2.723130094750559e-07
1946,5.068256541562732e-05,2.477956542179527e-07
1947,5.1331268878129777e-05,2.980217743697722e-07
1948,4.862560672336258e-05,3.0550005192253593e-07
1949,4.766059555549873e-05,2.297179975130348e-07
1950,4.906411413685419e-05,2.520580721920851e-07
1951,4.8838814109331e-05,2.3348469113670944e-07
1952,4.618096772901481e-05,2.1089607571411761e-07
1953,4.7372517656185664e-05,2.424111187337985e-07
1954,4.850109507970046e-05,2.550631990061447e-07
1955,4.5730436795565765e-05,2.3651731595464298e-07
1956,4.817907483811723e-05,2.1017951468138563e-07
1957,4.685308704210911e-05,2.509150789364867e-07
1958,4.719149274023948e-05,2.0266996614282107e-07
1959,4.7665548663644586e-05,2.379479653313865e-07
1960,4.752605491376016e-05,2.380766730425421e-07
1961,4.87684346808237e-05,2.8556934239531984e-07
1962,4.7048436499608215e-05,2.5811762327521137e-07
1963,4.825744872505311e-05,2.457100265473855e-07
1964,4.6089103307167534e-05,2.5370147938019727e-07
1965,4.5840950406272896e-05,2.6867732572100067e-07
1966,4.773962245963048e-05,2.2322470982771847e-07
1967,4.7305583393608686e-05,2.376421761596248e-07
1968,4.731796525447862e-05,2.636461076122032e-07
1969,4.493842334341025e-05,2.3662558135129075e-07
1970,4.440620796231087e-05,2.4511204088639715e-07
1971,4.411468580656219e-05,2.435600450212405e-07
1972,4.2603305701049976e-05,2.231613933645349e-07
1973,4.176251695753308e-05,2.0729646621475695e-07
1974,3.9928057049110066e-05,2.042082556386049e-07
1975,3.8900891922821756e-05,2.3188609787894165e-07
1976,4.1051120206248015e-05,2.2911243036105589e-07
1977,4.128028012928553e-05,1.9510915905129878e-07
1978,4.222037659928901e-05,1.823761479613495e-07
1979,4.4303534195933025e-05,1.9194472855588174e-07
1980,4.247830747772241e-05,1.9102106563195775e-07
1981,4.3150368583155796e-05,1.8027816395260743e-07
1982,4.431784236658132e-05,1.9801932893415142e-07
1983,4.339569295552792e-05,1.9640632586970241e-07
1984,4.329829698690446e-05,1.8962757764029448e-07
1985,4.2825358832487836e-05,1.9009164020644675e-07
1986,4.347680533101084e-05,1.76237868743101e-07
1987,4.3908665247727185e-05,1.8393558320894954e-07
1988,4.438709129317431e-05,2.002848944471225e-07
1989,4.358392379799625e-05,1.6189960305723616e-07
1990,4.4602657908399124e-05,1.9669629125473875e-07
1991,4.434550010046223e-05,1.957729409696185e-07
1992,4.4227221223991364e-05,1.8678710489439254e-07
1993,4.4989997149968985e-05,2.0772028364035577e-07
1994,4.521825485426234e-05,1.6141274983283438e-07
1995,4.4394148062565364e-05,1.832788427691412e-07
1996,4.453463498066412e-05,1.782922716131452e-07
1997,4.5241269617690705e-05,1.62546925253082e-07
1998,4.579692904371768e-05,1.8261935252894546e-07
1999,4.619010906026233e-05,1.7275360164603626e-07
2000,4.710372468252899e-05,1.740704433927931e-07
2001,4.6255082452262286e-05,1.5947610521038769e-07
2002,4.730974251287989e-05,1.5816209497643285e-07
2003,4.871466353506548e-05,1.741773765218113e-07
2004,4.7834711949690245e-05,1.5416769372222916e-07
2005,4.924444783682702e-05,1.4411998705554652e-07
2006,5.095024062029552e-05,1.680099046552641e-07
2007,6.246287193789613e-05,1.6736868957423212e-07
2008,6.442528137995396e-05,1.5709952805309513e-07
2009,6.967092303966638e-05,1.4256895397579683e-07
2010,8.153928138199262e-05,1.280147898796713e-07
2011,8.434955634584185e-05,1.2619107891964632e-07
2012,9.419090383744333e-05,1.205105419899155e-07
2013,0.00010103633576363791,1.3220452999007648e-07
2014,0.00010669278344721533,1.3512378060909214e-07
2015,0.00010457735879754182,1.4695894634542128e-07
2016,0.00010775524970085826,1.5079355719649357e-07
2017,0.00010529292558203451,1.0766816416207803e-07
2018,0.0001105120772990631,1.3346182825557662e-07
2019,0.0001055022221407853,1.1683523837291432e-07
