year,quels_PRON ont_VERB,quels_DET tons_NOUN
1854,5.964622857845825e-07,1.558699391779328e-09
1855,7.594227042773127e-07,1.1144567935161831e-08
1856,7.046154451018083e-07,1.346069167240671e-08
1857,6.921980002516648e-07,2.440754598431738e-09
1858,6.278586255348273e-07,6.8511465389775594e-09
1859,6.528166238695121e-07,1.476730249194702e-08
1860,6.078500405237719e-07,7.323494477518011e-09
1861,5.876090938272682e-07,1.226150558863992e-08
1862,6.749871488409553e-07,2.394532752636458e-08
1863,5.943598750945966e-07,1.4983863039219614e-08
1864,6.376988039846765e-07,1.1027874391444925e-08
1865,5.784711518685981e-07,3.765475542483188e-09
1866,6.544249373519051e-07,1.216403200388072e-08
1867,8.497273142893391e-07,8.73506067478047e-09
1868,7.992715893578861e-07,6.915823802522425e-09
1869,6.109282537636318e-07,9.767037956187608e-09
1870,6.920997179804544e-07,1.0321287380321564e-08
1871,5.491148442615668e-07,7.434823867669138e-09
1872,6.289233027700902e-07,1.8142017887967654e-09
1873,7.033555249336132e-07,1.1373408437265198e-08
1874,5.257656141566258e-07,5.974609029735234e-09
1875,7.500921839209695e-07,6.293679799540541e-09
1876,6.281809277197681e-07,7.859819239897092e-09
1877,6.630122584283527e-07,1.5462040092728557e-08
1878,5.634469744109083e-07,4.2273621270183526e-09
1879,7.19067571708365e-07,7.33119043250241e-09
1880,5.904418571844872e-07,5.134277003548959e-09
1881,6.289201763820529e-07,4.8807553554297556e-09
1882,5.923292718534867e-07,1.2645231528551903e-08
1883,5.965456040257777e-07,8.215140845369007e-09
1884,5.670857774475735e-07,1.0562715146988921e-08
1885,6.013778062197161e-07,8.379326343899152e-09
1886,5.491897709930527e-07,4.5174246565693466e-09
1887,6.829255028151238e-07,8.4876022321545e-09
1888,6.004562038697259e-07,4.438430289965822e-09
1889,5.958145123940994e-07,1.0650732518158179e-08
1890,5.728533665205759e-07,1.9663159989136147e-09
1891,5.908902096507518e-07,7.0116419337296065e-09
1892,6.50671566404526e-07,4.387958663087943e-09
1893,6.546396917883612e-07,7.390100087434348e-09
1894,6.339348743722439e-07,2.520615716150587e-09
1895,6.807053125612583e-07,6.6204757231957956e-09
1896,6.887729995241898e-07,8.255840677762194e-09
1897,6.700720831531726e-07,4.078699378240458e-09
1898,6.314724174671937e-07,8.487532010548193e-09
1899,6.284856652882809e-07,3.8693048765026106e-09
1900,7.111742661436438e-07,4.1528424032932776e-09
1901,6.158790313293139e-07,2.235495566438317e-09
1902,5.033041077240341e-07,8.838510923148135e-09
1903,5.443422139705945e-07,1.6200660812870638e-09
1904,6.073326659361555e-07,2.6873125946735854e-09
1905,5.692317301964067e-07,3.6125313851442797e-09
1906,5.48884500517488e-07,3.600929110447737e-09
1907,5.847413007131763e-07,4.114274698707732e-09
1908,4.940857465385307e-07,2.4556945366072114e-09
1909,4.730845972744646e-07,3.85068837926994e-09
1910,5.07159882090491e-07,3.7409054742809644e-09
1911,5.623635388474213e-07,5.852411777418354e-09
1912,5.073976154790216e-07,4.167536982180309e-09
1913,4.884053481646333e-07,7.42418571064718e-09
1914,4.38636710953233e-07,4.018046229070649e-09
1915,5.31312366547354e-07,3.534228465440492e-09
1916,5.241019493951171e-07,2.197492410260793e-09
1917,4.244006177600568e-07,3.289927441585405e-09
1918,4.502659365357431e-07,1.033773866510046e-08
1919,4.2816494527642135e-07,1.8415696745321952e-09
1920,3.8466938434567055e-07,2.2716695191604686e-09
1921,4.369475163912284e-07,1.5145494858259667e-09
1922,4.6112096185879636e-07,5.90234855435412e-09
1923,4.426850210847988e-07,1.0615948120573648e-08
1924,4.512068585427187e-07,7.734974438733389e-09
1925,3.6843896822347233e-07,9.898360353588487e-09
1926,3.611348731169528e-07,4.458455493683289e-09
1927,3.868780922289261e-07,1.1149224765638621e-08
1928,4.0448185956165617e-07,6.8556245125250825e-09
1929,3.8880019559428547e-07,7.798284462623428e-09
1930,4.4220169570508006e-07,3.1510811737689437e-09
1931,3.9120372008483173e-07,1.1405356659111021e-09
1932,3.8029590854193884e-07,1.0959536611565568e-09
1933,4.393263708379891e-07,3.4411986593596566e-09
1934,4.409221432410959e-07,1.1981580172459871e-09
1935,3.123722223108416e-07,2.393656828303392e-09
1936,3.2130493821114214e-07,4.849885826274658e-09
1937,3.7143797726457706e-07,2.5182236296217297e-09
1938,4.1877642331655807e-07,2.5930428915188486e-09
1939,3.991747092868536e-07,3.058810094103137e-09
1940,4.107968365474335e-07,0.0
1941,3.276167888088821e-07,1.1806010391524069e-08
1942,2.791474855712295e-07,0.0
1943,3.570979387745865e-07,2.9032352077962287e-09
1944,3.438109104081377e-07,0.0
1945,3.2459710297416677e-07,8.714016175304096e-09
1946,3.1183272852786104e-07,8.352662561605939e-09
1947,3.826599481726589e-07,4.7683483828109274e-09
1948,3.5333636105860933e-07,6.523132700664291e-09
1949,3.3279658140372703e-07,6.871905600114303e-09
1950,4.200967822498569e-07,3.190608444114673e-09
1951,3.976702984687108e-07,2.1322803078760444e-08
1952,3.3743371830041724e-07,6.326882462381889e-09
1953,4.223340255293806e-07,7.541679059031026e-09
1954,3.6940187442269234e-07,2.9317608341017376e-09
1955,3.4163612383508735e-07,6.569925492527773e-09
1956,3.505899002220758e-07,8.72114158667614e-10
1957,3.383819375812891e-07,4.417518850718949e-09
1958,3.449525465271108e-07,8.272243445794913e-10
1959,3.5033380640925316e-07,1.0851047393956037e-08
1960,3.4327332798511634e-07,2.7683333403416555e-09
1961,3.00160486688128e-07,3.4740795795684676e-09
1962,3.0124292749178494e-07,1.9025869768540815e-09
1963,3.2071624644913754e-07,2.5864212993553792e-09
1964,4.0701746684135287e-07,7.300761772910391e-09
1965,3.748349683974084e-07,2.73602163147757e-09
1966,3.4951560934359804e-07,8.862519385033352e-09
1967,3.806218984436782e-07,4.437302081328198e-09
1968,3.328139186464796e-07,4.940557268851009e-09
1969,4.2102094255369593e-07,4.5417576088890854e-09
1970,3.996291866315005e-07,7.357959852516416e-09
1971,3.530079126790042e-07,4.11071787720374e-09
1972,3.8373498512100923e-07,5.130146973897354e-09
1973,3.010209184139967e-07,2.205281512956958e-09
1974,3.335964038342354e-07,3.937900228123681e-09
1975,3.3240814900636906e-07,2.2845920710778955e-09
1976,3.9766148063336004e-07,3.4281160132820787e-09
1977,3.4849315966312133e-07,1.1753563677885381e-09
1978,3.409899420603324e-07,3.564354700280603e-09
1979,3.3122169895705156e-07,1.7555920051037788e-09
1980,3.547534106473904e-07,1.1370301367108482e-09
1981,3.352541142476184e-07,1.8976649140967083e-09
1982,3.2216937029261317e-07,3.103751144983846e-09
1983,3.4671086268645013e-07,5.683784332077835e-09
1984,3.3576259284018306e-07,4.059305780401701e-09
1985,3.1220746166127356e-07,6.015558051686298e-10
1986,3.4468291687517194e-07,2.9972427872948515e-09
1987,3.3059518500522245e-07,1.2221633705067347e-09
1988,3.5679495624663105e-07,2.9982769045311386e-09
1989,3.698994390788357e-07,2.1952488715726304e-09
1990,3.007655209330551e-07,2.7243255429354463e-09
1991,3.70444610098275e-07,2.344586136349136e-09
1992,3.2012775363909896e-07,4.958949695321735e-09
1993,3.4952398664245266e-07,4.4313659408601325e-09
1994,3.2071554301182914e-07,5.802419433820205e-09
1995,3.1070642592112563e-07,1.6267352465071383e-09
1996,3.288264878165137e-07,1.067618438099771e-09
1997,3.025578507731552e-07,4.794894592485832e-09
1998,3.194646609472329e-07,1.9072516899143466e-09
1999,3.3316766234747774e-07,2.2851005809787495e-09
2000,3.5432613287866843e-07,5.743441056083043e-09
2001,3.1895221752620273e-07,3.943090687297257e-09
2002,3.0230427228161716e-07,3.943099347036849e-09
2003,3.5793867425581993e-07,4.166922806803086e-09
2004,3.4049035946281947e-07,2.642874807889939e-09
2005,3.368804755154997e-07,6.3052495447024626e-09
2006,3.2490150658759376e-07,3.294311934354255e-09
2007,2.816108093384173e-07,3.5950315224742013e-09
2008,2.87802919274327e-07,8.514879357157668e-10
2009,2.7464788843190036e-07,1.907277002999308e-09
2010,2.6217051640742284e-07,2.3618965672156378e-09
2011,2.581181064442717e-07,3.0591775501687124e-09
2012,2.556593869940116e-07,5.10637893080812e-09
2013,2.529736349288214e-07,3.62586255464592e-09
2014,2.0181948912068037e-07,7.362513487763067e-09
2015,1.9949178664546707e-07,5.763096000421797e-09
2016,2.0630547226119234e-07,5.178349971046714e-09
2017,2.1231759461670663e-07,4.528100339129537e-09
2018,2.2949238598357624e-07,5.6792266445171435e-09
2019,1.994872391719582e-07,4.591778124396484e-09
