year,ces_DET tissus_NOUN
1969,2.152793161513955e-07
1970,2.4373242446529275e-07
1971,1.9371758153141627e-07
1972,2.1854426002221317e-07
1973,2.0288589475114804e-07
1974,1.5751600912494723e-07
1975,1.6277718639656769e-07
1976,1.6912039235705834e-07
1977,1.8100487508831975e-07
1978,1.7762368820228858e-07
1979,1.5332170200110795e-07
1980,1.3928619502223683e-07
1981,1.4232486034160274e-07
1982,1.7008555808217807e-07
1983,1.7872344670877283e-07
1984,1.5251392326831592e-07
1985,1.6843562011814583e-07
1986,1.7743677460657636e-07
1987,1.6988070505874475e-07
1988,1.7869730406516737e-07
1989,1.1744581218664507e-07
1990,1.498378985331783e-07
1991,1.3305526191942363e-07
1992,1.476665012489775e-07
1993,1.8057815509564534e-07
1994,1.1393841781170977e-07
1995,1.5291311505905014e-07
1996,1.45729909917236e-07
1997,1.1939287603013327e-07
1998,1.1586553849696202e-07
1999,1.3299285583912024e-07
2000,1.2149586670062718e-07
2001,1.458943570398219e-07
2002,1.2749354638685872e-07
2003,1.0959007035182822e-07
2004,1.5681056986238673e-07
2005,1.5718085855098707e-07
2006,1.2683100791832658e-07
2007,1.2143217453797206e-07
2008,1.3453508795890912e-07
2009,1.2778755653641838e-07
2010,1.426585543029546e-07
2011,1.4989970242851314e-07
2012,1.4978711782021037e-07
2013,1.2857866327209422e-07
2014,1.2711163321910135e-07
2015,1.3498943651768514e-07
2016,1.4188678854054615e-07
2017,1.3232114959293995e-07
2018,1.334618318082903e-07
2019,1.3112076935328787e-07
