year,leurs_DET eaux_NOUN,leurs_DET taux_NOUN
1952,6.35851671759724e-07,1.2759213374735623e-07
1953,6.572034489948919e-07,1.6591693707823651e-07
1954,5.482392735345343e-07,1.4463354069960133e-07
1955,5.302868579803999e-07,9.948744272847421e-08
1956,5.119310024781498e-07,1.412824950364211e-07
1957,5.48655819443411e-07,1.5638016392927057e-07
1958,5.931198465702892e-07,1.5634539707320982e-07
1959,5.138746086430501e-07,1.6354078358205015e-07
1960,4.830741744399347e-07,1.3772458862248982e-07
1961,4.947089333739996e-07,1.6536619629192728e-07
1962,4.718415551607791e-07,1.331810839388936e-07
1963,4.972395082347703e-07,1.842825145814686e-07
1964,5.305220174278702e-07,1.9772897452696725e-07
1965,4.492547596157692e-07,1.6470850994210195e-07
1966,4.7248308021607954e-07,2.1436219022064051e-07
1967,4.5457693609307626e-07,1.7749208280903872e-07
1968,5.048351185976685e-07,2.079525529552484e-07
1969,5.068601822699748e-07,2.6523864349314863e-07
1970,4.796470083334725e-07,2.777630019323851e-07
1971,4.83523194816371e-07,2.564060208598562e-07
1972,5.022413542832282e-07,2.5189020469440493e-07
1973,4.972909701805861e-07,2.530560552216343e-07
1974,4.7029780070317884e-07,2.756530221859066e-07
1975,4.2836102398524645e-07,3.1356025687045985e-07
1976,4.86221148676691e-07,2.913898669021364e-07
1977,4.266543554010127e-07,2.873746449694181e-07
1978,4.556433665925397e-07,3.089107600828811e-07
1979,3.9149702502072614e-07,2.7445754025023916e-07
1980,4.349140336756818e-07,3.1097773423027775e-07
1981,3.529656584788654e-07,3.5865866720996564e-07
1982,4.1714415122129367e-07,3.227901199664984e-07
1983,3.8333967289361226e-07,3.340802106066576e-07
1984,4.0477079465972565e-07,3.746159524808945e-07
1985,3.9702681675635176e-07,3.2784791414997017e-07
1986,3.3089560824706155e-07,3.482796007148181e-07
1987,3.8375929101164274e-07,4.1064690492476075e-07
1988,3.1601838568207086e-07,3.6758875232578703e-07
1989,3.709970526344364e-07,3.397147523287458e-07
1990,4.173666727780301e-07,3.835850410638386e-07
1991,3.1182993787126634e-07,3.792367948562969e-07
1992,3.818391354215578e-07,3.6696228544741416e-07
1993,3.1628873653488654e-07,3.434308535332775e-07
1994,3.492001487970242e-07,3.497276406250194e-07
1995,3.134176509433928e-07,3.2100908597954003e-07
1996,3.4484074618035265e-07,3.5658455388443144e-07
1997,3.2988873677197716e-07,3.2365536384304505e-07
1998,3.156501664491884e-07,3.847880236662604e-07
1999,3.656160831866373e-07,3.5647568807917196e-07
2000,3.127966237137514e-07,2.937990917217803e-07
2001,3.0537047379652904e-07,3.483063348852511e-07
2002,3.369159262689436e-07,3.325347091021058e-07
2003,3.3460391435369274e-07,2.7876715158470233e-07
2004,2.858709411412974e-07,3.1450208481942354e-07
2005,2.940948569118973e-07,3.067053597760605e-07
2006,3.471381315733879e-07,2.717807294772001e-07
2007,3.1236829656222653e-07,2.4246490770707396e-07
2008,3.2995157628334937e-07,3.150505225590905e-07
2009,3.247139055417847e-07,3.5141578891284553e-07
2010,3.131874706241433e-07,3.122427099100378e-07
2011,3.5486458749289795e-07,2.477933875866256e-07
2012,3.8570182425701205e-07,2.1889344559156143e-07
2013,2.783546673157389e-07,1.835244205494746e-07
2014,3.109579207460911e-07,1.392381285825195e-07
2015,3.754878585837673e-07,1.1193705740097926e-07
2016,4.2669605626599605e-07,1.1371657215875075e-07
2017,2.8350940928234536e-07,1.421320341421506e-07
2018,3.198437168450141e-07,1.1539155897466458e-07
2019,3.431078550164557e-07,1.1683523926109274e-07
