year,moindres_ADJ erreurs_NOUN,moindres_ADJ terreurs_NOUN
1864,1.726102105692462e-08,0.0
1865,1.2708479601997169e-08,0.0
1866,2.2868380966656332e-08,0.0
1867,1.6014277903764196e-08,0.0
1868,2.321740844024589e-08,0.0
1869,1.6115613732381462e-08,0.0
1870,1.77755516972411e-08,5.734048791339319e-09
1871,2.442870794538976e-08,0.0
1872,1.9351485747165498e-08,0.0
1873,1.7359413462259e-08,0.0
1874,3.2262889249068394e-08,0.0
1875,3.318485752856759e-08,0.0
1876,1.874264654588842e-08,1.813804439976252e-09
1877,2.4739264858908427e-08,0.0
1878,9.058632954861423e-09,0.0
1879,2.1993571408529533e-08,0.0
1880,3.144744553651435e-08,0.0
1881,9.064259565150223e-09,0.0
1882,1.1314154946262533e-08,0.0
1883,1.0110942305630033e-08,0.0
1884,1.386356363042296e-08,0.0
1885,1.353583467533781e-08,0.0
1886,1.5488312854472497e-08,0.0
1887,1.3710741875172516e-08,0.0
1888,2.282621380800265e-08,0.0
1889,2.5060547415023393e-08,0.0
1890,2.94947390955258e-08,0.0
1891,1.1473596295275001e-08,0.0
1892,1.6298132621272998e-08,0.0
1893,1.1700991287000306e-08,0.0
1894,8.192000855444803e-09,0.0
1895,6.6204757231957956e-09,0.0
1896,1.533227589334274e-08,0.0
1897,3.437761009195128e-08,0.0
1898,2.319925584970406e-08,0.0
1899,1.9346524382513053e-08,0.0
1900,1.661137005726232e-08,0.0
1901,2.235495522029396e-08,0.0
1902,2.0132164380015638e-08,0.0
1903,1.4580594509538969e-08,0.0
1904,3.493506284257819e-08,0.0
1905,2.0643035725242953e-08,0.0
1906,2.0576738535282857e-08,0.0
1907,4.6285588695127444e-09,0.0
1908,1.7189861978295085e-08,0.0
1909,1.1552065082298668e-08,0.0
1910,6.947395991829808e-09,0.0
1911,2.553779587799454e-08,0.0
1912,1.927485904218429e-08,0.0
1913,1.4318072061314524e-08,0.0
1914,1.808120764223986e-08,0.0
1915,1.8849219074468238e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,7.366278698128781e-09,0.0
1920,1.3630017114962811e-08,0.0
1921,1.1359120755116692e-08,0.0
1922,2.5084981203349344e-08,0.0
1923,8.492758496458919e-09,0.0
1924,2.1915761649893284e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,1.671920735191179e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,7.998228745975666e-09,0.0
1929,3.230717737778832e-08,2.2280812750352652e-09
1930,1.05036033204442e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,5.4797681947604815e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,1.0783422155213884e-08,0.0
1935,1.6755597798123745e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,1.6854778905894818e-08,0.0
1939,6.117620188206274e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,2.227376683094917e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,2.174377655705939e-08,0.0
1949,9.817008539414473e-09,0.0
1950,1.0635361036293034e-08,0.0
1951,4.264560704569931e-09,0.0
1952,8.435843135146115e-09,0.0
1953,2.3702419582605216e-08,0.0
1954,1.172704333640695e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,4.360570571293465e-09,0.0
1957,5.301022731885041e-09,0.0
1958,1.4062814024384807e-08,0.0
1959,1.007597205671118e-08,0.0
1960,2.145458388724819e-08,0.0
1961,1.528595028332802e-08,0.0
1962,7.610347907416326e-09,0.0
1963,1.3578711488548834e-08,0.0
1964,7.300761772910391e-09,0.0
1965,1.5321720781003023e-08,0.0
1966,1.7171132071780448e-08,0.0
1967,1.3311906243984595e-08,0.0
1968,1.7965662735264232e-08,0.0
1969,1.407944960618579e-08,0.0
1970,7.817832603507213e-09,0.0
1971,7.707596338946132e-09,0.0
1972,1.0260293947794707e-08,1.5390440033513642e-09
1973,1.0475087464101307e-08,0.0
1974,8.438357568252286e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,7.998937512354587e-09,0.0
1977,1.1753563455840776e-08,0.0
1978,4.158414057542359e-09,0.0
1979,6.437170796402825e-09,0.0
1980,4.548120546843393e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,8.069752865935698e-09,0.0
1983,1.136756910824488e-08,0.0
1984,5.799008384599347e-09,0.0
1985,1.0828004270990732e-08,0.0
1986,9.591176741707841e-09,0.0
1987,7.332980445085013e-09,0.0
1988,8.994830658082265e-09,0.0
1989,6.585746614717891e-09,0.0
1990,7.083246433836621e-09,0.0
1991,7.6199047072123e-09,0.0
1992,4.4079553340736766e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,3.6924485691258724e-09,0.0
1995,4.337960657352369e-09,0.0
1996,4.270473752399084e-09,0.0
1997,1.438468344439059e-09,0.0
1998,6.198567881199324e-09,0.0
1999,3.656160929565999e-09,0.0
2000,2.2090156370779823e-09,0.0
2001,2.190605918883648e-09,0.0
2002,3.504977197366088e-09,0.0
2003,4.166922806803086e-09,0.0
2004,5.726228824443069e-09,0.0
2005,4.053374524914943e-09,0.0
2006,6.58862386870851e-09,0.0
2007,8.38840730210677e-09,0.0
2008,4.6831836186811415e-09,0.0
2009,5.245011536203492e-09,0.0
2010,5.668551850135373e-09,0.0
2011,7.647943611743813e-09,0.0
2012,5.7872298064864935e-09,0.0
2013,4.741512515948898e-09,0.0
2014,9.311413862178597e-09,0.0
2015,4.876465897751814e-09,0.0
2016,7.2496901815100045e-09,4.1426800878596737e-10
2017,4.024978128569501e-09,0.0
2018,3.872199894061623e-09,0.0
2019,6.377469219387422e-09,0.0
