year,mieux_ADV eu_VERB,mieux_ADV tu_VERB
1880,1.0910338410496934e-08,1.2835692508872398e-09
1881,6.9725074602899895e-09,4.183504653809678e-09
1882,1.1314154946262533e-08,3.9932310791357395e-09
1883,1.8326083761621703e-08,6.951272890631799e-09
1884,9.902545450302114e-09,1.3203393933736152e-09
1885,7.7347630522695e-09,0.0
1886,9.680196200179125e-09,7.098810428374236e-09
1887,1.828098916689669e-08,6.528924623161458e-10
1888,1.268122939990235e-08,5.706553452000662e-09
1889,9.397704836544563e-09,6.265136742733546e-10
1890,1.1797895993481688e-08,0.0
1891,1.211101796627645e-08,5.736798147637501e-09
1892,1.1283322720601063e-08,3.761107425503951e-09
1893,6.15841644346915e-09,0.0
1894,9.452309157609307e-09,0.0
1895,4.814891596538473e-09,3.611168697403855e-09
1896,1.533227589334274e-08,5.89702897624278e-10
1897,8.157399200570126e-09,1.1653427112179315e-09
1898,1.7540900287826844e-08,4.52668391659472e-09
1899,7.738609753005221e-09,5.527578395003729e-09
1900,2.0245106924221545e-08,2.07642125715779e-09
1901,1.4530721514915967e-08,1.1177477832191585e-09
1902,1.0311596021495006e-08,1.4730851538580225e-09
1903,7.020286574288548e-09,3.7801541896698154e-09
1904,1.6123875568041512e-08,5.374625189347171e-10
1905,8.773290538499623e-09,1.5482277682110634e-09
1906,9.773950537805831e-09,4.629765903985117e-09
1907,1.337139288182243e-08,5.142843484406967e-09
1908,8.349361202419914e-09,2.9468334439286537e-09
1909,7.151278680339601e-09,9.901770070541716e-09
1910,9.085056262847502e-09,3.740905363258662e-09
1911,6.916486494645824e-09,5.320374141248863e-10
1912,1.2502610502451716e-08,6.251305251225858e-09
1913,9.015082902408267e-09,1.060597942803554e-09
1914,1.2054139020278853e-08,0.0
1915,1.767114277129167e-08,0.0
1916,9.888715624128963e-09,2.197492410260793e-09
1917,1.5352993543160665e-08,1.0966424435210342e-09
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,2.762354567309444e-09,2.762354567309444e-09
1920,9.843901693784574e-09,3.786115865267448e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,3.6889677978990676e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,1.2891624656674594e-08
1925,3.299453377181294e-09,5.499089184013428e-09
1926,1.2260752413340015e-08,4.458455382660986e-09
1927,3.3447675740205796e-09,1.1149224876660924e-09
1928,4.570416489713125e-09,1.1426041002238208e-08
1929,7.798284684668033e-09,0.0
1930,5.2518016602221e-09,2.100720708497761e-09
1931,1.3686427990933225e-08,1.1405356659111021e-09
1932,7.6716757391182e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,9.585264137967897e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,8.813782592653752e-09,1.3850230073941816e-08
1938,1.2965214457594243e-09,3.889564337278273e-09
1939,9.176430282309411e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,3.034211815133858e-08,1.2136847082899749e-08
1943,0.0,8.709705623388686e-09
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,4.7683483828109274e-09,7.152522574216391e-09
1948,6.523132700664291e-09,7.610321262063735e-09
1949,4.908504269707237e-09,3.9268033269479474e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,0.0,6.396841278899501e-09
1952,5.272402070488624e-09,5.272401959466322e-09
1953,0.0,3.232148326759443e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,3.754243138587299e-09,6.569925492527773e-09
1956,5.232684952005684e-09,2.616342476002842e-09
1957,3.534015080575159e-09,3.534015080575159e-09
1958,7.445019267748876e-09,4.1361216673863055e-09
1959,3.100299128533379e-09,4.650448914844674e-09
1960,3.460416619915918e-09,6.2287499602575735e-09
1961,4.86371165564492e-09,8.337791068679934e-09
1962,5.7077609305622445e-09,6.976152211457531e-09
1963,9.69907976156037e-09,7.1126584622049904e-09
1964,1.8251904432275978e-09,6.692365217553231e-09
1965,2.188817349590977e-09,3.283225968875314e-09
1966,4.431259803538978e-09,6.092982118843793e-09
1967,5.916402479044791e-09,6.902469706915326e-09
1968,6.287982134978165e-09,4.042274071025531e-09
1969,7.2668124850849836e-09,3.1792304344691047e-09
1970,7.3579600190498695e-09,2.7592349793881255e-09
1971,1.0276794970565106e-09,8.735275613958038e-09
1972,1.5390440033513642e-09,4.104117490300041e-09
1973,5.513203782392395e-10,5.513203726881244e-09
1974,2.2502286700643026e-09,6.1881286761433785e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,5.142174241967723e-09,2.856763492431469e-09
1977,2.3507127355770763e-09,5.289103821581875e-09
1978,5.940591352171509e-10,7.72276909088987e-09
1979,1.7555920051037788e-09,7.607565355449708e-09
1980,1.1370301367108482e-09,5.685150683554241e-09
1981,2.5302198114474095e-09,6.958104425969225e-09
1982,4.966001831974154e-09,8.690503427999374e-09
1983,3.157658134966823e-09,8.841442022955448e-09
1984,5.219107812592938e-09,8.118612115914914e-09
1985,4.210890747202711e-09,3.6093347199894765e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,1.2221633705067347e-09,6.110816741511371e-09
1988,5.996553809062277e-10,2.9982768490199874e-09
1989,2.7440609784434855e-09,6.036934507847036e-09
1990,0.0,3.814055626882862e-09
1991,1.7584396161396398e-09,1.2309076702354815e-08
1992,3.30596661157756e-09,9.366905251440016e-09
1993,5.539207426075166e-10,7.754890618549837e-09
1994,1.5824779264761446e-09,7.38489736029635e-09
1995,1.626735190995987e-09,8.675921647771645e-09
1996,2.6690460952494277e-09,6.939520069693117e-09
1997,0.0,8.151320840532605e-09
1998,2.86087753487152e-09,1.382757464085671e-08
1999,2.7421207526856506e-09,5.0272213059088244e-09
2000,1.7672125984802278e-09,1.457950393746188e-08
2001,3.066848330846028e-09,1.1391150411821371e-08
2002,1.3143663935011318e-09,9.63868718173444e-09
2003,2.5001538617175356e-09,1.0000615113803235e-08
2004,1.3214374039449694e-09,7.92862434040309e-09
2005,2.251874686720612e-09,1.0808999029165989e-08
2006,1.6471559671771274e-09,9.059358152541108e-09
2007,3.1955835755326234e-09,1.1983438602536367e-08
2008,1.2772318758180745e-09,1.7881246705542253e-08
2009,3.337734755248789e-09,1.3350938798950551e-08
2010,2.3618964561933353e-09,1.747803501928047e-08
2011,1.1471915639660324e-09,2.1031845376384695e-08
2012,3.4042526575461807e-09,2.1446791897972162e-08
2013,1.9523875849358774e-09,2.510212460116179e-08
2014,3.031623174720721e-09,2.4686075850155476e-08
2015,1.994917786518613e-09,2.2387411702240456e-08
2016,3.72841224560716e-09,1.9263462602836512e-08
2017,7.54683426862357e-10,3.597324083060016e-08
2018,2.581466596041082e-09,3.6398681180216386e-08
2019,5.867272001580659e-09,3.367303680334999e-08
