year,mais_CONJ elle_PRON,mais_CONJ tels_ADJ
1862,5.569005452343845e-05,7.95165622236027e-08
1863,5.452427922136849e-05,1.0189026333762286e-07
1864,5.410131370808813e-05,1.0116875870380682e-07
1865,5.444359840112156e-05,6.777855965367507e-08
1866,5.381222081268788e-05,9.244664234131506e-08
1867,5.522790752365836e-05,7.327745521479301e-08
1868,5.3539838972938014e-05,8.69417853266441e-08
1869,5.774517103418475e-05,7.66712489053134e-08
1870,5.5339306072710315e-05,7.2249013882697e-08
1871,5.2210522426321404e-05,1.0090118607308796e-07
1872,5.525453843802097e-05,7.982487915114689e-08
1873,5.3620830385625595e-05,1.1912148778492337e-07
1874,5.3087987453181995e-05,6.273339536733147e-08
1875,5.400034388003405e-05,9.554950608503532e-08
1876,5.307615128913312e-05,4.836811928754514e-08
1877,5.237920686340658e-05,5.3807898581226254e-08
1878,5.0243405894434545e-05,6.703388333306748e-08
1879,5.221090532359085e-05,8.369775805761037e-08
1880,5.0935880153701873e-05,5.840240113741402e-08
1881,5.0651083711272804e-05,5.2991056875839604e-08
1882,5.2175558266753796e-05,6.189508106047015e-08
1883,5.013005193177378e-05,5.8137917591238875e-08
1884,5.143118141859304e-05,6.469663027530714e-08
1885,5.1103577789035626e-05,7.154655445873459e-08
1886,4.991625291950186e-05,6.066255942016596e-08
1887,5.182464337849524e-05,5.223139609711325e-08
1888,5.037238042859826e-05,7.798956147553326e-08
1889,4.98278873237723e-05,6.390439466485986e-08
1890,4.992607227904955e-05,6.423298781754738e-08
1891,5.109064841235522e-05,3.633305478700777e-08
1892,4.759806597576244e-05,6.76999327708927e-08
1893,5.043250530434307e-05,7.266931678628907e-08
1894,4.951497430738527e-05,6.553600861991526e-08
1895,4.897286453342531e-05,5.537125247201402e-08
1896,4.9195372412214056e-05,7.076434727082415e-08
1897,4.851846006204141e-05,5.185774920590802e-08
1898,4.985463237971999e-05,6.790025786074239e-08
1899,4.916891430184478e-05,4.8089932036532446e-08
1900,4.904143770545488e-05,5.917800738330925e-08
1901,4.875839476881083e-05,6.259387497209445e-08
1902,4.5495251470129006e-05,4.468358305587117e-08
1903,4.886929218628211e-05,6.102248839567892e-08
1904,4.8288857215084136e-05,4.5146851590516235e-08
1905,4.756362068292219e-05,5.8316577344896814e-08
1906,4.924990935251117e-05,6.893207071811958e-08
1907,4.863278354605427e-05,8.074264279400722e-08
1908,5.05219868500717e-05,5.893667065492991e-08
1909,5.0527084567875136e-05,7.261298495819801e-08
1910,5.1066031119262334e-05,4.542528042605909e-08
1911,4.8284521653840784e-05,4.681929244298999e-08
1912,4.8995126235240605e-05,5.990834317515237e-08
1913,5.035347930970602e-05,3.340883480973389e-08
1914,4.947621073370101e-05,4.7546880210802556e-08
1915,4.5483165195037145e-05,4.358881966481931e-08
1916,4.9212843805435114e-05,5.6036054907337984e-08
1917,4.8789623178890906e-05,5.702540573082615e-08
1918,4.707461630459875e-05,5.054005569604669e-08
1919,4.7582475417584646e-05,6.721729484127081e-08
1920,5.057796624896582e-05,4.770506123463747e-08
1921,5.057232283434132e-05,5.679560466376188e-08
1922,5.090185095468769e-05,5.6072309462251724e-08
1923,4.942997929902049e-05,6.58188774593782e-08
1924,4.948836794937961e-05,9.28196950411575e-08
1925,4.990533307136502e-05,5.389107293751749e-08
1926,5.0770661800925154e-05,5.795992130686045e-08
1927,5.5435060858144425e-05,6.355058168594496e-08
1928,5.0279150855203625e-05,5.713020723163709e-08
1929,4.8583312491246033e-05,6.2386274812809e-08
1930,4.8641137254890054e-05,5.882018072611572e-08
1931,4.5758292799291667e-05,7.413481917240006e-08
1932,4.676763001043582e-05,6.356531301321411e-08
1933,4.645388708013343e-05,5.276504655427061e-08
1934,4.568935946736019e-05,6.350237491403732e-08
1935,4.637111669580918e-05,4.30858246858179e-08
1936,4.583263307722518e-05,4.486144256077296e-08
1937,4.611622807715321e-05,4.784624962894668e-08
1938,4.704039110947633e-05,7.13086780734784e-08
1939,4.7221908971550874e-05,7.494084641734844e-08
1940,4.092753715667641e-05,5.0715658339584024e-08
1941,4.783205258718226e-05,3.8369533328364014e-08
1942,4.5710399717791006e-05,6.675265851185941e-08
1943,4.998790336685488e-05,8.419382169222445e-08
1944,4.824920415558154e-05,7.069009555493722e-08
1945,5.123405753693078e-05,6.099811322712867e-08
1946,5.068256541562732e-05,6.682130049284751e-08
1947,5.1331268878129777e-05,5.96043552292258e-08
1948,4.862560672336258e-05,8.153915942443746e-08
1949,4.766059555549873e-05,7.166416260417918e-08
1950,4.906411413685419e-05,6.806631347444636e-08
1951,4.8838814109331e-05,3.6248765766799806e-08
1952,4.618096772901481e-05,5.694194005201325e-08
1953,4.7372517656185664e-05,5.8178668993491556e-08
1954,4.850109507970046e-05,5.668070812703263e-08
1955,4.5730436795565765e-05,6.382213157962724e-08
1956,4.817907483811723e-05,4.971050771018781e-08
1957,4.685308704210911e-05,4.682570065028813e-08
1958,4.719149274023948e-05,4.549733922942778e-08
1959,4.7665548663644586e-05,5.5805385201779245e-08
1960,4.752605491376016e-05,4.9137915070218696e-08
1961,4.87684346808237e-05,3.890969324515936e-08
1962,4.7048436499608215e-05,4.946725962184928e-08
1963,4.825744872505311e-05,6.013429576512408e-08
1964,4.6089103307167534e-05,4.4412968414064835e-08
1965,4.5840950406272896e-05,4.651236729102948e-08
1966,4.773962245963048e-05,5.0405580154233576e-08
1967,4.7305583393608686e-05,6.705256438976903e-08
1968,4.731796525447862e-05,6.108325578679796e-08
1969,4.493842334341025e-05,3.860494146579185e-08
1970,4.440620796231087e-05,4.690699562104328e-08
1971,4.411468580656219e-05,4.8300936583700604e-08
1972,4.2603305701049976e-05,5.0788453442862647e-08
1973,4.176251695753308e-05,4.741355219550769e-08
1974,3.9928057049110066e-05,4.33169029534497e-08
1975,3.8900891922821756e-05,4.11226563912237e-08
1976,4.1051120206248015e-05,4.513686224782987e-08
1977,4.128028012928553e-05,4.172515133404886e-08
1978,4.222037659928901e-05,4.455443658457625e-08
1979,4.4303534195933025e-05,4.7400982694512095e-08
1980,4.247830747772241e-05,3.4679418448035904e-08
1981,4.3150368583155796e-05,3.0995193078808825e-08
1982,4.431784236658132e-05,3.04167615539086e-08
1983,4.339569295552792e-05,3.4734238596456635e-08
1984,4.329829698690446e-05,3.885335608799778e-08
1985,4.2825358832487836e-05,3.0077790036386887e-08
1986,4.347680533101084e-05,3.7165809985140186e-08
1987,4.3908665247727185e-05,4.277571985511486e-08
1988,4.438709129317431e-05,3.7178634393342236e-08
1989,4.358392379799625e-05,3.018467253923518e-08
1990,4.4602657908399124e-05,3.432650075296806e-08
1991,4.434550010046223e-05,2.8135032970055818e-08
1992,4.4227221223991364e-05,3.691662531224438e-08
1993,4.4989997149968985e-05,4.985286672365419e-08
1994,4.521825485426234e-05,2.32096768471024e-08
1995,4.4394148062565364e-05,4.7175323203418884e-08
1996,4.453463498066412e-05,3.202855314299313e-08
1997,4.5241269617690705e-05,4.267456166218153e-08
1998,4.579692904371768e-05,2.9562402303895396e-08
1999,4.619010906026233e-05,2.4679085441903226e-08
2000,4.710372468252899e-05,2.6949991571711962e-08
2001,4.6255082452262286e-05,3.3735330973172495e-08
2002,4.730974251287989e-05,2.8039817578928705e-08
2003,4.871466353506548e-05,3.166861439751756e-08
2004,4.7834711949690245e-05,2.4226351591494222e-08
2005,4.924444783682702e-05,3.1976622238971686e-08
2006,5.095024062029552e-05,3.006059623444912e-08
2007,6.246287193789613e-05,2.3567428453219463e-08
2008,6.442528137995396e-05,2.3841662866175284e-08
2009,6.967092303966638e-05,2.384096298158056e-08
2010,8.153928138199262e-05,3.212179233713641e-08
2011,8.434955634584185e-05,2.5238215517475737e-08
2012,9.419090383744333e-05,3.165955053674452e-08
2013,0.00010103633576363791,3.374841206493784e-08
2014,0.00010669278344721533,4.417508270293524e-08
2015,0.00010457735879754182,3.2805316685369235e-08
2016,0.00010775524970085826,4.246247087280608e-08
2017,0.00010529292558203451,2.389830733307008e-08
2018,0.0001105120772990631,2.581466684858924e-08
2019,0.0001055022221407853,4.642797701848167e-08
