year,certaines_DET humeurs_NOUN,certaines_DET tumeurs_NOUN
1900,1.661137050135153e-08,1.6819012138569178e-07
1901,1.1177477832191585e-08,1.9392923711336607e-07
1902,2.9461704187383475e-09,1.4730851560784686e-07
1903,1.3500550899436803e-08,1.92247846086957e-07
1904,1.3974025492302644e-08,2.3487111633357927e-07
1905,1.9610883583709438e-08,1.9146416541104827e-07
1906,2.572092316910357e-09,1.9650784821578782e-07
1907,8.228549397415463e-09,2.0159946600983858e-07
1908,1.5716445034286153e-08,1.9842011589332742e-07
1909,1.6502950117569526e-08,2.392927846983639e-07
1910,3.206490406526541e-09,2.38883535175205e-07
1911,1.7557234666121246e-08,1.8621310182709294e-07
1912,4.688478938419394e-09,1.8024597459032066e-07
1913,1.7499866444836698e-08,2.4287693456415127e-07
1914,3.3483718020477227e-09,2.0492035535113473e-07
1915,2.3561523843085297e-09,7.068457419379115e-08
1916,1.0987462051303964e-09,8.350471381035618e-08
1917,3.289927441585405e-09,4.9348908293112004e-08
1918,1.1486376294556067e-08,1.229042299044636e-07
1919,7.366278809151083e-09,9.852398008547425e-08
1920,6.057785384427916e-09,1.5598797720173252e-07
1921,1.2116395886607734e-08,2.044641806975278e-07
1922,3.6889677978990676e-09,2.3314276376140697e-07
1923,2.5478275489376756e-08,1.6348560372136944e-07
1924,1.2891624656674594e-08,2.6556746135497633e-07
1925,1.3197813508725176e-08,1.8146993419065893e-07
1926,1.4489979882625903e-08,2.1066201760788772e-07
1927,3.3447675740205796e-09,1.9176667187537078e-07
1928,1.4853853258500749e-08,2.7879540276387615e-07
1929,1.6710609784809094e-08,2.0275539114322783e-07
1930,1.3654684494213143e-08,2.3002891325063501e-07
1931,1.3686427990933225e-08,1.7906409510715093e-07
1932,1.6439305028370654e-08,2.2247859554624938e-07
1933,6.882397318719313e-09,2.523545745702904e-07
1934,7.188948103475923e-09,2.600002932950929e-07
1935,2.0346082152400413e-08,2.9801026357745286e-07
1936,3.273672888326473e-08,2.364319300340867e-07
1937,1.6368453259474336e-08,1.7123920859063446e-07
1938,2.3337385357535823e-08,2.9431036452365333e-07
1939,1.2235240376412548e-08,2.3094016654567895e-07
1940,2.5357829613881222e-08,1.0903866409783802e-07
1941,1.1806010391524069e-08,1.00351089216133e-07
1942,0.0,2.4273694521070865e-07
1943,1.7419411690866582e-08,2.1774263903040492e-07
1944,3.2131861615880553e-09,2.3134940718705366e-07
1945,8.714016175304096e-09,1.1981772374269894e-07
1946,1.6705325123211878e-08,2.6728520552410373e-07
1947,7.152522574216391e-09,1.5139506714945128e-07
1948,1.0871888278529696e-08,2.2396088539267112e-07
1949,8.835307596655184e-09,2.228460882491845e-07
1950,6.381216888229346e-09,1.946271215302886e-07
1951,1.0661401761424827e-09,2.0363276753698756e-07
1952,7.381362632230548e-09,2.393670435196782e-07
1953,5.386913581872932e-09,1.29285927297218e-07
1954,1.3681550115052232e-08,1.827464224390951e-07
1955,9.385607846468247e-09,1.980363251163908e-07
1956,1.831439710997529e-08,2.3111025893030046e-07
1957,6.184526224473075e-09,1.607976884976381e-07
1958,9.926692356998501e-09,1.8116212707752766e-07
1959,3.8753737996444215e-09,1.7439182542489107e-07
1960,2.7683333403416555e-09,2.242350003456295e-07
1961,1.389631831827387e-08,2.2164627644372104e-07
1962,1.9660065575521912e-08,1.9786904559282448e-07
1963,8.405868889838075e-09,1.842825145814686e-07
1964,6.6923653285755336e-09,1.478404243471232e-07
1965,1.094408652591028e-08,1.2421538375662067e-07
1966,7.20079718075084e-09,1.5066282799125474e-07
1967,6.902469706915326e-09,1.4889613630941767e-07
1968,4.042274071025531e-09,1.2261565185411882e-07
1969,1.0900218921916505e-08,1.003728469228804e-07
1970,1.0117195081704722e-08,1.1496812390987543e-07
1971,9.24911525146399e-09,9.557419211603246e-08
1972,4.6171320100540925e-09,1.210714657418066e-07
1973,9.37244681864513e-09,1.372787750142379e-07
1974,3.937900283634832e-09,9.450960680723597e-08
1975,1.7134440533084216e-09,9.709515946809688e-08
1976,4.570821499072508e-09,7.25617903540865e-08
1977,4.7014254711541525e-09,8.286262431767e-08
1978,7.1287097336281136e-09,8.138610052554895e-08
1979,8.192762912528906e-09,8.719440280913204e-08
1980,1.3075846183596695e-08,9.20994409625564e-08
1981,4.427884725544118e-09,1.2587843301048451e-07
1982,9.932003663948308e-09,7.138627688973997e-08
1983,2.5261264191556165e-09,6.44162225782452e-08
1984,1.739702604197646e-09,5.9149886766363124e-08
1985,1.2031115659283387e-08,6.677269581700784e-08
1986,8.991728250862252e-09,7.732886420086515e-08
1987,4.888653482026939e-09,6.966331156377237e-08
1988,7.795519729736355e-09,5.636760702643073e-08
1989,3.841685414229801e-09,3.9514480576485767e-08
1990,9.262706823776057e-09,9.426166158732485e-08
1991,1.2309077312977479e-08,8.968042064516624e-08
1992,7.713922001162388e-09,6.832330612382975e-08
1993,8.862731881720265e-09,6.370088545537556e-08
1994,1.5824779264761446e-09,5.5386730757334135e-08
1995,5.964695848348356e-09,2.331653803366862e-08
1996,9.60856638698715e-09,5.3380922793166974e-08
1997,7.192341833217597e-09,4.986690349539913e-08
1998,9.059445638115449e-09,5.38798605731472e-08
1999,1.0968482927475875e-08,3.8846711181150795e-08
2000,8.83606254831193e-09,5.080736276141806e-08
2001,7.448059946568719e-09,8.192866385314801e-08
2002,6.571832411594869e-09,4.5564702233491516e-08
2003,1.0833999475323708e-08,5.750353615496806e-08
2004,5.7262286579096155e-09,1.0307211262272631e-07
2005,4.503749373441224e-09,9.232686615234798e-08
2006,7.823990677557902e-09,6.135655894468073e-08
2007,2.7961355453243186e-09,1.0026143648644847e-07
2008,5.960415716543821e-09,9.919834553784312e-08
2009,1.192048149079028e-08,7.533744117438346e-08
2010,8.502827775203059e-09,7.463593121315171e-08
2011,8.030341225317983e-09,1.625188055243143e-07
2012,5.1063788752969685e-09,1.1710629443939524e-07
2013,6.693900100884775e-09,6.526552631669347e-08
2014,8.445236510112863e-09,5.175414052871474e-08
2015,8.86630147078904e-09,4.92079728076078e-08
2016,4.971216327476213e-09,4.246247220507371e-08
2017,6.540589542192166e-09,4.5029441508859236e-08
2018,1.4714360396794746e-08,4.64663996169179e-08
2019,1.3775333485011032e-08,2.806086474294034e-08
