year,tes_DET erreurs_NOUN,tes_DET terreurs_NOUN
1981,1.012087935681194e-08,2.5302198114474095e-09
1982,1.6760255405756652e-08,1.2415004579935385e-09
1983,1.705135410645653e-08,1.2630632095778083e-09
1984,2.0876430029126425e-08,1.1598016991243298e-09
1985,1.0828004270990732e-08,1.2031116103372597e-09
1986,1.678455885389951e-08,2.997242676272549e-09
1987,2.3832185669370176e-08,2.4443267965246207e-09
1988,1.4391728697660255e-08,1.1993107618124554e-09
1989,1.2622680900520322e-08,1.6464366536794728e-09
1990,1.4166492867673242e-08,5.44865097484859e-10
1991,1.1136784217047335e-08,5.861465202094962e-10
1992,1.3774860863069449e-08,1.65298330578878e-09
1993,1.717154241021035e-08,6.093128224193833e-09
1994,1.5297286992677073e-08,3.6924485691258724e-09
1995,2.657000908179441e-08,2.7112254663563817e-09
1996,1.7615704450690828e-08,3.2028553142993132e-09
1997,1.5823152565985765e-08,2.876936688878118e-09
1998,2.3840645790862425e-08,2.3840645013706308e-09
1999,2.056590520105317e-08,3.656160929565999e-09
2000,2.25319604085783e-08,1.7672125984802278e-09
2001,2.3658543346627425e-08,6.571817534606339e-09
2002,1.664864129891086e-08,5.257465574004527e-09
2003,2.3334768617377932e-08,1.6667691671301554e-09
2004,2.4666831605069106e-08,8.809582507929292e-10
2005,2.5671372805291526e-08,9.007499190971657e-10
2006,2.5942706816106664e-08,1.6471559671771274e-09
2007,3.954534766315021e-08,1.997239706952314e-09
2008,2.9802078221896622e-08,2.1287198670449925e-09
2009,4.815874521391095e-08,4.76819250749827e-09
2010,5.385124135504071e-08,9.447586046817946e-10
2011,6.118355061479619e-08,4.206369030868018e-09
2012,6.60425030218903e-08,4.425528443707805e-09
2013,8.925200090104113e-08,6.972812771621761e-09
2014,1.0610681466793892e-07,5.413613002325235e-09
2015,1.1171539870957758e-07,8.64464447247748e-09
2016,9.838865422384657e-08,7.66395813478482e-09
2017,1.2628368573075477e-07,2.8929529882759653e-08
2018,1.4946692816764084e-07,5.9373732042011795e-09
2019,1.4872258913278813e-07,4.081580295967058e-09
