year,ses_DET airs_NOUN,ses_DET terres_NOUN
1850,2.0910107512150944e-07,3.1758923100255743e-06
1851,2.1154158513780885e-07,3.578793601022312e-06
1852,2.975319315368097e-07,3.5104862057266928e-06
1853,3.3084501804836464e-07,3.784413220131455e-06
1854,3.205725054300501e-07,3.825567766568838e-06
1855,4.24554979616687e-07,3.519029906584592e-06
1856,3.6861587382475136e-07,3.662861370656856e-06
1857,3.6220798094177553e-07,4.074107501139679e-06
1858,3.9002598661852517e-07,4.069580949561669e-06
1859,3.890420323671151e-07,3.628173402603352e-06
1860,3.972995692436143e-07,3.435634305049007e-06
1861,3.2634468283276874e-07,3.342675046980048e-06
1862,3.117410560804501e-07,3.5285472428370213e-06
1863,3.6310894024893514e-07,3.827877367967858e-06
1864,3.605635559011944e-07,3.5428245794832947e-06
1865,3.652511124663249e-07,3.43128943391946e-06
1866,3.14805156165221e-07,3.2585009144270316e-06
1867,3.799751358002368e-07,3.229545960437008e-06
1868,3.5171902101893693e-07,4.024515504852388e-06
1869,3.731008497709354e-07,2.691795817355569e-06
1870,3.635387013645186e-07,3.4255206529110183e-06
1871,3.2500803737178785e-07,2.4099451323422727e-06
1872,3.2837051566758646e-07,2.8906282540930306e-06
1873,4.477531332369722e-07,2.9265575172132685e-06
1874,3.172517573091227e-07,3.2890222811943204e-06
1875,3.341371748177835e-07,2.919123126332579e-06
1876,3.766667333593432e-07,3.4395778385487574e-06
1877,3.3892790440859244e-07,3.139412502406458e-06
1878,4.1971667208429153e-07,3.156027766237912e-06
1879,3.8366562193914433e-07,3.861704385599296e-06
1880,3.529815550962212e-07,3.24293767661743e-06
1881,4.0440544069042517e-07,3.311941163985921e-06
1882,3.4009017646496886e-07,3.4248612053033867e-06
1883,3.444039791133946e-07,3.470580846709481e-06
1884,4.152467312223962e-07,3.022917013595361e-06
1885,3.7706968569750643e-07,3.2486002865539376e-06
1886,3.9753338043624353e-07,3.590061936620259e-06
1887,3.6627267441247113e-07,2.929528367445755e-06
1888,3.734621962792062e-07,3.1576261676491413e-06
1889,3.35811327190072e-07,3.269148347584405e-06
1890,3.480379096032493e-07,2.7574304422017804e-06
1891,3.2189810639238203e-07,2.8785978098966325e-06
1892,2.9336638940336e-07,2.939305412397175e-06
1893,2.6542775843907407e-07,2.8895290160591003e-06
1894,2.671852543656428e-07,3.1904693607032186e-06
1895,3.3403309451784935e-07,2.940093274617084e-06
1896,2.8836471965831834e-07,3.012792205936421e-06
1897,2.3656457681653364e-07,2.484510721600941e-06
1898,2.6028431676650143e-07,2.882366022305405e-06
1899,2.758261761215408e-07,2.8129846150193316e-06
1900,2.797977547430719e-07,2.7092107135473498e-06
1901,2.425512741766056e-07,2.7859863251933348e-06
1902,2.587719691860002e-07,2.178201963687343e-06
1903,2.5381036650173883e-07,2.5332433839508894e-06
1904,2.98829173850379e-07,2.312163697837377e-06
1905,2.332663022741599e-07,2.5679937465383773e-06
1906,2.9270411161519405e-07,2.5129342038354707e-06
1907,3.162848578597277e-07,2.4289649047659623e-06
1908,4.066630143739758e-07,2.5951779978328204e-06
1909,3.762672777796183e-07,2.6360712670481234e-06
1910,3.270620183570827e-07,2.4925118324858886e-06
1911,2.803837286791122e-07,2.7096666528336755e-06
1912,2.906857154982845e-07,2.6542001982932106e-06
1913,3.399216428334739e-07,2.3078610542626166e-06
1914,3.127379333278668e-07,2.4844919135347254e-06
1915,2.155879403886729e-07,2.040427952820778e-06
1916,1.8678684909900767e-07,1.975545664834044e-06
1917,1.9849227905766043e-07,1.9991792203910563e-06
1918,2.802675931334875e-07,2.013561761771143e-06
1919,3.020174208501203e-07,2.326823334897199e-06
1920,3.150048288880214e-07,2.220178311418408e-06
1921,3.5819095334233e-07,2.0779619482880207e-06
1922,4.124265977623054e-07,2.3609394403933948e-06
1923,3.290944050604594e-07,2.156099014882784e-06
1924,3.3518223752082577e-07,2.3617455298108325e-06
1925,3.4534278370301763e-07,2.207334238946146e-06
1926,3.1655033794208975e-07,2.7174284724651443e-06
1927,4.5934807424430346e-07,2.253258244877543e-06
1928,3.462090392147843e-07,2.2977769162935147e-06
1929,4.3558989482050947e-07,2.4609158710831025e-06
1930,3.256117029337702e-07,2.452591406409965e-06
1931,3.0110142468231516e-07,2.2400120514021182e-06
1932,3.1015487511609763e-07,2.248896848300319e-06
1933,3.131490657892755e-07,2.5201045694700497e-06
1934,3.6783452550537277e-07,2.446638635689169e-06
1935,3.0638806425287157e-07,2.23088811424077e-06
1936,4.510393734058482e-07,2.1703239347914405e-06
1937,2.8455927836290584e-07,2.1027167385057055e-06
1938,2.917173134164841e-07,1.912369125278701e-06
1939,2.309401638811437e-07,2.107520170824273e-06
1940,2.535782828161359e-07,2.297419406716017e-06
1941,3.128592642731576e-07,2.6681584053278584e-06
1942,3.0948960283438964e-07,3.006903781965775e-06
1943,3.01936453617202e-07,3.1151712711618984e-06
1944,3.148922420592726e-07,2.7119292198563016e-06
1945,3.2895411239408645e-07,2.2765367688748483e-06
1946,4.051041377906017e-07,2.2928059770777054e-06
1947,3.540498747511833e-07,2.1982086302330117e-06
1948,4.163933002843123e-07,2.0221712428991623e-06
1949,3.1218087470641365e-07,2.256930196509188e-06
1950,2.690746514488751e-07,1.8303457585133742e-06
1951,2.825271465667356e-07,2.338045348437845e-06
1952,2.0878712359007068e-07,2.1216145924540797e-06
1953,3.2429219665175424e-07,2.2840514439792514e-06
1954,3.1369841035910895e-07,2.0141196976908304e-06
1955,2.778139780446054e-07,2.1511812491326054e-06
1956,3.4622931632810605e-07,2.3093582832700577e-06
1957,2.783037000853028e-07,2.15309860607249e-06
1958,3.217902624363944e-07,2.038280735305875e-06
1959,2.8212721403519936e-07,2.1678841299888063e-06
1960,3.335841540774709e-07,2.2347369892372626e-06
1961,2.4596482628425065e-07,2.2234109593455287e-06
1962,3.0060874589565856e-07,2.1645096968114785e-06
1963,2.7933350033038096e-07,2.432529120355298e-06
1964,2.895968895799683e-07,2.296698022874466e-06
1965,2.746965828137604e-07,2.4399841578315318e-06
1966,2.980022166809704e-07,2.485382939454439e-06
1967,3.2096484048338425e-07,2.2378793644861616e-06
1968,3.876091945187454e-07,2.3907807573664286e-06
1969,2.529759104419327e-07,2.319021488617068e-06
1970,2.441923028229098e-07,2.2423382404213044e-06
1971,3.088176994126002e-07,2.0507344755671397e-06
1972,4.022035220430098e-07,2.100282159744893e-06
1973,2.558126541707395e-07,2.2085893558454472e-06
1974,2.0533337030670396e-07,2.178783901740644e-06
1975,1.7591359346980084e-07,2.256605849737525e-06
1976,2.2968377733079137e-07,2.164283909422693e-06
1977,2.1685324647080506e-07,2.250807540349342e-06
1978,2.697028369524901e-07,2.428513671048904e-06
1979,2.574868407378972e-07,2.3472264860657788e-06
1980,2.8084645453674284e-07,2.353083768724673e-06
1981,2.4732899239765516e-07,2.1993935828135136e-06
1982,2.5140385639943474e-07,2.188765396482495e-06
1983,2.911360601487445e-07,1.971010131995854e-06
1984,2.8183180766916394e-07,2.06212746789447e-06
1985,2.424270011402996e-07,2.069352031952576e-06
1986,2.649562569345676e-07,2.2731089579508534e-06
1987,3.0126327388302343e-07,1.9548502780963872e-06
1988,2.758414856529612e-07,2.0736082682049073e-06
1989,2.820894806632168e-07,2.1974440649330518e-06
1990,2.838747201749925e-07,2.1941718060247695e-06
1991,3.2062213728423217e-07,2.1810511690034673e-06
1992,2.6833428190542463e-07,2.2673419515228943e-06
1993,3.22381882966738e-07,2.1647222538945243e-06
1994,3.048907606384432e-07,2.058276319161223e-06
1995,3.399876735699081e-07,2.15650874935136e-06
1996,2.807836549933995e-07,2.164062616216711e-06
1997,3.342041541287699e-07,2.1778411678496923e-06
1998,2.9610082297182316e-07,2.2243323911652624e-06
1999,2.883796819119766e-07,2.2924129297052787e-06
2000,3.4593186448717006e-07,2.1573247224182523e-06
2001,2.9704614989967126e-07,2.3106511548576236e-06
2002,3.2552475470737363e-07,2.252824051751645e-06
2003,3.55021846143444e-07,2.330143324513756e-06
2004,3.470975600272652e-07,2.1847764326565766e-06
2005,3.2607145872276533e-07,2.2280048188605406e-06
2006,3.6525684521393487e-07,2.429555141958417e-06
2007,4.809353253421023e-07,2.3863019418257636e-06
2008,5.20259151315372e-07,2.3356313043620958e-06
2009,5.163952465636612e-07,2.39840092675081e-06
2010,6.608586202716538e-07,2.278757797569142e-06
2011,6.611647318521818e-07,2.052708140354298e-06
2012,8.180419168724029e-07,2.3244237361552678e-06
2013,7.829073780385443e-07,2.256960094371152e-06
2014,9.523628090590819e-07,2.6808212290063693e-06
2015,9.234253326440012e-07,2.277309665288385e-06
2016,9.399741180970977e-07,2.309958514246091e-06
2017,8.636093760117092e-07,2.0275827345983544e-06
2018,9.961880245157317e-07,2.104669864166908e-06
2019,1.0020280143407945e-06,2.3300721423424875e-06
