year,petites_ADJ humeurs_NOUN,petites_ADJ tumeurs_NOUN
1841,1.926164561183441e-09,3.499199063838887e-07
1842,5.366612043644636e-09,3.1864258964731107e-07
1843,5.906910960362666e-09,2.285974574078864e-07
1844,5.488561161115513e-09,3.97371834326421e-07
1845,6.696273757711424e-09,3.152828766950222e-07
1846,6.439951683034906e-09,3.41902885558909e-07
1847,2.1572894581822766e-09,2.9123407774278576e-07
1848,0.0,5.583384012908255e-07
1849,2.513824481908955e-09,5.337687034590033e-07
1850,1.3577992064028876e-09,3.4148649685761256e-07
1851,5.8044946626978344e-09,5.262742099887419e-07
1852,3.906327261660181e-09,3.5808001275228207e-07
1853,4.777545470346922e-09,3.7921766615767183e-07
1854,1.610655964157104e-08,3.527856295981735e-07
1855,2.1227748447927297e-09,4.096955343868558e-07
1856,5.177189343896771e-09,2.7439104033355477e-07
1857,4.881508974818871e-09,3.5830276212678314e-07
1858,3.9149408159744326e-09,3.2249324632971366e-07
1859,5.092173349652285e-09,4.486204676634742e-07
1860,1.876645328025006e-08,3.117062192803388e-07
1861,6.13075279431996e-09,3.612428340904472e-07
1862,1.0843167252971853e-08,2.941209020779212e-07
1863,4.994620717013731e-09,2.3774394775077923e-07
1864,5.753673537611803e-09,5.106385114750367e-07
1865,8.001635798393636e-09,4.1184889099099564e-07
1866,5.838735717134114e-09,5.614917530927244e-07
1867,0.0,4.852811699151971e-07
1868,1.877152122631287e-08,5.754953065206792e-07
1869,6.8369265804335555e-09,6.939480927670161e-07
1870,1.1468097582678638e-09,3.876216965181811e-07
1871,1.0621177271019633e-09,5.809783942822833e-07
1872,6.047339295989218e-10,3.525598903930671e-07
1873,2.3944017879529156e-09,6.255374507269096e-07
1874,3.5847653734322193e-09,5.383123049540472e-07
1875,3.432916173551348e-09,4.931956378295688e-07
1876,5.441413541973361e-09,6.523649975775925e-07
1877,1.2369631985365004e-09,4.218044483694783e-07
1878,1.3285995414946683e-08,3.8710558447618837e-07
1879,1.2829582729523281e-08,4.325402345184415e-07
1880,5.776061406947974e-09,4.4860745984642847e-07
1881,5.5780060570498335e-09,5.424610658444351e-07
1882,2.6621540527571597e-09,4.7586003559807466e-07
1883,1.8958017378167824e-09,3.7347292602962767e-07
1884,1.3203393933736152e-09,4.7664250679702036e-07
1885,5.156508553483263e-09,4.685977157414811e-07
1886,1.2906927748801422e-09,4.4270761634379596e-07
1887,6.528924623161458e-10,3.081652550918079e-07
1888,8.242799331981132e-09,4.019949859657146e-07
1889,5.6386229019267375e-09,4.0159525782623717e-07
1890,0.0,3.808098482105393e-07
1891,1.2748440081367107e-09,3.773538272966448e-07
1892,4.387958441043338e-09,4.651236291675076e-07
1893,4.310891643655168e-09,4.1322974242419264e-07
1894,1.2603078580752936e-09,3.554068173095004e-07
1895,6.018614495673091e-10,3.6833920002976583e-07
1896,1.179405795248556e-09,3.8035836741334705e-07
1897,2.330685422435863e-09,3.97964525000738e-07
1898,2.8291773368493978e-09,3.4119881320293644e-07
1899,5.527578395003729e-10,4.0240771426169886e-07
1900,2.595526460424935e-09,3.254790423845577e-07
1901,5.588738916095792e-10,3.5153166777490696e-07
1902,4.910283846193408e-10,2.636822536428163e-07
1903,5.400220270956879e-10,3.396738466054927e-07
1904,3.7622376325430196e-09,3.4827572026330245e-07
1905,0.0,3.10677695791739e-07
1906,3.600929110447737e-09,3.3179990993614794e-07
1907,5.142843373384665e-10,3.08570607954195e-07
1908,4.4202499438483756e-09,2.549010860164458e-07
1909,2.2003934230241384e-09,3.476621541764757e-07
1910,2.137660271017694e-09,3.0087568514414187e-07
1911,5.320374141248863e-10,2.4580127166995425e-07
1912,5.209421227725386e-10,2.771412024316078e-07
1913,5.30298971401777e-10,2.3014975614188415e-07
1914,2.0090231700464756e-09,2.658607384242728e-07
1915,0.0,1.1073916539316997e-07
1916,1.0987462051303964e-09,1.714044057798958e-07
1917,1.0966424435210342e-09,1.294038064481029e-07
1918,1.1486376294556067e-09,1.3439060886355492e-07
1919,1.8415696745321952e-09,1.9612717494510434e-07
1920,7.572231730534895e-10,2.453403169511148e-07
1921,0.0,2.0825055457862618e-07
1922,2.951174193910333e-09,1.8002162399666233e-07
1923,6.369568872344189e-09,1.326993555039735e-07
1924,5.156649773851996e-09,2.3076007582556457e-07
1925,3.299453377181294e-09,1.550743036204949e-07
1926,2.229227691330493e-09,1.4044134388768725e-07
1927,1.2264147031260109e-08,1.6723837448218148e-07
1928,0.0,2.3309124363990463e-07
1929,1.1140406375176326e-09,1.671060920749312e-07
1930,6.302162347537887e-09,2.520864850197313e-07
1931,3.4216069977333063e-09,1.4370749656933413e-07
1932,0.0,1.7425663267900404e-07
1933,3.4411986593596566e-09,1.2732434995221809e-07
1934,3.5944740517379614e-09,1.521660646375267e-07
1935,3.590485242455088e-09,2.154291109945916e-07
1936,1.2124714565686645e-09,1.9399543438325395e-07
1937,0.0,1.5109341688912536e-07
1938,0.0,1.9577474219545365e-07
1939,1.5294050470515685e-09,2.0494028074580228e-07
1940,0.0,1.0143131845552489e-07
1941,0.0,9.149658142248995e-08
1942,6.068423541449874e-09,1.0316320242509391e-07
1943,5.806470415592457e-09,5.516146828199453e-08
1944,9.639558484764166e-09,9.639558129492798e-08
1945,4.357008087652048e-09,1.0021118868053236e-07
1946,2.7842208538686464e-09,1.2250571224114992e-07
1947,3.5762612871081956e-09,4.887557025767819e-08
1948,2.174377566888097e-09,1.0980606557353667e-07
1949,5.890204768377316e-09,1.1093219298707879e-07
1950,3.190608444114673e-09,8.720996191868835e-08
1951,0.0,1.0874629685631021e-07
1952,1.0544803918932644e-09,8.119499028680366e-08
1953,4.3095309543161875e-09,9.911921550198599e-08
1954,2.9317608341017376e-09,8.20893053532501e-08
1955,0.0,9.667176259497978e-08
1956,8.72114158667614e-10,8.721141253609233e-08
1957,5.301022731885041e-09,6.537927604854943e-08
1958,2.4816730892496253e-09,6.617794667818089e-08
1959,4.650448914844674e-09,4.882971238462375e-08
1960,4.152500121534786e-09,9.896791752783685e-08
1961,8.33779090214648e-09,8.68519879904106e-08
1962,4.43936931660005e-09,5.707760736273215e-08
1963,3.879631726988464e-09,7.241979327332615e-08
1964,3.6503808864551957e-09,5.049693813097278e-08
1965,7.1136563306595235e-09,3.830430250761907e-08
1966,4.431259803538978e-09,5.428293192721867e-08
1967,3.944268467392931e-09,6.655953321832442e-08
1968,3.1439910674890825e-09,3.817703486674873e-08
1969,3.1792304344691047e-09,3.996746797407802e-08
1970,9.197450023812337e-10,4.000890713173888e-08
1971,4.1107179882260425e-09,4.7273257641755606e-08
1972,1.5390440033513642e-09,4.258022057168631e-08
1973,0.0,5.513203760187935e-08
1974,0.0,3.656621588854492e-08
1975,1.1422960355389478e-09,4.740528680713396e-08
1976,0.0,4.799362685048436e-08
1977,1.1753563677885381e-09,3.702372453062708e-08
1978,4.158414057542359e-09,3.029701511891858e-08
1979,5.851973350345929e-10,3.686743288433547e-08
1980,1.7055452605774235e-09,3.297387274336927e-08
1981,4.427884725544118e-09,3.352541277923393e-08
1982,2.483000915987077e-09,2.483000827169235e-08
1983,1.89459470334441e-09,2.5261265079734585e-08
1984,1.739702604197646e-09,2.667543874679268e-08
1985,6.015557829641693e-09,3.9702683807263384e-08
1986,5.994485352545098e-09,4.495864219800083e-08
1987,1.8332451112712533e-09,3.238732804167199e-08
1988,1.1993107618124554e-09,1.6190695006912392e-08
1989,1.0976244357863152e-09,2.469655058234821e-08
1990,4.358920779878872e-09,3.1057309834992e-08
1991,5.861465202094962e-10,2.5790447111262438e-08
1992,2.7549720282848966e-09,2.589673719910479e-08
1993,4.985286850001103e-09,1.717154241021035e-08
1994,5.274926606624319e-10,2.320967773528082e-08
1995,2.7112254663563817e-09,1.3556126887692699e-08
1996,5.871901187504136e-09,1.7081895009596337e-08
1997,1.438468344439059e-09,1.1507746866534774e-08
1998,1.9072516899143466e-09,1.621164003040576e-08
1999,1.8280804647829996e-09,1.5538684033922223e-08
2000,1.3254094488601709e-09,1.9439339027371716e-08
2001,2.6287270138425356e-09,4.2497753399706184e-08
2002,6.571832411594869e-09,2.584920721915296e-08
2003,2.5001538617175356e-09,3.125192160613466e-08
2004,2.642874807889939e-09,4.7131267999489523e-08
2005,2.251874686720612e-09,3.242699719852027e-08
2006,2.0589450144825605e-09,2.9648807853277503e-08
2007,2.3966877371606188e-09,2.7561908672035784e-08
2008,8.514879357157668e-10,5.1089277780524966e-08
2009,9.53638501499654e-10,3.671508141955826e-08
2010,1.8895172093635892e-09,2.3618964561933353e-08
2011,2.6767803529281764e-09,7.036108207181258e-08
2012,2.382976926895708e-09,6.297867816140723e-08
2013,4.183687618564136e-09,2.1755174661741705e-08
2014,3.4647122948427977e-09,2.2737174726339404e-08
2015,3.103205470367243e-09,2.6155590054921518e-08
2016,3.1070099826280284e-09,3.314144036981048e-08
2017,2.264050280587071e-09,2.4904552475835118e-08
2018,3.0977600484760615e-09,1.7037680877241e-08
2019,3.5713827450933877e-09,2.0918098975197807e-08
