year,plusieurs_DET humeurs_NOUN,plusieurs_DET tumeurs_NOUN
1900,0.0,4.7238582601139e-08
1901,1.1177477832191585e-09,4.079779380994353e-08
1902,2.455141923096704e-09,2.0623192042990013e-08
1903,2.7001101354784396e-09,3.402138903929597e-08
1904,5.374625189347171e-10,4.245953988402107e-08
1905,2.0643036169332163e-09,4.0253920918775776e-08
1906,1.0288369045596824e-09,3.035068729673185e-08
1907,0.0,1.07999713061524e-08
1908,0.0,2.1610112144188065e-08
1909,0.0,3.3005902677629706e-08
1910,2.67207544979442e-09,2.5651922586078513e-08
1911,0.0,3.2986320008809855e-08
1912,2.0837684910901544e-09,3.073558535460208e-08
1913,2.6514948014977335e-09,2.916644326056428e-08
1914,0.0,2.8126324380650658e-08
1915,8.246533234057551e-09,9.424609537234119e-09
1916,1.0987462051303964e-09,2.4172415846734907e-08
1917,1.0966424435210342e-09,9.869781991689308e-09
1918,0.0,1.033773866510046e-08
1919,1.8415696745321952e-09,1.9336480860943084e-08
1920,7.572231730534895e-10,2.7260034229925623e-08
1921,4.543648568500203e-09,2.8019165876358443e-08
1922,3.6889677978990676e-09,2.065821974595039e-08
1923,0.0,1.5923922180860473e-08
1924,2.578324886925998e-09,2.1915761205804074e-08
1925,2.1996355847875293e-09,1.2097995494286806e-08
1926,0.0,1.0031524944054127e-08
1927,2.2298449753321847e-09,2.898798556749682e-08
1928,0.0,2.5137290915466792e-08
1929,0.0,2.0052731919406597e-08
1930,0.0,2.4158288369768854e-08
1931,0.0,5.7026783295555106e-09
1932,0.0,9.863582950409011e-09
1933,2.2941324395731044e-09,1.720599263066447e-08
1934,1.1981580172459871e-09,2.995395043114968e-08
1935,2.393656828303392e-09,3.351119559624749e-08
1936,0.0,3.031178508194898e-08
1937,3.777335333410292e-09,1.888667711114067e-08
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,3.6705721129237645e-08
1940,0.0,6.593035806190528e-08
1941,0.0,2.3612021227137348e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,2.032264689866281e-08
1944,3.2131861615880553e-09,3.534504777746861e-08
1945,0.0,1.089252021913012e-08
1946,0.0,2.7842208538686464e-08
1947,0.0,7.152522574216391e-09
1948,1.0871887834440486e-09,1.7395020535104777e-08
1949,0.0,1.3743811311250909e-08
1950,0.0,1.7016577702477775e-08
1951,0.0,8.529121409139861e-09
1952,0.0,2.31985678444957e-08
1953,3.232148326759443e-09,1.0773827163745864e-08
1954,3.9090144454689835e-09,1.856781906006688e-08
1955,1.8771215692936494e-09,1.220129064449793e-08
1956,8.72114158667614e-10,1.5698054856017052e-08
1957,0.0,1.2369053170591116e-08
1958,0.0,1.8198935358704205e-08
1959,0.0,1.8601795659378695e-08
1960,0.0,1.52258331498345e-08
1961,2.779263708063695e-09,2.570818935510033e-08
1962,0.0,1.775747771048941e-08
1963,0.0,2.0691369950753824e-08
1964,6.083968329129164e-10,1.886030154274465e-08
1965,0.0,1.696333440381892e-08
1966,5.539074754423723e-10,1.2739871713129958e-08
1967,4.930335584241163e-10,2.0214376728056038e-08
1968,3.1439910674890825e-09,1.2126823101255013e-08
1969,9.083515606356229e-10,8.175163657142548e-09
1970,3.6789800095249348e-09,5.978342709767048e-09
1971,5.138397485282553e-10,5.138397263237948e-09
1972,2.0520587451500205e-09,7.182205663536223e-09
1973,0.0,5.513203671370093e-09
1974,1.6876715580593782e-09,8.438357568252286e-09
1975,0.0,7.996072248772634e-09
1976,5.713526873840635e-10,5.142174186456572e-09
1977,0.0,1.0578207476630297e-08
1978,5.940591352171509e-10,7.722768757822962e-09
1979,5.851973350345929e-10,4.681578680276743e-09
1980,0.0,3.4110903546213933e-09
1981,0.0,3.795329717171114e-09
1982,0.0,4.966001831974154e-09
1983,1.89459470334441e-09,1.0104505676622466e-08
1984,0.0,3.479405208395292e-09
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,5.994485463567401e-10,4.196139935519483e-09
1987,6.110816852533674e-10,1.8332451112712533e-09
1988,0.0,2.398621523624911e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,4.358920779878872e-09,4.358920779878872e-09
1991,0.0,4.103025752488776e-09
1992,1.1019888335184191e-09,4.958949695321735e-09
1993,0.0,1.1078414852150331e-09
1994,1.5824779264761446e-09,2.637463358823311e-09
1995,3.795715741716776e-09,1.6267352465071383e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,2.876936688878118e-09,1.917957792585412e-09
1998,1.43043876743576e-09,3.3376904573501065e-09
1999,4.570201161957499e-10,9.140402323914998e-10
2000,4.859834756842929e-09,1.3254094488601709e-09
2001,0.0,3.06684819206815e-09
2002,1.752488598683044e-09,3.943099347036849e-09
2003,0.0,1.6667691671301554e-09
2004,2.642874807889939e-09,5.285749615779878e-09
2005,2.702249757291497e-09,1.0808999362232896e-08
2006,2.0589450144825605e-09,4.941467679486777e-09
2007,0.0,2.3966877371606188e-09
2008,2.9802078582719105e-09,8.08913566685554e-09
2009,4.76819250749827e-09,7.629107789952627e-09
2010,1.0864724231396394e-08,5.196172381261022e-09
2011,1.1471915639660324e-09,1.0707121356201554e-08
2012,3.404252713057332e-10,5.787229612197464e-09
2013,1.1156500168141292e-09,8.646287852354106e-09
2014,1.5158115873603606e-09,4.980523909958734e-09
2015,2.21657536769726e-09,5.763096222466402e-09
2016,2.071340043929837e-09,8.699627823682832e-09
2017,1.2578056374223934e-09,5.534344815760761e-09
2018,1.0325866828253538e-09,3.3559066081600974e-09
2019,2.55098775436835e-10,3.826481798085979e-09
