year,avons_VERB eu_VERB,avons_VERB tu_VERB
1889,9.845035492617171e-06,2.5060547415023393e-08
1890,9.277078788727522e-06,1.8352281472289178e-08
1891,9.458704880671576e-06,1.529812720946211e-08
1892,9.592704373062588e-06,2.1939793759528925e-08
1893,9.629916348785628e-06,1.4780199397712579e-08
1894,9.303592378273606e-06,1.449354058991048e-08
1895,9.76760929916054e-06,1.023164486468886e-08
1896,9.598003998689819e-06,8.845543852942228e-09
1897,9.611746463633608e-06,1.2236098356765979e-08
1898,1.005206740956055e-05,9.05336783318944e-09
1899,9.461003173782956e-06,1.3818945987509323e-08
1900,9.29458110476844e-06,9.863001082521805e-09
1901,9.912187124427874e-06,1.0059730159994729e-08
1902,8.936716767493635e-06,1.2275709337927765e-08
1903,9.595651135896333e-06,1.296052865029651e-08
1904,9.91457091004122e-06,1.0749250378694342e-08
1905,9.450897778151557e-06,1.0837593933388234e-08
1906,9.348012099508196e-06,1.18316245689698e-08
1907,9.272032002627384e-06,1.1828539647762426e-08
1908,9.519745617581066e-06,1.3260750719723546e-08
1909,9.59426506597083e-06,1.485265543887948e-08
1910,9.857820259639993e-06,1.7635697346918278e-08
1911,9.111672625294887e-06,1.1704822888702893e-08
1912,9.582729944668245e-06,9.897900277167082e-09
1913,9.410155143996235e-06,1.0075680734189518e-08
1914,9.80738150246907e-06,1.9420557606508737e-08
1915,1.1864405678352341e-05,1.0602685840410686e-08
1916,1.1368727427907288e-05,1.648119329900055e-08
1917,1.0969713912345469e-05,1.4256351654751143e-08
1918,1.0075848877022509e-05,2.412139110674616e-08
1919,9.44356906984467e-06,1.012863304339362e-08
1920,8.917059858504217e-06,2.5745588771997063e-08
1921,9.314479029853828e-06,9.087297137000405e-09
1922,9.147164746536873e-06,1.623145884366295e-08
1923,9.23693642107537e-06,2.0170300985000722e-08
1924,9.592657988832798e-06,2.0626599095407983e-08
1925,9.203275112668052e-06,2.1996356736053713e-08
1926,8.904649803298526e-06,1.114613823460786e-08
1927,9.370923180540558e-06,1.3379070296082318e-08
1928,9.090558705793228e-06,1.82816659588525e-08
1929,9.317835974798072e-06,1.4482528065684619e-08
1930,9.359760952065699e-06,3.151081173768944e-08
1931,1.0175859642913565e-05,1.2545892325022123e-08
1932,9.32327748159878e-06,1.753525857850491e-08
1933,9.57226802711375e-06,6.882397318719313e-09
1934,9.061669516086113e-06,1.0783422155213884e-08
1935,9.441779184271581e-06,9.574627313213568e-09
1936,9.270556802221108e-06,8.487299751891442e-09
1937,9.195293387165293e-06,8.813782592653752e-09
1938,9.086022146220785e-06,7.779128785578848e-09
1939,9.338546988146845e-06,1.2235240376412548e-08
1940,8.619125765108038e-06,1.0143131667916805e-08
1941,8.420636731898412e-06,2.066051862925633e-08
1942,8.702118975634221e-06,1.8205270180260413e-08
1943,8.375833203899674e-06,5.806470415592457e-09
1944,7.653809007024392e-06,9.639558484764166e-09
1945,8.415560841967817e-06,1.5249527862692958e-08
1946,7.978184839885216e-06,1.2528993842408909e-08
1947,8.28262091090437e-06,1.549713246618012e-08
1948,7.5864031714445446e-06,1.4133454406817236e-08
1949,6.922954071342247e-06,1.0798709482173763e-08
1950,7.911645298008807e-06,7.444753258312176e-09
1951,8.003514267329592e-06,1.0661401539380222e-08
1952,7.269587968039559e-06,7.381362632230548e-09
1953,7.733453458058648e-06,6.464296653518886e-09
1954,7.76427987148054e-06,4.886268278880834e-09
1955,7.70652241044445e-06,7.508486277174597e-09
1956,7.633615496160928e-06,1.1337484062678982e-08
1957,7.201439075288363e-06,4.417518795207798e-09
1958,7.0032810981501825e-06,7.445019267748876e-09
1959,6.5966614783974364e-06,1.007597205671118e-08
1960,6.834322903159773e-06,6.2287499602575735e-09
1961,6.663284693786409e-06,6.25334317660986e-09
1962,6.6355887611280195e-06,6.341956293454132e-09
1963,6.4388959799543954e-06,1.1638896069143811e-08
1964,6.457523795688758e-06,6.083968440151466e-09
1965,6.092026069381973e-06,7.660860390501512e-09
1966,5.880281605641358e-06,7.200797291773142e-09
1967,6.0687502809742e-06,1.5284040200125304e-08
1968,6.432605914596934e-06,8.98283178396575e-09
1969,6.42567874820088e-06,9.991866889436096e-09
1970,6.068017682991922e-06,8.7375777724219e-09
1971,5.769906692876248e-06,5.652237344833111e-09
1972,5.802708983537741e-06,8.208234980600082e-09
1973,5.6355970627919305e-06,8.269805285010534e-09
1974,5.421363312052563e-06,1.1251143128276908e-08
1975,5.108919140184298e-06,1.2565256390928425e-08
1976,5.307294941303553e-06,6.8562320265641574e-09
1977,5.3331796152633615e-06,5.289103821581875e-09
1978,4.90276988784899e-06,9.504946274496717e-09
1979,5.138617780175991e-06,7.022368020415115e-09
1980,5.519144451682223e-06,9.664756106531058e-09
1981,4.768199232785264e-06,3.1627747087981106e-09
1982,4.720184733741917e-06,6.2075020679230875e-09
1983,4.919631010125158e-06,5.68378455412244e-09
1984,4.8183960643655155e-06,6.378909400694965e-09
1985,4.591073775372934e-06,4.210890747202711e-09
1986,4.976621767127654e-06,2.3977941854269602e-09
1987,4.346623882156564e-06,2.4443267410134695e-09
1988,4.2311685319873504e-06,3.597932174415064e-09
1989,4.64789081888739e-06,4.390497743145261e-09
1990,4.308248207962606e-06,8.717841559757744e-09
1991,4.608870312949875e-06,4.68917216167597e-09
1992,3.890571406373056e-06,3.30596661157756e-09
1993,4.252449343766784e-06,4.985286850001103e-09
1994,4.860317403654335e-06,8.967375286772494e-09
1995,4.188843377050944e-06,3.253470381991974e-09
1996,4.202679974696366e-06,5.871901187504136e-09
1997,4.262181846570456e-06,5.274384040632185e-09
1998,4.267952590453206e-06,6.675381136744818e-09
1999,4.330722731538117e-06,6.8553016596695215e-09
2000,4.0884465306589846e-06,3.5344251969604557e-09
2001,4.4346625145408325e-06,2.6287270138425356e-09
2002,4.234888820064953e-06,4.81934359086722e-09
2003,4.144838385400362e-06,4.583615265119079e-09
2004,4.171337423031218e-06,3.9643119897903034e-09
2005,3.928170372091699e-06,2.702249757291497e-09
2006,4.10883058066247e-06,2.4707338397433887e-09
2007,4.140278178965673e-06,5.192823504529542e-09
2008,3.9653791645832825e-06,4.6831836186811415e-09
2009,4.333333436079556e-06,1.2397300963584712e-08
2010,4.4243047341296915e-06,4.2514138876015295e-09
2011,4.209428425383521e-06,3.059177577924288e-09
2012,4.742464625451248e-06,4.085103366691101e-09
2013,5.023493031330872e-06,3.0680376017500066e-09
2014,5.2700438573083375e-06,1.7323561474213989e-09
2015,4.956706106895581e-06,3.103205470367243e-09
2016,5.391698323364835e-06,4.349814286541687e-09
2017,5.015877377445577e-06,5.0312225496895735e-09
2018,5.350347692001378e-06,3.614053500911041e-09
2019,4.749429081130074e-06,3.826481798085979e-09
