year,ses_DET humeurs_NOUN,ses_DET tumeurs_NOUN
1854,2.1198311106473966e-07,1.3508727469968562e-08
1855,1.7247544903398193e-07,1.2205955357558196e-08
1856,1.941445999520397e-07,1.2942972915652717e-08
1857,1.9379591453816403e-07,1.1715622250108026e-08
1858,1.5317205542819678e-07,1.5170396494568195e-08
1859,1.5327441338364167e-07,1.2221216039165483e-08
1860,1.2953430167383928e-07,1.0069804545764782e-08
1861,1.598711665273811e-07,1.55626805886655e-08
1862,1.5451513490916113e-07,1.490935552794781e-08
1863,1.8180420502389438e-07,1.148762801550518e-08
1864,1.970633121128884e-07,9.109982990196386e-09
1865,1.1249358067288995e-07,7.0602665935837194e-09
1866,1.1482846673516178e-07,1.556996132023869e-08
1867,8.783588612004678e-08,1.6014277903764196e-08
1868,1.36340521428302e-07,1.679557115608077e-08
1869,9.669368128406575e-08,1.904572499711321e-08
1870,1.6858103446537598e-07,9.17447806614291e-09
1871,1.8693272352265922e-07,1.0621177271019633e-09
1872,8.587221600464545e-08,1.4513614310374123e-08
1873,1.4665711151051752e-07,2.3944017324417644e-09
1874,1.4637791867500027e-07,9.559374625212058e-09
1875,1.493318630418905e-07,8.58229043387837e-09
1876,1.813804431094468e-07,2.1161051577678336e-08
1877,1.8554448510954558e-07,2.3502300550148902e-08
1878,9.541759904418967e-08,1.2078177569208037e-08
1879,1.4540194115397753e-07,1.4051448005147904e-08
1880,1.0204375655575859e-07,1.7328185109022343e-08
1881,9.691785862742108e-08,1.3945014920579979e-08
1882,1.1780031794472734e-07,3.1945848633085916e-08
1883,1.2512291203137238e-07,4.802697617378726e-08
1884,9.242375575979622e-08,3.234831424947515e-08
1885,1.2697901752289908e-07,2.7071669572720225e-08
1886,8.970314979706018e-08,7.098810428374236e-09
1887,7.769420623526813e-08,1.4363633837888301e-08
1888,8.813454144274147e-08,1.6485598663962264e-08
1889,1.0963989183210288e-07,1.6915868705780213e-08
1890,1.0487018037297346e-07,2.2940352728539892e-08
1891,1.0836173913730818e-07,1.4023283867459213e-08
1892,1.1972858593445324e-07,2.2566644553023707e-08
1893,1.0038218789532038e-07,2.217029959616923e-08
1894,1.0208493961272325e-07,2.3315696040526745e-08
1895,1.0472389444515784e-07,1.3240951446391591e-08
1896,1.1263325205845831e-07,8.845543852942228e-09
1897,7.458193351794762e-08,2.4472196713531957e-08
1898,1.5673643360969436e-07,2.3199254184369522e-08
1899,1.2160673001915256e-07,1.7688250864011934e-08
1900,1.1731780347190579e-07,1.453494880010453e-08
1901,9.892067964756279e-08,2.179608138419553e-08
1902,8.298379805538048e-08,7.856454153909453e-09
1903,8.74835661690554e-08,1.4040573148577096e-08
1904,8.330668777034589e-08,1.3974025492302644e-08
1905,8.824898145576299e-08,1.2385821979155054e-08
1906,8.333579160080262e-08,9.259531807970234e-09
1907,1.2908537233569106e-07,1.3371392604266674e-08
1908,1.24258147993217e-07,1.2278472683036057e-08
1909,1.3257370201635865e-07,2.365422852035337e-08
1910,1.3146611077541337e-07,2.2979847358328698e-08
1911,1.436501066987006e-07,1.5961122201701983e-08
1912,1.052303068571625e-07,1.1460726589973547e-08
1913,1.1507487940320971e-07,1.9090763747620088e-08
1914,1.1317497189411441e-07,2.0090231700464756e-08
1915,2.0027295377644805e-08,4.712304768617059e-09
1916,9.668966516329647e-08,1.3184954239520152e-08
1917,6.799183227546024e-08,8.773139548168274e-09
1918,8.959373332118048e-08,8.040463406189247e-09
1919,1.2154359219085364e-07,9.207848705727883e-09
1920,1.0222512836222108e-07,1.665890891899835e-08
1921,1.3782400287709606e-07,1.2873670629520717e-08
1922,1.409185701461979e-07,1.475587119159627e-08
1923,9.235874642854469e-08,5.307974060286824e-09
1924,1.4438619189149904e-07,2.707241186783449e-08
1925,1.6497266686066325e-07,2.859526304632709e-08
1926,1.72765140860065e-07,2.0063049888108253e-08
1927,1.8396221701522109e-07,2.898798556749682e-08
1928,1.5196634706171608e-07,4.227635130860108e-08
1929,1.6933417557041253e-07,1.4482528065684619e-08
1930,1.0713675813178725e-07,1.5755405202710904e-08
1931,1.6081552178803804e-07,2.6232321204133768e-08
1932,1.3041848490047414e-07,7.6716757391182e-09
1933,1.915600620350233e-07,2.867665571670841e-08
1934,1.3419370326062108e-07,9.585264137967897e-09
1935,2.046576526026911e-07,1.4361940969820353e-08
1936,1.5762128802165876e-07,2.182448710641438e-08
1937,1.133200659975131e-07,5.0364472592434595e-09
1938,1.646582201697555e-07,1.4261735792331365e-08
1939,1.6058752727587944e-07,2.2941076593951948e-08
1940,1.2932493120842992e-07,1.2678914806940611e-08
1941,2.1250818349471956e-07,1.1806010391524069e-08
1942,2.3666852189130339e-07,1.2136847082899749e-08
1943,2.4677498799974273e-07,1.4516175816936538e-08
1944,1.285274464635222e-07,1.927911696952833e-08
1945,2.2220741868750338e-07,8.714016175304096e-09
1946,1.9071912227275334e-07,8.352662561605939e-09
1947,2.205361133711392e-07,7.152522574216391e-09
1948,2.4570465950723985e-07,1.4133454406817236e-08
1949,1.7179765243735545e-07,9.817008428392171e-09
1950,2.137707610927464e-07,1.2762433776458693e-08
1951,2.1642645497976787e-07,1.1727541604500402e-08
1952,1.9086094926734631e-07,5.272402070488624e-09
1953,1.8530983458830974e-07,9.69644453618912e-09
1954,1.6613311970559153e-07,6.840775057526116e-09
1955,1.924049541912609e-07,4.6928039232341234e-09
1956,2.284939153440746e-07,1.0465369904011368e-08
1957,1.855357987246009e-07,1.501956425897788e-08
1958,1.8281657415686325e-07,6.617794756635931e-09
1959,1.6819122361511063e-07,2.325224457422337e-09
1960,1.785575010071483e-07,5.536666680683311e-09
1961,1.9802253808931525e-07,1.111705483225478e-08
1962,2.7650930012335095e-07,1.0781326054143392e-08
1963,2.0109425280523396e-07,7.759263453976928e-09
1964,1.9712057186538345e-07,5.475571551727398e-09
1965,2.0684323587261133e-07,8.20806533852192e-09
1966,2.154700111667296e-07,2.215629901769489e-09
1967,1.9918555516085235e-07,5.423369253687582e-09
1968,2.4343473814525396e-07,2.245707841908029e-09
1969,1.96658106688119e-07,2.2708788183223305e-09
1970,1.7291205556269063e-07,6.898087434592526e-09
1971,1.870376711288202e-07,2.0553589941130213e-09
1972,1.816072026095128e-07,5.643161493651405e-09
1973,1.891028900136149e-07,2.205281512956958e-09
1974,1.5695345689792362e-07,3.937900228123681e-09
1975,1.60492586331884e-07,6.8537762132336866e-09
1976,2.2454160641949272e-07,3.9994687561772935e-09
1977,1.9804755457819567e-07,3.526069214387917e-09
1978,2.0613851958728446e-07,2.3762365408686037e-09
1979,2.089154492734835e-07,1.1703946700691858e-09
1980,2.4844109702826245e-07,2.8425752862659692e-09
1981,2.2898488793998695e-07,1.8976649140967083e-09
1982,2.4519632768615907e-07,4.966001831974154e-09
1983,2.4503425066768614e-07,1.2630632095778083e-09
1984,2.708137110118969e-07,6.958810416790584e-09
1985,2.803250147564995e-07,4.812446441349039e-09
1986,2.913320049646728e-07,4.196139768986029e-09
1987,2.688759530578011e-07,2.4443267410134695e-09
1988,3.046249470450846e-07,3.597932174415064e-09
1989,2.744061049497759e-07,3.2928733073589456e-09
1990,2.7297740756715427e-07,1.6345953479657283e-09
1991,2.8721178146895454e-07,0.0
1992,2.958839888655973e-07,1.1019888335184191e-09
1993,3.3235245577856176e-07,3.877445309274918e-09
1994,2.9486838548642424e-07,3.164956019485743e-09
1995,3.237203012318446e-07,2.1689803286761844e-09
1996,2.941288785862639e-07,2.135236876199542e-09
1997,3.3660158127446493e-07,1.438468344439059e-09
1998,2.8894862946771127e-07,1.43043876743576e-09
1999,2.719269709405836e-07,2.7421207526856506e-09
2000,3.158892427634896e-07,1.7672125984802278e-09
2001,3.1413288104076287e-07,3.066848330846028e-09
2002,3.1851479498357094e-07,1.314366449012283e-09
2003,3.1793620802744726e-07,2.500153695184082e-09
2004,3.3784748509901874e-07,1.0131020133918867e-08
2005,3.39132334659098e-07,1.8014998381943315e-09
2006,3.631979046403444e-07,2.4707340062768424e-09
2007,4.198197833815698e-07,6.7906151812735516e-09
2008,4.189320674807817e-07,2.1287198670449925e-09
2009,4.6775969630985514e-07,1.0966842989290626e-08
2010,5.3189911852769e-07,7.558068837454357e-09
2011,5.300025174292955e-07,8.795135286732148e-09
2012,5.147229877877635e-07,4.425528637996834e-09
2013,5.594984653356505e-07,1.0319762600019544e-08
2014,6.440034105992254e-07,7.795602607885144e-09
2015,5.04270892598413e-07,6.206411051756788e-09
2016,4.7143698811424883e-07,9.321029836861783e-09
2017,5.403533016590245e-07,8.804639461956754e-09
2018,5.057093535043578e-07,3.3559067191824e-09
2019,5.216770180282992e-07,8.928457417844982e-09
