year,autres_ADJ huiles_NOUN,autres_ADJ tuiles_NOUN
1866,1.5229368993674441e-07,1.2650593461671633e-08
1867,1.3490815753414154e-07,1.5043715606566366e-08
1868,1.1361710183788176e-07,4.44588676984381e-09
1869,1.0060049504545532e-07,7.813630631403612e-09
1870,1.1926820775443048e-07,7.454262984651905e-09
1871,1.6993882923088677e-07,1.0621177271019633e-09
1872,1.0280476914203973e-07,3.628403577593531e-09
1873,1.6940392244535474e-07,1.7958012854535355e-09
1874,1.9238241666386102e-07,7.169530746864439e-09
1875,1.310229720274947e-07,1.1443054503956773e-08
1876,1.2998932241714556e-07,4.232210137899983e-09
1877,1.6451609952117252e-07,6.80329748092845e-09
1878,1.1534659405398884e-07,1.69094480639842e-08
1879,9.163988234917042e-08,4.27652757650776e-09
1880,2.175649851388073e-07,2.5671385017744797e-09
1881,1.3666115172839e-07,9.064259565150223e-09
1882,9.849970350472859e-08,3.9932310791357395e-09
1883,9.731781824839913e-08,6.319338829996468e-09
1884,1.1486952811168294e-07,6.601696966868076e-10
1885,1.2246707914442823e-07,1.2891271383708158e-09
1886,1.4391224478771392e-07,2.5813855497602844e-09
1887,1.4494212541293905e-07,9.793386546164129e-09
1888,3.525381719882148e-07,6.974675947901687e-09
1889,1.2906181590111032e-07,3.759081934617825e-09
1890,1.4026386985221961e-07,1.1142456735058204e-08
1891,2.1226152213671412e-07,1.2748440081367107e-09
1892,2.2692015311243097e-07,8.149066310636499e-09
1893,3.15310927812007e-07,7.390100087434348e-09
1894,1.5123694030449997e-07,2.520615716150587e-09
1895,1.9801242023831378e-07,3.611168697403855e-09
1896,1.686550334945025e-07,3.5382172747233653e-09
1897,1.4741585729893814e-07,4.078699600285063e-09
1898,2.008715938028871e-07,1.0185038590293516e-08
1899,1.1110432218686128e-07,1.6582735185011188e-09
1900,1.7909133998017523e-07,2.07642125715779e-09
1901,1.8107514110354828e-07,2.235495566438317e-09
1902,2.5287963101305877e-07,4.419255628107521e-09
1903,1.5714640433373006e-07,1.0800440541913758e-09
1904,1.4887711774491663e-07,4.837162670412454e-09
1905,2.0126960986743825e-07,6.192911072844254e-09
1906,1.4763810241014141e-07,5.144184522798412e-10
1907,1.0902828284642396e-07,2.5714217422034835e-09
1908,1.3899231454672645e-07,5.40252820258047e-09
1909,1.6282911197151861e-07,9.901770070541716e-09
1910,1.5230829619738984e-07,1.068830135508847e-09
1911,1.367336213142778e-07,2.6601871816467337e-09
1912,1.1460726412337863e-07,3.125652625612929e-09
1913,1.5325640623231607e-07,6.363587878865928e-09
1914,1.1786269027425078e-07,1.2054139020278853e-08
1915,1.7906757587837774e-07,3.534228465440492e-09
1916,1.3954077271449705e-07,7.69122365795738e-09
1917,1.853325732881217e-07,0.0
1918,1.5736336234084547e-07,2.2972752589112133e-09
1919,2.0625580310351666e-07,5.524709134618888e-09
1920,2.339819622498851e-07,3.786115865267448e-09
1921,2.3324061437790533e-07,5.300923255902035e-09
1922,2.530631730834898e-07,8.115729421831475e-09
1923,2.526595679341881e-07,5.307974060286824e-09
1924,2.140009689455269e-07,9.02413699321869e-09
1925,1.3747721805401625e-07,0.0
1926,3.210087955451968e-07,8.916910765321973e-09
1927,1.5943392206452245e-07,2.2298449753321847e-09
1928,2.753675900635244e-07,0.0
1929,2.3506257385008666e-07,6.684243825105796e-09
1930,2.079713450342524e-07,1.0503603542488804e-09
1931,2.246855252963087e-07,9.124285327288817e-09
1932,3.539930304441441e-07,2.1919073223131136e-09
1933,2.7529588564334517e-07,1.9500125958415992e-08
1934,6.122587308254879e-07,9.585264137967897e-09
1935,4.7514087242461756e-07,8.377798899061872e-09
1936,3.213049453165695e-07,1.2124714565686645e-09
1937,3.172961786646056e-07,0.0
1938,4.161833793148162e-07,1.2965214457594243e-09
1939,3.1811624889854784e-07,1.5294050470515685e-09
1940,3.474022705063362e-07,2.5357829169792012e-09
1941,3.6598631858453246e-07,8.854508237732261e-09
1942,2.2756588680117318e-07,9.102635090130207e-09
1943,1.800005842156338e-07,0.0
1944,2.0885709339779623e-07,3.2131861615880553e-09
1945,1.241747327185294e-07,0.0
1946,1.1415305767314976e-07,5.568441707737293e-09
1947,9.894322872128214e-08,0.0
1948,1.5546799758681118e-07,2.174377566888097e-09
1949,1.7670615548581736e-07,1.9634016634739737e-09
1950,1.5953042264982287e-07,7.444753258312176e-09
1951,1.609871667085372e-07,1.1727541604500402e-08
1952,1.1493836105103128e-07,5.272402070488624e-09
1953,1.906967490583611e-07,3.232148326759443e-09
1954,1.6613311615287785e-07,9.772536113672459e-10
1955,1.8208078955694873e-07,5.631364707880948e-09
1956,1.3953826538681824e-07,5.232684952005684e-09
1957,2.3854602204664843e-07,3.534015080575159e-09
1958,1.8529824785673554e-07,5.790570245522986e-09
1959,9.998464989280365e-08,1.007597205671118e-08
1960,1.5779500017742976e-07,4.152500121534786e-09
1961,1.257616801808581e-07,1.3896318540318475e-09
1962,1.1732619142890144e-07,6.341956404476434e-10
1963,1.1121611720454894e-07,3.2330267352165265e-09
1964,1.4905722522939868e-07,1.8251904432275978e-09
1965,1.1600731752992033e-07,7.1136563306595235e-09
1966,9.361036035215875e-08,0.0
1967,8.677390539446606e-08,2.9582012395223956e-09
1968,9.207402484889826e-08,4.491415683816058e-09
1969,1.0355208068801858e-07,4.995933444718048e-09
1970,1.4669932468791558e-07,6.898087434592526e-09
1971,1.2126617932040062e-07,5.138397263237948e-09
1972,1.441571271243447e-07,3.0780880067027283e-09
1973,1.5436970812743311e-07,2.7566018356850464e-09
1974,1.6764203536467903e-07,1.0688586016271984e-08
1975,1.3878896254482243e-07,6.8537762132336866e-09
1976,1.3941005505557769e-07,7.427584769459372e-09
1977,8.873940515741197e-08,4.7014254711541525e-09
1978,1.4376230694779224e-07,0.0
1979,1.7029242371791042e-07,2.925986564150662e-09
1980,1.7112303396515927e-07,2.2740602734216964e-09
1981,1.1765522245354987e-07,4.427884725544118e-09
1982,1.3097830020569745e-07,5.586751949948621e-09
1983,1.0420271934208358e-07,1.2630632095778083e-09
1984,1.4671491044282448e-07,4.059305780401701e-09
1985,1.215142759747323e-07,5.414002135495366e-09
1986,1.0190624877282062e-07,4.196139880008332e-09
1987,9.227333386263581e-08,4.888653482026939e-09
1988,8.095347503456196e-08,4.197587610832443e-09
1989,1.5311860934730248e-07,3.841685636274406e-09
1990,5.503137590068263e-08,4.90378582185258e-09
1991,9.202500450555817e-08,7.6199047072123e-09
1992,5.7303417122511746e-08,6.61193322315512e-09
1993,4.985286494729735e-08,2.7696036575264316e-09
1994,4.905681727507272e-08,3.6924485691258724e-09
1995,5.964695937166198e-08,3.253470381991974e-09
1996,8.327423728360372e-08,2.6690460952494277e-09
1997,5.274383951814343e-08,1.917957792585412e-09
1998,7.295237658411224e-08,9.536258449571733e-10
1999,9.231806430420875e-08,1.8280804647829996e-09
2000,8.482620472705094e-08,3.092622158362701e-09
2001,7.886181130345449e-08,6.133696661692056e-09
2002,9.857748395347699e-08,4.81934359086722e-09
2003,5.291992088984898e-08,2.083461403401543e-09
2004,6.651234940591166e-08,7.928623979580607e-09
2005,7.926599110419374e-08,9.007499190971657e-10
2006,6.341550395916329e-08,2.0589450144825605e-09
2007,5.9517744954717955e-08,1.1983438685803094e-09
2008,5.492097265857865e-08,2.554463751636149e-09
2009,6.055604417909421e-08,3.814554005998616e-09
2010,4.912744611118569e-08,2.3618964561933353e-09
2011,7.49498478835875e-08,3.823971805871906e-09
2012,1.0042545417476845e-07,6.468080293586809e-09
2013,8.144245022823071e-08,3.6258624991347688e-09
2014,6.777843419847329e-08,5.197068553286499e-09
2015,6.162079629890016e-08,3.768178213903184e-09
2016,1.060526082508062e-07,5.799752234025846e-09
2017,7.924175920992482e-08,2.5156112748447867e-09
2018,5.446894724148166e-08,3.872199894061623e-09
2019,1.415798169812632e-07,3.826481798085979e-09
