year,vos_DET airs_NOUN,vos_DET terres_NOUN
1967,4.9303355398322424e-08,1.2079322253555347e-07
1968,4.2668450106475575e-08,1.145311008254879e-07
1969,3.860494268703718e-08,1.1990240267323315e-07
1970,2.3453497643988186e-08,9.565348069173751e-08
1971,2.620582706391872e-08,8.889427904890113e-08
1972,2.4111690422046195e-08,1.0619404089418083e-07
1973,7.718485461882807e-09,1.030969087878475e-07
1974,1.9689501584707614e-08,7.256987211157195e-08
1975,1.313640396460869e-08,9.880861018274345e-08
1976,2.1140049488721502e-08,1.1027107205130449e-07
1977,1.763034590540613e-08,7.287209347062173e-08
1978,2.316830594040198e-08,8.316827682097738e-08
1979,2.867466974976196e-08,9.421676905319032e-08
1980,1.5349907178663358e-08,9.380498783295721e-08
1981,3.099519241267501e-08,8.096703674187467e-08
1982,9.9320033308814e-09,8.193902778508289e-08
1983,3.410270732473464e-08,8.588830047173701e-08
1984,2.899504214504134e-08,9.62635422485647e-08
1985,2.225756545737312e-08,8.722559119433981e-08
1986,2.2779044428489215e-08,9.051672750226558e-08
1987,1.8332450224534114e-08,7.760737119610894e-08
1988,1.1993107784658008e-08,5.696726246284811e-08
1989,1.2622680567453415e-08,9.384688937075225e-08
1990,1.47113579651581e-08,7.301192184172578e-08
1991,2.0515127652220855e-08,8.1474365587475e-08
1992,2.1488782808720686e-08,7.438424731720517e-08
1993,1.717154241021035e-08,7.644106236881498e-08
1994,1.7407257746349103e-08,9.283871071907868e-08
1995,1.626735279813829e-08,9.868860306738725e-08
1996,1.7615704006601618e-08,8.113899774286892e-08
1997,1.8220598585472203e-08,9.925431765367421e-08
1998,1.2873949017944142e-08,7.342918961761313e-08
1999,9.597422329088445e-09,1.0648568693483185e-07
2000,1.5021306976059634e-08,8.129177708759983e-08
2001,1.533424159871899e-08,7.667120294208019e-08
2002,2.2782351449812666e-08,7.491888887045661e-08
2003,1.4584229823810801e-08,1.1542376476825211e-07
2004,2.2904915297772277e-08,8.765534764698657e-08
2005,1.711424801875694e-08,1.0493736257721764e-07
2006,2.017765970974139e-08,8.071064128145622e-08
2007,2.5165220352008077e-08,9.626695529618701e-08
2008,2.639612536881053e-08,9.749536511449719e-08
2009,2.288732470212551e-08,1.3303257517804923e-07
2010,4.2986517012622016e-08,1.4124140568227972e-07
2011,3.823972066774317e-08,1.4645812518310208e-07
2012,5.7531869934734914e-08,1.8621262398710314e-07
2013,6.387096518345459e-08,2.169939219420769e-07
2014,7.665676071688665e-08,2.2044232661500018e-07
2015,7.403361701463496e-08,2.3783853997372262e-07
2016,7.726098316673813e-08,2.5912465151378683e-07
2017,4.779661522125167e-08,2.367190310437195e-07
2018,6.815071795784888e-08,2.3181571595642936e-07
2019,5.892781684835313e-08,2.6122115404092483e-07
