year,deux_DET tissus_NOUN
1887,5.941321545854805e-08
1888,3.740962806197956e-08
1889,2.8193115397812107e-08
1890,3.2771933167197176e-08
1891,2.995883363610119e-08
1892,3.0715710863660206e-08
1893,3.1407925205062526e-08
1894,2.3945849747519787e-08
1895,3.4306102403292016e-08
1896,4.245860996121564e-08
1897,5.010973636032645e-08
1898,3.451596342074481e-08
1899,4.8089932036532446e-08
1900,7.47511634813236e-08
1901,4.9180901184886494e-08
1902,9.034921932826734e-08
1903,3.7801541452608944e-08
1904,4.192207558872951e-08
1905,2.4255568220610257e-08
1906,2.82930141537463e-08
1907,4.834272837594966e-08
1908,5.107844458507316e-08
1909,4.235757317117006e-08
1910,5.02350161468712e-08
1911,5.586392903822457e-08
1912,3.80287765722187e-08
1913,3.7651225748280837e-08
1914,4.7546880210802556e-08
1915,2.591767678250534e-08
1916,2.8567400889301098e-08
1917,2.7416060532914344e-08
1918,2.986457925402419e-08
1919,2.8544329566670967e-08
1920,4.240449769099541e-08
1921,6.058198170899587e-08
1922,4.05786459434232e-08
1923,3.3971035318103304e-08
1924,4.640984829773487e-08
1925,4.6192347724627325e-08
1926,5.7959919197436705e-08
1927,6.466550517281178e-08
1928,6.741364444451392e-08
1929,5.235991040741794e-08
1930,5.7769820926978355e-08
1931,3.763767608688795e-08
1932,4.383814600217306e-08
1933,4.358851568575517e-08
1934,5.990789908594252e-08
1935,5.0266793394371234e-08
1936,3.3949199895744187e-08
1937,3.903246792447135e-08
1938,5.445390161007424e-08
1939,7.647025057622159e-08
1940,3.803674530900025e-08
1941,6.788455664263893e-08
1942,2.4273694831933312e-08
1943,1.1612940831184915e-08
1944,3.8558232162699824e-08
1945,1.742803235060819e-08
1946,2.0881657292193267e-08
1947,2.622591566137089e-08
1948,6.52313261184645e-08
1949,2.5524220959027843e-08
1950,3.828730044119766e-08
1951,4.051332780363737e-08
1952,3.268889159357968e-08
1953,3.663101422191062e-08
1954,3.518112845490862e-08
1955,4.5050918107136795e-08
1956,4.4477822092048314e-08
1957,2.7388617263035542e-08
1958,2.9780076737928596e-08
1959,4.107896356408958e-08
1960,3.460416664324839e-08
1961,2.501337315052865e-08
1962,1.2049717335038679e-08
1963,3.103705514817534e-08
1964,3.0419842422801935e-08
1965,3.009623772420866e-08
1966,3.9881339120029224e-08
1967,2.8102913329774992e-08
1968,3.099076972823411e-08
1969,1.5896152727457036e-08
1970,2.759235046001507e-08
1971,2.2608949490354746e-08
1972,3.3345955996466614e-08
1973,1.709093200297218e-08
1974,2.362740159078669e-08
1975,2.227477313709869e-08
1976,1.9997344224975677e-08
1977,1.2341241639735046e-08
1978,1.7821773501403015e-08
1979,2.4578288626564415e-08
1980,2.5583178464572143e-08
1981,2.0241758491579276e-08
1982,2.6692260179927985e-08
1983,1.768288515613392e-08
1984,1.7397025375842645e-08
1985,2.5265343372993243e-08
1986,1.978180153017206e-08
1987,1.8332450668623324e-08
1988,2.6984492806914062e-08
1989,1.865961507530045e-08
1990,1.8525414091641323e-08
1991,1.4653663449326615e-08
1992,2.3692759532067953e-08
1993,1.994114740000441e-08
1994,1.846224323420742e-08
1995,1.626735190995987e-08
1996,1.2811421035152648e-08
1997,2.301549295591343e-08
1998,1.6211639364271946e-08
1999,2.1022925456026798e-08
2000,1.9439339360438623e-08
2001,1.883921130207966e-08
2002,2.102986274010732e-08
2003,2.5418228966067602e-08
2004,2.2023956880445894e-08
2005,2.0266873845820044e-08
2006,2.0589448701535673e-08
2007,2.117074093810345e-08
2008,2.0861454952392222e-08
2009,2.0980046810947783e-08
2010,2.2201827265533325e-08
2011,2.1796640936599943e-08
2012,2.008509081274923e-08
2013,1.3666712816995386e-08
2014,1.2992670855860311e-08
2015,1.8619233488337272e-08
2016,1.6984988082668906e-08
2017,2.0376451914660976e-08
2018,1.858656040187867e-08
2019,1.4285531590996214e-08
