year,ayons_VERB en_PRON,ayons_VERB tant_ADV
1924,0.0,9.02413699321869e-09
1925,2.1996355847875293e-09,4.399271169575059e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,3.3447675740205796e-09,7.804457524684949e-09
1928,3.4278122562625413e-09,9.14083297942625e-09
1929,1.1140406375176326e-09,8.912325100141061e-09
1930,2.100720708497761e-09,8.402882833991043e-09
1931,0.0,1.1405356659111021e-08
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,0.0,5.98414207075848e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,9.639558484764166e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,9.817008317369869e-10,1.0798709482173763e-08
1950,2.1270722960764488e-09,8.508289184305795e-09
1951,1.0661401761424827e-09,1.5992101864981123e-08
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,7.818028890937967e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,0.0,4.360570571293465e-09
1957,0.0,3.534015080575159e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,0.0,3.100299128533379e-09
1960,1.3841666701708277e-09,8.997083078554624e-09
1961,4.86371165564492e-09,2.223410966450956e-08
1962,4.43936931660005e-09,1.0781326054143392e-08
1963,2.5864212993553792e-09,1.2932106940866106e-08
1964,9.125952438182594e-09,1.3993127545575135e-08
1965,2.73602163147757e-09,7.1136563306595235e-09
1966,1.1078149508847446e-09,6.092982118843793e-09
1967,1.9721342336964653e-09,9.860671390526932e-09
1968,2.6948494546985557e-09,5.3896989093971115e-09
1969,3.6334062425424918e-09,7.72098829315837e-09
1970,9.197450023812337e-10,6.898087434592526e-09
1971,2.0553589941130213e-09,5.652237344833111e-09
1972,5.130146973897354e-09,7.182205497002769e-09
1973,1.102640756478479e-09,2.7566018356850464e-09
1974,2.2502286700643026e-09,5.06301445213353e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,1.142705374768127e-09,1.142705374768127e-09
1977,3.526069214387917e-09,4.7014254711541525e-09
1978,5.346532105932056e-09,6.534650598410963e-09
1979,1.1703946700691858e-09,6.437170796402825e-09
1980,3.411090521154847e-09,7.95921106799824e-09
1981,1.8976649140967083e-09,3.1627747087981106e-09
1982,1.2415004579935385e-09,7.449002747961231e-09
1983,1.89459470334441e-09,5.68378455412244e-09
1984,2.8995041922996734e-09,8.118611560803402e-09
1985,0.0,4.210890747202711e-09
1986,1.1988970927134801e-09,7.792831269171074e-09
1987,3.0554083707556856e-09,2.4443267410134695e-09
1988,3.597932174415064e-09,5.99655392008458e-09
1989,2.744061089465788e-09,6.036934507847036e-09
1990,5.44865097484859e-10,2.179460389939436e-09
1991,2.9307325455363298e-09,5.8614650910726596e-09
1992,5.509944167592096e-10,8.264915862810085e-09
1993,1.1078414852150331e-09,4.4313659408601325e-09
1994,3.6924485691258724e-09,6.857404422078162e-09
1995,2.7112254663563817e-09,6.506940763983948e-09
1996,0.0,6.4057106285986265e-09
1997,1.438468344439059e-09,2.3974471297094624e-09
1998,4.768129224785866e-10,7.152193948201102e-09
1999,9.140402323914998e-10,5.941261704833778e-09
2000,1.3254094488601709e-09,5.743440834038438e-09
2001,4.3812117822561447e-10,5.695575122643959e-09
2002,0.0,4.81934359086722e-09
2003,1.2500768753476166e-09,1.2500769308587678e-09
2004,1.3214374039449694e-09,7.488145215006625e-09
2005,2.702249757291497e-09,3.1526248278623825e-09
2006,2.0589450144825605e-09,9.882935358973555e-09
2007,3.994479469415779e-10,7.190063211481856e-09
2008,8.514879357157668e-10,5.5346713878634546e-09
2009,4.76819250749827e-10,2.384096253749135e-09
2010,4.723793023408973e-10,8.030448306328708e-09
2011,1.1471915639660324e-09,6.883149605840799e-09
2012,2.0425516000788235e-09,6.808505315092361e-09
2013,5.578250084070646e-10,1.0040849929282558e-08
2014,1.7323561057880354e-09,7.362513709807672e-09
2015,6.649726325136385e-10,5.763096222466402e-09
2016,1.4499380585064614e-09,1.3463710146766061e-08
2017,7.54683426862357e-10,7.54683426862357e-09
2018,7.744400121190154e-10,6.9699601645822895e-09
2019,1.02039510174734e-09,6.632568272380013e-09
