year,aurons_VERB en_PRON,aurons_VERB tant_ADV
1873,7.781805866358127e-09,6.584604861359367e-09
1874,8.961914044203212e-09,1.1949218503559678e-08
1875,7.437985338754061e-09,9.154443425529735e-09
1876,6.650616057868319e-09,8.464420275799966e-09
1877,4.329371083855449e-09,1.4843558382438005e-08
1878,5.4351798062235446e-09,1.8117265465633636e-09
1879,3.0546627449723474e-09,1.0996785704264767e-08
1880,3.8507077526617195e-09,5.776061406947974e-09
1881,9.064259565150223e-09,2.649552932609822e-08
1882,7.320923423037584e-09,3.9932310791357395e-09
1883,1.1374809816278031e-08,6.951272890631799e-09
1884,1.0562715146988921e-08,1.0562715146988921e-08
1885,2.4493415295978593e-08,1.2246707647989297e-08
1886,7.098810206329631e-09,9.680196200179125e-09
1887,1.9586773869484375e-09,2.4809914123125054e-08
1888,3.804368819970705e-09,1.5851536971922542e-08
1889,4.38559560889118e-09,1.0024218788373673e-08
1890,2.6217545912032847e-09,1.0487018364813139e-08
1891,1.7210393110644873e-08,5.099376032546843e-09
1892,4.387958441043338e-09,1.191017329205124e-08
1893,6.774258043407144e-09,1.1085149687062312e-08
1894,6.301539290376468e-09,3.780923574225881e-09
1895,7.824199066419624e-09,1.5046536461227333e-08
1896,6.486731818355906e-09,9.435246361988447e-09
1897,5.826713334045053e-09,8.157399200570126e-09
1898,1.527755810748488e-08,1.1316709347397591e-08
1899,3.3165470370022376e-09,3.8693048765026106e-09
1900,2.07642125715779e-09,1.9206897405865675e-08
1901,1.1177477665658131e-08,1.4530721514915967e-08
1902,1.3748795213430753e-08,5.892340837476695e-09
1903,7.020286574288548e-09,1.0260418292773466e-08
1904,6.449550227216605e-09,1.289910045443321e-08
1905,4.128607289377584e-09,1.0837593933388234e-08
1906,6.173021371846943e-09,3.600929110447737e-09
1907,7.71426478252124e-09,8.228549397415463e-09
1908,4.911389073214423e-09,6.384805573134145e-09
1909,9.351671770296832e-09,9.901770070541716e-09
1910,5.878565634276356e-09,9.085056262847502e-09
1911,6.916486605668126e-09,5.320374141248863e-10
1912,5.730363294986773e-09,1.8753915753677575e-08
1913,9.545381374209683e-09,1.2727175757731857e-08
1914,2.0090231700464756e-09,8.705766774141921e-09
1915,1.8849219074468238e-08,2.0027295377644805e-08
1916,5.493730803607377e-09,4.614734194774428e-08
1917,2.1932848870420685e-09,4.934890895924582e-08
1918,5.743188147278033e-09,3.5607765624945387e-08
1919,3.6831393490643904e-09,2.3940405213807026e-08
1920,9.843900805606154e-09,1.665890891899835e-08
1921,9.844571824402237e-09,9.087297137000405e-09
1922,0.0,1.1066902949607993e-08
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,9.02413699321869e-09
1925,2.1996355847875293e-09,1.0998178368026856e-08
1926,4.458455382660986e-09,5.57306911730393e-09
1927,5.574612438330462e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,1.5996457491951332e-08
1929,3.342121912552898e-09,8.912325100141061e-09
1930,6.3021621254932825e-09,4.201441416995522e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,2.2941324395731044e-09,1.605892663292252e-08
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,1.196828414151696e-09
1936,4.849885826274658e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,6.295559185076627e-09
1938,3.8895642262559704e-09,7.779128452511941e-09
1939,4.588215141154706e-09,7.647025235257843e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,3.034211770724937e-09
1943,2.032264689866281e-08,2.6129116648121453e-08
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,2.3841741914054637e-09,1.1920871401116528e-08
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,3.926803215925645e-09,1.0798709482173763e-08
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.1727541604500402e-08
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,2.0470272588113403e-08
1954,2.9317608341017376e-09,1.2704297169818801e-08
1955,2.815682353940474e-09,3.754243138587299e-09
1956,1.744228317335228e-09,1.0465369904011368e-08
1957,3.534015080575159e-09,9.718541527092839e-09
1958,3.3088973783179654e-09,7.445019267748876e-09
1959,3.100299128533379e-09,6.975672928177801e-09
1960,6.920833350854139e-10,6.2287499602575735e-09
1961,5.55852741612739e-09,1.459113452284555e-08
1962,2.5367825617905737e-09,6.976152100435229e-09
1963,1.9398159745165344e-09,3.879631726988464e-09
1964,1.2167936658258327e-09,9.734349326606662e-09
1965,4.377634810204256e-09,9.302473458205895e-09
1966,2.769537488234164e-09,1.38476865529924e-08
1967,6.409436092980059e-09,9.367637332502454e-09
1968,3.143991039733507e-09,1.5719955115400808e-08
1969,3.633406214786916e-09,5.904285060864822e-09
1970,3.219107425067591e-09,6.438214850135182e-09
1971,2.569198631618974e-09,7.193756701440179e-09
1972,3.5911027485013847e-09,6.669190977248718e-09
1973,2.7566018911961976e-09,3.859242703185828e-09
1974,1.1251143350321513e-09,2.2502286700643026e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,1.7140580066410394e-09,6.2848797277581525e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,2.970295565063452e-09,5.346532105932056e-09
1979,0.0,4.681578680276743e-09
1980,2.2740602734216964e-09,5.116635559687666e-09
1981,1.8976649140967083e-09,5.69299452024552e-09
1982,2.483000915987077e-09,1.2415004579935385e-09
1983,2.5261264191556165e-09,5.68378455412244e-09
1984,1.1598016991243298e-09,1.275781880138993e-08
1985,3.0077789148208467e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,5.994485352545098e-09
1987,1.8332451112712533e-09,2.4443267410134695e-09
1988,1.1993107618124554e-09,4.797243047249822e-09
1989,1.0976244357863152e-09,3.2928733073589456e-09
1990,2.179460389939436e-09,4.90378582185258e-09
1991,4.68917216167597e-09,2.9307325455363298e-09
1992,2.7549720282848966e-09,9.91789939064347e-09
1993,2.2156829704300662e-09,4.985286850001103e-09
1994,0.0,5.274926717646622e-09
1995,5.422450821690461e-10,5.4224509327127635e-09
1996,2.6690460952494277e-09,4.804283193493575e-09
1997,9.58978896292706e-10,3.3564262480467733e-09
1998,2.3840645013706308e-09,3.814503379828693e-09
1999,1.8280804647829996e-09,5.0272213059088244e-09
2000,1.3254094488601709e-09,4.859834756842929e-09
2001,1.7524847129024579e-09,1.7524847129024579e-09
2002,1.752488598683044e-09,2.6287327870022636e-09
2003,8.333845835650777e-10,2.9168460979889232e-09
2004,2.642874807889939e-09,3.9643119897903034e-09
2005,0.0,1.3511248786457486e-09
2006,2.8825228870488218e-09,5.7650457740976435e-09
2007,3.994479413904628e-09,4.393927444112933e-09
2008,4.257439678578834e-10,7.2376473703172906e-09
2009,5.245011536203492e-09,5.245011536203492e-09
2010,2.8342759250676863e-09,6.140930874920514e-09
2011,1.1471915639660324e-09,9.177532511728259e-09
2012,1.7021263287730903e-09,1.1234034147378225e-08
2013,1.6734750252211938e-09,9.483025031897796e-09
2014,2.165445156521173e-09,7.145969149746634e-09
2015,1.7732603163622684e-09,9.531274436369586e-09
2016,1.2428040818690533e-09,1.2013772199281902e-08
2017,1.2578056374223934e-09,5.7859059765519305e-09
2018,0.0,1.626323964387666e-08
2019,2.55098775436835e-10,1.403043281555938e-08
