year,moins_ADV eu_VERB,moins_ADV tu_VERB
1957,1.3164206791316246e-07,6.714628497661579e-08
1958,1.0257581806172311e-07,6.452349732288809e-08
1959,1.2633718426968699e-07,7.51822515354661e-08
1960,1.2111458147501253e-07,6.92083342856975e-08
1961,1.3687873945400497e-07,8.05986450913565e-08
1962,1.4015724048022093e-07,6.341956515498737e-08
1963,1.0281024742653244e-07,8.405869245109443e-08
1964,1.192457830256899e-07,7.057402973131843e-08
1965,1.1983775038970634e-07,5.2531618166540284e-08
1966,1.539862779509349e-07,7.034624749380214e-08
1967,1.4396579217645922e-07,7.148986336247276e-08
1968,1.3025105261021963e-07,7.635407217598811e-08
1969,1.3988614000481903e-07,6.040537792184608e-08
1970,1.2232608526119293e-07,6.254266171623613e-08
1971,1.3205681170802563e-07,6.166076893521222e-08
1972,1.4620918875607458e-07,4.924940877337747e-08
1973,1.1246935827102789e-07,6.560712662029289e-08
1974,1.2094979240373505e-07,5.625571564138454e-08
1975,1.1480074846303978e-07,4.3407249794569225e-08
1976,1.1369918695436354e-07,4.513686269191908e-08
1977,1.1400956623219827e-07,4.7014256043809155e-08
1978,1.3544548949084856e-07,6.59405658964829e-08
1979,1.4337334164338245e-07,6.20309195120683e-08
1980,1.0574380127081895e-07,6.822180464993721e-08
1981,1.1259478327474426e-07,5.313461648448481e-08
1982,1.1732179672208076e-07,6.766177529371475e-08
1983,9.978199244642383e-08,5.241712264236753e-08
1984,1.1540026889633737e-07,7.074790531191866e-08
1985,1.1489716200685507e-07,6.556958176417993e-08
1986,1.342764761602666e-07,7.313272143427696e-08
1987,1.2588282061187783e-07,7.088547571143522e-08
1988,1.2652728287321224e-07,4.917174201146679e-08
1989,1.081160050375729e-07,6.640627692178214e-08
1990,1.394854649561239e-07,6.756326853540884e-08
1991,1.324691112358778e-07,7.033758553376401e-08
1992,1.2066777799191186e-07,5.675242520375434e-08
1993,1.3183313285480835e-07,8.198027323658152e-08
1994,1.2554325223845808e-07,6.488159653983416e-08
1995,1.3447677815747738e-07,7.916778432814908e-08
1996,1.233099311548358e-07,6.40571033994064e-08
1997,1.2370827562335762e-07,7.623881970175717e-08
1998,1.2444817798495933e-07,8.487270131141145e-08
1999,1.375630489519608e-07,6.535387520045788e-08
2000,1.4226061750832741e-07,8.30589916844815e-08
2001,1.253026624681297e-07,8.543363172464069e-08
2002,1.1522612197722992e-07,9.200564887734686e-08
2003,1.4292545813532342e-07,8.708869270179775e-08
2004,1.2906038193705172e-07,8.192911815640969e-08
2005,1.360132415584303e-07,7.656374290121448e-08
2006,1.3794931419397471e-07,9.800578038010599e-08
2007,1.6936593283389811e-07,1.3101892282207928e-07
2008,1.3581232849446678e-07,1.3581233293535888e-07
2009,1.4781396373564348e-07,1.4876760445758919e-07
2010,1.591918277199511e-07,1.9462027012195904e-07
2011,1.9311057997128955e-07,2.454989971312216e-07
2012,1.8008496738275426e-07,2.839146837629869e-07
2013,2.0165373371128226e-07,3.330215214703003e-07
2014,2.1351289092308434e-07,3.1269028966107726e-07
2015,2.0658482924318378e-07,3.105422212712483e-07
2016,2.444181177452265e-07,3.189863804209381e-07
2017,2.2766282370412227e-07,3.8815883129927897e-07
2018,2.398182630258816e-07,3.812826356863752e-07
2019,2.438744388655323e-07,3.714238232532807e-07
