year,avions_VERB eu_VERB,avions_VERB tu_VERB
1879,6.060450914446847e-07,0.0
1880,6.109789865149651e-07,0.0
1881,5.78718129418121e-07,1.5339516323820135e-08
1882,5.537280571843439e-07,6.655385131892899e-10
1883,6.136078241070209e-07,6.319338941018771e-10
1884,6.337629088193353e-07,0.0
1885,5.839746108904365e-07,1.2891271383708158e-09
1886,6.524451805489662e-07,0.0
1887,5.732395607083163e-07,0.0
1888,5.960177986708004e-07,0.0
1889,6.290197234193329e-07,0.0
1890,5.892393346584868e-07,0.0
1891,5.85153372867353e-07,0.0
1892,5.804642455586873e-07,0.0
1893,6.792733415750263e-07,6.158416554491453e-10
1894,5.784813197351468e-07,3.150769645188234e-09
1895,6.548252713400871e-07,0.0
1896,6.091630666560377e-07,0.0
1897,6.26371729595121e-07,5.826713556089658e-10
1898,5.912980896027875e-07,1.13167097914868e-09
1899,5.422554636425048e-07,0.0
1900,5.227390715845104e-07,2.07642125715779e-09
1901,5.583150368693168e-07,3.912117296778206e-09
1902,4.7580650175405026e-07,0.0
1903,5.3030163371659e-07,5.400220270956879e-10
1904,4.971528255737212e-07,0.0
1905,5.042061843596457e-07,1.5482277682110634e-09
1906,5.411682195699541e-07,5.144184522798412e-10
1907,5.281700055093097e-07,5.142843373384665e-10
1908,4.6019715682632523e-07,9.822778146428846e-10
1909,5.038900781073608e-07,1.6502950117569526e-09
1910,4.7402616587532975e-07,5.344150677544235e-10
1911,5.09691858496808e-07,0.0
1912,5.110442202749255e-07,1.5628263128064646e-09
1913,4.931780495098792e-07,4.242391771214216e-09
1914,5.277033778838813e-07,1.3393487430235496e-09
1915,9.082967267204367e-07,2.3561523843085297e-09
1916,8.086772140813991e-07,0.0
1917,8.466079748359334e-07,0.0
1918,8.201272407859506e-07,2.2972752589112133e-09
1919,7.053212129903841e-07,2.762354567309444e-09
1920,6.201657924975734e-07,0.0
1921,5.270632073006709e-07,7.572747429129834e-10
1922,5.031752152717672e-07,7.377935484775833e-10
1923,5.382285621635674e-07,0.0
1924,4.873033958574524e-07,0.0
1925,4.564243738514051e-07,0.0
1926,5.0046162414219e-07,0.0
1927,5.017151352149085e-07,1.1149224876660924e-09
1928,4.718955040061701e-07,1.1426041224282812e-09
1929,5.703888064090279e-07,3.342121912552898e-09
1930,5.1572692427726e-07,1.0503603542488804e-09
1931,5.63424634947296e-07,0.0
1932,5.523606319002283e-07,1.0959536611565568e-09
1933,4.852090000895259e-07,0.0
1934,4.804613809028524e-07,2.3963160344919743e-09
1935,4.954869723405864e-07,1.196828414151696e-09
1936,4.328523175445298e-07,0.0
1937,4.923127221445611e-07,0.0
1938,4.460033835584909e-07,0.0
1939,5.062330501459655e-07,0.0
1940,4.7926295110301e-07,2.5357829169792012e-09
1941,5.135614742357575e-07,2.9515025978810172e-09
1942,5.400896725404891e-07,3.034211770724937e-09
1943,3.251623468258913e-07,0.0
1944,4.948306582264195e-07,0.0
1945,7.014783136582992e-07,2.178504043826024e-09
1946,5.554520612349734e-07,0.0
1947,6.127327765170776e-07,0.0
1948,5.185890472603205e-07,1.0871887834440486e-09
1949,4.947772254126903e-07,0.0
1950,4.254144698734308e-07,0.0
1951,5.053504423813138e-07,0.0
1952,3.7328607049857965e-07,1.0544803918932644e-09
1953,4.762031835525704e-07,0.0
1954,4.260825789970113e-07,0.0
1955,3.923184124232648e-07,9.385607846468247e-10
1956,4.901281727143214e-07,0.0
1957,4.35567358181288e-07,0.0
1958,3.929315539608069e-07,0.0
1959,3.797866554577922e-07,0.0
1960,3.986399974564847e-07,6.920833350854139e-10
1961,4.1480510049041186e-07,6.25334317660986e-09
1962,4.388633954022225e-07,6.341956404476434e-10
1963,3.782641044836055e-07,6.466053248388448e-10
1964,3.9606632640243333e-07,1.2167936658258327e-09
1965,4.339330530456209e-07,0.0
1966,4.015829233594559e-07,1.6617224263271169e-09
1967,3.801288812610437e-07,4.930335584241163e-10
1968,4.971997213942814e-07,0.0
1969,4.4509226881928043e-07,4.5417578031781147e-10
1970,4.134253686061129e-07,0.0
1971,3.987396439697477e-07,2.0553589941130213e-09
1972,4.0374254695052514e-07,1.0260293725750103e-09
1973,3.456778756572021e-07,0.0
1974,3.3865941873045813e-07,1.1251143350321513e-09
1975,3.346927428538038e-07,1.1422960355389478e-09
1976,3.4509702118157293e-07,0.0
1977,3.8669224977638805e-07,5.876781838942691e-10
1978,3.74257268731526e-07,0.0
1979,3.6048155038770346e-07,0.0
1980,3.593015094338625e-07,0.0
1981,3.2007281447477e-07,0.0
1982,4.2273089206901204e-07,6.207502289967692e-10
1983,3.700775152992719e-07,6.315316047889041e-10
1984,3.757757554012642e-07,5.799008495621649e-10
1985,3.6333969433144375e-07,3.609334831011779e-09
1986,3.7825202525709756e-07,0.0
1987,3.5381629004405113e-07,0.0
1988,3.466008138275356e-07,0.0
1989,3.4026356843241956e-07,5.488122178931576e-10
1990,3.634250163031538e-07,1.089730194969718e-09
1991,3.458264359323948e-07,2.9307325455363298e-09
1992,3.44371500204943e-07,0.0
1993,3.561710286703601e-07,5.539207426075166e-10
1994,3.470901788205083e-07,1.5824779264761446e-09
1995,3.877052279221971e-07,0.0
1996,3.12812204583679e-07,0.0
1997,3.140656019695598e-07,1.438468344439059e-09
1998,3.4330531661908026e-07,0.0
1999,3.272264166298555e-07,4.570201161957499e-10
2000,3.229581011510163e-07,1.3254094488601709e-09
2001,3.4348701660746883e-07,0.0
2002,3.632032701261778e-07,1.3143663935011318e-09
2003,3.3210375249836943e-07,0.0
2004,3.554666534455464e-07,1.3214374039449694e-09
2005,3.8011646097402263e-07,4.5037495954858286e-10
2006,4.1014183693732775e-07,4.1178899179428186e-10
2007,3.9505403037765063e-07,0.0
2008,4.0530827050133666e-07,4.257439678578834e-10
2009,4.520246363881597e-07,4.76819250749827e-10
2010,5.210343942962936e-07,1.8895172093635892e-09
2011,5.277081527310656e-07,0.0
2012,5.967655170024955e-07,3.404252713057332e-10
2013,6.961656140447303e-07,8.367375126105969e-10
2014,7.291054089364479e-07,1.0827225782605865e-09
2015,6.77163768614264e-07,1.10828768384863e-09
2016,7.415397362819931e-07,1.86420612280358e-09
2017,6.608510716432647e-07,7.54683426862357e-10
2018,7.56369729515427e-07,1.290733298020541e-09
2019,6.668282139798976e-07,0.0
