year,des_DET erreurs_NOUN,des_DET terreurs_NOUN
1858,4.9357615736767e-06,3.30812510496159e-07
1859,4.872700465341495e-06,3.7529316454509853e-07
1860,4.4343756968601156e-06,3.835680111308193e-07
1861,4.849425387476458e-06,3.852942231930001e-07
1862,4.639971827202771e-06,4.5270221016302514e-07
1863,4.848778033306189e-06,3.396342300732158e-07
1864,5.172072981451947e-06,3.27000453825832e-07
1865,4.674367346524377e-06,3.257136276246797e-07
1866,4.8544221087354344e-06,3.5178380031197776e-07
1867,4.648993524369871e-06,2.9262453615785944e-07
1868,4.732399396800702e-06,3.215858055405363e-07
1869,5.086185112190833e-06,3.823795471369351e-07
1870,4.994929824420069e-06,3.0677162232706223e-07
1871,4.482136674255344e-06,3.207595666854246e-07
1872,4.746556683699055e-06,2.3524149339593237e-07
1873,4.559539810600199e-06,3.010960112348471e-07
1874,4.295744190585538e-06,2.174757671724592e-07
1875,4.545181262471942e-06,3.6732203545497555e-07
1876,5.0097277792815476e-06,2.9081331831548596e-07
1877,4.6819055796731845e-06,3.030559878602901e-07
1878,4.52810866136133e-06,2.3552445549412937e-07
1879,4.976045460125533e-06,2.798070918297313e-07
1880,4.58747653908631e-06,2.881613037075681e-07
1881,4.530735274954623e-06,3.2979961295254157e-07
1882,4.207534473721353e-06,3.2078956890835286e-07
1883,4.393204335428891e-06,2.647802942457034e-07
1884,4.346557375356497e-06,2.6538823139077294e-07
1885,4.3656290209526105e-06,2.3977764707083793e-07
1886,4.498709650135879e-06,2.045748094259281e-07
1887,4.1334623048783214e-06,2.559338443952619e-07
1888,4.138519393848128e-06,2.4284554456244223e-07
1889,4.240244585673736e-06,2.537380359157737e-07
1890,4.449773093995191e-06,2.412014277197727e-07
1891,4.2426808022355544e-06,2.396706761942369e-07
1892,4.507060523906148e-06,2.331886665984939e-07
1893,4.461772739716707e-06,1.9768516867912922e-07
1894,4.170988745499926e-06,1.7959387399457682e-07
1895,4.348448939595073e-06,1.9079008106714923e-07
1896,4.437514228072814e-06,1.7632116433574652e-07
1897,4.36712194584743e-06,1.7363606641396245e-07
1898,4.279413829522127e-06,1.7654066652994516e-07
1899,4.188246116143546e-06,1.9567627340677518e-07
1900,4.21046337351072e-06,1.9985553922907684e-07
1901,4.596178690974284e-06,1.6766216193175865e-07
1902,3.9842041630322456e-06,1.6694964843910753e-07
1903,4.5729064623856175e-06,1.8846768590208285e-07
1904,4.738269488768765e-06,1.322157796579404e-07
1905,4.3613576394818665e-06,1.4759770938788108e-07
1906,4.6287373223208306e-06,1.7541668606568805e-07
1907,4.743758950098709e-06,1.439996135665922e-07
1908,4.817581590543796e-06,1.6109356648641437e-07
1909,4.886523541358656e-06,1.738310793086839e-07
1910,4.777136332734244e-06,1.891829287670177e-07
1911,4.752690216491828e-06,1.5429084854190478e-07
1912,4.982811503850826e-06,1.5471980630010762e-07
1913,4.696327849273985e-06,1.3628683159794264e-07
1914,4.784823488535039e-06,1.513464127356201e-07
1915,4.957344515332807e-06,1.0956108531523512e-07
1916,5.1696007972168445e-06,1.219608236624481e-07
1917,5.324199193523782e-06,1.32693742216361e-07
1918,4.958668810672862e-06,1.4932289182922887e-07
1919,4.743883451396869e-06,1.6297892024841332e-07
1920,4.473674330540689e-06,1.2948516614486039e-07
1921,4.642093969664529e-06,1.0904756131413507e-07
1922,4.670971108566846e-06,1.4977208895317062e-07
1923,4.485238200402364e-06,1.295145621860172e-07
1924,5.044492795036604e-06,1.4180786278572555e-07
1925,4.57194266090255e-06,1.506750351154551e-07
1926,4.416100225057562e-06,1.2149290817831115e-07
1927,4.425127272611462e-06,2.073755793752241e-07
1928,4.673250913356242e-06,1.4853853924634564e-07
1929,4.115266150961361e-06,1.593078131634229e-07
1930,4.900981551259065e-06,1.628058567959556e-07
1931,4.705850187747274e-06,9.238338893879927e-08
1932,4.822196132181489e-06,8.110057170274132e-08
1933,4.6307065275641435e-06,9.750062757163391e-08
1934,4.700374049093625e-06,1.0783422332849568e-07
1935,4.625741595987165e-06,1.2327333287487363e-07
1936,4.805024587994922e-06,9.214783158739692e-08
1937,4.901722334693659e-06,7.428759829508635e-08
1938,4.701186568922822e-06,9.853563065487236e-08
1939,4.751861624185949e-06,1.4376407797556112e-07
1940,4.56440922391721e-06,7.100192078723921e-08
1941,4.610246861602718e-06,1.0625409352371662e-07
1942,4.833499360756832e-06,1.0923162596654379e-07
1943,5.037113290029538e-06,9.580676185727555e-08
1944,4.95794611765632e-06,1.317406344014671e-07
1945,4.463754947892085e-06,1.1981772729541262e-07
1946,4.8055653394385445e-06,1.030161707049615e-07
1947,4.75046694248249e-06,1.728526326516544e-07
1948,4.981499117207022e-06,1.195907688433806e-07
1949,4.6336277534919645e-06,9.522497856906398e-08
1950,4.815691625026375e-06,1.0848068687785428e-07
1951,4.654768176237667e-06,1.4819348992389791e-07
1952,4.93496807507654e-06,1.1177492298397596e-07
1953,4.57887664140344e-06,1.0558351093425955e-07
1954,4.74163446995135e-06,1.1336142091700196e-07
1955,4.697496549965763e-06,8.916327587371597e-08
1956,4.778313581255134e-06,1.220959839898228e-07
1957,4.713492742780545e-06,9.365140202222122e-08
1958,4.773084498310709e-06,8.354965785883905e-08
1959,4.610919660308355e-06,1.0541016703946582e-07
1960,4.567057700910482e-06,1.0588874888028954e-07
1961,4.8032623425342535e-06,1.3201503179516294e-07
1962,4.800226918177941e-06,1.0591067445275826e-07
1963,4.535289889417982e-06,1.2091519763224312e-07
1964,4.917063264997523e-06,1.2107097147051604e-07
1965,4.669841871418612e-06,1.2585699105116532e-07
1966,4.396363749492593e-06,1.567558087778309e-07
1967,4.9490707283439406e-06,1.35584226734764e-07
1968,4.522406669593693e-06,1.4417444660352885e-07
1969,4.4191304624519034e-06,1.4760713118455726e-07
1970,4.2533609700967645e-06,1.2692480533260664e-07
1971,4.223762644528506e-06,1.402782463522101e-07
1972,4.44116808751005e-06,1.1645433617424317e-07
1973,4.183970489179956e-06,8.104409787712541e-08
1974,4.146608944211039e-06,8.382101546189347e-08
1975,4.1065542717433345e-06,9.366827580237214e-08
1976,4.307427971639299e-06,1.0855701360057424e-07
1977,4.331188179662604e-06,1.0108064474323442e-07
1978,4.015839522253373e-06,1.170296527464032e-07
1979,3.823094232302537e-06,1.1235788988095408e-07
1980,4.016559174147005e-06,8.641428905775683e-08
1981,3.926268675513711e-06,1.1069711813860295e-07
1982,4.605966552162499e-06,7.697302695230945e-08
1983,3.936336582910371e-06,7.767838638983449e-08
1984,4.1578890517257605e-06,1.0670175909499591e-07
1985,3.8054421196420662e-06,9.083492935602067e-08
1986,3.856852046624226e-06,9.711066106810051e-08
1987,4.016028910314162e-06,9.655090327242988e-08
1988,4.000301075279822e-06,1.0493969404556935e-07
1989,3.695152742011487e-06,9.220045038560443e-08
1990,3.586302170788258e-06,8.826814257290039e-08
1991,3.7583714203037744e-06,8.206051360648559e-08
1992,3.812330447772183e-06,8.430214282206805e-08
1993,3.446494915237963e-06,7.754890712918794e-08
1994,3.8069144494556895e-06,8.123387096325985e-08
1995,3.6737105375550527e-06,9.326615657556658e-08
1996,3.427589064131098e-06,8.701090248308674e-08
1997,3.466708804467089e-06,8.29516761946536e-08
1998,3.5555940058884516e-06,1.029915908112855e-07
1999,3.521796969607749e-06,9.825932389961878e-08
2000,3.388188325459396e-06,9.277866153123426e-08
2001,3.295985735007889e-06,8.280490354506398e-08
2002,3.4099047354629874e-06,1.0865429578288399e-07
2003,3.491048104820038e-06,1.0000614897309745e-07
2004,3.6194170576209217e-06,8.677438834148177e-08
2005,3.7430663013537924e-06,1.0538774253276983e-07
2006,3.6974533017541944e-06,1.1694807566797749e-07
2007,3.567868958498366e-06,1.0145977791253813e-07
2008,3.631170230278258e-06,1.0132706740328956e-07
2009,3.69439564451568e-06,1.1682071288099394e-07
2010,3.84658460461651e-06,8.408351670485814e-08
2011,4.290878962365241e-06,1.3651579555684634e-07
2012,3.8005078408787085e-06,1.3548925170692172e-07
2013,3.6802505576361e-06,1.497760098168044e-07
2014,3.623222923465619e-06,1.8644483512630927e-07
2015,3.844206695191588e-06,1.8552735703281087e-07
2016,3.6196667707599772e-06,2.0340559814258086e-07
2017,3.7203376805905464e-06,1.2879930011422402e-07
2018,3.786237250835711e-06,1.7786306072409275e-07
2019,3.9193374945512005e-06,1.887730931571241e-07
