year,ses_DET erreurs_NOUN,ses_DET terreurs_NOUN
1844,3.0703011546506787e-06,5.38976717479045e-07
1845,2.9843059294876184e-06,5.150550528298936e-07
1846,2.9237379166602295e-06,4.982180881185627e-07
1847,3.2618216820878843e-06,4.6435654788012926e-07
1848,2.5085001738034407e-06,4.046746386876521e-07
1849,2.463547943420963e-06,3.108763007020343e-07
1850,2.7088095180261007e-06,3.89009459311751e-07
1851,3.304692441474799e-06,3.456899171361272e-07
1852,2.8581293349816406e-06,4.6224873706535163e-07
1853,2.3977305936284665e-06,4.3475664401881886e-07
1854,3.164159579682746e-06,3.9694876008411484e-07
1855,2.525040642353815e-06,4.90891657989323e-07
1856,2.708705455489735e-06,4.4627370687777557e-07
1857,2.508119337107928e-06,4.798523445259661e-07
1858,2.5564564012370283e-06,4.115581404562363e-07
1859,2.851617125543271e-06,5.173648300882405e-07
1860,2.4341463884525183e-06,5.057788454720935e-07
1861,2.501347083239125e-06,3.683167681955979e-07
1862,2.417122615838707e-06,4.4773244689544356e-07
1863,2.8579219986113458e-06,5.29429818207916e-07
1864,2.579084117826369e-06,4.320049971084927e-07
1865,2.352480912293231e-06,3.8690259707152563e-07
1866,2.2547250537741093e-06,4.126039749863253e-07
1867,2.1551336466529847e-06,4.33841336189289e-07
1868,2.5262515634949523e-06,3.8135828805963e-07
1869,2.504268650227459e-06,4.7028289973383153e-07
1870,2.475388825473601e-06,3.7730040070016457e-07
1871,1.6271643730192409e-06,4.184743953583592e-07
1872,2.0990313664981386e-06,3.46512536442134e-07
1873,1.6515386072057936e-06,3.3820925526839574e-07
1874,1.7105306113762708e-06,2.694548788539919e-07
1875,1.98308121213131e-06,3.5244607943241135e-07
1876,1.8911933814536042e-06,3.8452654216314386e-07
1877,1.8269946444604557e-06,3.809846647051529e-07
1878,1.7356340507035384e-06,3.043700693705631e-07
1879,1.972701234365104e-06,3.305145082066474e-07
1880,1.6481028772830086e-06,3.2731015409126485e-07
1881,1.43354761128478e-06,3.521116198612617e-07
1882,1.8388829197135692e-06,3.400901702477199e-07
1883,1.528648041926317e-06,3.102795336218378e-07
1884,1.592989523402366e-06,3.28764510726387e-07
1885,1.309753210776421e-06,2.3784396008252884e-07
1886,1.435895658374875e-06,2.3555142991682487e-07
1887,1.4592146762026914e-06,2.8009086872060607e-07
1888,1.3708408701518238e-06,2.7645079248017623e-07
1889,1.4867169895182997e-06,2.6313574341685353e-07
1890,1.1548829075280764e-06,2.739733577783454e-07
1891,1.193891371542577e-06,2.230977074191287e-07
1892,1.4079078258788513e-06,2.250396002878574e-07
1893,1.2138239107173376e-06,2.192396242328698e-07
1894,1.3132407641336385e-06,2.419791065300103e-07
1895,1.3397436156026288e-06,2.1727198529220004e-07
1896,1.3197551052002154e-06,2.1111363679438e-07
1897,1.1309651206659055e-06,2.1384038795257965e-07
1898,1.1339343100047472e-06,1.9408157070355259e-07
1899,1.076219460216521e-06,2.0783694054671287e-07
1900,1.3050307323680954e-06,1.9726002253861452e-07
1901,1.1769884480372639e-06,1.738097810122241e-07
1902,1.0684777222991215e-06,1.595842192836372e-07
1903,1.2874125392414726e-06,1.9548797114410377e-07
1904,1.2098281665373634e-06,1.467272650046425e-07
1905,1.2303249725675869e-06,1.6462820862095384e-07
1906,1.1620712427884428e-06,1.5329669422747827e-07
1907,1.1900539966802626e-06,1.5788529306171029e-07
1908,1.2671384332918478e-06,1.5814672504887994e-07
1909,1.3543421673034572e-06,1.6117881401767065e-07
1910,1.259616322357715e-06,1.902517663410208e-07
1911,1.3428624860978289e-06,1.617393681208057e-07
1912,1.3784128629623638e-06,1.7347372494036506e-07
1913,1.379307665416718e-06,1.2833234486198108e-07
1914,1.4431482249221972e-06,1.4732835662556454e-07
1915,1.2593634455271285e-06,1.472595192453241e-07
1916,1.2844343473261688e-06,1.7799688034614292e-07
1917,1.1756006763619098e-06,1.0198774447189862e-07
1918,1.3691760543110831e-06,1.5621471582960567e-07
1919,1.304752139219545e-06,1.5469184611038855e-07
1920,1.4561401933121942e-06,1.6734632302117802e-07
1921,1.423676515344141e-06,1.3479490079681966e-07
1922,1.2719561190976947e-06,1.6157678839334721e-07
1923,1.2187108779926348e-06,1.5074646420032423e-07
1924,1.4593318837796687e-06,1.4309703599835188e-07
1925,1.3318793321559497e-06,1.627730341624556e-07
1926,1.175917610396482e-06,1.2818058758856665e-07
1927,1.1784730524766474e-06,2.18524811579357e-07
1928,1.3025686698142636e-06,1.6796280721820267e-07
1929,1.2221026111092215e-06,1.9272902918032742e-07
1930,1.4557994632014015e-06,1.5020152499545247e-07
1931,1.439356019261595e-06,1.665182063348425e-07
1932,1.2296600147010395e-06,1.1397918009414809e-07
1933,1.2135960147929836e-06,1.2847141617200464e-07
1934,1.1478353343363779e-06,1.3059921677438524e-07
1935,1.2494888217418065e-06,1.4601306919104218e-07
1936,1.2233837480835064e-06,1.3822174294020328e-07
1937,1.2855531466016146e-06,1.3472496496191866e-07
1938,1.273184082606349e-06,1.0242519721259669e-07
1939,1.2143475540682402e-06,1.269406197934586e-07
1940,1.1461738580464953e-06,1.0903866409783802e-07
1941,1.0389289677448232e-06,1.121570964990326e-07
1942,1.5140717053441222e-06,1.061974117533282e-07
1943,1.4487143751296117e-06,1.1903264152124393e-07
1944,1.2595689753425177e-06,1.1567470181716999e-07
1945,1.5510949182839795e-06,1.3071024485000748e-07
1946,1.4380500488186954e-06,1.364268227277421e-07
1947,1.3816289197166043e-06,2.002706347425942e-07
1948,1.3078881053729674e-06,1.8264771495246634e-07
1949,1.297808484679308e-06,1.1682239575705466e-07
1950,1.2836881353450735e-06,1.4464092146226903e-07
1951,1.2708391459170798e-06,1.6738401442673023e-07
1952,1.075570015274252e-06,1.096659610899664e-07
1953,1.1754245239359307e-06,1.4113714286168033e-07
1954,1.3026791023662554e-06,1.4854255248053505e-07
1955,1.102808941055855e-06,1.3139851340326913e-07
1956,1.1808425668391465e-06,1.4389883729037933e-07
1957,1.0946611173068277e-06,1.228070276582116e-07
1958,1.0729099795270258e-06,1.1415695722050145e-07
1959,1.1765634972960015e-06,1.3641316831680683e-07
1960,1.1682366629628405e-06,1.342641720025739e-07
1961,1.2110641911533548e-06,1.4660615388351061e-07
1962,1.2588783135925041e-06,1.3952303490327722e-07
1963,1.1567769231390912e-06,1.150957489315374e-07
1964,1.260598253338685e-06,1.22896160581476e-07
1965,1.2744389579211202e-06,1.214793621251431e-07
1966,1.239644952022445e-06,1.7337303592768194e-07
1967,1.2956922468276844e-06,1.6072894037932883e-07
1968,1.2840957364090855e-06,1.5001329578545608e-07
1969,1.2108326341575548e-06,1.3125679920733546e-07
1970,1.275686349444527e-06,1.2692481166087788e-07
1971,1.1977604099655537e-06,1.7470552027276653e-07
1972,1.1096507996910532e-06,1.4159205929953345e-07
1973,1.1461950926161535e-06,1.2294444307059393e-07
1974,9.124677244898294e-07,8.944659168896862e-08
1975,9.72665050724686e-07,9.366827669055056e-08
1976,1.0404331991509252e-06,9.427319014321256e-08
1977,1.0666358818411936e-06,6.934602475583418e-08
1978,1.0211876748655868e-06,1.0752470402941583e-07
1979,1.0469180509176113e-06,1.3225459560839425e-07
1980,9.937643916657635e-07,1.0119567894761872e-07
1981,9.810927643627565e-07,9.172047144012652e-08
1982,9.832683920407703e-07,1.1297654367581345e-07
1983,9.662433342327859e-07,1.0546577788872469e-07
1984,1.0136667309978975e-06,1.0902136138302154e-07
1985,9.294037344176331e-07,8.78271496640437e-08
1986,9.339408482134104e-07,1.0310514941824778e-07
1987,1.0119512623418814e-06,8.921792948868301e-08
1988,9.222699741684437e-07,1.1693280277391693e-07
1989,9.681047075105198e-07,8.780995308654838e-08
1990,9.813020671600725e-07,1.0461410115958358e-07
1991,9.395928461941594e-07,7.795748713235184e-08
1992,1.071684112119442e-06,9.69750177937101e-08
1993,1.0291847178933722e-06,9.195084027524558e-08
1994,9.63729119618506e-07,8.914626187239705e-08
1995,9.847170723276122e-07,1.062800389917129e-07
1996,9.133475540323843e-07,7.740233343156433e-08
1997,9.992560183746946e-07,8.630810244270037e-08
1998,1.038975380396323e-06,9.488577301652867e-08
1999,1.0383497137667064e-06,1.1242695019397786e-07
2000,1.111576702683692e-06,1.1707783231784674e-07
2001,9.761340171721145e-07,9.112920507092781e-08
2002,9.783268017926616e-07,9.463438332968366e-08
2003,1.0283965501400871e-06,1.008395345003521e-07
2004,1.1364361078847196e-06,9.117918101098077e-08
2005,1.1732267406472374e-06,8.196824496931043e-08
2006,1.1789518801208487e-06,9.018178770414664e-08
2007,1.2227101144901553e-06,9.546805879168119e-08
2008,1.2299743463728419e-06,1.0303003739053906e-07
2009,1.2721537689941442e-06,1.0108568249123095e-07
2010,1.3406124743653436e-06,1.0250630877450817e-07
2011,1.5437374347726518e-06,1.537236724580282e-07
2012,1.4178712675061433e-06,1.6646795408803428e-07
2013,1.4093448577057188e-06,2.1336807076721698e-07
2014,1.6970594423071361e-06,2.3408462634932903e-07
2015,1.4948585018714766e-06,2.602259403516882e-07
2016,1.6649431007209614e-06,3.0925106742074604e-07
2017,1.6816862249413589e-06,1.9143802454379966e-07
2018,1.6456850637780462e-06,2.114221215876455e-07
2019,1.6930905353262915e-06,2.4514991281421317e-07
